Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Robert Li,https://www.crunchbase.com/person/robert-li-36cd,,,,Robert Li,Investment Partner,,,1,,,,,,,"172,803"
Susan Abushakra,https://www.crunchbase.com/person/susan-abushakra,,,"Orange, California, United States",Susan Abushakra,,,,,,,,,,,"172,808"
Mario Valle,https://www.crunchbase.com/person/mario-valle-reyes,,,"San Francisco, California, United States","Mario Valle Reyes is the Co-Founder & Managing Partner at Altered Ventures.He attended Iberoamerican University, Mexico City.",Investment Partner,,,3,,,,,,,"172,800"
sophia ben,https://www.crunchbase.com/person/sophia-ben,,,"United States, North America","I""m SEO expert",,,,,,,,,,,"172,802"
Baoguang Investment Management,https://www.crunchbase.com/organization/baoguang-investment-management,1,,"Hangzhou, Zhejiang, China",Baoguang Investment Management is engaged in investment management.,,,1,,,,,,,,"172,803"
Hagai Ramati,https://www.crunchbase.com/person/hagai-ramati,1,,"Israel, Asia",Hagai Ramati,Individual/Angel,Seed,1,,,,,,,,"172,804"
Yutaixing Xin Cailiao,https://www.crunchbase.com/organization/yutaixing-xin-cailiao,1,1,"Changping, Beijing, China",Yutaixing Xin Cailiao is a developer and seller of polymer materials.,,,1,,,,1,,,,"172,805"
Alessandro Baretta,https://www.crunchbase.com/person/alessandro-baretta,,,"San Francisco Bay Area, California, United States","As co-founder and CEO of AtomiFi, Alex is spearheading the effort to enhance liquidity in real estate by transforming investment properties ...",,Seed,,,,,,,,,"172,807"
Gordon Fitzjohn,https://www.crunchbase.com/person/gordon-fitzjohn,1,,"Jersey, Europe","Gordon has over 35 years’ finance sector experience, mainly gained at Deutsche Bank where he was latterly MD of the Global Trust business, b...",Individual/Angel,Seed,1,,,,,,,,"172,808"
K Venture Group,https://www.crunchbase.com/organization/k-venture-group,1,,"Penn Yan, New York, United States",K Venture Group is a tour company,,,1,,,,,,,,"172,838"
Fuse - Tech innovation space,https://www.crunchbase.com/organization/fuse-tech-innovation-space,,,"London, England, United Kingdom",Fuse is a tech innovation space aimed at accelerating practical solutions.,Accelerator,,,,,,,,2019-01-25,7,"172,839"
Peihua Capital,https://www.crunchbase.com/organization/peihua-capital,1,,,Peihua Capital,,,1,,,,,,,,"172,810"
Abhishek Singhania,https://www.crunchbase.com/person/abhishek-singhania-ba5a,1,,"Bangalore, Karnataka, India",Abhishek Singhania is the Director & Owner at Zoroy. Attended IBS Hyderabad.,Individual/Angel,,1,,,,,,,,"172,840"
Robert Chang,https://www.crunchbase.com/person/robert-chang-ec5a,,,"Beijing, China, Asia",Robert Chang is the Founder and Managing Director at GenBridge Capital. Robert Chang attended Peking University.,Investment Partner,,,1,,,,,,,"172,811"
Miquel Àngel Mora,https://www.crunchbase.com/person/miquel-àngel-mora,1,,,Miquel A. Mora is a CEO at AtheneaEdu.ai,Individual/Angel,,1,,1,,,,,,"172,812"
Folake Shasanya,https://www.crunchbase.com/person/folake-shasanya,,,,"Folake Shasanya is a Head of EMEA Warehouse Financing, Silicon Valley Bank.",Investment Partner,,,2,,,,,,,"172,813"
Sten Verland,https://www.crunchbase.com/person/sten-verland,,,"Copenhagen, Hovedstaden, Denmark",Sten Verland is a partner in the Life Science group and one of the three co-founders. Sten focuses on therapeutics investments. During hi...,Investment Partner,,,2,,,,,,,"172,815"
Sumona Chakraborty,https://www.crunchbase.com/person/sumona-chakraborty,,,"Mumbai, Maharashtra, India",Sumona Chakraborty is the Vice President at OrbiMed.,Investment Partner,,,1,,,,,,,"172,816"
Fernando Saiz del Cura,https://www.crunchbase.com/person/fernando-saiz-del-cura,1,,"Madrid, Madrid, Spain",Fernando Saiz del Cura,Individual/Angel,Seed,1,,,,,,,,"172,853"
Suntech Group,https://www.crunchbase.com/organization/suntech-group,1,,,Suntech Group is an investment Firm.,,,1,,,,,,,,"172,817"
Tobacco Settlement Endowment Trust,https://www.crunchbase.com/organization/tobacco-settlement-endowment-trust,2,,"Oklahoma City, Oklahoma, United States","Tobacco Settlement Endowment Trust is a non-profit organization that prevents cancer, heart disease, and stroke by reducing tobacco use.",Government Office,,2,,1,,,,,,"172,818"
Northbeta Yinuo Capital,https://www.crunchbase.com/organization/northbeta-yinuo-capital,1,,"Beijing, Beijing, China",Northbeta Yinuo Capital is an investment firm.,,,1,,,,,,,,"172,819"
Don Ross,https://www.crunchbase.com/person/don-ross-2,,,"San Francisco, California, United States","Don has 10 years Angel investing experience and currently is a Board Director, Sand Hill Angels (SHA) and Co-Chair, SHA Deal Quality Committ...",,,,,,,,,,,"172,860"
White Card Ventures,https://www.crunchbase.com/organization/white-cardventures,2,1,,Seed Stage Venture Fund,,,1,,,,1,,,,"172,861"
