Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
EnerDel,https://www.crunchbase.com/organization/ener1,3,1,"New York, New York, United States",EnerDel is engaged in developing and manufacturing rechargeable lithium-ion batteries and battery systems in the U.S. and South Korea.,,,1,,3,,1,,,,"24,003"
Richard Hearn,https://www.crunchbase.com/person/richard-hearn,,,"New York, New York, United States",Richard Hearn is the Co-Founder / Executive Chairman / Investor of BambuMeta. He previously worked at HGGC as a Private Equity / CEO Coach. ...,Investment Partner,,,1,,,,,,,"24,004"
AK Steel,https://www.crunchbase.com/organization/ak-steel,1,,"West Chester, Ohio, United States","AK Steel Holding Corporation is an American steel company whose predecessor, Armco, was founded in 1899 in Middletown, Ohio",,,1,,1,,,,,,"24,011"
Brierley+Partners,https://www.crunchbase.com/organization/brierley-partners,2,1,"Los Angeles, California, United States","Brierley+Partners has a history of creating proven, prominent customer loyalty programs.",,,2,,,,1,,,,"24,012"
Paavan Nanda,https://www.crunchbase.com/person/paavan-nanda,2,,"New Delhi, Delhi, India",Paavan Nanda is working as the co-founder of Winzo.,Individual/Angel,,2,,,,,,,,"24,014"
Eduardo Vivas,https://www.crunchbase.com/person/claudia-bosworth,8,2,"San Francisco, California, United States","Eduardo Vivas is the founder of Bright.com  which was acquired by LinkedIn in 2014, and also the founder of Social Hour, a startup acquired ...",Individual/Angel,Seed,8,,1,,2,,,,"24,016"
NOIA Capital,https://www.crunchbase.com/organization/noia-capital,9,,"Luxembourg, Luxembourg, Luxembourg",NOIA Capital is an actively managed alternative asset manager pursuing excellence in digital assets and blockchain technology investments.,Private Equity Firm,,8,,,1,,,,,"24,019"
Judd Zebersky,https://www.crunchbase.com/person/judd-zebersky,1,,"Fort Lauderdale, Florida, United States",judd zebersky is the CEO & Founder at Jazwares. He attended University of Miami School of Law.,Individual/Angel,Venture,1,,,,,,,,"24,025"
Katalysen Ventures,https://www.crunchbase.com/organization/katalysen-partners,8,1,"Stockholm, Stockholms Lan, Sweden","Nordic Venture Developer, advancing early-stage ventures with hands on expertise, capital and networks.","Angel Group, Venture Capital","Early Stage Venture, Seed",8,,3,,1,,,,"24,000"
Aussie Angels,https://www.crunchbase.com/organization/aussie-angels,2,,"Sydney, New South Wales, Australia",Aussie Angels is a group of investors who invest together as one entity on a cap table.,Angel Group,Seed,2,,,,,,,,"24,001"
Sienna Investment Managers,https://www.crunchbase.com/organization/sienna-venture-capital,3,,"Paris, Ile-de-France, France",Sienna Investment Managers is a venture capital investment firm.,Venture Capital,,3,,1,,,,,,"24,002"
Good Company,https://www.crunchbase.com/organization/good-company-9f3d,11,,"Tel Aviv, Tel Aviv, Israel",Good Company Fund is investing in early-stage companies that leverage deep technologies to solve the world’s biggest problems.,Venture Capital,"Early Stage Venture, Seed",7,,1,4,,,,,"24,004"
Biospring Partners,https://www.crunchbase.com/organization/biospring-partners,6,2,"New York, New York, United States",Biospring is a growth equity firm that invests in life sciences technology,"Private Equity Firm, Venture Capital","Late Stage Venture, Private Equity",5,,3,,2,,,,"24,003"
Stark Investments,https://www.crunchbase.com/organization/stark-investments,4,2,"Milwaukee, Wisconsin, United States",Stark Investments is a global alternative investment firm that develops fundamental and quantitative strategies for investors worldwide.,Private Equity Firm,,4,,1,,2,,,,"24,005"
Quadia,https://www.crunchbase.com/organization/quadia,26,3,"Geneva, Geneve, Switzerland",Quadia is a regulated investment manager specialized in social and environmental finance.,"Venture Capital, Venture Debt","Debt, Early Stage Venture",20,,3,3,3,,,,"24,006"
Working Capital,https://www.crunchbase.com/organization/working-capital-0d76,13,1,"Redwood City, California, United States",Working Capital is an early stage venture fund.,Venture Capital,"Early Stage Venture, Seed",11,,7,1,1,,,,"24,008"
Decisive Capital Management,https://www.crunchbase.com/organization/decisive-capital-management,5,0,"Geneva, Geneve, Switzerland","Decisive is a wealth advisor that provides services to high net worth individuals, families, and institutional investors.",Family Investment Office,"Early Stage Venture, Late Stage Venture, Private Equity, Secondary Market, Venture",5,,1,,0,,,,"24,009"
Blue Star Capital,https://www.crunchbase.com/organization/blue-star-capital,4,,"London, England, United Kingdom",Blue Star Capital exclusively addresses strong growth prospect investments in the Homeland Security sector.,Venture Capital,,3,,2,,,,,,"24,010"
Nanshan War Xintou,https://www.crunchbase.com/organization/nanshan-war-xintou,10,,"Nanshan, Hunan, China",Nanshan War Xintou focuses on strategic emerging industries and future industries.,Venture Capital,,10,,4,,,,,,"24,036"
Web 3.0 Wellness APP,https://www.crunchbase.com/organization/web-3-o-wellness-app,,,,Web 3.0 Wellness APP is a personalized AI wellness app.,,,,,,,,,,,"24,038"
Smartlink Partners,https://www.crunchbase.com/organization/smartlink-partners,3,,"Warsaw, Mazowieckie, Poland",Smartlink Partners is a venture capital fund that invests in early-stage software startups.,Venture Capital,"Early Stage Venture, Seed",3,,3,,,,,,"24,012"
DuckDAO,https://www.crunchbase.com/organization/duckdao,18,,"Vienna, Wien, Austria",DuckDAO is a community-backed incubator powered by a network of engaged investors in the digital asset ecosystem.,Incubator,,18,,,,,,,,"24,016"
John Lagomarsino,https://www.crunchbase.com/person/john-lagomarsino-3869,,,"San Francisco, California, United States",GP at Strike Capital,Investment Partner,,,3,,,,,,,"24,017"
Camina Lab,https://www.crunchbase.com/organization/camina-lab,1,1,"Sant Cugat Del Vallès, Catalonia, Spain",Camina Lab develops sustainable transport solutions for the future of cities.,Incubator,,1,,1,,1,,,,"24,019"
