Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Mayfair Venture Capital,https://www.crunchbase.com/organization/mayfair-venture-capital,1,1,"Louisville, Kentucky, United States",Mayfair Venture Capital is a venture capital firm specializing in growth capital investments.,Private Equity Firm,Early Stage Venture,1,,,,1,,,,"77,406"
Brian Ladin,https://www.crunchbase.com/person/brian-ladin,,,"Dallas, Texas, United States","Brian Ladin is an entrepreneur and investment expert headquartered in Dallas, Texas. As the Founder and CEO of Delos Shipping, a capital inv...",,,,,,,,,,,"77,408"
Straight Shot,https://www.crunchbase.com/organization/straight-shot,3,,"Omaha, Nebraska, United States","E-Commerce, web services, and logistics accelerator in Omaha.",Accelerator,Seed,3,,,,,,,,"77,412"
OrthoVentions,https://www.crunchbase.com/organization/orthoventions,1,,"Hawthorne, California, United States",OrthoVentions is a dedicated healthcare fund collaborating with the Hospital for Special Surgery to identify and develop novel technologies.,,,1,,1,,,,,,"77,415"
David Young,https://www.crunchbase.com/person/david-young,1,1,"Colorado Springs, Colorado, United States",David Young is the Founder of Federated Computer.,Individual/Angel,Seed,1,,,,1,,,,"77,416"
Jacques Ferte,https://www.crunchbase.com/person/jacques-ferte,1,,"Paris, Ile-de-France, France",Jacques Ferte is the Co-founder of Gallia. Jacques Ferte attended EM Normandie Business School.,Individual/Angel,,1,,,,,,,,"77,401"
Abeille Impact Investing France,https://www.crunchbase.com/organization/abeille-impact-investing-france,2,,"Paris, Ile-de-France, France",Abeille Impact Investing France is an investment fund that accelerates startups and other firms through impact investing services.,Accelerator,Early Stage Venture,2,,,,,,,,"77,419"
Pavel Karagjaur,https://www.crunchbase.com/person/pavel-karagjaur,1,,"Tallin, Harjumaa, Estonia","Pavel is the VP of Growth at Bolt. His is responsible for the global marketing, campaigns and communications/PR teams to name a few.",Individual/Angel,,1,,,,,,,,"77,426"
Reynazran Royono,https://www.crunchbase.com/person/reynazran-royono,1,,"Jakarta, Jakarta Raya, Indonesia","Reynazran Royono (Rey) is the Founder and CEO of Snapcart, a startup specializing in developing Mobile-based Real Time Shopper Engagement To...",Individual/Angel,Seed,1,,,,,,,,"77,429"
Steven Gerber,https://www.crunchbase.com/person/steven-gerber,,,"New York, New York, United States","Steven Gerber is the President and Chief Operating Officer of Zeta Interactive. Gerber oversees the day to day management of the Company, en...",Investment Partner,,,1,,,,,,,"77,430"
