Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Lotux,https://www.crunchbase.com/organization/lotux,11,,"Mexico City, Distrito Federal, Mexico",Early-stage Venture Capital firm focused on Latin America,Micro VC,"Early Stage Venture, Seed",10,,,,,,,,"39,003"
Heron Capital,https://www.crunchbase.com/organization/heron-capital,12,5,"Carmel, Indiana, United States","Heron Capital is a venture capital fund dedicated to investing in mid and growth stage companies focused on the life sciences, including",Venture Capital,"Late Stage Venture, Private Equity",7,,2,,5,,,,"39,005"
Katharina Juenger,https://www.crunchbase.com/person/katharina-jünger,3,,"Munich, Bayern, Germany","Katharina comes from a family of doctors and grew up with a doctor who helps her at any time, day or night, anywhere. Friends have often env...",Individual/Angel,,3,,,,,,,,"39,035"
GreenLake Fund,https://www.crunchbase.com/organization/greenlake-fund,2,,"Pasadena, California, United States",Commercial Real Estate Financing,Fund Of Funds,,2,,1,,,,,,"39,007"
Norinchukin Capital,https://www.crunchbase.com/organization/norinchukin-capital,2,,"Tokyo, Tokyo, Japan",Norinchukin Capital is a private equity fund management firm.,Private Equity Firm,"Early Stage Venture, Seed",2,,1,,,,,,"39,008"
Sedona Technologies,https://www.crunchbase.com/organization/sedona-technologies,,,"Moline, Illinois, United States",Sedona Technologies is an information technology company specializing in custom application development and data warehousing services.,,,,,,,,,,,"39,002"
Fujitsu General,https://www.crunchbase.com/organization/fujitsu-general,1,,"Kawasaki, Kanagawa, Japan","Fujitsu General engages in manufacturing, sales, and services for air conditioners and telecommunications fields.",,,1,,1,,,,,,"39,019"
Esmée Fairbairn Foundation,https://www.crunchbase.com/organization/esmee-fairbairn-foundation,7,,"London, England, United Kingdom",The Esmee Fairbairn Foundation is an independent grant-making foundations in the UK.,Venture Debt,,6,,1,,,,,,"39,022"
Red Diamond Foodservice,https://www.crunchbase.com/organization/red-diamond-foodservice,1,,"Moody, Alabama, United States",Red Diamond Foodservice is a broadline distributor dedicated to providing quality national-brand products.,,,1,,,,,,,,"39,000"
Merifin Capital,https://www.crunchbase.com/organization/merifin-capital,12,3,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Merifin Capital is a European private investment company focused on traditional and alternative asset classes.,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture",9,,,,3,,,,"39,001"
