Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Chaim Friedman,https://www.crunchbase.com/person/chaim-friedman,,,"Tel Aviv, Tel Aviv, Israel",Chaim Friedman - Founding Partner @ LionBird,,,,,,,,,,,"203,402"
Park Moon-soo,https://www.crunchbase.com/person/park-moon-soo,,,,Park Moon-soo currently works as the Co-Founder & Representative Partner for Enlight Ventures.,Investment Partner,,,1,,,,,,,"203,403"
Lucas Joynt,https://www.crunchbase.com/person/lucas-joynt,,,,Lucas Joynt,Investment Partner,,,1,,,,,,,"203,405"
Koichi Mukai,https://www.crunchbase.com/person/koichi-mukai,,,,Koichi Mukai - Chairman and CEO @ COMTURE,Investment Partner,,,2,,,,,,,"203,404"
Monty Lord,https://www.crunchbase.com/person/monty-lord,,,"United Kingdom, Europe","● A multi award-winning change maker, social entrepreneur and researcher dedicated to challenging injustices through the use of law ● Somet...",,,,,,,,,,,"203,406"
Charles Park,https://www.crunchbase.com/person/charles-park-2,,,"Los Angeles, California, United States",Charles Park - Founder & CEO @ Offline,,,,,,,,,,,"203,407"
Marc Valerius de Beffort,https://www.crunchbase.com/person/marc-valerius-de-beffort,2,,,Marc Valerius de Beffort,Individual/Angel,,1,,,,,,,,"203,408"
Roby Sharon-Zipser,https://www.crunchbase.com/person/roby-sharon-zipser-3624,1,,"Sydney, New South Wales, Australia","Roby is the CEO, Co-Founder, and Executive Director of hipages, the Australian technology company shaping the On-Demand Tradie Economy in Au...",Individual/Angel,Seed,1,,,,,,,,"203,409"
David Hunter,https://www.crunchbase.com/person/david-hunter-6ff5,1,,"Erie, Pennsylvania, United States","CEO, Local Falcon",Individual/Angel,"Private Equity, Seed",1,,1,,,,,,"203,411"
Satoru Iino,https://www.crunchbase.com/person/satoru-iino,,,"Tokyo, Tokyo, Japan","Satoru Iino - Managing Director, CIO @ Whiz Partners",Investment Partner,,,8,,,,,,,"203,410"
Matar Capital Advisors,https://www.crunchbase.com/organization/matar-capital-advisors,,,"Ramat Gan, Tel Aviv, Israel",Matar Capital Advisors is a company that offers corporate financing and retail solution.,Venture Capital,,,,,,,,,,"203,413"
Ryan Roller,https://www.crunchbase.com/person/ryan-roller,,,"Boston, Massachusetts, United States",Ryan Roller is the Director - Life Science and Healthcare at Silicon Valley Bank.,Investment Partner,,,1,,,,,,,"203,414"
Guangdong Bangsheng Zichan Guanli,https://www.crunchbase.com/organization/guangdong-bangsheng-zichan-guanli,1,,"Guangzhou, Guangdong, China",Guangdong Bangsheng Zichan Guanli is an asset management company.,,,1,,,,,,,,"203,415"
Silvestras Tamutis,https://www.crunchbase.com/person/silvestras-tamutis,,,"Lithuania, Europe","Focus on investments, fundraising.  Previously board member of Lithuanian Private Equity and Venture Capital Association (LTVCA), investmen...",,,,,,,,,,,"203,416"
Winston Utomo,https://www.crunchbase.com/person/winston-utomo,,,"Indonesia, Asia",Winston Utomo is the Founder and CEO at IDN Media.,Investment Partner,,,1,,,,,,,"203,417"
Shuairan Investment Management,https://www.crunchbase.com/organization/shuairan-investment-management,1,,,An Investment Firm.,,,1,,,,,,,,"203,418"
Alise Reicin,https://www.crunchbase.com/person/alise-reicin,,,"Boston, Massachusetts, United States","Alise Reicin - CEO, President and Board of Directors @ Tectonic Therapeutic",,,,,,,,,,,"203,420"
Marc-André Magalhaes Grave,https://www.crunchbase.com/person/marc-andré-magalhaes-grave,,,"Sherbrooke, Quebec, Canada",Marc-André Magalhaes Grave - Vice-president @ OmniDESK,,,,,,,,,,,"203,421"
Richard Bartlett,https://www.crunchbase.com/person/richard-bartlett-bed0,,,"United Kingdom, Europe",Richard Bartlett is an SVP Future Mobility & Solutions at bp.,Investment Partner,,,3,,,,,,,"203,422"
Kaiwu Huadeng,https://www.crunchbase.com/organization/kaiwuhuadeng,,,,Kaiwu Huadeng,,,,,,,,,,,"203,424"
Jeffrey D. Young,https://www.crunchbase.com/person/jeffrey-d-young,,,"Chicago, Illinois, United States",Jeffrey D. Young - Managing Partner @ Origami Capital Partners,,,,,,,,,,,"203,425"
Emmanuel de Croy,https://www.crunchbase.com/person/emmanuel-de-croy,1,,,Emmanuel de Croy,Individual/Angel,,1,,,,,,,,"203,426"
TAKK Cap,https://www.crunchbase.com/organization/takk-cap,,,"London, England, United Kingdom",Early Stage innovation fund focused purely on Climate Change,"Micro VC, Venture Capital","Early Stage Venture, Seed",,,,,,,,,"203,427"
Said Michael Nuzzo,https://www.crunchbase.com/person/said-michael-nuzzo,,,,Said Michael Nuzzo,Investment Partner,,,1,,,,,,,"203,429"
Raffaele Legnani,https://www.crunchbase.com/person/raffaele-legnani,,,"Milan, Lombardia, Italy","Raffaele Legnani, Managing Director, heads up H.I.G.'s activities in Italy. Raffaele has been investing in the Italian private equity market...",,,,,,,,,,,"203,430"
Isis Valliergues Barnum,https://www.crunchbase.com/person/isis-valliergues-barnum,,,"Paris, Ile-de-France, France","Founder. International profile raised between Paris, New York & London, having also lived & worked in Milan, Spain, and Colombia. BS. in Cog...",,,,,,,,,,,"203,431"
Seed Gipuzkoa (BIC),https://www.crunchbase.com/organization/seed-gipuzkoa-bic,,,,Venture capital company,,,,,,,,,,,"203,433"
Jason Goodrich,https://www.crunchbase.com/person/jason-goodrich,1,,,Jason Goodrich is the Sr. Product Manager - Interconnected Retail at The Home Depot.He attended The University of Texas at Austin.,Individual/Angel,Seed,1,,,1,,,,,"203,432"
Abhishek Gahlot,https://www.crunchbase.com/person/abhishek-gahlot,,,"Bangalore, Karnataka, India",Abhishek Gahlot,,,,,,,,,,,"203,434"
Antonio Cavaliere,https://www.crunchbase.com/person/antonio-cavaliere,1,,"Foggia, Puglia, Italy",Antonio Cavaliere is a Agricultural Entrepreneur at Azienda Agricola Cavaliere. Antonio previously worked at Hands Company as a Chief Strate...,Individual/Angel,Seed,1,,,1,,,,,"203,435"
Shearson Lehman/American Express,https://www.crunchbase.com/organization/shearson-lehman-american-express,,,"New York, New York, United States",Shearson Lehman/American Express is an investment firm based in New York.,,,,,,,,,,,"203,436"
Sachin Khandelwal,https://www.crunchbase.com/person/sachin-khandelwal-3381,1,,"Gurgaon, Haryana, India",Sachin Khandelwal,Individual/Angel,,1,,,,,,,,"203,438"
Ceylon Guardian Investment Trust,https://www.crunchbase.com/organization/ceylon-guardian-investment-trust,,,"Colombo, Western, Sri Lanka","Ceylon Guardian Investment Trust engages in listed and private equity, asset management, and mutual funds management.",,,,,,,,,,,"203,439"
Claire Carr,https://www.crunchbase.com/person/claire-carr,,,"England, United Kingdom, Europe",Claire Carr is a SME Relationship Manager at Lloyds Bank;.,Investment Partner,,,1,,,,,,,"203,440"
Steven Powles,https://www.crunchbase.com/person/steven-powles-e38d,,,"London, England, United Kingdom","Steven Powles is a criminal law barrister who is a member of Doughty Street chambers, with a specialisation in international criminal law an...",,,,,,,,,,,"203,441"
Shenzhen Jinfeng Industrial Development,https://www.crunchbase.com/organization/shenzhen-jinfeng-industrial-development,1,1,"Shenzhen, Guangdong, China",Shenzhen Jinfeng Industrial Development is an export-oriented processing industry.,,,1,,,,1,,,,"203,442"
Fabio Chinaglia,https://www.crunchbase.com/person/fabio-chinaglia,1,,"Varese, Lombardia, Italy","Fabio Chinaglia is the Chief Operation Officer at InfoCert. Msc with honours in Electronic Engineering from Politecnico di Milano, Fabio’s a...",Individual/Angel,Seed,1,,,,,,,,"203,443"
Stephane Gosselin,https://www.crunchbase.com/person/stephane-gosselin-8ed1,1,,,Stephane Gosselin,Individual/Angel,,1,,,,,,,,"203,444"
Gabriel Florensa,https://www.crunchbase.com/person/gabriel-florensa,0,,,Gabriel Florensa,,,0,,0,,,,,,"203,447"
Jeff Jarvis,https://www.crunchbase.com/person/jeff-jarvis,2,1,"New York, New York, United States","Jeff Jarvis, author of What Would Google Do?, blogs about media and news at Buzzmachine.com and writes the new media column in the Guardian....",Individual/Angel,,2,,,1,1,,,,"203,446"
Max Scherr,https://www.crunchbase.com/person/max-scherr-59ea,,,"New York, New York, United States","Max Scherr, Partner at Brigade Capital Management, LP.",Investment Partner,,,1,,,,,,,"203,448"
Steven Leuridan,https://www.crunchbase.com/person/steven-leuridan-a75a,,,,Steven Leuridan,Investment Partner,,,2,,,,,,,"203,449"
Rommel Garcia,https://www.crunchbase.com/person/rommel-garcia,,,,"Rommel has over 10 years of experience in leveraged lending. Prior to joining Maranon Capital, Rommel was at LaSalle Bank and JP Morgan Chas...",,,,,,,,,,,"203,450"
Danielle Ventures,https://www.crunchbase.com/organization/danielle-ventures,,,,SaaS,,,,,,,,,,,"203,451"
Saul Milton,https://www.crunchbase.com/person/saul-milton,1,,,Saul Milton is from Chase & Status,Individual/Angel,,1,,,,,,,,"203,452"
Rajesh M Venkatesan,https://www.crunchbase.com/person/rajesh-m-venkatesan,,,"Bengaluru, Karnataka, India",Rajesh M Venkatesan,,,,,,,,,,,"203,453"
Aprill Allen,https://www.crunchbase.com/person/aprill-allen,,,"Melbourne, Victoria, Australia",Aprill Allen is a Co-Founder and General Partner at Tractor Ventures.,,,,,,,,,,,"203,454"
Jackson Machuhi,https://www.crunchbase.com/person/jackson-machuhi,,,"Kenya, Africa",Jackson Machuhi - Management Consultant @ SENSYS,,,,,,,,,,,"203,455"
Emma Navarro,https://www.crunchbase.com/person/emma-navarro,,,"Luxembourg, Europe",Emma Navarro is the Vice President of the European Investment Bank.,Investment Partner,,,1,,,,,,,"203,456"
Jörg Haberkorn,https://www.crunchbase.com/person/jörg-haberkorn,1,,,Jörg Haberkorn,Individual/Angel,Seed,1,,,,,,,,"203,457"
Charles Richard,https://www.crunchbase.com/person/charles-richard-49b7,,,"Curitiba, Parana, Brazil",Charles Richard is the CFO of Wiser Educação. He has over 18 years of professional experience in the financial area in large companies such ...,,,,,,,,,,,"203,459"
John Kessler,https://www.crunchbase.com/person/john-kessler-b389,,,"Ellicott City, Maryland, United States",John Kessler,Investment Partner,,,1,,,,,,,"203,460"
Capital Accelerate & Scale Tech Superstars,https://www.crunchbase.com/organization/capital-accelerate-scale-tech-superstars,,,"London, England, United Kingdom",Capital Accelerate & Scale Tech Superstars,Accelerator,,,,,,,,,,"203,461"
Stefan Radunovic,https://www.crunchbase.com/person/stefan-radunovic,1,,,Stefan Radunovic,Individual/Angel,,1,,1,,,,,,"203,462"
