Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
CANDEAL,https://www.crunchbase.com/organization/candeal-ffb7,1,,"Tokyo, Tokyo, Japan",CANDEAL is a construction company.,Venture Capital,,1,,1,,,,,,"144,602"
Pacera Larson Ventures,https://www.crunchbase.com/organization/pacera-larson-ventures,1,,,Pacera Larson Ventures,,,1,,1,1,,,,,"144,605"
Quantik Partners,https://www.crunchbase.com/organization/quantik-partners,,,"London, England, United Kingdom","Quantik Partners is a boutique financial advisory firm that helps companies and projects with strategy formulation, financing, and M&A.",Investment Bank,,,,,,,,,,"144,610"
Ale Schuvaks,https://www.crunchbase.com/person/ale-schuvaks,1,,"Tel Aviv, Tel Aviv, Israel","Experienced Managing Partner with a demonstrated history of working in the real estate industry. Skilled in Business Development, Finance, V...",Individual/Angel,,1,,,,,,,,"144,612"
Richard Kastelein,https://www.crunchbase.com/person/richard-kastelein,,,"Haren, Groningen, The Netherlands","Founder of industry publication Blockchain News (EST 2015), a partner at ICO/STO/IEO consulting company Token.Agency, director of education ...",,,,,,,,,,,"144,616"
Steven Kiger,https://www.crunchbase.com/person/steven-kiger-6fe9,1,,"Salt Lake City, Utah, United States",Steven Kiger is the Co-founder and Partner of RocketSource. He attended the University of Utah - David Eccles School of Business.,Individual/Angel,"Early Stage Venture, Seed",1,,,1,,,,,"144,625"
Vogliocasa,https://www.crunchbase.com/organization/vogliocasa,1,,"Milano, Lombardia, Italy",Italian Real Estate Franchising Network,,,1,,,,,,,,"144,631"
Robert Leighton,https://www.crunchbase.com/person/robert-leighton,,,,"Robert Leighton is Senior Vice President, Programming for Liberty Global plc, a position he has held since July 2007. In his current capacit...",,,,,,,,,,,"144,600"
Louie Valdez,https://www.crunchbase.com/person/louie-valdez-6540,,,"California, United States, North America",Louie Valdez is a Managing Director - Investments at Valdez Wealth Management Group. Louie Valdez served as a financial advisor for 30 years...,,,,,,,,,,,"144,601"
Evan Kraut,https://www.crunchbase.com/person/evan-kraut,,,"New York, New York, United States","Evan Kraut is the SVP, Business Development at Suzy & o-Founder at Milkbox Partners.",,"Early Stage Venture, Seed",,,,,,,,,"144,602"
Mark Mitchell,https://www.crunchbase.com/person/mark-mitchell-9,,,"New York, New York, United States","Mark Mitchell is a Managing Member, Portfolio Manager and the Head of Risk Management and Trading of Starboard Value LP. Prior to founding S...",,,,,,,,,,,"144,633"
KYN,https://www.crunchbase.com/organization/kyn,,,"Jacksonville, Florida, United States","KYN is an accelerator team that works with you side by side. We Are Entrepreneurs, Investors, Innovators, And Leaders Passionate For",Accelerator,,,,,,,,,,"144,603"
BizMedTech,https://www.crunchbase.com/organization/bizmedtech,1,1,"La Tronche, Rhone-Alpes, France",BizMedTech specializes in computer-assisted medical procedures.,,,1,,,,1,,,,"144,604"
Gaurav Kachru,https://www.crunchbase.com/person/gaurav-kachru,,,"Gurgaon, Haryana, India","Gaurav is an entrepreneur & early stage investor, who founded & runs 5ideas Startup Superfuel along with Pearl Uppal.  5ideas Startup Sup...",Investment Partner,Seed,,2,,,,,,,"144,636"
Stephane Dehoche,https://www.crunchbase.com/person/stephane-dehoche,,,"Cachan, Ile-de-France, France",Stephane Dehoche is a seasoned entrepreneur with extensive experience in growing software businesses from the ground up with a proven record...,,,,,,,,,,,"144,606"
FBN Partners,https://www.crunchbase.com/organization/fbn-partners,1,,"Lausanne, Vaud, Switzerland",FBN Partners helps companies by giving loans.,Venture Debt,,1,,1,,,,,,"144,608"
Michael Chang,https://www.crunchbase.com/person/michael-chang,1,,"San Francisco, California, United States",Michael Chang is the CEO at YesVideo.,Individual/Angel,Seed,1,,,,,,,,"144,609"
