Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Don A. Lucas,https://www.crunchbase.com/person/don-a-lucas,2,2,"Menlo Park, California, United States",Donald Lucas is the Founder & Managing Director at Lucas Venture Group.,"Investment Partner, Individual/Angel",Seed,2,1,,2,2,,,,"97,804"
Boston Equity Partners,https://www.crunchbase.com/organization/boston-equity-partners,1,,"Lahore, Punjab, Pakistan",Boston Equity Partners is an independent investment management firm focused on value-added investing in frontier markets.,Venture Capital,Early Stage Venture,1,,1,,,,,,"97,807"
ExitValley,https://www.crunchbase.com/organization/exitvalley,1,,"Mayfair, Westminster, United Kingdom",ExitValley is an equity crowd equity platform.,Accelerator,Crowdfunding,1,,1,,,,,,"97,808"
Michael Tedesco,https://www.crunchbase.com/person/michael-tedesco,6,2,"Menlo Park, California, United States","Michael Tedesco is one of the top technology dealmakers of his generation, with over 20 years experience advising CEOs and boards of compani...",Individual/Angel,Seed,4,,,3,2,,,,"97,809"
Amitabh Patil,https://www.crunchbase.com/person/amitabh-patil,,,"Princeton, New Jersey, United States",Amitabh Patil is the Co-Founder and CPTO at whiz.ai. He attended Ivan Franko National University of Lviv.,,,,,,,,,,,"97,817"
The Holt Group,https://www.crunchbase.com/organization/the-holt-group,,,"Vancouver, Washington, United States",The Holt Group is a Washington-based real estate company that offers land development and construction.,Private Equity Firm,,,,,,,,,,"97,824"
Premium Capital Markets & Investments,https://www.crunchbase.com/organization/premium-capital-markets-investments,,,"Indore, Madhya Pradesh, India","Premium Capital Markets & Investments is an investment firm that invests in fields such as real estate, stock broking, mutual funds.",,,,,,,,,,,"97,826"
Mazen Nadim,https://www.crunchbase.com/person/mazen-nadim,,,"Egypt, Africa",Mazen Nadim is the Managing Partner at Foundation Ventures. He attended The Wharton School in 2019.,Investment Partner,,,2,,,,,,,"97,830"
Appian Asset Management,https://www.crunchbase.com/organization/appian-asset-management,,,"Dublin, Dublin, Ireland","Appian Asset Management is an Irish based and owned asset manager, managing a range of funds which invest globally.",,,,,,,,,,,"97,831"
Patrick Henshaw,https://www.crunchbase.com/person/patrick-henshaw,,,"Louisville, Kentucky, United States",Patrick Henshaw is the Investor / Board Member of KOYA Innovations Inc.,Investment Partner,,,4,,,,,,,"97,833"
TechInvest,https://www.crunchbase.com/organization/techinvest-46af,3,1,"Vienna, Wien, Austria",TechInvest is an Austrian technology financing company.,,,1,,,,1,,,,"97,837"
Wistone,https://www.crunchbase.com/organization/wistone,1,,"Beijing, Beijing, China","Wistone is a Chinese mobile game developer offering games such as WWⅡ, Call of Champions, Flight Control, Critter Island, and more.",,,1,,1,,,,,,"97,844"
Matthew Drapkin,https://www.crunchbase.com/person/matthew-drapkin,1,,"Darien, Connecticut, United States","Matthew A. Drapkin is Chief Executive Officer & Portfolio Manager at Northern Right Capital, an alternative asset manager focused on small a...","Investment Partner, Individual/Angel",,1,1,,,,,,,"97,849"
Eric Tan,https://www.crunchbase.com/person/eric-tan-5adf,,,"Trabuco Canyon, California, United States","There is an abundance of untapped technology that can, individually, make life so much better for billions of people around the world. Yet, ...",Investment Partner,,,7,,,,,,,"97,850"
KRASYS,https://www.crunchbase.com/organization/krasys,1,1,"Tokyo, Tokyo, Japan",KRASYS is a staffing and dispatching company that specializes in the medical and welfare fields.,,,1,,,,1,,,,"97,852"
Sebastian Lins,https://www.crunchbase.com/person/sebastian-lins,,,"Germany, Europe",Sebastian Lins is the Managing Director HUK AutoWelt GmbH at HUK-COBURG. Sebastian attended Ludwigshafen University of Business and Society.,,,,,,,,,,,"97,854"
Timothy Wang,https://www.crunchbase.com/person/timothy-wang-2,1,1,"San Francisco Bay Area, California, United States","Tim joined the Westly Group in 2016 and helps manage the firm’s deal flow and due diligence process. Prior to joining the Westly Group, Tim ...","Investment Partner, Individual/Angel",,1,5,,1,1,,,,"97,855"
Beyond Venture Partners,https://www.crunchbase.com/organization/beyond-venture-partners,1,,"Bangalore, Karnataka, India",Beyond Venture Partners is an investment banking firm.,Investment Bank,,1,,,,,,,,"97,858"
Hans Wang,https://www.crunchbase.com/person/hans-wang-1455,,,"Hong Kong, Asia","Partner, joined in 2006. Hans is based in Hong Kong and is the head of our Greater China business and the regional team. Prior to joining C...",,,,,,,,,,,"97,800"
Allfuz,https://www.crunchbase.com/organization/allfuz,1,,"Tokyo, Tokyo, Japan","Allfuz is a contents boutique that offers advertisement planning, production, contracting, management, and promotion.",,,1,,,,,,,,"97,802"
Princeton Real Estate Partners,https://www.crunchbase.com/organization/princeton-real-estate-partners,,,"New York, New York, United States",Princeton Real Estate Partners focuses on asset-class agnostic real estate debt and equity investments across the capital stack.,Private Equity Firm,Private Equity,,,,,,,,,"97,803"
GreenMomentum,https://www.crunchbase.com/organization/greenmomentum,,,"Mexico City, Distrito Federal, Mexico",GreenMomentum is a business accelerator that promotes sustainable innovation and financing of cleantech startup companies.,,,,,,,,,,,"97,811"
Northern California Investment Fund,https://www.crunchbase.com/organization/northern-california-investment-fund,2,,"Chico, California, United States",Northern California Investment Fund,Angel Group,"Early Stage Venture, Seed",2,,,,,,,,"97,817"
Charles Yu,https://www.crunchbase.com/person/charles-yu,1,,"San Francisco, California, United States",Charles is a principal at Bling Capital and an angel investor.,Individual/Angel,,1,,,,,,,,"97,806"
Timo Lehes,https://www.crunchbase.com/person/timo-lehes,,,"San Francisco, California, United States",Timo Lehes is the Managing Director at Swarm Fund. He attended Chalmers University of Technology.,,,,,,,,,,,"97,805"
