Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Netaccede,https://www.crunchbase.com/organization/netaccede,2,,"Vigo, Galicia, Spain",Netaccede is a private venture capital company that provides financial and human resource services.,Venture Capital,,2,,,,,,,,"60,604"
LPED,https://www.crunchbase.com/organization/lped,2,,"Lincoln, Nebraska, United States",Lincoln Partnership for Economic Development.,,,2,,2,,,,,,"60,607"
Jacobs Foundation,https://www.crunchbase.com/organization/jacobs-foundation,2,,"Zürich, Zurich, Switzerland",Jacobs Foundation invests in the future of young people so that they become socially responsible and productive members of society.,,,2,,1,,,,,,"60,614"
JD2 Inc,https://www.crunchbase.com/organization/jd2-inc,1,,"Auburn, California, United States","JD2 Inc is an engineering firm that deals with the design, detailing and erection of open web steel joists, metal decking & other services.",,,1,,,,,,,,"60,624"
Startup Buddy,https://www.crunchbase.com/organization/startup-buddy,2,,"Gurgaon, Haryana, India",Startup Buddy is a one-stop-shop offering financial and startup advisory services.,Accelerator,Seed,2,,2,,,,,,"60,627"
David Golan,https://www.crunchbase.com/person/david-golan-2,2,,"Israel, Asia",David Golan is the Co-Founder and Board Member at Viz.,Individual/Angel,,2,,,,,,,,"60,631"
Ariel Emanuel,https://www.crunchbase.com/person/ariel-emanuel,6,2,"Beverly Hills, California, United States",Ariel Emanuel is the CEO of Endeavor.,"Investment Partner, Individual/Angel",Seed,6,1,,,2,,,,"60,632"
Mid-Atlantic Venture Funds,https://www.crunchbase.com/organization/mid-atlantic-venture-funds,44,11,"Bethlehem, Pennsylvania, United States",Mid-Atlantic Venture Funds is a Pennsylvania-based principal investment firm focused on purchasing equity securities of growing businesses.,Venture Capital,"Early Stage Venture, Late Stage Venture",25,,8,,11,,,,"60,635"
1180 Media,https://www.crunchbase.com/organization/1180-media,1,,"New York, New York, United States","1180 Media bridges the gap between story-telling, media, and world-class consumer brands.",,,1,,,,,,,,"60,639"
Mucteba Celik,https://www.crunchbase.com/person/mucteba-celik-2,1,,"New York, New York, United States",Co-Founder & CTO at RevBits. * 18 years of development experience * 15 years of reverse engineering and penetration testing experience * ...,Individual/Angel,Seed,1,,1,,,,,,"60,600"
Christopher Lien,https://www.crunchbase.com/person/christopher-lien,1,1,"San Francisco, California, United States","Mr. Lien is Marin’s founder and Chairman of the Board, and rejoined the Company as Chief Executive Officer in August 2016. From September 20...",Individual/Angel,Seed,1,,,,1,,,,"60,646"
Philip Vorobeychik,https://www.crunchbase.com/person/philip-vorobeychik,,,"New York, New York, United States","Philip Vorobeychik co-founded Vertica in 2018, in partnership with many software entrepreneurs who built leading businesses. Prior to Vertic...",Investment Partner,,,3,,,,,,,"60,601"
KASA Investment Fund,https://www.crunchbase.com/organization/kasa-investment-fund,1,,"Playa Del Carmen, Quintana Roo, Mexico",KASA Investment Fund is a private equity real estate fund that offer a portfolio of luxury beachfront hotels.,Private Equity Firm,,1,,1,,,,,,"60,602"
Arjun Chopra,https://www.crunchbase.com/person/arjun-chopra-2,,,"San Francisco, California, United States",Arjun Chopra is a Partner at Floodgate.,Investment Partner,,,4,,,,,,,"60,603"
Emma Hernan,https://www.crunchbase.com/person/emma-hernan,1,,,"Emma Hernan, entrepreneur and star of the Netflix series Selling Sunset.",Individual/Angel,,1,,1,,,,,,"60,604"
Posten Norge,https://www.crunchbase.com/organization/posten-norge,1,,"Oslo, Oslo, Norway","Posten Norge provides activities within postal services, express services, logistics and the IT market.",,,1,,,,,,,,"60,605"
GAWA Capital,https://www.crunchbase.com/organization/gawa-capital,22,2,"Madrid, Madrid, Spain","Promote social and economic development in under-served markets to foster entrepreneurship, job creation.",Investment Bank,,18,,6,,2,,,,"60,606"
ZiHub,https://www.crunchbase.com/organization/zihub,,,"Pretoria, NA - South Africa, South Africa",African start-up incubator,Incubator,Seed,,,,,,Online,2024-12-31,12,"60,607"
Ian Haet,https://www.crunchbase.com/person/ian-haet,,,"Bogotá, Distrito Especial, Colombia",Ian Haet is the Head of Product at Empowerment Labs.,,,,,,,,,,,"60,647"
Kiana Sharifi,https://www.crunchbase.com/person/kiana-sharifi,1,,"United Kingdom, Europe","Kiana Sharifi joined Balderton in September 2017 as Head of Talent. She is responsible for developing Balderton’s talent platform, helping o...",Individual/Angel,,1,,,,,,,,"60,609"
BPW Bergische Achsen,https://www.crunchbase.com/organization/bpw-bergische-achsen,1,,"Wiehl, Nordrhein-Westfalen, Germany",Die BPW Bergische Achsen Kommanditgesellschaft is a global Supplier for Commercial Vehicle  as of mobility and logistic solutions,Corporate Venture Capital,Early Stage Venture,1,,,,,,,,"60,610"
Echelon Capital,https://www.crunchbase.com/organization/echelon-capital,2,1,"Montgomery, Illinois, United States",Echelon Capital is a Chicago-based industrial group focused on middle market manufacturing companies.,,,2,,,,1,,,,"60,611"
eSeed Challenge,https://www.crunchbase.com/organization/eseed-ventures,37,3,"Tempe, Arizona, United States",eSeed Challenge engages students with the goal of valuing entrepreneurship and delivering entrepreneurial experiences.,Accelerator,Seed,37,,,2,3,,,,"60,612"
Hendricks Investment Holdings,https://www.crunchbase.com/organization/hendricks-investment-holdings,2,,"Silver Spring, Maryland, United States",Hendricks Investment Holdings works on investing in companies and creating fun vacations.,Venture Capital,,2,,,,,,,,"60,615"
Mikhail Kokorich,https://www.crunchbase.com/person/mikhail-kokorich,,,"Lausanne, Vaud, Switzerland",Mikhail Kokorich is the founder and CEO of Destinus.,,Early Stage Venture,,,,,,,,,"60,632"
Harrison Knoll,https://www.crunchbase.com/person/harrison-knoll,,,"Saint Louis, Missouri, United States",Harrison Knoll is the Co-Founder & CEO at ROCK robotic.He attend to the University of Missouri-Columbia in 2012.,,,,,,,,,,,"60,616"
Newbridge Securities,https://www.crunchbase.com/organization/newbridge-securities,,,"Boca Raton, Florida, United States","Newbridge Securities provides complete client services including Investment Banking, Wealth Management and Insurance & Account Protection.",,,,,,,,,,,"60,617"
Chiron Investment Management,https://www.crunchbase.com/organization/chiron-investment-management-llc,,,"New York, New York, United States",Chiron Investment Management is a boutique investment management firm.,Venture Capital,,,,,,,,,,"60,660"
Michele Ferrario,https://www.crunchbase.com/person/michele-ferrario,3,,"Singapore, Asia","Michele Ferrario is the Founder & Managing Director, Italy & South East Asia at Rocket Internet GmbH. Before joining Rocket Internet as Mana...",Individual/Angel,,3,,,,,,,,"60,619"
NKB Ventures,https://www.crunchbase.com/organization/nkb-group,3,1,"London, England, United Kingdom",NKB Ventures invests in companies building the infrastructure to enable large-scale adoption of blockchain technology.,Venture Capital,"Early Stage Venture, Seed",3,,1,1,1,,,,"60,661"
Brian Zweig,https://www.crunchbase.com/person/brian-zweig,,,"Dallas/Fort Worth Metroplex, Texas, United States",Brian Zweig is Founder & CEO at Innercircle. Brian Zweig attended The University of Missouri-Columbia.,,,,,,,,,,,"60,620"
Lumina Capital Management,https://www.crunchbase.com/organization/lumina-capital-management,1,,"São Paulo, Sao Paulo, Brazil",Lumina Capital Management specializes in strategic solutions including credit and equity investments.,Private Equity Firm,,1,,,,,,,,"60,622"
Dean Gilbert,https://www.crunchbase.com/person/dean-gilbert,6,2,"San Francisco, California, United States","Dean Gilbert is an accomplished senior executive, management coach, and investor with a particular focus on digital media and all things vid...","Investment Partner, Individual/Angel",Seed,5,6,,2,2,,,,"60,664"
MEP Enviro Technology,https://www.crunchbase.com/organization/mep-enviro-technology,1,,"Penang, Pulau Pinang, Malaysia",MEP is one of Global total waste management solutions providers.,,,1,,,,,,,,"60,623"
Osman Rashid,https://www.crunchbase.com/person/osman-rashid,4,1,"Los Altos, California, United States",Osman Rashid is the CEO and Chairman at Convo.,Individual/Angel,Seed,3,,2,2,1,,,,"60,624"
Hua Di Investment,https://www.crunchbase.com/organization/hua-di-investment,3,2,"Guangzhou, Guangdong, China","Hua Di Investment focuses on private equity fund issuance, industrial investment mergers and acquisitions and wealth management.",Private Equity Firm,,3,,,,2,,,,"60,625"
VentureScout,https://www.crunchbase.com/organization/venturescout,,,"London, England, United Kingdom",Connecting Startups and Corporates.,"Micro VC, Venture Capital",,,,,,,,,,"60,626"
Health Equity Innovation accelerator,https://www.crunchbase.com/organization/health-equity-innovation-accelerator,8,,"Chicago, Illinois, United States",Health Equity Innovation accelerator to support entrepreneurs with solutions that advance health equity.,Accelerator,Non Equity Assistance,8,,7,2,,,,,"60,669"
Canadian Technology Accelerator San Francisco,https://www.crunchbase.com/organization/canadian-technology-accelerator-san-francisco,1,1,"San Francisco, California, United States",Canadian Technology Accelerator San Francisco assists companies in expanding their business in a global hub for the life sciences sector.,Accelerator,,1,,,,1,,,,"60,627"
Sekhar Puli,https://www.crunchbase.com/person/sekhar-puli,,,"United States, North America","Mr. Sekhar Puli is an executive, investor, entrepreneur, philanthropist, and an innovative, results-driven leader with close to three decade...",,"Early Stage Venture, Private Equity, Seed",,,,,,,,,"60,628"
Elias Rubel,https://www.crunchbase.com/person/eli-rubel,6,,"San Francisco, California, United States",Elias Rubel is the CEO of Matter Made.,Individual/Angel,"Early Stage Venture, Seed",5,,,,,,,,"60,629"
LB Private Equity,https://www.crunchbase.com/organization/lb-private-equity,17,3,"Seoul, Seoul-t'ukpyolsi, South Korea","LB Private Equity attract, develop, and retain talented professionals with deep industry knowledge and wide networks of resources.",Private Equity Firm,,17,,1,,3,,,,"60,631"
Ravshan Abdusamadov,https://www.crunchbase.com/person/ravshan-abdusamadov,1,,"Tashkent, NA - Uzbekistan, Uzbekistan",Ravshan Abdusamadov,Individual/Angel,"Early Stage Venture, Seed",1,,,,,,,,"60,632"
The Kaufmann Fund,https://www.crunchbase.com/organization/the-kaufmann-fund,7,5,"New York, New York, United States",The Kaufmann Fund is an aggressive-growth stock fund that invests in small- and mid-cap companies.,Private Equity Firm,,6,,,,5,,,,"60,633"
Ben Feder,https://www.crunchbase.com/person/ben-feder,4,1,"New York, New York, United States","Ben Feder is an accomplished and creative and entrepreneur and investor, with a long and proven track record in the media and telecommunicat...",Individual/Angel,Seed,3,,,,1,,,,"60,634"
Invictus Growth Partners,https://www.crunchbase.com/organization/invictus-growth-partners,7,,"San Francisco, California, United States","Private Equity Firm that invests capital into automation-enabled cloud, cybersecurity, and fintech software businesses.",Private Equity Firm,,7,,6,,,,,,"60,636"
Dreamit Securetech,https://www.crunchbase.com/organization/dreamit-securetech,11,3,"New York, New York, United States","Venture fund focused on cybersecurity, anti-fraud, risk & compliance, and physical security startups.",Venture Capital,"Early Stage Venture, Seed, Venture",11,,,2,3,,,,"60,637"
Mark Rostick,https://www.crunchbase.com/person/mark-rostick,,,"Raleigh, North Carolina, United States",Mark Rostick is the Vice President and Senior Managing Director at Intel Capital.,Investment Partner,,,19,,,,,,,"60,680"
Dan Offner,https://www.crunchbase.com/person/dan-offner,1,,"Los Angeles, California, United States","Dan Offner has more than 30 years of experience as a lawyer and entrepreneur.  He has been corporate counsel, outside general counsel and de...","Investment Partner, Individual/Angel",,1,1,,,,,,,"60,638"
iSquare Technologies,https://www.crunchbase.com/organization/isquare-technologies,1,,"Ahmedabad, Gujarat, India",JoomlaDevs is a professional Joomla development company.,,,1,,1,,,,,,"60,681"
Jyotsna Pattabiraman,https://www.crunchbase.com/person/jyotsna-pattabiraman,1,,"Bangalore, Karnataka, India","Jo heads the marketing team as Senior Vice President at Knowlarity Communications. She multi-tasks like a supercomputer, reads like a robot,...",Individual/Angel,Seed,1,,,,,,,,"60,639"
e.bricks Digital,https://www.crunchbase.com/organization/e-bricks-digital,1,,"São Paulo, Sao Paulo, Brazil",Brazilian digital investment company,Venture Capital,Late Stage Venture,1,,1,,,,,,"60,640"
UNEC Startup Incubator,https://www.crunchbase.com/organization/unec-startup-incubator,3,,"Baku, Baki, Azerbaijan",University incubation center that supports global startup ideas in Azerbaijan,Incubator,Seed,3,,3,,,,,,"60,641"
Kataria Holdings,https://www.crunchbase.com/organization/kataria-holdings,,,"Dubai, Dubai, United Arab Emirates",Kataria Holdings is a company that provides infrastructure solutions.,Venture Capital,,,,,,,,,,"60,642"
RT Ventures,https://www.crunchbase.com/organization/rt-ventures,4,1,, RT Ventures,Venture Capital,Early Stage Venture,4,,,1,1,,,,"60,643"
Warren Woo,https://www.crunchbase.com/person/warren-woo,,,"Los Angeles, California, United States","Warren C. Woo is the Founder and Managing Member of Breakaway Capital Management Holdings (BCMH).  Through BCMH, Warren is the Chief Invest...",,,,,,,,,,,"60,686"
Diaz Nesamoney,https://www.crunchbase.com/person/diaz-nesamoney,3,,"Atherton, California, United States",Diaz Nesamoney is the Founder and CEO of Jivox. Diaz holds a Master's degree in Computer Science from the Birla Institute of Technology and...,Individual/Angel,Seed,1,,,,,,,,"60,689"
John Hamer,https://www.crunchbase.com/person/john-hamer,,,"San Francisco, California, United States","John Hamer is a Managing Partner at DCVC Bio. Prior to DCVC Bio, John was an Investment Director for Monsanto Growth Ventures. Monsanto is a...",Investment Partner,,,17,,,,,,,"60,690"
Jingxiang Capital,https://www.crunchbase.com/organization/jingxiang-capital,2,1,,Jingxiang Capital is an Investment firm.,Venture Capital,,2,,,,1,,,,"60,645"
IMF Business School,https://www.crunchbase.com/organization/imf-business-school,,,"Madrid, Madrid, Spain","IMF is a reference in training to businesses and individuals; attested by the more than 120,000 students trained from 110 countries",,,,,,,,,,,"60,647"
Ilan Israelstam,https://www.crunchbase.com/person/ilan-israelstam,2,,"Sydney, New South Wales, Australia","Ilan Israelstam has spent the past 15 years focused on the financial services and start-up space. He worked at the Boston Consulting Group, ...",Individual/Angel,,2,,,,,,,,"60,648"
Inmobiliaria Madesal,https://www.crunchbase.com/organization/inmobiliaria-madesal,1,,"Concepcion, Bio-Bio, Chile","Inmobiliaria Madesal is a construction company that specializes in site developments, investment advisory, and property management services.",,,1,,,,,,,,"60,649"
Phenom Ventures,https://www.crunchbase.com/organization/phenom-ventures,,,"Miami, Florida, United States","A holding company for Eric Muschinski's various investments, operating businesses, and advisory services.","Family Investment Office, Venture Capital","Early Stage Venture, Initial Coin Offering, Late Stage Venture, Post-Ipo, Venture",,,,,,,,,"60,653"
Jubilee Investments,https://www.crunchbase.com/organization/jubilee-investments,1,1,,Jubilee Investments is a financial and real state consulting firm.,,,1,,,,1,,,,"60,671"
