Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Harold Frans,https://www.crunchbase.com/person/harold-frans,,,"Richmond, Virginia, United States",Harold Frans is a Founder at gigICON. He attended University of Redlands.,,Early Stage Venture,,,,,,,,,"192,000"
Luke Larsen,https://www.crunchbase.com/person/luke-larsen-51e7,,,"Salt Lake City, Utah, United States",Luke Larsen is a Vice President of MedVenture Health.,Investment Partner,,,1,,,,,,,"192,001"
SYCSTAC,https://www.crunchbase.com/organization/sycstac,1,,"Shenyang, Liaoning, China",SYCSTAC is a technology company.,,,1,,,,,,,,"192,003"
Adam Lowe,https://www.crunchbase.com/person/adam-lowe-2,,,"Jacksonville, Florida, United States","Adam is a seasoned executive with a proven track record of success in taking new companies from startup, through growth stages to exits as w...",,"Early Stage Venture, Seed",,,,,,,,,"192,002"
Emily Ryan,https://www.crunchbase.com/person/emily-ryan-a425,,,"Ireland, Europe",Emily Ryan is the Director at Qualus. Attended Trinity College Dublin.,Investment Partner,,,2,,,,,,,"192,004"
Vincent Picarello,https://www.crunchbase.com/person/vincent-picarello,,,,"Vincent Picarello, Director of Investments at Arkéa Capital.",Investment Partner,,,1,,,,,,,"192,005"
Anthony Paris,https://www.crunchbase.com/person/anthony-paris,,,"Paris, Ile-de-France, France",Anthony Paris is an Investment Director at IDIA Capital Investissement,Investment Partner,,,1,,,,,,,"192,006"
Yongchao Venture Capital,https://www.crunchbase.com/organization/yongchao-venture-capital,3,,"Ningbo, Zhejiang, China",Yongchao Venture Capital is engaged in venture capital business.,,,3,,2,,,,,,"192,007"
Delphine Cardi,https://www.crunchbase.com/person/delphine-cardi,,,"France, Europe",Delphine Cardi,Investment Partner,,,3,,,,,,,"192,009"
Keshav Hingorani,https://www.crunchbase.com/person/keshav-hingorani,1,,,Keshav Hingorani,Individual/Angel,,1,,,,,,,,"192,008"
NESBITT Investment Nigeria,https://www.crunchbase.com/organization/nesbitt-investment-nigeria,,,"Lagos, Lagos, Nigeria",NESBITT Investment Nigeria is an investment firm.,Private Equity Firm,Private Equity,,,,,,,,,"192,010"
Robin Tayal,https://www.crunchbase.com/person/robin-tayal,,,"Edinburgh, Edinburgh, City of, United Kingdom",Robin Tayal is a investment director at the Scottish National Investment Bank.,Investment Partner,,,1,,,,,,,"192,011"
Ebad Bin Siddik,https://www.crunchbase.com/person/ebad-bin-siddik,,,"Sylhet, Sylhet, Bangladesh","Ebad Bin Siddik (Bangla: ইবাদ বিন সিদ্দিক) is a Bangladeshi author, speaker, journalist, entrepreneur and activist. He is editor of the onli...",,,,,,,,,,,"192,012"
Margaret McCormick,https://www.crunchbase.com/person/margaret-mccormick,,,"Seattle, Washington, United States",Margaret McCormick is the Executive Director/Chief Operating Officer at Benaroya Research Institute. she attended Massachusetts Institute of...,,,,,,,,,,,"192,014"
Benoit Lheureux,https://www.crunchbase.com/person/benoit-lheureux,,,"Phoenix, Arizona, United States","Benoit Lheureux is a Research VP in Gartner Research for the IoT Research group. Benoit Lheureux focuses on IoT overall, IoT platforms, IoT ...",Investment Partner,,,1,,,,,,,"192,013"
Yosuke Ouchi,https://www.crunchbase.com/person/yosuke-ouchi,,,"Tokyo, Japan, Asia","Following seven years as a management and strategy consultant and an investment banker, Yosuke joined Eight Roads in 2016 as an analyst base...",Investment Partner,,,1,,,,,,,"192,016"
Youhe Fengchao,https://www.crunchbase.com/organization/youhe-fengchao,8,4,"Hangzhou, Zhejiang, China",Youhe Fengchao engaged in asset management and investment management.,,,8,,,,4,,,,"192,017"
Mary West,https://www.crunchbase.com/person/mary-west-387c,,,"Omaha, Nebraska, United States",Mary E. West was the Founder of Intrado.,,,,,,,,,,,"192,019"
Canrim Ventures,https://www.crunchbase.com/organization/canrim-ventures,,,"Singapore, Central Region, Singapore","Canrim Ventures is a capital markets specialist focused on natural resources, energy and technology.",Investment Bank,,,,,,,,,,"192,018"
Walter Flamenbaum,https://www.crunchbase.com/person/walter-flamenbaum,,,,"Walter Flamenbaum, M.D., retired from active Fund involvement in 2010 and transitioned to the role of Partner Emeritus where he continues to...",,,,,,,,,,,"192,021"
Jim Duffy,https://www.crunchbase.com/person/jim-duffy-4,,,"Glasgow, Glasgow City, United Kingdom",Jim Duffy - Founder and CEO @ Entrepreneurial Spark,,,,,,,,,,,"192,023"
Pierre Ducros,https://www.crunchbase.com/person/pierre-ducros,,,,Pierre Ducros,,,,,,,,,,,"192,024"
SBP Capital Corporation,https://www.crunchbase.com/organization/sbp-capital-corporation,,,,SBP Capital Corporation,,,,,,,,,,,"192,025"
Patricia Chadwick,https://www.crunchbase.com/person/patricia-chadwick,1,,"New York, New York, United States","Chadwick, who is a chartered financial analyst, was an investment professional/portfolio manager or principal for 30 years, and served as a ...",Individual/Angel,Seed,1,,,1,,,,,"192,026"
Long Pinxi Capital,https://www.crunchbase.com/organization/long-pinxi-capital,2,,,Long Pinxi Capital is an investment firm.,,,2,,2,,,,,,"192,027"
MAD Mentorpreneurs,https://www.crunchbase.com/organization/mad-mentorpreneurs,,,"Dubai, Dubai, United Arab Emirates",A 12-month support program to ensure startup success.,Accelerator,Seed,,,,,,,,,"192,028"
GRANT GARLOCK,https://www.crunchbase.com/person/grant-garlock,,,"Dallas/Fort Worth Metroplex, Texas, United States",GRANT GARLOCK - Vice President @ Quadrant Mezzanine Partners,,,,,,,,,,,"192,029"
Thaneshwar Singh,https://www.crunchbase.com/person/thaneshwar-singh,,,,Thaneshwar Singh,Investment Partner,,,1,,,,,,,"192,030"
Jiangdong Holding Group,https://www.crunchbase.com/organization/jiangdong-holding-group,1,,,Jiangdong Holding Group is engaged in comprehensive development of real estate; the operation and management of state-owned assets.,,,1,,,,,,,,"192,031"
L. Robert Jellinek,https://www.crunchbase.com/person/l-robert-jellinek,,,"Bonsall, California, United States","L. Robert Jellinek is a retired sales professional living in Oceanside, CA. Bob Jellinek is an expert in the sales of submersible pumps & r...",,,,,,,,,,,"192,032"
Kevin Lim,https://www.crunchbase.com/person/kevin-lim-2,,,"Tokyo, Tokyo, Japan","Kevin Lim combines finance, communication, and marketing to effectively control the flow of information between Tatum Games and its investor...",,,,,,,,,,,"192,034"
Mifinanciacion,https://www.crunchbase.com/organization/mifinanciacion,,,"Madrid, Madrid, Spain",Mifinanciacion is a portal dedicated to the commercialization of information on investment entities.,Venture Debt,,,,,,,,,,"192,035"
