Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Tak Hyeon-cheol,https://www.crunchbase.com/person/tak-hyeon-cheol,,,,Tak Hyeon-cheol is the Managing Director of Stick Ventures.,Investment Partner,,,1,,,,,,,"216,000"
Peng Zhiyun,https://www.crunchbase.com/person/peng-zhiyun,,,,Mr. Peng Zhiyun is the Managing Partner of Jinbang Capital.,Investment Partner,,,1,,,,,,,"216,001"
Felicia Cumings Smith,https://www.crunchbase.com/person/felicia-cumings-smith,,,"Frankfort, Kentucky, United States",Felicia Cumings Smith is a President and Ceo of National Center for Families Learning.,Investment Partner,,,3,,,,,,,"216,002"
Kyle Volluz,https://www.crunchbase.com/person/kyle-volluz,,,,Kyle Volluz,,,,,,,,,,,"216,003"
NN Na,https://www.crunchbase.com/person/natali-yee,,,"Beverly Hills, California, United States",NN Na - Managing Director @ The Nightfall Group,,,,,,,,,,,"216,004"
Luo Xu,https://www.crunchbase.com/person/luo-xu-740a,,,"Beijing, Beijing, China",Luo Xu is working as Managing Director for Lenovo Ventures.,Investment Partner,,,1,,,,,,,"216,006"
Cong Yuanhua,https://www.crunchbase.com/person/cong-yuanhua,,,"San Francisco, California, United States","Bachelor and Master of Computer Science, Peking University, President Class of Stanford Graduate School of Business. As a successful serial ...",Investment Partner,,,1,,,,,,,"216,007"
Siruixue Touzi,https://www.crunchbase.com/organization/siruixue-touzi,1,1,"Ningbo Shi, Zhejiang, China","Siruixue Touzi is an investment firm that provides asset management, investment management and consulting service.",,,1,,,,1,,,,"216,011"
James Gong,https://www.crunchbase.com/person/james-gong,1,,"Shanghai, Shanghai, China","Ming Gong the Co-Founder of ChainB, is widely recognized on the internet under the pseudonym """"rage prince Gong."""" Ming graduated with a deg...",Individual/Angel,,1,,,,,,,,"216,010"
Marcelo Perez,https://www.crunchbase.com/person/juan-carlos-martinez-873b,,,,Marcelo Perez - Board of Director @ Bamboo Payment,,,,,,,,,,,"216,012"
Roberta Bursi,https://www.crunchbase.com/person/roberta-bursi-07fd,,,,Roberta Bursi: Founder and Executive Vice President Research and Development,,,,,,,,,,,"216,013"
Matteo Trinei,https://www.crunchbase.com/person/matteo-trinei,,,"Rome, Lazio, Italy",Matteo Trinei IS THE CEO of Fibernet. He previously worked at PwC as a Senior Auditor. He attended the University of Rome TRE.,,,,,,,,,,,"216,014"
Muralitharan Kengatharan,https://www.crunchbase.com/person/muralitharan-kengatharan,1,,,Muralitharan Kengatharan,Individual/Angel,Seed,1,,,,,,,,"216,015"
Flo Meissner,https://www.crunchbase.com/person/flo-meissner,1,,,Flo Meissner,Individual/Angel,,1,,,,,,,,"216,016"
Michael Klein,https://www.crunchbase.com/person/michael-klein,,,"New York, New York, United States",Michael Klein,Investment Partner,,,1,,,,,,,"216,017"
Avishai Friedman,https://www.crunchbase.com/person/avishai-friedman,,,,Avishai Friedman,,,,,,,,,,,"216,018"
Joseph Aden Paul,https://www.crunchbase.com/person/joseph-aden-paul,,,"New York, New York, United States",Joseph Aden Paul,,,,,,,,,,,"216,019"
Ouzhong Lianhe Asset Management,https://www.crunchbase.com/organization/ouzhong-lianhe-asset-management,1,,"Shenzhen, Guangdong, China",Ouzhong Lianhe Asset Management is engaged in management of equity investment funds; equity investment; etc.,,,1,,1,,,,,,"216,021"
Ryuji Terada,https://www.crunchbase.com/person/ryuji-terada,4,,"Tokyo, Tokyo, Japan",Ryuji Terada is the Partner at Persol Innovation Fund. Ryuji Terada attended Shimonoseki City University.,Individual/Angel,,4,,,,,,,,"216,020"
Polo Norte Crowdfunding,https://www.crunchbase.com/organization/polo-norte-crowdfunding,,,"Pamplona, Navarra, Spain",We are the first Equity Crowdfunding Platform specialized in technological and industrial projects in the north of Spain.,Private Equity Firm,Crowdfunding,,,,,,,,,"216,023"
Fadilah Tchoumba,https://www.crunchbase.com/person/fadilah-tchoumba,,,,Fadilah Tchoumba,Investment Partner,,,1,,,,,,,"216,024"
Cai Wen,https://www.crunchbase.com/person/cai-wen,,,,"Cai Wen, General Manager of Puxin Capital",Investment Partner,,,1,,,,,,,"216,025"
Brett Kopf,https://www.crunchbase.com/person/brett-kopf-71db,1,,,Brett Kopf,Individual/Angel,,1,,,,,,,,"216,026"
Neil Kane,https://www.crunchbase.com/person/neil-kane,,,"Naperville, Illinois, United States","Neil Kane is the founder and president of Illinois Partners Executive Services, LLC. Neil Kane, a leading authority on technology commercia...",,,,,,,,,,,"216,027"
Michiel van Vlimmeren,https://www.crunchbase.com/person/michiel-van-vlimmeren,,,,Michiel van Vlimmeren,Investment Partner,,,1,,,,,,,"216,029"
Susan K Burgess,https://www.crunchbase.com/person/susan-k-burgess,,,"North Pomfret, Vermont, United States",Susan K Burgess,,,,,,,,,,,"216,030"
Tuomas Virtala,https://www.crunchbase.com/person/tuomas-virtala,,,,"Tuomas Virtala, Head of Asset Management at OP Corporate Bank.",Investment Partner,,,1,,,,,,,"216,031"
Sebastian Waldburg,https://www.crunchbase.com/person/sebastian-waldburg,,,"Barcelona, Catalonia, Spain",Sebastian Waldburg - Founding Partner @ SI Capital Private Equity,,,,,,,,,,,"216,035"
Gabriel Lourenço,https://www.crunchbase.com/person/gabriel-lourenço,,,"Recife, Bahia, Brazil","Gabriel Lourenço is Head of Design at Life UP. He is Creator of SpeakUp, and co-creator of Cangame Health and Learn. Graduated in Informatio...",,,,,,,,,,,"216,036"
Linda Hill,https://www.crunchbase.com/person/linda-hill-df0b,,,,Linda A. Hill is the Wallace Brett Donham Professor of Business Administration at the Harvard Business School and chair of the Leadership In...,,,,,,,,,,,"216,033"
Guangzhou Caowei Equity Investment,https://www.crunchbase.com/organization/guangzhou-caowei-equity-investment,1,,"Guangzhou, Guangdong, China",Guangzhou Caowei Equity Investment is engaged in equity investment.,,,1,,1,,,,,,"216,032"
Lee Watson,https://www.crunchbase.com/person/lee-watson,,,"Little Rock, Arkansas, United States","Lee is the co-founder and chief strategist for the Arkansas Venture Center, a mentor and member driven accelerator program with a range of p...",,,,,,,,,,,"216,034"
Harsha Kapre,https://www.crunchbase.com/person/harsha-kapre-b4d5,,,,Harsha Kapre,Investment Partner,,,2,,,,,,,"216,037"
Ted Woods,https://www.crunchbase.com/person/ted-woods,,,"Bristol, Bristol, City of, United Kingdom",Ted Woods,,,,,,,,,,,"216,038"
Ashish Kaul,https://www.crunchbase.com/person/ashish-kaul,,,,Ashish Kaul - Principal @ Forrest Binkley & Brown,,,,,,,,,,,"216,039"
Saguna Malhotra,https://www.crunchbase.com/person/saguna-malhotra,,,"Chicago, Illinois, United States",Saguna Malhotra - Partner @ Adams Street Partners,,,,,,,,,,,"216,040"
Isabelle Lefort,https://www.crunchbase.com/person/isabelle-lefort,,,"Paris, Ile-de-France, France","« As chief editor (Jalouse, Air France Madame, La Tribune & Moi, We Demain Initiative), specializing in sustainable development and women ri...",,,,,,,,,,,"216,041"
Adam Lessing,https://www.crunchbase.com/person/adam-lessing-9480,1,,,Adam Lessing,Individual/Angel,,1,,,,,,,,"216,043"
Kosuke Minowa,https://www.crunchbase.com/person/kosuke-minowa,2,,,Kosuke Minowa - Director @ EXODUS Japan,Individual/Angel,,2,,,,,,,,"216,045"
Tassos Konstantinou,https://www.crunchbase.com/person/tassos-konstantinou,,,"London, England, United Kingdom","Tassos Konstantinou, Investment Manager, Life Sciences at IP Group plc.",Investment Partner,,,1,,,,,,,"216,044"
Kevin Bottomley,https://www.crunchbase.com/person/kevin-bottomley,,,"London, England, United Kingdom","Kevin has over 30 years' experience working in the healthcare sector, principally with pharmaceutical, biotechnology and business consultanc...",,,,,,,,,,,"216,046"
Carl Tricoli,https://www.crunchbase.com/person/carl-tricoli,,,"Houston, Texas, United States",Carl Tricoli - Founder and Managing Partner @ Denham Capital,,,,,,,,,,,"216,051"
Henrik Olsen,https://www.crunchbase.com/person/henrik-olsen,,,"London, England, United Kingdom",Henrik Olsen,,,,,,,,,,,"216,047"
Daan Alkemade,https://www.crunchbase.com/person/daan-alkemade,,,"Delft, Zuid-Holland, The Netherlands",Daan Alkemade currently works as the head of matchmaking and co-founder for Breeze. He previously worked at De Kleine Consultant as a strate...,,,,,,,,,,,"216,050"
Charles Sodini,https://www.crunchbase.com/person/charles-sodini,,,"Cambridge, Massachusetts, United States",Charles G. Sodini received his Ph.D. degree from UC Berkeley and was with Hewlett-Packard Laboratories from 1974-1982. He joined MIT in 1983...,,,,,,,,,,,"216,049"
Vinay Bhat,https://www.crunchbase.com/person/vinay-bhat-feb0,1,,,Vinay Bhat,Individual/Angel,,1,,,,,,,,"216,048"
Yang Kyung-joon,https://www.crunchbase.com/person/yang-kyung-joon,,,,Yang Kyung-joon is the CEO of Crypton.,Investment Partner,,,2,,,,,,,"216,053"
Justin Hoffman,https://www.crunchbase.com/person/justin-hoffman-cc56,1,,,Justin Hoffman,Individual/Angel,,1,,,,,,,,"216,054"
Brian Annese,https://www.crunchbase.com/person/brian-annese,,,"Greater Boston Area, United States, North America","Brian Annese is First Vice President, Corporate Banking at Cambridge Savings Bank.",Investment Partner,,,1,,,,,,,"216,055"
Rajanish Dodamani,https://www.crunchbase.com/person/rajanish-dodamani,,,"Bengaluru, Karnataka, India",Rajanish Dodamani - Co-Founder @ totalcloud,,,,,,,,,,,"216,056"
Tunde Balogun,https://www.crunchbase.com/person/tunde-balogun-359b,2,,,Tunde Balogun is an investor at MobileCoin.,Individual/Angel,,2,,,,,,,,"216,058"
Diego Rondon,https://www.crunchbase.com/person/diego-rondon-0a03,1,,,Diego Rondon serves as co-founder and CEO of e-volve.one.,"Investment Partner, Individual/Angel",,1,1,,,,,,,"216,059"
Henry Luebbert,https://www.crunchbase.com/person/henry-luebbert,,,"San Ramon, California, United States",Henry Luebbert,,,,,,,,,,,"216,062"
Wayne Eckerle,https://www.crunchbase.com/person/wayne-eckerle,,,"Columbus, Indiana, United States","Wayne Eckerle is a VP Research & Technology at Cummins, Inc",,,,,,,,,,,"216,061"
Howard Salwen,https://www.crunchbase.com/person/howard-salwen,,,"Boston, Massachusetts, United States","Howard founded Proteon, Inc. in 1972 and was Chairman of its Board of Directors until it merged with Netrix Corp. in December of 1999.   Pro...",,,,,,,,,,,"216,005"
Yves Cotrel,https://www.crunchbase.com/person/yves-cotrel,1,,,Yves Cotrel,Individual/Angel,Seed,1,,1,,,,,,"216,063"
Kelly Price,https://www.crunchbase.com/person/kelly-price-528e,,,,Kelly Price,,,,,,,,,,,"216,064"
Charu Purohit,https://www.crunchbase.com/person/charu-purohit,1,,,Charu Purohit,Individual/Angel,,1,,,,,,,,"216,006"
Shimon Elkabetz,https://www.crunchbase.com/person/shimon-elkabetz,,,"Tel Aviv, Israel, Asia",Shimon Elkabetz is Investment Partner at Magna Capital Partners.,,,,,,,,,,,"216,065"
khaja Hameed,https://www.crunchbase.com/person/khaja-hameed,,,"Chennai, Tamil Nadu, India",khaja Hameed,,,,,,,,,,,"216,066"
Mark Sutherland,https://www.crunchbase.com/person/mark-sutherland-da28,,,"Greater Boston Area, United States, North America","Mark Sutherland is a Growth Focused Technology Company Advisor, Chair and NXD.",,,,,,,,,,,"216,067"
Bitcoin Wallet Support,https://www.crunchbase.com/person/bitcoin-wallet-support,,,,Bitcoin Wallet Support,,,,,,,,,,,"216,069"
Gregory David Roberts,https://www.crunchbase.com/person/gregory-david-roberts,1,,"Melbourne, Victoria, Australia","Gregory David Roberts escaped from a maximum-security facility and spent ten years on the run, and ten years in prison. After the publicatio...",Individual/Angel,Seed,1,,,,,,,,"216,068"
