Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Wassim Joseph Slaiby,https://www.crunchbase.com/person/wassim-joseph-slaiby,2,,"Los Angeles, California, United States","Wassim Joseph Slaiby, better known as Sal, is a Lebanese-Canadian music industry executive, talent manager, entrepreneur, and philanthropist...",Individual/Angel,"Early Stage Venture, Seed",2,,,1,,,,,"67,202"
Viswanatha Prasad,https://www.crunchbase.com/person/viswanatha-prasad,,,,Mr.Viswanatha Prasad has over 18 years of experience in mainstream finance as well as microfinance. He is the founder of Caspian as well as ...,Investment Partner,,,1,,,,,,,"67,206"
Ramesh S. Damani,https://www.crunchbase.com/person/ramesh-s-damani,7,3,,Ramesh Damani is a Member of the Bombay Stock Exchange Limited and is one of the well-known faces of the stock broking community in India. H...,Individual/Angel,,6,,4,,3,,,,"67,211"
ADM Partners,https://www.crunchbase.com/organization/adm-partners,1,,"Lugano, Ticino, Switzerland",ADM Partners is an investment firm.,"Private Equity Firm, Venture Capital",,1,,,,,,,,"67,215"
Matt Swanson,https://www.crunchbase.com/person/matt-swanson,1,1,"Mountain View, California, United States","Matt Swanson is the founder and CEO of Augment, a customer experience-driven artificial intelligence platform, and is responsible for drivin...",Individual/Angel,Seed,1,,,,1,,,,"67,222"
AVID Technologies,https://www.crunchbase.com/organization/avid-technologies,1,1,"Twinsburg, Ohio, United States","AVID Technologies, Inc. provides comprehensive engineering and design services to enhance customer success in the development and creation",,,1,,,,1,,,,"67,225"
Center for the Advancement of Science in Space,https://www.crunchbase.com/organization/center-for-the-advancement-of-science-in-space,6,,"Merritt Island, Florida, United States",Center for the Advancement of Science in Space accelerates discoveries that enhance the health and wellbeing of people on earth.,Government Office,Grant,6,,1,2,,,,,"67,227"
Barry Givens,https://www.crunchbase.com/person/barry-givens,,,"Atlanta, Georgia, United States",Barry Givens is the Managing Partner of Collab Capital and Managing Director for the Techstars Social Impact Program. Barry graduated from G...,Investment Partner,,,25,,,,,,,"67,228"
Hanchi Venture Capital,https://www.crunchbase.com/organization/hanchi-venture-capital,1,,,Hanchi Venture Capital concentrates on industrial investments in the medical and health sectors.,,,1,,,,,,,,"67,229"
GRM Investments Ltd,https://www.crunchbase.com/organization/grm-investments-ltd,1,1,"Vancouver, British Columbia, Canada","GRM is a private company formed under the laws of the Province of British Columbia, the principal business of which is making investments.",,,1,,1,,1,,,,"67,231"
Kilgore Investments,https://www.crunchbase.com/organization/kilgore-investments,1,,,Kilgore Investments is a investment firm.,Venture Capital,,1,,1,,,,,,"67,239"
Tokyu Construction innovation fund,https://www.crunchbase.com/organization/tokyu-construction-innovation-fund,1,,"Tokyo, Tokyo, Japan",Tokyu Construction innovation fund aims to create innovation by fusing the technologies and businesses cultivated by Tokyu Construction.,,,1,,,,,,,,"67,243"
