Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Ghisallo Partners,https://www.crunchbase.com/organization/ghisallo-partners,5,2,"New York, New York, United States",Ghisallo Partners operates as an investment firm.,"Private Equity Firm, Venture Capital",Venture,4,,,,2,,,,"78,002"
InTeahouse,https://www.crunchbase.com/organization/inteahouse,1,,"Cambridge, Massachusetts, United States",InTeahouse is building a bridge in between local innovators and international investors.,,,1,,1,,,,,,"78,006"
Fabricio Pettena,https://www.crunchbase.com/person/fabricio-pettena,,,"São Paulo, Sao Paulo, Brazil",Fabricio Pettena is partner at Global Founders Capital.,Investment Partner,"Early Stage Venture, Seed",,8,,,,,,,"78,009"
Firemark Investments,https://www.crunchbase.com/organization/firemark-investments,2,1,"Santa Fe, New Mexico, United States",Firemark Investments is an independent investment firm that was founded in 1983.,Private Equity Firm,Private Equity,2,,1,,1,,,,"78,010"
Baoxiniao Holding,https://www.crunchbase.com/organization/baoxiniao-holding,2,,"Yongjia, Zhejiang, China","Baoxiniao Holding research, development, manufacture and distribution of men’s brand clothing.",,,2,,1,,,,,,"78,020"
Erik Muttersbach,https://www.crunchbase.com/person/erik-muttersbach,5,,"Berlin, Berlin, Germany","Erik Muttersbach is the Co-Founder, CTO, and Managing Director of Forto.",Individual/Angel,,4,,,,,,,,"78,022"
Zhejiang Daily Digital Culture,https://www.crunchbase.com/organization/zhejiang-daily-digital-culture,9,4,"Hangzhou, Zhejiang, China",Zhejiang Daily Digital Culture engages in the newspaper media business.,,,9,,4,,4,,,,"78,023"
Amos Michelson,https://www.crunchbase.com/person/amos-michelson,1,1,"Canada, Centre, France","Amos Michelson was the Chief Executive Officer of Creo Inc from June 1995, until Kodak purchased Creo in May 2005. He joined Creo in 1991 an...",Individual/Angel,Seed,1,,,,1,,,,"78,029"
Venky Karnam,https://www.crunchbase.com/person/venky-karnam,4,,"San Francisco, California, United States","Venky Karnam is a General Partner at Shift Left Ventures. Prior to that, he was employed at Google. He attended Northwestern University and ...",Individual/Angel,Seed,4,,,1,,,,,"78,030"
Jochem Wieringa,https://www.crunchbase.com/person/jochem-wieringa,1,,"Amsterdam, Noord-Holland, The Netherlands",Jochem Wieringa was the Co-founder and CEO of Aerovinci. He attended Technische Universiteit Delft and Leiden University.,Individual/Angel,,1,,,,,,,,"78,032"
Toppesfield,https://www.crunchbase.com/organization/toppesfield,1,,"Claydon, Oxfordshire, United Kingdom",Toppesfield is an independent surfacing company.,,,1,,,,,,,,"78,039"
Marcin Hejka,https://www.crunchbase.com/person/marcin-hejka,,,"Warsaw, Mazowieckie, Poland","Co-Founder and General Partner of OTB Ventures, VC fund investing in technology companies in Central and Eastern Europe.  Between 1999 and 2...",Investment Partner,,,7,,,,,,,"78,041"
Huawei Cloud Startup Ignite Competition,https://www.crunchbase.com/organization/huawei-cloud-startup-ignite-competition,1,,,"Huawei Cloud Startup Ignite Competition is back! Bigger and better, this year’s edition is calling for a new batch of startups.",Startup Competition,,1,,1,,,,,,"78,043"
Boyser SRL,https://www.crunchbase.com/organization/boyser,2,1,"Barcelona, Catalonia, Spain",Boyser SRL is a family business that specializes in seed investments.,Micro VC,Seed,2,,1,,1,,,,"78,044"
Genera Group,https://www.crunchbase.com/organization/genera-group,1,,"Roma, Lazio, Italy","Genera Group is a worldwide company with expertise in energy efficiency and manufacturing, engineering, and real estate development.",,,1,,,,,,,,"78,050"
Borealis Philanthropy,https://www.crunchbase.com/organization/borealis-philanthropy,,,"Minneapolis, Minnesota, United States",Borealis Philanthropy is helping connect grantmakers to organizations that meet their mission.,,,,,,,,,,,"78,053"
Tarik Galijasevic,https://www.crunchbase.com/person/tarik-galijasevic,,,"Greater Chicago Area, United States, North America",Tarik Galijasevic serves as managing director at Allstate Strategic Ventures. He attended Columbia College Chicago in 1965.,Investment Partner,,,1,,,,,,,"78,000"
Komori,https://www.crunchbase.com/organization/komori,1,,"Sumida, Tokyo, Japan",Komori manufactures and sells printing presses and printing equipment.,,,1,,,,,,,,"78,054"
