Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
UK Games Fund,https://www.crunchbase.com/organization/uk-games-fund,1,,"London, England, United Kingdom",UK Games Fund run by UK Games Talent and Finance Community Interest Company.,,,1,,1,,,,,,"61,202"
Renesa Investment Company,https://www.crunchbase.com/organization/renesa-investment,1,,"Yerevan, Yerevan, Armenia",Renesa Investment is an Investment Banking/Venture company.,Venture Capital,,1,,,,,,,,"61,203"
Houxue Capital,https://www.crunchbase.com/organization/houxue-capital,3,,"Shanghai, Shanghai, China",Houxue Capital is an investment firm.,Venture Capital,,3,,,,,,,,"61,209"
Zhejiang Xianju Pharmaceutical,https://www.crunchbase.com/organization/zhejiang-xianju-pharmaceutical,2,,"Taizhou, Jiangsu, China","Xianju Pharmaceutical manufactures steroid drug products, steroid hormone medicines, and medicines for birth control.",,,2,,,1,,,,,"61,210"
iloom,https://www.crunchbase.com/organization/iloom-6b4e,5,,"Seoul, Seoul-t'ukpyolsi, South Korea",iloom brand specialising in Home Furniture.,,,5,,,,,,,,"61,211"
Kent Ho,https://www.crunchbase.com/person/kent-c-ho,,,"Hong Kong, Asia",Kent Ho is a General Partner at S28 Capital. Kent previously worked at Hong Kong Trade Development Council as a Innovation and Technology Ad...,Investment Partner,"Early Stage Venture, Seed",,2,,,,,,,"61,212"
DigiCAP,https://www.crunchbase.com/organization/digicap,1,,"Seoul, Seoul-t'ukpyolsi, South Korea",DigiCAP provides digital contents security and copy protect solutions.,,,1,,1,,,,,,"61,218"
Vishal Arora,https://www.crunchbase.com/person/vishal-arora,,,"Los Angeles, California, United States","Technology Executive, Startup Investor, Incubator, and Advisor Vishal is a technologist at heart. He enjoys building disruptive, innovative...",Investment Partner,"Convertible Note, Early Stage Venture, Seed",,3,,,,,,,"61,219"
Eric Lagier,https://www.crunchbase.com/person/eric-lagier,,,"San Francisco, California, United States","Eric Lagier is Managing Partner at byFounders, the New Nordic seed stage venture fund. Backed by some of the most accomplished founders from...",Investment Partner,,,14,,,,,,,"61,221"
Techstars Music Accelerator,https://www.crunchbase.com/organization/techstars-music-accelerator,3,,"Los Angeles, California, United States",Techstars Music Accelerator invests in entrepreneurs who are using technology to advance the music industry.,"Accelerator, Private Equity Firm, Venture Capital",,3,,2,1,,,,13,"61,232"
NotSoLiquid,https://www.crunchbase.com/organization/notsoliquid,,,"Paris, Ile-de-France, France",NotSoLiquid is an investment firm that provides liquidity solutions for startup investors and pre-IPO companies.,Venture Capital,,,,,,,,,,"61,238"
VEST,https://www.crunchbase.com/organization/vest-62b9,1,,"Oklahoma City, Oklahoma, United States","We are a curated network of highly impactful women focused on supporting, connecting and elevating each other.",Venture Capital,,1,,1,,,,,,"61,240"
Tru Western,https://www.crunchbase.com/organization/tru-fragrance-beauty,1,,"New York, New York, United States",Tru Fragrance & Beauty is a cosmetics company that provides curated fragrance and beauty products.,,,1,,,,,,,,"61,244"
Batofin,https://www.crunchbase.com/organization/batofin,1,,"Helsinki, Southern Finland, Finland",Batofin operates as a single-family office.,Family Investment Office,Venture,1,,,,,,,,"61,245"
Nelson Brothers,https://www.crunchbase.com/organization/nelson-brothers,,,"Aliso Viejo, California, United States",Nelson Brothers invests in student housing and assisted living facilities.,,,,,,,,,,,"61,253"
John HanJoo Lee,https://www.crunchbase.com/person/john-hanjoo-lee,1,,"Beijing, China, Asia",John HanJoo Lee is a Co-founder & CEO at Bespin Global.,"Investment Partner, Individual/Angel",Seed,1,3,,,,,,,"61,254"
Jason Choi,https://www.crunchbase.com/person/jason-choi-651e,9,,"New York, New York, United States",Jason Choi is Venture Investor at Contrary Capital.,Individual/Angel,,9,,,,,,,,"61,263"
Monash Private Capital,https://www.crunchbase.com/organization/monash-private-capital,6,1,"Sydney, New South Wales, Australia","Monash Private Capital is a principal investment firm that provides capital, asset management, and strategic advisory solutions.",Venture Capital,Early Stage Venture,5,,1,1,1,,,,"61,267"
UHA Mikakuto,https://www.crunchbase.com/organization/uha-mikakuto,2,,"Osaka, Osaka, Japan",UHA Mikakuto is a Delicious food is good for your body. healthier.,,,2,,,,,,,,"61,270"
CEO Quest,https://www.crunchbase.com/organization/ceo-quest,,,"San Jose, California, United States",CEO Quest is a Silicon Valley-based membership forum for CEOs of venture-backed technology companies,Entrepreneurship Program,Non Equity Assistance,,,,,,,,,"61,271"
Ernie Moody,https://www.crunchbase.com/person/ernie-moody,2,,"Las Vegas, Nevada, United States","Ernie Moody is best known for his invention of multi-hand video poker and founding of Action Gaming Inc., which began the diversification in...",Individual/Angel,,2,,1,,,,,,"61,277"
JISR,https://www.crunchbase.com/organization/jisr-eu,1,1,"The Hague, Zuid-Holland, The Netherlands","JISR is an independent strategic advisory company focused on markets in Europe, the Middle East and North Africa.",,,1,,,,1,,,,"61,278"
Umpqua Bank Charitable Foundation,https://www.crunchbase.com/organization/umpqua-bank-charitable-foundation,61,,,Umpqua Bank Charitable Foundation invests in organizations and programs that provide access to education and generate economic opportunity.,,,61,,61,2,,,,,"61,200"
Consumer Growth Partners,https://www.crunchbase.com/organization/consumer-growth-partners,1,,"White Plains, New York, United States",CGP focuses exclusively on investments in and advising Retail and Consumer companies. CGP partners with investors and owner/managers to,Private Equity Firm,,1,,1,,,,,,"61,201"
James A and Martha R Brown Charitable Foundation,https://www.crunchbase.com/organization/james-a-and-martha-r-brown-charitable-foundation,1,,"Lexington, Kentucky, United States",James A and Martha R Brown Charitable Foundation is a private foundation.,,,1,,1,,,,,,"61,241"
Acorn,https://www.crunchbase.com/organization/acorn,3,1,"Wa Keeney, Kansas, United States",Acorn is a private equity investment company. It provides angel financing to start up companies in the technology and bioscience,Venture Capital,Early Stage Venture,3,,,,1,,,,"61,202"
Baloise Strategic Ventures,https://www.crunchbase.com/organization/baloise-strategic-ventures,6,,"Basel, Basel-Stadt, Switzerland",Baloise Strategic Ventures is a seed investor invests in UK and US based Startups.,Venture Capital,Seed,6,,3,,,,,,"61,203"
Space Pirates,https://www.crunchbase.com/organization/space-pirates,5,1,"Brooklyn, New York, United States",Space Pirates is a venture capital focused on investments in seed stage companies.,"Micro VC, Venture Capital",Seed,4,,,1,1,,,,"61,204"
Miele Venture,https://www.crunchbase.com/organization/miele-venture,2,,"Gütersloh, Nordrhein-Westfalen, Germany",Miele Venture is a venture arm of Miele Group.,Corporate Venture Capital,Early Stage Venture,2,,,,,,,,"61,205"
