Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
MForma Group,https://www.crunchbase.com/organization/mforma-group,1,,"Tel Aviv, Tel Aviv, Israel",MForma Group provides marketing communications services to Israeli tech companies.,,,1,,,,,,,,"73,801"
Eli Barkat,https://www.crunchbase.com/person/eli-barkat,,,"Israel, Asia","Eli Barkat is the Board Director of SupportSpace Ltd. He is also a Chairman and Co - Founder of BRM Group, is a recognized figure in the ...",Investment Partner,Seed,,23,,,,,,,"73,805"
Oaksand India,https://www.crunchbase.com/organization/oaksand-india,2,,,Oaksand India is a venture capital investment firm.,,,1,,,,,,,,"73,808"
Baosight,https://www.crunchbase.com/organization/baosight,1,,"Shanghai, Shanghai, China",Baosight is a public listed software company.,,,1,,,,,,,,"73,819"
Malte Janzarik,https://www.crunchbase.com/person/malte-janzarik,,,"Austin, Texas, United States","Malte Janzarik is a Principal of TPG, based in London. Malte Janzarik focuses on new media, tech and digital space as well as activities in ...",Investment Partner,,,3,,,,,,,"73,821"
Haload Ventures,https://www.crunchbase.com/organization/haload-ventures,,,"Wilmington, Delaware, United States","Investing and helping start-ups specifically in the Transportation, Shipping, and Fashion industries",Family Investment Office,"Early Stage Venture, Private Equity, Secondary Market, Seed",,,,,,,,,"73,823"
Centrum Cibus Partners,https://www.crunchbase.com/organization/centrum-cibus-partners,,,"Denver, Colorado, United States",Centrum Cibus invests in food and beverage with a specific focus on center-of-store and specialty brands.,,,,,,,,,,,"73,800"
Selected Investments,https://www.crunchbase.com/organization/selected-investments,2,,"Florence, Toscana, Italy",Selected Investments è una società di investimenti e partecipazioni,Venture Capital,"Early Stage Venture, Seed",2,,1,,,,,,"73,801"
Christian Henschel,https://www.crunchbase.com/person/christian-henschel,3,,"Berlin, Berlin, Germany",Christian Henschel is the Co-Founder and CEO at Adjust and founder of Remote Republic.,Individual/Angel,,3,,,,,,,,"73,828"
Wendou Niu,https://www.crunchbase.com/person/wendou-niu,1,,"Singapore, Asia",Mark Niu is the Co-Founder and Chief Privacy Officer of Biofourmis.,Individual/Angel,,1,,,,,,,,"73,804"
Andrea Zopp,https://www.crunchbase.com/person/andrea-zopp,,,"Greater Chicago Area, United States, North America",Andrea Zopp is the Managing Partner at Cleveland Avenue. She attended Harvard Law School.,Investment Partner,,,35,,,,,,,"73,830"
