Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Akshay Bhushan,https://www.crunchbase.com/person/akshay-bhushan,1,,"Bengaluru, Karnataka, India","Akshay joined Lightspeed India Partners Advisors LLP (LSIP) in 2015 from Flipkart.com, where he was a founding member of the Corporate Devel...","Investment Partner, Individual/Angel","Early Stage Venture, Seed, Venture",1,12,,,,,,,"55,211"
Sinituote Oy,https://www.crunchbase.com/organization/sinituote,2,1,"Hyvinkää, Southern Finland, Finland","Sinituote Oy is the leading manufacturer and marketer of cleaning equipment, clothing care products, and car care products.",,,2,,,,1,,,,"55,215"
Quinta Capital,https://www.crunchbase.com/organization/quinta-capital,,,"Milano, Lombardia, Italy","Quinta Capital provides advisory and solution about asset management and fund on real estate, opportunistic credit and distressed assets.",,,,,,,,,,,"55,216"
DayOne Capital Ventures,https://www.crunchbase.com/organization/dayone-capital-ventures,3,,"Parañaque, Rizal, Philippines",DayOne Capital Ventures is an early-stage venture capital firm.,Venture Capital,Early Stage Venture,2,,2,,,,,,"55,218"
Siva Rajamani,https://www.crunchbase.com/person/siva-rajamani,1,,"India, Asia",Siva Rajamani is a Co-founder and CEO of Everstage. He attended Indian School of Business.,Individual/Angel,,1,,,,,,,,"55,220"
Admitad Invest,https://www.crunchbase.com/organization/admitad-invest,,,"Heilbronn, Baden-Wurttemberg, Germany",Admitad Invest is a corporate investment fund of Admitad.,Corporate Venture Capital,"Early Stage Venture, Seed",,,,,,,,,"55,224"
Moma,https://www.crunchbase.com/organization/momΛ-china-co-ltd,2,,"Beijing, Beijing, China",Moma is a set up of research and development design institute for independent research and development of technology building systems.,,,1,,1,,,,,,"55,229"
The Upside Foundation of Canada,https://www.crunchbase.com/organization/the-upside-foundation-of-canada,,,"Toronto, Ontario, Canada",Bringing the Canadian tech community together by enabling early-stage companies to share their future financial upside with charities,,,,,,,,,,,"55,231"
Leena Niemistö,https://www.crunchbase.com/person/leena-niemisto,14,1,"Helsinki, Southern Finland, Finland",Leena Niemistö,"Investment Partner, Individual/Angel",Seed,11,2,,,1,,,,"55,235"
Rockwood Group,https://www.crunchbase.com/organization/rockwood-group,2,,"St Louis, Missouri, United States",Rockwood Group is a solutions-based strategic investment firm.,Private Equity Firm,,2,,,,,,,,"55,237"
Jahm Najafi,https://www.crunchbase.com/person/jahm-najafi,,,"Phoenix, Arizona, United States","Jahm Najafi is an Iranian-American businessman. He runs Najafi Companies, a Phoenix, Arizona-based private-equity firm, and is partial owner...",Investment Partner,,,1,,,,,,,"55,238"
Borusan Holding,https://www.crunchbase.com/organization/borusan-holding,,,"Sariyer, Istanbul, Turkey",Industrial conglomerate,,,,,,,,,,,"55,242"
Property Agent,https://www.crunchbase.com/organization/property-agent,8,,"Tokyo, Tokyo, Japan",Property Agent is an asset management company specializing in the development and planning of investment real estate.,Private Equity Firm,,8,,1,1,,,,,"55,246"
HME Ventures,https://www.crunchbase.com/organization/hme-ventures,1,,"Bangalore, Karnataka, India",HME Ventures is an investment firm.,,,1,,,,,,,,"55,248"
