Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Mark Pols,https://www.crunchbase.com/person/mark-pols,,,"San Francisco, California, United States","Mark Pols is a principal in GGV Capital's Silicon Valley office where he focuses on the e-commerce, online travel, digital content, alternat...",,,,,,,,,,,"85,204"
The Paliwoda Group,https://www.crunchbase.com/organization/the-paliwoda-group,18,,"New York, New York, United States",The Paliwoda Group is a private investment firm focused on investments in technology and life sciences markets.,Private Equity Firm,"Early Stage Venture, Private Equity, Seed",11,,18,,,,,,"85,205"
OCTAVA,https://www.crunchbase.com/organization/octava-ad1f,1,,,OCTAVA,,,1,,,,,,,,"85,218"
Ryan Thomas Gosling,https://www.crunchbase.com/person/ryan-thomas-gosling,1,,"Los Angeles, California, United States",Ryan Thomas Gosling,"Investment Partner, Individual/Angel","Early Stage Venture, Private Equity, Seed, Venture",1,1,,1,,,,,"85,219"
RNK Capital,https://www.crunchbase.com/organization/rnk-capital,2,,"New York, New York, United States",RNK Capital LLC (RNK) is an international investment firm that invests in assets in environmental and emissions markets worldwide.,"Micro VC, Venture Capital",,2,,,,,,,,"85,227"
Wissam Otaky,https://www.crunchbase.com/person/wissam-otaky,1,,"Miami, Florida, United States",Wissam Otaky - Co-Founder & Director @ HATCHER+,Individual/Angel,Seed,1,,,,,,,,"85,230"
Federico Leproux,https://www.crunchbase.com/person/federico-leproux,1,,"Italy, Europe","TeamSystem, is the leading market provider of software and related value added services for SMEs and Professionals. Headquartered in Pesaro ...",Individual/Angel,,1,,,,,,,,"85,235"
Pakistani Cheater,https://www.crunchbase.com/person/muhammad-ahmad-raza,,,,Pakistani Cheater,,,,,,,,,,,"85,246"
Kieran Lewis,https://www.crunchbase.com/person/kieran-lewis-2780,,,"United Kingdom, Europe",Kieran Lewis is a British tech entrepreneur and angel investor. He is part of the Entrepreneur.com Leadership Network. His brands and compan...,,"Early Stage Venture, Seed",,,,,,,,,"85,251"
Lks,https://www.crunchbase.com/organization/lks,1,,"Mondragón, Pais Vasco, Spain",Lks offers services that transcend traditional engineering and consulting services.,,,1,,,,,,,,"85,254"
Shankar Nath,https://www.crunchbase.com/person/shankar-nath-b3c6,1,,"Delhi, Delhi, India","Shankar Nath is a Co-Founder of Junio. He previously worked at Paytm as a CMO and SVP, Paytm. Shankar Nath attended Indian Institute of Mana...",Individual/Angel,,1,,,,,,,,"85,257"
MetaCyte Business Lab,https://www.crunchbase.com/organization/metacyte-business-lab,,,"Louisville, Kentucky, United States","MetaCyte Business Lab, a for-profit subsidiary of the UofL Foundation, is a unique and vibrant health and life science incubator.",Incubator,,,,,,,,,,"85,259"
Eurowatt,https://www.crunchbase.com/organization/eurowatt,1,,"Paris, Ile-de-France, France",Eurowatt is an independent producer of electricity produced from renewable energy.,,,1,,,,,,,,"85,260"
