Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Mendon Venture Partners,https://www.crunchbase.com/organization/mendon-venture-partners,10,,"New York, New York, United States",Mendon Venture Partners is a venture capital investment firm focused on the intersection of innovative technology and traditional banks.,Venture Capital,,9,,8,3,,,,,"15,000"
SIX FinTech Ventures,https://www.crunchbase.com/organization/six-corporate-venture-fund,24,,"Zürich, Zurich, Switzerland",SIX FinTech Ventures looks to invest in global early stage startups in the Fintech space.,Corporate Venture Capital,Early Stage Venture,15,,13,,,,,,"15,004"
UNIQA Ventures,https://www.crunchbase.com/organization/uniqa-ventures,34,5,"Vienna, Wien, Austria","is an European Venture Capital firm investing in the future of Health, Mobility, Smart Home and Fintech as well as enabling technologies.","Corporate Venture Capital, Venture Capital","Convertible Note, Early Stage Venture, Late Stage Venture, Venture",27,,10,,5,,,,"15,006"
CD-Venture,https://www.crunchbase.com/organization/cd-venture,18,6,"Heidelberg, Baden-Wurttemberg, Germany",C.D. Ventures works collaboratively with clients to design sustainable change management solutions in Texas.,Venture Capital,"Early Stage Venture, Late Stage Venture",10,,,4,6,,,,"15,007"
iGrafx,https://www.crunchbase.com/organization/igrafx,1,,"Tualatin, Oregon, United States","Software company that provides solutions for business process management, automation, mining, analysis and optimization",,,1,,,,,,,,"15,009"
Impact Venture Capital,https://www.crunchbase.com/organization/impact-venture-capital,25,1,"Burlingame, California, United States","Impact Venture Capital invests in early stage IT startups, with a focus on TMT, Civic Tech, Cyber Security, FinTech, and Data Analytics.",Venture Capital,"Early Stage Venture, Seed",20,,14,3,1,,,,"15,012"
Hindustan Zinc,https://www.crunchbase.com/organization/hindustan-zinc-limited,1,,"Udaipur, Rajasthan, India",Hindustan Zinc is a Vedanta Group company in zinc.,,,1,,1,,,,,,"15,014"
Kairon Labs,https://www.crunchbase.com/organization/kairon-labs,5,,"Antwerp, Antwerpen, Belgium","Kairon Labs is a crypto market maker and liquidity provider for utility tokens, cryptocurrency and digital assets.",,,5,,,,,,,,"15,015"
Federal Aviation Administration,https://www.crunchbase.com/organization/federal-aviation-administration,12,0,"Washington, District of Columbia, United States",Federal Aviation Administration is a government agency that aims to provide a safe and efficient aerospace system in the U.S.,,,12,,10,,0,,,,"15,017"
Belltower Fund Group,https://www.crunchbase.com/organization/belltower-fund-group,3,,"Seattle, Washington, United States",Belltower Fund Group is a venture capital firm that seeks to invest in early-stage companies.,Venture Capital,,3,,,,,,,,"15,018"
B5 Capital,https://www.crunchbase.com/organization/b5-capital,8,,"Los Altos, California, United States",B5 Capital is a single-family office.,"Family Investment Office, Venture Capital",,8,,,1,,,,,"15,022"
Post Investment Group,https://www.crunchbase.com/organization/post-investment-group,1,1,"Los Angeles, California, United States","Post Investment Group is a real estate investment, and private equity firm.",Private Equity Firm,,1,,,,1,,,,"15,025"
Amit Lakhotia,https://www.crunchbase.com/person/amit-lakhotia,21,,"Delhi, Delhi, India",Amit Lakhotia is the GM Paytm Wallet at Paytm.,Individual/Angel,,19,,1,,,,,,"15,028"
DivX,https://www.crunchbase.com/organization/divx,1,1,"San Diego, California, United States","DivX creates, distributes and licenses digital video technologies that enable consumers to enjoy video experiences on any device.",Private Equity Firm,,1,,1,,1,,,,"15,029"
The Hive Southeast Asia,https://www.crunchbase.com/organization/the-hive-southeast-asia,9,,"Kuala Lumpur, Kuala Lumpur, Malaysia",The Hive Southeast Asia invests in the Co-Creation and Seed space dedicated to provide startup launchpads.,Venture Capital,Early Stage Venture,7,,1,,,,,,"15,030"
Spencer Kimball,https://www.crunchbase.com/person/spencer-kimball,21,,"New York, New York, United States","Spencer Kimball is the co-founder and CEO of Cockroach Labs, where he maintains a delicate balance between a love for programming distribute...",Individual/Angel,,20,,,3,,,,,"15,031"
Pepperstone,https://www.crunchbase.com/organization/pepperstone,1,,"Melbourne, Victoria, Australia",Pepperstone is an Australian online retail foreign exchange broker specializing in foreign exchange trading.,,,1,,,,,,,,"15,032"
