Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Masafumi Shimizu,https://www.crunchbase.com/person/masafumi-shimizu,,,,Masafumi Shimizu,,,,,,,,,,,"115,804"
Monumental Productions Sdn Bhd,https://www.crunchbase.com/organization/monumental-productions-sdn-bhd,1,,,Monumental Productions Sdn Bhd is an investment firm.,,,1,,,,,,,,"115,805"
Teamshub,https://www.crunchbase.com/organization/teamshub,1,,"Haidian, Beijing, China",Teamshub is a company which Provide flexible deployment methods.,,,1,,1,,,,,,"115,814"
Property Detective,https://www.crunchbase.com/organization/property-detective,1,,"London, England, United Kingdom",Property Detective is a personalised property research tool for buyers and renters.,,,1,,,,,,,,"115,816"
Wuhan Economic Development Investment,https://www.crunchbase.com/organization/wuhan-economic-development-investment,2,,"Wuhan, Hubei, China",Wuhan Economic Development Investment is an investment firm.,Private Equity Firm,,1,,,,,,,,"115,823"
The Aldridge Foundation,https://www.crunchbase.com/organization/the-aldridge-foundation,,,"London, England, United Kingdom",Aldridge Foundation is an educational charity that helps young people reach their potential through the sponsorship of entrepreneurial,,,,,,,,,,,"115,832"
State Super Financial Services,https://www.crunchbase.com/organization/state-super-financial-services,,,"Sydney, New South Wales, Australia","State Super Financial Services for superannuation, retirement, financial planning and investment management",,,,,,,,,,,"115,834"
Jeremie Frimpong,https://www.crunchbase.com/person/jeremie-frimpong,1,,,Jeremie Frimpong is a Dutch professional footballer who plays as a right wing-back for Bundesliga club Bayer Leverkusen and the Netherlands ...,Individual/Angel,"Early Stage Venture, Seed",1,,1,,,,,,"115,840"
Wuhan Zhongxiao Qiye Xinyong Rongzi Danbao Youxian Gongsi,https://www.crunchbase.com/organization/wuhan-zhongxiao-qiye-xinyong-rongzi-danbao-youxian-gongsi,1,,"Wuhan, Hubei, China",Wuhan Zhongxiao Qiye Xinyong Rongzi Danbao Youxian Gongsi is a financial services company that guarantees loans.,,,1,,,,,,,,"115,800"
NoVa Holdings Inc,https://www.crunchbase.com/organization/nova-holdings-inc,,,"San Francisco, California, United States","Asset and Investment Management, Protection, and Tax Strategy",Family Investment Office,"Early Stage Venture, Seed",,,,,,,,,"115,801"
Shona,https://www.crunchbase.com/organization/shona,3,,"Kampala, Kampala, Uganda",Shona is an accelerator firm that seeks to support companies in Eastern Africa.,Accelerator,,3,,1,,,,,,"115,802"
Brandacc Services,https://www.crunchbase.com/organization/brandacc-services,,,"Bangalore, Karnataka, India","Brandacc Services Pvt. Ltd., also known as Brand Accelerator, provides financing services to businesses.",Accelerator,,,,,,,,,,"115,803"
