Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Japan Science and Technology Agency,https://www.crunchbase.com/organization/japan-science-and-technology-agency,29,1,"Kawaguchi, Saitama, Japan",Japan Science and Technology Agency is a joined organization of science and technology implementing science and technology policy in Japan.,Venture Capital,,25,,4,,1,,,,"35,401"
Fredrik Hjelm,https://www.crunchbase.com/person/fredrik-hjelm,5,,"Stockholm, Stockholms Lan, Sweden",Fredrik Hjelm co-founded Voi Technology in 2018 with a vision of improving the way people move around congested urban centres by offering fl...,Individual/Angel,,5,,,,,,,,"35,404"
Michael Beaudoin,https://www.crunchbase.com/person/michael-beaudoin,4,1,"Denver, Colorado, United States",Michael Beaudoin - CEO @ Housecall Pro,Individual/Angel,Seed,4,,1,,1,,,,"35,405"
Cem Sertoglu,https://www.crunchbase.com/person/m-cem-sertoglu,4,,"Istanbul, Turkey, Europe","Cem Sertoglu is an internet and technology venture capitalist and entrepreneur. He is currently a partner at Earlybird Venture Capital, a Eu...","Investment Partner, Individual/Angel",Seed,4,27,,,,,,,"35,410"
Basler Kantonal Bank,https://www.crunchbase.com/organization/basler-kantonal-bank,1,1,"Basel, Basel-Stadt, Switzerland",The Basler Kantonalbank is a universal bank that is primarily engaged in the Basel region.,,,1,,,,1,,,,"35,420"
McNeil Consumer Healthcare,https://www.crunchbase.com/organization/mcneil-consumer-healthcare,,,"Washington, Pennsylvania, United States","McNeil Consumer Healthcare is an American, long established, medicals products company",,,,,,,,,,,"35,419"
Idea Capital Funds,https://www.crunchbase.com/organization/idea-capital-funds,3,,"Milan, Lombardia, Italy",Idea Capital Funds is a Asset Management platform.,"Private Equity Firm, Venture Capital",,3,,2,,,,,,"35,421"
Kevin Love,https://www.crunchbase.com/person/kevin-love,12,,"Cleveland, Ohio, United States",Kevin Love is an American basketball player for the Miami Heat of the National Basketball Association.,Individual/Angel,,10,,2,4,,,,,"35,424"
Outlier Ventures,https://www.crunchbase.com/organization/outlier-ventures,5,2,"San Francisco, California, United States",Outlier Ventures invest in the early stage ventures of exceptionally driven entrepreneurs who are building transformative companies.,Venture Capital,"Early Stage Venture, Late Stage Venture",5,,,1,2,,,,"35,429"
PJ Hyett,https://www.crunchbase.com/person/pj-hyett,1,,"United States, North America","PJ Hyett is a software developer and entrepreneur who co-founded GitHub in 2008, along with Chris Wanstrath and Tom Preston-Werner, to simpl...",Individual/Angel,,1,,,1,,,,,"35,431"
