Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Steven Hamerslag,https://www.crunchbase.com/person/steven-hamerslag,,,"San Diego, California, United States","Steven Hamerslag is a Co-Founder of TVC Capital. He has over 34 years experience starting, growing and leading high tech enterprises.  Hi...",Investment Partner,,,17,,,,,,,"118,801"
Robert H. Niehaus,https://www.crunchbase.com/person/robert-h-niehaus-2,,,"Rye, New York, United States",Mr. Niehaus joined Greenhill in 2000. He is the founder of Greenhill Capital Partners and oversees private equity funds totaling $1.7 billio...,Investment Partner,,,5,,,,,,,"118,806"
Kangsen,https://www.crunchbase.com/organization/kangsen,1,,"Sangok, Cholla-namdo, South Korea","Kangsen is an accelerator firm that offers startup support, space, education, mentoring, and seed investments.",Accelerator,"Early Stage Venture, Seed",1,,1,,,,,,"118,811"
Finnoventure Fund I,https://www.crunchbase.com/organization/finnoventure-fund-i,1,,"Bangkok, Krung Thep, Thailand","Finnoventure Fund I is an investment firm, managed by Krungsri Finnovate.",Fund Of Funds,,1,,,,,,,,"118,814"
SLC Ventures,https://www.crunchbase.com/organization/slc-ventures,,,"Rosebank, New South Wales, Australia",SLC Ventures is a business development and investment advisor.,"Private Equity Firm, Venture Capital",,,,,,,,,,"118,820"
Patrick Thevarajah,https://www.crunchbase.com/person/patrick-thevarajah,,,"Kuala Lumpur, Kuala Lumpur, Malaysia","founder,Investors and inventor",,Early Stage Venture,,,,,,,,,"118,832"
Shazi Visram,https://www.crunchbase.com/person/shazi-visram,2,,"New York, New York, United States",Shazi Visram is the Founder of HappyFamily. She attended Columbia Business School and Columbia University.,Individual/Angel,,2,,,1,,,,,"118,835"
Averill Master Fund,https://www.crunchbase.com/organization/averill-master-fund,2,,,Averill Master Fund,,,1,,,,,,,,"118,836"
Jack Connors,https://www.crunchbase.com/person/jack-connors,4,,"Boston, Massachusetts, United States",Jack Connors - Co-Founder @ Hill Holliday,Individual/Angel,Seed,3,,,,,,,,"118,840"
Edouard Bulteau,https://www.crunchbase.com/person/edouard-bulteau,,,"San Francisco, California, United States","Edouard Bulteau is the Program Manager at TotalEnergies. He attended University of California, Berkeley.",Investment Partner,,,1,,,,,,,"118,843"
