Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
The Yeollim Company,https://www.crunchbase.com/organization/the-yeollim-company,2,,"Seoul, Seoul-t'ukpyolsi, South Korea",The Yeollim Company is a technology company that develops voice amplifiers and smart hearing aids.,,,2,,,,,,,,"8,401"
Factory,https://www.crunchbase.com/organization/factory-8c60,13,,"Menlo Park, California, United States",Factory is a venture capital firm based in California.,Venture Capital,Early Stage Venture,11,,4,,,,,,"8,403"
Wingify,https://www.crunchbase.com/organization/wingify,1,,"Delhi, Delhi, India","Wingify develops Visual Website Optimizer which is a tool for increasing website sales, signups, downloads and conversions.",,,1,,1,,,,,,"8,406"
British Design Fund,https://www.crunchbase.com/organization/british-design-fund,29,,"London, England, United Kingdom","British Design Fund supports enterprise in the UK by investing in, and supporting, early stage, well designed, product businesses.",Venture Capital,Early Stage Venture,28,,18,,,,,,"8,408"
Exor Ventures,https://www.crunchbase.com/organization/exor-ventures,90,2,"Amsterdam, Noord-Holland, The Netherlands",Exor Ventures is a venture capital fund affiliated with Exor.,Venture Capital,"Early Stage Venture, Late Stage Venture",69,,16,13,2,,,,"8,411"
AXA Venture Partners,https://www.crunchbase.com/organization/axa-strategic-ventures,110,16,"Paris, Ile-de-France, France","AXA Venture Partners is a venture capital fund investing in high-growth, technology-enabled companies.",Venture Capital,"Early Stage Venture, Late Stage Venture",72,,56,19,16,,,,"8,412"
51zhaoyou.com,https://www.crunchbase.com/organization/51zhaoyou-com,2,,"Shanghai, Shanghai, China",Zhaoyou is a B2B ecommerce platform for the petroleum industry.,,,2,,,,,,,,"8,419"
Reazon Holdings,https://www.crunchbase.com/organization/reazon-holdings,3,,"Shinjuku, Yamanashi, Japan","Reazon Holdings is an information technology company that offers advertising, marketing and food tech services.",,,3,,,,,,,,"8,423"
Health Ventures,https://www.crunchbase.com/organization/health-ventures,1,1,"New Haven, Connecticut, United States",HealthVenture is a global foundry innovation center of excellence and an investment fund.,Venture Capital,"Early Stage Venture, Seed",1,,1,,1,,,,"8,400"
venVelo,https://www.crunchbase.com/organization/venvelo,19,1,"Winter Park, Florida, United States",venVelo is a venture fund and business accelerator that is focused on early-stage opportunities.,Venture Capital,Early Stage Venture,13,,9,11,1,,,,"8,424"
Victoria's Secret,https://www.crunchbase.com/organization/victoria-secret,1,,"Columbus, Ohio, United States",Victoria’s Secret offers lingerie and beauty products.,,,1,,1,,,,,,"8,401"
Impact Partners Nordic,https://www.crunchbase.com/organization/impact-partners-nordic,6,,"Copenhagen, Hovedstaden, Denmark",A leading European social impact investment fund,Private Equity Firm,"Convertible Note, Private Equity",6,,4,,,,,,"8,426"
Transinfo Group,https://www.crunchbase.com/organization/beijing-transinfo-technology-group-co-ltd,3,,"Beijing, Beijing, China",Beijing Transinfo Technology Group is a Chinese independent entrepreneurial company that provides transportation products and solutions.,,,3,,1,,,,,,"8,402"
SaaStr,https://www.crunchbase.com/organization/saastr,10,,"San Francisco, California, United States",SaaStr is a blog about web services.,,,6,,1,5,,,,,"8,403"
KFW DEG,https://www.crunchbase.com/organization/kfw-deg,82,13,"Cologne, Nordrhein-Westfalen, Germany","KFW DEG offers financing, advice and support to private sector enterprises operating in developing and emerging-market countries.",Private Equity Firm,,75,,33,4,13,,,,"8,404"
MUFG Bank,https://www.crunchbase.com/organization/mufg-bank,104,35,"Tokyo, Tokyo, Japan","MUFG Bank offers corporate and investment banking, transaction services for financial institutions, and personal banking services.",Investment Bank,,94,,34,2,35,,,,"8,408"
Fresno State University,https://www.crunchbase.com/organization/fresno-state-university,2,,"Fresno, California, United States","Fresno State University is a university in Fresno, California which offers degree programs in various fields.",University Program,,2,,2,,,,,,"8,428"
Positive Sum,https://www.crunchbase.com/organization/positive-sum,17,,"Stamford, Connecticut, United States",Positive Sum is a venture capital and private equity firm that helps teams build extraordinary businesses.,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture, Seed",14,,7,3,,,,,"8,434"
Flow Traders,https://www.crunchbase.com/organization/flow-traders,23,1,"Amsterdam, Noord-Holland, The Netherlands","Flow Traders, named “ETF Market Marker Europe by the Annual Global ETF Awards for the last six consecutive years is an international",,,22,,1,,1,,,,"8,412"
Bonfire Ventures,https://www.crunchbase.com/organization/bonfire-ventures,150,47,"Santa Monica, California, United States",Bonfire Ventures leads Seed rounds for talented founders building the next generation of software giants.,Venture Capital,"Early Stage Venture, Seed",110,,47,35,47,,,,"8,415"
Informa,https://www.crunchbase.com/organization/informa-plc,2,,"London, England, United Kingdom","Informa is a business intelligence, academic publishing, knowledge, and events group.",,,2,,2,,,,,,"8,416"
IW Capital,https://www.crunchbase.com/organization/iw-capital,33,1,"London, England, United Kingdom",IW Capital is a leading private investment house facilitating both debt and equity investment.,"Private Equity Firm, Venture Capital",Private Equity,21,,24,,1,,,,"8,417"
Eisai Innovation,https://www.crunchbase.com/organization/eisai-innovation,6,2,"Cambridge, Massachusetts, United States",Eisai Innovation is a strategic investment organization.,Corporate Venture Capital,"Early Stage Venture, Seed",6,,3,,2,,,,"8,441"
GLI Finance,https://www.crunchbase.com/organization/gli-finance-ltd,10,2,"St. Peter Port, NA - Guernsey, Guernsey",GLI Finance is a small & medium enterprise alternative finance.,,,6,,6,,2,,,,"8,418"
Transimmune,https://www.crunchbase.com/organization/transimmune,,,"Düsseldorf, Nordrhein-Westfalen, Germany",Transimmune is a pioneering dendritic cell therapy business that has discovered how dendritic cells are produced biologically.,,,,,,,,,,,"8,419"
SNZ Holding,https://www.crunchbase.com/organization/snz-holding,59,1,"Ronkonkoma, New York, United States","SNZ Holding was founded by a group of engineers, blockchain evangelists.",Venture Capital,,55,,6,1,1,,,,"8,420"
WestWave Capital,https://www.crunchbase.com/organization/westwave-capital,80,13,"Redwood City, California, United States",WestWave Capital is an early-stage VC firm that invests in Seed and Series A Enterprise companies building deep technology solutions.,Venture Capital,"Early Stage Venture, Seed",49,,10,11,13,,,,"8,421"
Grupo Supervielle,https://www.crunchbase.com/organization/grupo-supervielle,1,,"City Bell, Buenos Aires, Argentina",Grupo Supervielle is a national private capital financial group which is mainly focused on rendering banking and financial services.,,,1,,,,,,,,"8,446"
Criteria Venture Tech,https://www.crunchbase.com/organization/caixa-capital,186,45,"Barcelona, Catalonia, Spain",Criteria is an evergreen multi-stage VC fund part of CriteriaCaixa investing in B2B Saas and DeepTech companies across Europe and the US.,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed, Venture",141,,91,5,45,,,,"8,422"
SATVIK INVESTMENT PTE LTD,https://www.crunchbase.com/organization/satvik-investment-pte-lyd,3,,"Singapore, Central Region, Singapore",An Investment Holding Company from Singapore with angel & seed investments in South East Asia Focus.,"Angel Group, Family Investment Office, Micro VC","Convertible Note, Early Stage Venture, Late Stage Venture, Seed",3,,,,,,,,"8,424"
TrustBIX,https://www.crunchbase.com/organization/trustbix,,,"Edmonton, Alberta, Canada",TrustBIX provides livestock traceability and chain of custody solutions.,,,,,,,,,,,"8,425"
Capita,https://www.crunchbase.com/organization/capita,3,,"London, England, United Kingdom","Capita plc provides customer and business process management, and professional support service solutions primarily in the United Kingdom.",,,2,,,,,,,,"8,426"
Munjal Shah,https://www.crunchbase.com/person/munjal-shah,,,"Mountain View, California, United States","Munjal Shah is the Co-Founder and CEO at Hippocratic AI. He is an experienced entrepreneur and innovator, leveraging the intersection betwee...",,Seed,,,,,,,,,"8,448"
Acre Venture Partners,https://www.crunchbase.com/organization/acre-venture-partners,43,1,"Santa Monica, California, United States",Acre invests in companies creating fundamental change within food and agriculture.,Venture Capital,"Early Stage Venture, Late Stage Venture",26,,24,14,1,,,,"8,427"
Smart Futures Lab,https://www.crunchbase.com/organization/smart-futures-lab,12,,"Denver, Colorado, United States",Smart Futures Lab provides a business incubator and accelerator for companies looking for support launching and growing.,Incubator,Seed,12,,12,,,,,,"8,451"
Iacta Pharmaceuticals,https://www.crunchbase.com/organization/iacta-pharmaceuticals,,,"Irvine, California, United States",Iacta Pharma understands that building a pharmaceutical company is more than just science and technology.,,,,,,,,,,,"8,453"
Nestlé Health Science,https://www.crunchbase.com/organization/nestl-health-science,15,4,"Vevey, Vaud, Switzerland",Nestlé Health Science is a company that uses nutrition to help people manage their health.,,,8,,7,,4,,,,"8,429"
Dazzling Star,https://www.crunchbase.com/organization/dazzling-star,1,,"Beijing, Beijing, China",Committed to creating original animation incubation industrial china.,Incubator,,1,,,,,,,,"8,454"
Aera VC,https://www.crunchbase.com/organization/aera-vc,33,,"Singapore, Central Region, Singapore",Aera VC is an early-growth fund investing in deep tech ventures that accelerate the world towards a sustainable future.,Venture Capital,"Early Stage Venture, Seed",26,,,12,,,,,"8,457"
Cercano Management,https://www.crunchbase.com/organization/cercano-management,38,,"Bellevue, Washington, United States",Cercano Management is an investment firm.,Venture Capital,,36,,13,6,,,,,"8,430"
Boston Common Asset Management,https://www.crunchbase.com/organization/boston-common-asset-management,,,"Boston, Massachusetts, United States",Boston Common Asset Management specializes in long-only equity and balanced strategies and pursue long-term capital.,,,,,,,,,,,"8,431"
Born This Way Foundation,https://www.crunchbase.com/organization/born-this-way-foundation,3,,"Los Angeles, California, United States",Born This Way Foundation is a civic and social organization.,,,3,,2,,,,,,"8,433"
ECTEK,https://www.crunchbase.com/organization/ectek,1,,"Changzhou, Zhejiang, China",ECTEK is an electronic control hardware platform.,,,1,,,,,,,,"8,435"
DFW Capital,https://www.crunchbase.com/organization/dfw-capital,12,5,"Teaneck, New Jersey, United States",DFW Capital is a private equity firm focused on investments in lower middle-market companies.,Private Equity Firm,Late Stage Venture,12,,8,,5,,,,"8,437"
Medipower,https://www.crunchbase.com/organization/medipower,1,,"Nicosia, Nicosia, Cyprus",Medipower operates as a commercial real estate firm.,,,1,,1,,,,,,"8,462"
Venturian Funding & Investment Group,https://www.crunchbase.com/organization/venturian-funding-investment-group,11,,"Wakefield, Wakefield, United Kingdom",Venturian Funding & Investment Group is a private family-owned funding and investment group.,"Family Investment Office, Venture Capital",,10,,5,,,,,,"8,438"
Applyflow,https://www.crunchbase.com/organization/nvoi,,,"Sydney, New South Wales, Australia","Applyflow websites and recruitment technology for recruitment agencies, staffing firms and corporate recruiters.",,,,,,,,,,,"8,439"
GoGreen Investments,https://www.crunchbase.com/organization/gogreen-investments,,,"Houston, Texas, United States",GoGreen Investments aims is to equip clean energy companies with the resources and expertise needed to succeed in the green transition.,Venture Capital,Early Stage Venture,,,,,,,,,"8,465"
GlobalGiving,https://www.crunchbase.com/organization/globalgiving,1,,"Washington, District of Columbia, United States",GlobalGiving is an online marketplace that allows donors to find and fund grassroots projects that appeal to their specific interests.,,,1,,1,,,,,,"8,441"
Euralimentaire,https://www.crunchbase.com/organization/euralimentaire,102,,"Lomme, Nord-Pas-de-Calais, France","Euralimentaire est un projet associant les acteurs de l’innovation en agroalimentaire, nutrition santé et logistique de la Région HDF.",Incubator,,102,,,,,On-Site,,,"8,442"
Morgan Creek Capital Management,https://www.crunchbase.com/organization/morgan-creek-capital-management,30,4,"Chapel Hill, North Carolina, United States",Morgan Creek Capital Management is an investment adviser providing investment management services to institutions and wealthy families.,Venture Capital,"Early Stage Venture, Late Stage Venture",24,,8,6,4,,,,"8,443"
The Genesis Fund,https://www.crunchbase.com/organization/the-genesis-fund,1,,"Brunswick, Maine, United States",The Genesis Fund provides innovative financing and expert assistance to Maine's non-profits and most vulnerable sections of society.,,,1,,,,,,,,"8,466"
Poe Companies,https://www.crunchbase.com/organization/poe-companies,,,"Louisville, Kentucky, United States","Poe Companies is a real estate investment, development, and management firm that develops multifamily and hospitality properties.",Private Equity Firm,,,,,,,,,,"8,444"
Vistara Tours,https://www.crunchbase.com/organization/vistara-tours,1,,"Gurgaon, Haryana, India","Vistara Tours is a travel company that provides booking services for hotel, flight, and holidays packages.",Corporate Venture Capital,Crowdfunding,1,,,,,,,,"8,445"
Pura Vida Investments,https://www.crunchbase.com/organization/pura-vida-investments,36,15,"New York, New York, United States",Pura Vida Investments is a healthcare-focused investment vehicle specialized in private equity investments.,Venture Capital,Private Equity,27,,1,7,15,,,,"8,447"
Thibaud Elziere,https://www.crunchbase.com/person/thibaud-elziere,83,4,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Thibaud Elziere is the Founder of Hexa. He previously worked at Fotolia as a Founder. Thibaud Elziere attended Technical University of Berli...,"Investment Partner, Individual/Angel",Seed,73,1,,4,4,,,,"8,448"
PreSeed Ventures,https://www.crunchbase.com/organization/preseed-innovation,129,22,"Lyngby, Hovedstaden, Denmark","As a notable early stage investor PreSeed Ventures lived well over 400 journeys alongside Danish startups like Vivino, Trustpilot & Lunar",Venture Capital,Early Stage Venture,100,,45,,22,,,,"8,449"
Valent Low-Carbon Technologies,https://www.crunchbase.com/organization/valent-low-carbon-technologies,1,,"Dartmouth, Nova Scotia, Canada",Valent Low-Carbon is an industrial technology development company focused emerging renewable fuels and refining process innovations.,,,1,,,,,,,,"8,450"
RET Ventures,https://www.crunchbase.com/organization/real-estate-technology-ventures,50,4,"Park City, Utah, United States",RET Ventures is an industry-backed seed-stage VC helping build the real estate industry’s innovative technology providers.,Venture Capital,Early Stage Venture,32,,33,3,4,,,,"8,473"
NextGen Venture Partners,https://www.crunchbase.com/organization/nextgenvp,101,16,"San Francisco, California, United States",NextGen Venture Partners invests in seed-stage companies with the participation of their venture partners.,Micro VC,"Early Stage Venture, Seed",63,,16,24,16,,,,"8,451"
Leptron,https://www.crunchbase.com/organization/leptron-technologies,,,"Bengaluru, Karnataka, India",Leptron Technologies is a tech startup focusing on building world's first data-driven blockchain network for businesses.,,,,,,,,Online,,,"8,452"
AC Ventures,https://www.crunchbase.com/organization/acv-ventures,4,,"Mexico City, Distrito Federal, Mexico",AC Ventures is a Corporate Venture Capital fund sponsored by a Coca-Cola bottler with operations in the United States & Latam,"Corporate Venture Capital, Fund Of Funds, Venture Capital","Early Stage Venture, Late Stage Venture, Seed, Venture",4,,1,,,,,,"8,477"
Amity Innovation Incubator,https://www.crunchbase.com/organization/amity-innovation-incubator,16,,"Noida, Uttar Pradesh, India",The Amity Innovation Incubator is a pioneering concept in the context of Indian Universities.,Incubator,Seed,15,,,,,,,,"8,478"
Smithfield Trust,https://www.crunchbase.com/organization/smithfield-trust,3,3,"Pittsburgh, Pennsylvania, United States",Smithfield Trust provides expert wealth management.,Venture Capital,Early Stage Venture,3,,1,1,3,,,,"8,453"
SEED SPOT,https://www.crunchbase.com/organization/seed-spot-3,3,,"Phoenix, Arizona, United States",SEED SPOT is an accelerator focused on supporting impact-driven entrepreneurs across the USA.,Accelerator,Seed,3,,2,,,On-Site,2020-01-10,12,"8,454"
Cancer Prevention and Research Institute of Texas,https://www.crunchbase.com/organization/cancer-prevention-and-research-institute-of-texas,43,12,"Austin, Texas, United States",Cancer Prevention and Research Institute of Texas is a state agency that invests in cancer prevention and academic research.,Government Office,,37,,33,3,12,,,,"8,455"
Podotree,https://www.crunchbase.com/organization/podotree,2,1,"Seoul, Seoul-t'ukpyolsi, South Korea",Podotree is a developer of multilingual education-based applications and content for tablets and smartphones.,,,2,,1,,1,,,,"8,483"
Dyadic International,https://www.crunchbase.com/organization/dyadic-international,2,,"Jupiter, Florida, United States","Dyadic International is a biotechnology company, developing and manufacturing bio-based chemicals.",,,2,,1,,,,,,"8,456"
Seabury Group,https://www.crunchbase.com/organization/seabury-group,3,1,"New York, New York, United States","Seabury Group is an advisory and investment banking firm that focuses on aviation, aerospace, defense, and transportation.",Hedge Fund,,2,,,,1,,,,"8,485"
Pallidus,https://www.crunchbase.com/organization/pallidus,1,,"Houston, Texas, United States","Pallidus is an independent corporate finance advisory, investment banking and investment management firm based in South Africa.",,,1,,,,,,,,"8,458"
Aurelia Ventures,https://www.crunchbase.com/organization/aureliaventures,88,2,"Palo Alto, California, United States",Aurelia is an early-stage operator VC that provides edge and investment to outlier B2B SaaS founders to scale from POC/Stealth to Series A.,"Accelerator, Venture Capital","Convertible Note, Early Stage Venture, Seed, Venture",88,,1,4,2,,2023-10-30,54,"8,459"
JiangSu Zhenjiang New Energy Equipment,https://www.crunchbase.com/organization/jiangsu-zhenjiang-new-energy-equipment,1,,"Jiangyin, Jiangsu, China","JiangSu Zhenjiang New Energy Equipment designs, manufactures, and sells wind power equipment and photovoltaic equipment components.",,,1,,,,,,,,"8,492"
ABRY Partners,https://www.crunchbase.com/organization/abry-partners,88,45,"Boston, Massachusetts, United States",ABRY Partners is an equity firm focused on investments in media.,Private Equity Firm,"Debt, Private Equity",85,,35,4,45,,,,"8,495"
PCCI,https://www.crunchbase.com/organization/pcci,1,,"Dallas, Texas, United States",PCCI is a healthcare analytics research and development organization that leverages data science and social determinants of health.,,,1,,,,,,,,"8,497"
Earthshot Prize,https://www.crunchbase.com/organization/earthshot-prize,12,1,"London, England, United Kingdom","Earthshot Prize is a new global prize for the environment, designed to incentivize change and help to repair our planet .",,,12,,12,,1,,,,"8,464"
Monomoy Capital Partners,https://www.crunchbase.com/organization/monomoy-capital-partners,2,2,"New York, New York, United States",Monomoy Capital Partners is a private investment firm,Private Equity Firm,Post-Ipo,2,,1,,2,,,,"8,499"
Nevzat Aydın,https://www.crunchbase.com/person/nevzat-aydin,32,,"Istanbul, Turkey, Europe","Nevzat Aydın is the CEO of Yemeksepeti.com, the first and biggest online food delivery portal in Turkey. Born in 1976 in İstanbul, Nevzat...","Investment Partner, Individual/Angel",Seed,26,1,1,,,,,,"8,465"
Westbridge Capital,https://www.crunchbase.com/organization/westbridge-capital-b1b0,54,5,"Quatre Bornes, Plaines Wilhems, Mauritius","WestBridge Capital is an investment firm that focuses on technology, business, media, communication, and financial sectors.",Venture Capital,Early Stage Venture,38,,44,3,5,,,,"8,467"
Reply,https://www.crunchbase.com/organization/reply,2,,"Torino, Piemonte, Italy","Reply specializes in designing and implementing solutions in the digital services, technology, and consulting fields.",,,2,,2,,,,,,"8,468"
Global Fintech Solutions,https://www.crunchbase.com/organization/global-fintech-solutions,5,1,"Luxembourg, Luxembourg, Luxembourg","Fintech focused global investment and thechnology transfer platform with offices in Luxembourg, Tel Aviv and Moscow",Venture Capital,Seed,5,,1,,1,,,,"8,469"
Shaping Our Appalachian Region,https://www.crunchbase.com/organization/shaping-our-appalachian-region,4,,"Pikeville, Kentucky, United States","Shaping Our Appalachian Region assists community-based initiatives, activities, and advocacy.",Startup Competition,,4,,4,,,,,,"8,470"
Rocketship.vc,https://www.crunchbase.com/organization/rocketship-vc,80,9,"Los Altos, California, United States",Rocketship.vc is an early-stage venture fund investing in companies through data science.,Venture Capital,Early Stage Venture,65,,10,9,9,,,,"8,471"
Conversion Maker,https://www.crunchbase.com/organization/conversion-maker,1,,"Offenburg, Baden-Wurttemberg, Germany",Conversion Maker is a Marketing & Advertising company.,,,1,,,,,,,,"8,472"
Dharmesh Shah,https://www.crunchbase.com/person/dharmesh-shah,73,25,"Boston, Massachusetts, United States",Dharmesh Shah is the Founder and CTO at HubSpot. Dharmesh Shah attended University of Alabama at Birmingham.,"Investment Partner, Individual/Angel","Early Stage Venture, Seed",70,1,2,14,25,,,,"8,474"
Paipai,https://www.crunchbase.com/organization/paipai-24e1,1,,"Haidian, Beijing, China",Paipai is an acquaintance social application designed to help users to interact with each other.,,,1,,,,,,,,"8,475"
Belden,https://www.crunchbase.com/organization/belden,2,,"St Louis, Missouri, United States","Belden designs, manufactures, and markets signal transmission solutions worldwide.",,,2,,2,,,,,,"8,476"
360 Capital Group,https://www.crunchbase.com/organization/360-capital-group,,,"Sydney, New South Wales, Australia",360 Capital Group focuses on property investment and funds management within the Australian real estate markets.,Venture Capital,,,,,,,,,,"8,477"
VanEck,https://www.crunchbase.com/organization/vaneck,12,5,"New York, New York, United States",VanEck is a global investment manager that assists companies in locating content that is appropriate for their investment needs.,Venture Capital,,11,,2,3,5,,,,"8,509"
Vikram Chopra,https://www.crunchbase.com/person/vikram-chopra,6,,"Gurgaon, Haryana, India",Vikram Chopra is the Co-Founder and Chief Executive Officer of CARS24. He is a former Co-FOunder of FabFurnish and Investment Analyst of Seq...,Individual/Angel,,6,,,,,,,,"8,479"
Northern Kentucky University,https://www.crunchbase.com/organization/northern-kentucky-university,,,"Newport, Kentucky, United States","Northern Kentucky University based in Kentucky with nearly 16,000 students on a suburban campus just across the river from Cincinnati.",,,,,,,,,,,"8,481"
Lichu Business,https://www.crunchbase.com/organization/lichu-business,1,,"Qingshan, Shandong, China",Lichu Business is a technology enterprise specializing in fourth-party payment service technology,,,1,,,,,,,,"8,480"
Peers Japan,https://www.crunchbase.com/organization/peers-japan,1,,"Tokyo, Tokyo, Japan","Peers is a store consulting, human resource solutions, and IT solutions company.",,,1,,,,,,,,"8,511"
ILJIN Materials,https://www.crunchbase.com/organization/iljin-materials,1,,"Mapo, Seoul-t'ukpyolsi, South Korea",ILJIN Materials is a manufacturer of thin copper foils.,,,1,,1,,,,,,"8,482"
"SMARTIFICIAL RESEARCH & TECHNOLOGY, INC",https://www.crunchbase.com/organization/smartificial-research-technology-inc,,,"San Francisco, California, United States",SMARTIFICIAL (TM) is an International R&D Innovation network and virtual accelerator focused on Artificial Intelligence business solutions,"Accelerator, Angel Group, Venture Capital",,,,,,,Online,,,"8,483"
The Roux Institute at Northeastern University,https://www.crunchbase.com/organization/the-roux-institute-at-northeastern-university,10,,"Portland, Maine, United States",The Roux Institute at Northeastern University offers graduate education and research capabilities.,"Accelerator, Incubator","Grant, Seed",10,,7,2,,,,,"8,484"
Decentral Park Capital,https://www.crunchbase.com/organization/decentral-park-capital,5,,"Grand Cayman, Midland, Cayman Islands","Decentral Park Capital delivers multi-faceted expertise, network, and capital to blockchain technology projects.","Hedge Fund, Venture Capital",,4,,,,,,,,"8,517"
Webrazzi,https://www.crunchbase.com/organization/webrazzi,,,"Istanbul, Istanbul, Turkey","Webrazzi is an online media company reporting on technology startups, news, and analysis.",,,,,,,,,,,"8,486"
Bucket Studio,https://www.crunchbase.com/organization/bucket-studio-44b5,1,,"Seoul, Seoul-t'ukpyolsi, South Korea",Bucket Studio is a concept media company that offers content production and distribution services.,,,1,,,,,,,,"8,487"
Monsanto,https://www.crunchbase.com/organization/monsanto,4,4,"Saint Louis, Missouri, United States",Monsanto is an agriculture company that offers agricultural products.,,,4,,,,4,,,,"8,521"
Perpetuum,https://www.crunchbase.com/organization/perpetuum,,,"Southampton, Southampton, United Kingdom","Perpetuum offers condition monitoring solutions using self-powered wireless on board sensors for wheel, bearing, motors gearboxes and track.",,,,,,,,,,,"8,522"
2150,https://www.crunchbase.com/organization/2150,20,,"Copenhagen, Hovedstaden, Denmark",2150 backs technology companies who aim to shape the sustainable cities of the future.,Venture Capital,"Early Stage Venture, Late Stage Venture",17,,12,1,,,,,"8,490"
ZF Group,https://www.crunchbase.com/organization/zf-friedrichshafen-ag,8,,"Friedrichshafen, Baden-Wurttemberg, Germany","ZF Group is a technology company supplying systems for passenger cars, commercial vehicles, and industrial technology enabling mobility.",,,8,,5,,,,,,"8,524"
Sandhar Technologies,https://www.crunchbase.com/organization/sandhar-technologies,1,,"Gurgaon, Haryana, India","Sandhar Technologies is an auto component supplier, having most of the Indian automotive OEMs as its customers.",,,1,,,,,,,,"8,491"
DOMiNO Ventures,https://www.crunchbase.com/organization/domino-ventures,12,,"Amsterdam, Noord-Holland, The Netherlands","We focus on AI, Gaming and Web3 startups with global vision and ambition to create DOMiNO Effect for Better Future.",Venture Capital,"Early Stage Venture, Seed",12,,3,1,,,,,"8,492"
Baibu,https://www.crunchbase.com/organization/baibu,1,,"Guangzhou, Guangdong, China",Baibu is a B2B textile trading e-commerce platform.,,,1,,,,,,,,"8,527"
