Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Dmitry Koltunov,https://www.crunchbase.com/person/dmitry-koltunov,,,"New York, New York, United States",Dmitry Koltunov is a Co-Founder and CTO at ALICE. He is also Founding Venture Partner at NextGen Venture Partners and Founder and CEO at Col...,,,,,,,,,,,"72,605"
Neuberger Berman Loan Advisers Holdings,https://www.crunchbase.com/organization/neuberger-berman-loan-advisers-holdings-lp,4,1,"Chicago, Illinois, United States",Neuberger Berman Loan Advisers Holdings is a data researcher with qualitative and quantitative investment research.,,,4,,,,1,,,,"72,606"
Makana Ventures,https://www.crunchbase.com/organization/makana-ventures,1,,"Singapore, Central Region, Singapore",Makana Ventures is a Singapore based collective and hybrid venture group.,Venture Capital,Early Stage Venture,1,,,,,,,,"72,617"
SEN CORPORATION Japan,https://www.crunchbase.com/organization/sen-corporation-japan,2,,"Tokyo, Tokyo, Japan",Sen is an Internet photo service company,,,2,,1,,,,,,"72,622"
Andreas Kemi,https://www.crunchbase.com/person/andreas-kemi,3,1,"Niederhelfenschwil, Ausser-Rhoden, Switzerland",Andreas Kemi - Director of the Board @ Fortnox,"Investment Partner, Individual/Angel",Seed,1,1,,,1,,,,"72,624"
1Derlife Growth,https://www.crunchbase.com/organization/1derlife-growth,2,,"Singapore, Central Region, Singapore",1Derlife Growth partners with small and medium-sized businesses in Singapore for a thoughtful acquisition and a succession plan.,,,2,,1,,,,,,"72,634"
Teras Capital,https://www.crunchbase.com/organization/teras-capital,,,"Madrid, Madrid, Spain","Teras Capital is an investment firm that specializes in identification, development, and transaction in the telecom infrastructure segment.",Venture Capital,,,,,,,,,,"72,642"
Sanayi Bakanlığı,https://www.crunchbase.com/organization/sanayi-bakanlığı,4,1,"Ankara, Ankara, Turkey","Sanayi Bakanligi is the website of the Ministry of science, industry, and technology that gives details on its departments and e-services.",Venture Capital,,4,,,,1,,,,"72,627"
Stillwater Equity Partners,https://www.crunchbase.com/organization/stillwater-equity-partners,,,"Alpine, Utah, United States",Stillwater is a real estate development partner that delivers solutions to unlock the potential value in real estate assets.,Private Equity Firm,,,,,,,,,,"72,648"
Invengo Information Technology,https://www.crunchbase.com/organization/shenzhen-invengo-information-technology-co-ltd,3,1,"Shenzhen, Guangdong, China",Invengo Information Technology provides radio frequency identification (RFID) technologies and other related solutions.,,,3,,,,1,,,,"72,649"
Nico Weiler,https://www.crunchbase.com/person/nico-weiler,1,,"Berlin, Berlin, Germany","Nico Weiler is an entrepreneur, angel investor, and the Founder of GoGroup where together with driven founders and ambitious engineers he bu...",Individual/Angel,"Early Stage Venture, Seed",1,,,,,,,,"72,650"
Traders Holdings,https://www.crunchbase.com/organization/traders-holdings,1,,"Minato, Chiba, Japan",Traders Holdings is planning of management strategy for the entire group and management control and management of each operating company.,,,1,,,,,,,,"72,651"
Bill Warner,https://www.crunchbase.com/person/bill-warner,15,5,"Cambridge, Massachusetts, United States","Bill loves the process of starting and building great companies. In 1987 he started Avid Technology, Inc. They built a great product and a g...",Individual/Angel,Seed,13,,,1,5,,,,"72,653"
Jeff Drobny,https://www.crunchbase.com/person/jeff-drobny,,,,Mr. Drobny is a Principal of Black River. He is the Chief Investment Officer and global head of Black River's Relative Value and Commodity-R...,,,,,,,,,,,"72,655"
Ally Corporate Finance,https://www.crunchbase.com/organization/ally-corporate-finance,2,2,"New York, New York, United States","Ally Corporate Finance provides senior secured loans to private equity-owned, U.S.-based middle market companies.",Venture Capital,,2,,1,1,2,,,,"72,661"
Brad Kotansky,https://www.crunchbase.com/person/brad-kotansky,5,2,"Paradise Valley, Arizona, United States",Brad Kotansky is the Chief Financial Officer of Copperstate Farms. He is a former Co-Founder and CEO of Onist Technologies. Brad Kotansky h...,Individual/Angel,Seed,4,,,1,2,,,,"72,600"
MystartupYatra,https://www.crunchbase.com/organization/mystartupyatra-962d,1,,"Bengaluru, Karnataka, India",My startup Yatra focuses on promoting startups and entrepreneurship.,"Accelerator, Incubator","Early Stage Venture, Non Equity Assistance, Seed, Venture",1,,1,,,,,,"72,663"
Akershus Energi,https://www.crunchbase.com/organization/akershus-energi,3,1,"Rånåsfoss, Akershus, Norway",Akershus Energi is a power company producing hydroelectric power and electrical equipment.,,,1,,1,,1,,,,"72,664"
Medeon Biodesign,https://www.crunchbase.com/organization/medeon-biodesign,2,,"Taipei, T'ai-pei, Taiwan",Medeon Biodesign (TPEx: 6499) is a publicly traded company .,,,2,,2,1,,,,,"72,601"
CICC Healthcare Investment Fund,https://www.crunchbase.com/organization/cicc-healthcare-investment-fund,10,2,"Beijing, Beijing, China",CICC Healthcare Investment Fund is a healthcare investment vehicle of China’s CICC Capital.,Venture Capital,Early Stage Venture,10,,4,,2,,,,"72,602"
Arc Venture Partners,https://www.crunchbase.com/organization/arc-venture-partners,,,"San Francisco, California, United States",Arc Venture Partners is a dedicated secondary direct venture capital firm.,Venture Capital,,,,,,,,,,"72,666"
