Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
IXIT,https://www.crunchbase.com/organization/index-corp,2,1,"Setagaya, Tokyo, Japan",IXIT provides entertainment contents and solutions worldwide.,,,2,,,,1,,,,"69,600"
Morishita Jintan,https://www.crunchbase.com/organization/morishita-jintan,2,,"Osaka-shi, Osaka, Japan",Morishita Jintan is a health care company.,,,1,,,,,,,,"69,605"
Lindsay Ullman,https://www.crunchbase.com/person/lindsay-ullman,3,,"New York, New York, United States",Lindsay Ullman is the Head of Membership and VP of Product of Angi.,"Investment Partner, Individual/Angel",,3,1,,1,,,,,"69,607"
Allison Swope,https://www.crunchbase.com/person/allison-swope,,,"San Francisco Bay Area, California, United States","Allison joined Hanover in 2020 as an investment partner for Hanover II, continuing our work in supporting exceptional technology entrepreneu...",Investment Partner,Seed,,1,,,,,,,"69,611"
National Institute of Environmental Health Sciences,https://www.crunchbase.com/organization/national-institute-of-environmental-health-sciences,11,,"Hamilton, New York, United States",National Institute of Environmental Health Sciences conducts research into the effects of the environment on human disease.,,,8,,8,1,,,,,"69,629"
Raj Date,https://www.crunchbase.com/person/raj-date,3,,"Bethesda, Maryland, United States","Raj Date, 47, is the founder of Fenway Summer LLC, a hybrid advisory and venture investment firm focused on innovation in highly regulated i...","Investment Partner, Individual/Angel",Seed,3,8,,1,,,,,"69,632"
Xinhu Zhongbao Co Ltd,https://www.crunchbase.com/organization/xinhu-zhongbao,6,2,"Hangzhou, Zhejiang, China",Xinhu Zhongbao is a commercial real estate company,,,5,,3,,2,,,,"69,637"
Schöck AG,https://www.crunchbase.com/organization/schock,1,,"Baden-baden, Baden-Wurttemberg, Germany","Schöck is a manufacturer of structural components firm for concrete, steel and wood.",,,1,,1,,,,,,"69,639"
Hatch Graham,https://www.crunchbase.com/person/hatch-graham,,,"San Francisco, California, United States",Hatch Graham is the Chairman/Founder at Airvine. Hatch Graham attended Idaho State University.,Investment Partner,,,37,,,,,,,"69,600"
The Israel Precision Medicine Partnership – IPMP,https://www.crunchbase.com/organization/the-israel-precision-medicine-partnership-ipmp,5,,"Jerusalem, Yerushalayim, Israel",IPMP Promotes innovative biomedical research in Israel leading to a deeper understanding.,,,5,,5,,,,,,"69,644"
Anthony Bruce,https://www.crunchbase.com/person/anthony-bruce,1,,"Washington, District of Columbia, United States",Anthony Bruce was the Co-Founder & Chief Executive Officer of Applied Predictive Technologies. Mr. Bruce specializes in enhancing clients’ ...,Individual/Angel,,1,,,1,,,,,"69,645"
Nicolas Steiger,https://www.crunchbase.com/person/nicolas-steiger,2,,"Sydney, New South Wales, Australia",Nicolas Steiger has held leadership positions in Westpac and UBS accumulating 15+ years experience in investment banking and financial exper...,Individual/Angel,,1,,2,,,,,,"69,601"
EPIC Companies,https://www.crunchbase.com/organization/epic-companies,1,1,"Berlin, New Jersey, United States",We are committed to building companies that drive change and leave a lasting impact.,,,1,,,,1,,,,"69,602"
Strides International Business,https://www.crunchbase.com/organization/strides-international-business,1,,"Singapore, Central Region, Singapore","Strides International Business delivers O&M engineering, mobility and transit lifestyle solutions.",,,1,,,,,,,,"69,652"
Amit Jain,https://www.crunchbase.com/person/amit-jain-dd50,5,,"London, England, United Kingdom",Amit Jain Investor & Group CEO at a Global Private Equity Group.,Individual/Angel,,4,,1,,,,,,"69,603"
2 NRP Managers,https://www.crunchbase.com/organization/2-nrp-managers,1,,"Chicago, Illinois, United States",2 NRP Managers is an investment firm focused on cannabis enterprises.,,,1,,1,,,,,,"69,604"
New Jersey American Water,https://www.crunchbase.com/organization/new-jersey-american-water,3,,"Voorhees, New Jersey, United States",New Jersey American Water is a utilities company offering water and wastewater treatments.,,,3,,3,,,,,,"69,605"
Airstream,https://www.crunchbase.com/organization/airstream,2,1,"New Castle, Delaware, United States",Airstream is focused on early-stage deep tech opportunities leveraging the intellectual property found in top-tier research institutions.,"Private Equity Firm, Venture Capital",,2,,,,1,,,,"69,607"
