Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Tom Basile,https://www.crunchbase.com/person/tom-basile,1,1,"Washington, District of Columbia, United States",Tom Basile is the co-founder and partner at InkWorks.,Individual/Angel,Seed,1,,,,1,,,,"180,000"
Gilroy Mathew,https://www.crunchbase.com/person/gilroy-mathew,,,"Thiruvananthapuram, Kerala, India","Gilroy Mathew is a  VP, Global Head of Semiconductor at UST.",Investment Partner,,,1,,,,,,,"180,001"
Zhejiang Shanping Investment Management,https://www.crunchbase.com/organization/zhejiang-shanping-investment-management,1,1,"Hangzhou, Zhejiang, China",Zhejiang Shanping Investment Management is engaged in investment management.,Private Equity Firm,,1,,,,1,,,,"180,013"
Great Virtue Capital,https://www.crunchbase.com/organization/great-virtue-capital,1,,"Beijing, Beijing, China",Great Virtue Capital is an investment firm.,,,1,,,,,,,,"180,014"
Adrian Chan,https://www.crunchbase.com/person/adrian-chan-2,,,"Guangzhou, Guangdong, China",Adrian Chan - Co-Founder and Partner @ Vectr,,,,,,,,,,,"180,002"
Paul Napoli,https://www.crunchbase.com/person/paul-napoli,,,"New York, New York, United States","Paul J. Napoli is a prominent Personal Injury Attorney who developed a law firm headquartered in New York City, with offices in nine states ...",,,,,,,,,,,"180,016"
Hossam Hassaballah,https://www.crunchbase.com/person/hossam-s-hassaballah,2,,"New York, New York, United States",An American real estate developer and architect.,Individual/Angel,,2,,2,,,,,,"180,004"
Jonas Hummels,https://www.crunchbase.com/person/jonas-hummels,1,,"Munich, Bayern, Germany",Jonas Hummels is the co-founder and chief growth officer of Rippleworx.,Individual/Angel,,1,,,,,,,,"180,005"
Levy Gerzberg,https://www.crunchbase.com/person/levy-gerzberg,1,1,"Sunnyvale, California, United States","DR. LEVY GERZBERG is co-Founder, President, CEO and Director of Zoran Corporation. Prior to co-founding Zoran Corporation, Dr. Gerzberg was...",Individual/Angel,Seed,1,,,,1,,,,"180,017"
KupimVmeste,https://www.crunchbase.com/organization/kupimvmeste,,,"Moscow, Moscow City, Russian Federation","management company, consumer web",,,,,,,,,,,"180,006"
McGivern Capital LLC,https://www.crunchbase.com/organization/mcgivern-capital-llc,1,,,QOF investing in QOZBs,Micro VC,Seed,1,,,,,,,,"180,007"
Gianluigi Buffon,https://www.crunchbase.com/person/gianluigi-buffon,1,,,Gianluigi Buffon is a Renowned Italian football goalkeeper.,Individual/Angel,,1,,1,,,,,,"180,018"
David Botvinik,https://www.crunchbase.com/person/david-botvinik,1,1,"London, England, United Kingdom",David Botvinik is the Co-Founder at Dashbook. He attended HEC Paris.,Individual/Angel,Seed,1,,,,1,,,,"180,008"
Youfa Asset Management,https://www.crunchbase.com/organization/youfa-asset-management,1,1,"Shanghai, Shanghai, China",Youfa Asset Management is engaged in Private equity investment fund management.,Private Equity Firm,,1,,,,1,,,,"180,009"
CICA,https://www.crunchbase.com/organization/cica,1,1,,Inc,,,1,,,,1,,,,"180,010"
Daniel Maegaard,https://www.crunchbase.com/person/daniel-maegaard,1,,,Daniel Maegaard,Individual/Angel,,1,,,,,,,,"180,012"
Sam Bonnier,https://www.crunchbase.com/person/sam-bonnier,1,,"Stockholm, Stockholms Lan, Sweden",Sam Bonnier,Individual/Angel,,1,,,,,,,,"180,013"
Waziha Islam Taaseen,https://www.crunchbase.com/person/waziha-islam-taaseen,,,"Dhaka, Dhaka, Bangladesh",A young Entrepreneur who has a core possession of helping people. Waziha Islam Taaseen is the Co-founder and managing director of Sasthya Se...,,Seed,,,,,,,,,"180,011"
Ikeda Noriyuki,https://www.crunchbase.com/person/ikeda-noriyuki,1,,"Tokyo, Tokyo, Japan",Ikeda Noriyuki is the Director at Netyear and President & CEO at Tribal Media House.,Individual/Angel,,1,,,,,,,,"180,014"
Joel Auge,https://www.crunchbase.com/person/joel-auge,1,,"Toronto, Ontario, Canada","In the midst of major flux in the music industry, I've decided to commit my efforts to something I'm deeply passionate about, music. I see a...",Individual/Angel,Seed,1,,,,,,,,"180,021"
Rodas Interests,https://www.crunchbase.com/organization/rodas-interests,,,"Vienna, Virginia, United States",Rodas Interests is a Real Estate investments company focused on income producing residential and commercial properties.,Private Equity Firm,,,,,,,,,,"180,022"
Blue Tiger Investments,https://www.crunchbase.com/organization/blue-tiger-investments,2,,,"Seed and angel-stage investments and advice to innovative, new companies and entrepreneurs.",,,1,,,,,,,,"180,024"
Marion Chanéac,https://www.crunchbase.com/person/marion-chaneac,,,"Paris, Ile-de-France, France",Marion Chanéac - Partner @ CapHorn Invest,Investment Partner,,,3,,,,,,,"180,015"
Ahmet Salih Palamut,https://www.crunchbase.com/person/ahmet-salih-palamut,1,,"Istanbul, Istanbul, Turkey",Ahmet Salih Palamut,Individual/Angel,,1,,,,,,,,"180,016"
