Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Paris Ziogkas,https://www.crunchbase.com/person/paris-ziogkas,,,,Paris Ziogkas is the Co-Founder | CEO at Advantis Medical Imaging. Attended.Alliance Manchester Business School.,,,,,,,,,,,"125,409"
Premier Tech,https://www.crunchbase.com/organization/premier-tech,2,,"Canada, Kentucky, United States",Premier Tech,,,2,,,,,,,,"125,411"
Michael Gilman,https://www.crunchbase.com/person/michael-gilman-gilman,,,"Boston, Massachusetts, United States","Michael Gilman, Ph.D. has served as a member of our board of directors since November 2013. Michael Gilman is currently Chairman and Chief E...",,,,,,,,,,,"125,416"
Shawn Jung,https://www.crunchbase.com/person/shawn-jung,,,"New York, New York, United States","Shawn Jung is a Partner at Activant Capital. Prior to that, he was the Vice President of TPG Sixth Street Partners. He attended Stanford Uni...",,,,,,,,,,,"125,417"
Global Risk Capital,https://www.crunchbase.com/organization/global-risk-capital,,,"Arlington, Virginia, United States",Global Risk Capital is an investment firm that specializes in managing portfolios of special situation investments.,Private Equity Firm,,,,,,,,,,"125,420"
Shabber Barkat,https://www.crunchbase.com/person/shabber-barkat,,,"United States, North America",Shabber Barkat is an accomplished entrepreneur who currently resides in Indiana. He is known for his dynamic leadership and innovative appro...,,,,,,,,,,,"125,424"
Roy Kong,https://www.crunchbase.com/person/roy-kong,,,"Cupertino, California, United States","Mr. Roy Kong is the founding managing partner of SVC Angel Fund, an early stage fund focusing on Intelligent System with China Angle, manage...",,,,,,,,,,,"125,438"
Sajan Kurup,https://www.crunchbase.com/person/sajan-kurup,1,,,Sajan Raj Kurup chairman and founder of Creativeland Asia.,Individual/Angel,,1,,,,,,,,"125,441"
CNH Capital,https://www.crunchbase.com/organization/cnh-capital,1,,"Seoul, Seoul-t'ukpyolsi, South Korea","CNH Capital is a financial company that provides investment, lease, auto, and installment finance services.",,,1,,,,,,,,"125,449"
Wave Ventures GmbH,https://www.crunchbase.com/organization/wave-ventures-gmbh,,,"Munich, Bayern, Germany",Pre-Seed Investment Company,,,,,,,,,,,"125,458"
Gary Robinson,https://www.crunchbase.com/person/gary-robinson-7e2a,,,"Edinburgh, Edinburgh, City of, United Kingdom",Gary Robinson is an Investment Manager at Baillie Gifford. He attended the University of Oxford.,Investment Partner,,,2,,,,,,,"125,400"
Erhan Eren,https://www.crunchbase.com/person/erhan-eren,,,"San Francisco, California, United States",Erhan Eren is CEO and Co-Founder at Enki.AI.he attended Illinois Institute of Technology in 2005.,,,,,,,,,,,"125,401"
David Jones,https://www.crunchbase.com/person/david-jones-jr,3,,"Louisville, Kentucky, United States","Recognizing the absence of resident venture capital managers in Mid-America as a business opportunity, David founded Chrysalis Ventures in 1...","Investment Partner, Individual/Angel",Seed,2,15,,1,,,,,"125,402"
