Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Bastien Duclaux,https://www.crunchbase.com/person/bastien-duclaux,1,,"Paris, Ile-de-France, France",Bastien Duclaux is the Co-Founder and Chief Executive Officer at Twenga SA.,Individual/Angel,Seed,1,,,,,,,,"151,202"
Marc Slendebroek,https://www.crunchbase.com/person/marc-slenderbroek,,,"London, England, United Kingdom",Marc Slendebroek is the Founder and CEO of Rinkelberg Capital Ltd.Marc attended Leiden university.,Investment Partner,,,3,,,,,,,"151,214"
Ascendas CNTrade Group,https://www.crunchbase.com/organization/ascendas-cntrade-group,1,,"Singapore, Central Region, Singapore",Ascendas CNTrade Group,,,1,,,,,,,,"151,223"
Earl Yen,https://www.crunchbase.com/person/earl-yen,,,"Shanghai, Shanghai, China",Earl Yen is the current Founder and Chairman of CSV Capital Partners. He previously worked at CDP Group as a Board Member. Earl Yen attended...,,,,,,,,,,,"151,235"
Hongkai Investment,https://www.crunchbase.com/organization/hongkai-ziben,4,2,"Shanghai, Shanghai, China",Hongkai Investment is an investment firm.,Venture Capital,,4,,1,,2,,,,"151,236"
Brokerad,https://www.crunchbase.com/organization/brokerad,,,"London, England, United Kingdom",Digital Marketing Data Driven Consulting,,,,,,,,,,,"151,238"
PuHe Capital,https://www.crunchbase.com/organization/puhe-capital,2,1,"Shanzhen, Fujian, China",PuHe Capital is an investment firm.,Private Equity Firm,,2,,1,,1,,,,"151,237"
Timothy Callahan,https://www.crunchbase.com/person/timothy-callahan,,,,"Timothy Callahan, currently with Callahan Family Investments, previously served as Chief Executive Officer for Callahan Capital Partners (Iv...",Investment Partner,,,1,,,,,,,"151,243"
The Foyle Foundation,https://www.crunchbase.com/organization/the-foyle-foundation,1,,"London, England, United Kingdom",The Foyle Foundation is an independent grantmaking trust that distributes grants to UK charities.,,,1,,1,,,,,,"151,245"
Will Mentesh,https://www.crunchbase.com/person/will-mentesh,,,"San Francisco, California, United States","Will Mentesh is a passionate entrepreneur, inventor, business executive, and more. He is interested in technology - mobile, SaaS, payment ga...",,,,,,,,,,,"151,252"
Gavin Holland,https://www.crunchbase.com/person/gavin-holland,,,"London, England, United Kingdom",Gavin Holland - President @ Anthemis,,,,,,,,,,,"151,254"
Marcus Shen,https://www.crunchbase.com/person/marcus-shen,,,,Marcus Shen,,,,,,,,,,,"151,200"
Goldendrugshop,https://www.crunchbase.com/organization/goldendrugshop,,,,Goldendrugshop.com is a trusted united states online medical store. Order prescription online. One days Delivery available.,,,,,,,,,,,"151,203"
Robert Finocchio,https://www.crunchbase.com/person/robert-finocchio,,,"San Francisco, California, United States","Robert Finocchio - Director, Audit Committee Chair @ Nuance Communications",,,,,,,,,,,"151,202"
Dr Asma Parveen,https://www.crunchbase.com/person/dr-asma-parveen,,,"India, Asia",The Velvet Skin Centre was established in the year 2014 by Dr. Asma at Lucknow. The clinic was started with the aim to provide world-class s...,,,,,,,,,,,"151,204"
High Great Investment,https://www.crunchbase.com/organization/high-great-investment,1,1,"Hong Kong, Hong Kong Island, Hong Kong",High Great Investment operates as an investment firm that offers investment management and consulting services.,,,1,,1,,1,,,,"151,205"
Valdis Lenss,https://www.crunchbase.com/person/valdis-lenss,,,,"Valdis joined the firm in 2013 after completing graduate school and focuses on investments in the telecommunications, internet, software, an...",,,,,,,,,,,"151,206"
Joaquim Palhares,https://www.crunchbase.com/person/joaquim-palhares,2,,"São Paulo, Sao Paulo, Brazil","Joaquim Palhares is the Founder at Stealth Startup. Joaquim is an entrepreneur and investor. He is also a Limited Partner at EquityRio, a ve...",Individual/Angel,"Seed, Venture",2,,,,,,,,"151,274"
BlackEarth Ventures,https://www.crunchbase.com/organization/blackearth-ventures,1,,,Early-stage Investment in Critical Infrastructure,Private Equity Firm,,1,,,,,,,,"151,209"
Lee J. Tesconi,https://www.crunchbase.com/person/lee-j-tesconi,,,"Boston, Massachusetts, United States",Mr. Tesconi is primarily engaged in the origination and evaluation of secondary purchases of private equity and alternative investments.,,,,,,,,,,,"151,210"
