Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Yoii Fuel,https://www.crunchbase.com/organization/yoii-fuel,1,,"Tokyo, Tokyo, Japan",Yoii Fuel is a software company that analyzes a company's KPIs and enables it to obtain a means of financing based on this data.,,,1,,,,,,,,"3,607"
Shukun Technology,https://www.crunchbase.com/organization/shukun-technology,1,,"Beijing, Beijing, China",Shukun Technology is a Chinese AI medical company that focuses on developing diagnostics systems for chronic diseases.,,,1,,,,,,,,"3,600"
CONTI Capital,https://www.crunchbase.com/organization/conti,,,"Dallas, Texas, United States","CONTI Capital provides capital solutions to acquire, manage, and sponsor real estate investments across the U.S.",Private Equity Firm,Private Equity,,,,,,,,,"3,602"
AGTC,https://www.crunchbase.com/organization/applied-genetics-technologies-corporation,1,,"Alachua, Florida, United States",AGTC is a biotechnology company conducting human clinical trials of AAV-based gene therapies for the treatment of rare diseases.,,,1,,1,,,,,,"3,603"
Franklin Templeton,https://www.crunchbase.com/organization/franklin-templeton-investments,194,60,"San Mateo, California, United States",Franklin Templeton is a global investment firm that offers mutual funds for individuals and institutions.,"Private Equity Firm, Venture Capital",Late Stage Venture,164,,44,33,60,,,,"3,604"
Capchase,https://www.crunchbase.com/organization/capchase,3,,"New York, New York, United States",Capchase is a fintech company that provides financial solutions to startups by allowing access to funds as they grow.,,,3,,2,1,,,,,"3,610"
JFF Ventures,https://www.crunchbase.com/organization/jff-ventures,30,,"Boston, Massachusetts, United States",JFF Ventures invest in seed- and early- stage companies with a dedicated focus on developing technology solutions.,"Accelerator, Corporate Venture Capital","Early Stage Venture, Seed",30,,,11,,,,,"3,605"
Hollard Insurance,https://www.crunchbase.com/organization/hollard-insurance,11,,"Johannesburg, NA - South Africa, South Africa","Hollard Insurance is an insurance agency selling house,car,business and funeral insurance.",,,7,,5,,,,,,"3,613"
Superfluid Finance,https://www.crunchbase.com/organization/superfluid-finance,,,"London, England, United Kingdom",Superfluid Finance is on a mission to transform the way assets move in decentralized finance.,,,,,,,,,,,"3,607"
Finance of America Companies,https://www.crunchbase.com/organization/finance-of-america,,,"New York, New York, United States",Finance of America Companies is a consumer lending company that offers lending products and services.,,,,,,,,,,,"3,609"
KOREA INVESTMENT & SECURITIES,https://www.crunchbase.com/organization/korea-investment-securities-d0c5,50,1,"Yongdungpo, Seoul-t'ukpyolsi, South Korea","KOREA INVESTMENT & SECURITIES is a financial investment company that offers brokerage, asset management, and investment banking services.",Private Equity Firm,,48,,5,,1,,,,"3,618"
Pioneer Corporation,https://www.crunchbase.com/organization/pioneer-corporation,2,,"Kanagawa, Fukushima, Japan",A leading global manufacturer of electronic products for the consumer and professional markets.,,,2,,1,,,,,,"3,611"
Credit Karma,https://www.crunchbase.com/organization/credit-karma,1,,"San Francisco, California, United States",Credit Karma offers a range of tools and personalized recommendations designed to help customers make the most of their money.,,,1,,,,,,,,"3,614"
Hana Financial,https://www.crunchbase.com/organization/hana-financial,3,1,"Los Angeles, California, United States",National non-bank specialty lender.,,,3,,1,,1,,,,"3,624"
Identiv,https://www.crunchbase.com/organization/identiv,1,1,"Fremont, California, United States","A global security technology company that establishes trust in the connected world, including premises, information, and everyday items.",,,1,,1,,1,,,,"3,625"
Lighthouse Labs,https://www.crunchbase.com/organization/lighthouse-labs,,,"Toronto, Ontario, Canada",Lighthouse Labs is a technology education company that trains students to find long-term jobs in the digital workforce.,"Accelerator, Micro VC",,,,,,,,2018-06-15,12,"3,616"
Kuka Home,https://www.crunchbase.com/organization/kuka-home,2,2,"Hangzhou, Zhejiang, China",Kuka Home operates as a home-furnishings company.,,,2,,2,,2,,,,"3,617"
Lexin,https://www.crunchbase.com/organization/lexin,1,,"Nanshan, Hunan, China",Lexin is an online consumer finance platform for educated young adults in China. ,,,1,,1,,,,,,"3,627"
