Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Hura Capital,https://www.crunchbase.com/organization/hura-capital,,,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Hura Capital is an advisory boutique that specializes in impact investing.,Venture Capital,,,,,,,,,,"134,406"
Jordan Butler,https://www.crunchbase.com/person/jordan-butler-ace1,,,"Santiago, Region Metropolitana, Chile",Jordan Butler is the CEO and Founder of Cleanlight. Jordan attended Universidad de Chile.,,Early Stage Venture,,,,,,,,,"134,411"
Milestone Religare Investment Advisors,https://www.crunchbase.com/organization/milestone-religare-investment-advisors,1,,"Bandra, Maharashtra, India",Milestone Religare Investment Advisors is engaged in growth stage private equity investment.,Private Equity Firm,,1,,,,,,,,"134,414"
Paul Cohen,https://www.crunchbase.com/person/paul-cohen-dbd,1,,"Scottsdale, Arizona, United States",Paul Cohen,Individual/Angel,Seed,1,,,,,,,,"134,427"
Braintree Business Development Center,https://www.crunchbase.com/organization/braintree-business-development-center,,,"Mansfield, Ohio, United States","A technology business incubator in Mansfield, Ohio.",Incubator,"Crowdfunding, Debt, Grant, Non Equity Assistance",,,,,,,,,"134,429"
PNB-INSPiRE Ethical Fund 1 Investment Business Limited Liability Partnership,https://www.crunchbase.com/organization/pnb-inspire-ethical-fund-1-investment-business-limited-liability-partnership,13,1,"Tokyo, Tokyo, Japan",PNB-INSPiRE is an investment fund that fosters small to medium Japanese enterprises that have the potential to succeed in the market.,Fund Of Funds,,8,,5,,1,,,,"134,433"
Tactics II Investments,https://www.crunchbase.com/organization/tactics-ii-investments,3,2,"Northbrook, Illinois, United States",Tactics II Investments,,,2,,1,,2,,,,"134,400"
Ross Berger,https://www.crunchbase.com/person/ross-berger-0c72,,,"United States, North America",Ross Berger,Investment Partner,,,1,,,,,,,"134,401"
Job5156.com,https://www.crunchbase.com/organization/job5156-com,1,,"Dongguang, Guangdong, China",Job5156.com is a professional O2O recruitment website.,,,1,,1,,,,,,"134,402"
Iker Casillas,https://www.crunchbase.com/person/iker-casillas,3,,,Iker Casillas is a co-founder of Café 19.,Individual/Angel,,2,,,,,,,,"134,404"
Roy Wong,https://www.crunchbase.com/person/roy-wong-4882,,,"Singapore, Asia",Roy Wong is the Executive Chairman of DC Alliance. He attended Nanyang Technological University Singapore.,,,,,,,,,,,"134,405"
IT Angels,https://www.crunchbase.com/organization/it-angels,1,1,"Fontenay-aux-roses, Ile-de-France, France","IT angels is a non profit organization that specializes in the field of telecommunications, computing and the Internet.",Incubator,,1,,,,1,,,,"134,406"
"Bureau Capital,",https://www.crunchbase.com/organization/bureau-capital,1,,,Bureau Capital is an investment firm.,Venture Capital,,1,,,,,,,,"134,409"
Dennis Sanfilippo,https://www.crunchbase.com/person/dennis-sanfilippo,1,,"Copperopolis, California, United States","Dennis Sanfilippo is a pioneer on the outer frontiers of fate, fortune and Mother Lode real estate.",Individual/Angel,Seed,1,,,,,,,,"134,451"
David Diaz-Casariego,https://www.crunchbase.com/person/david-diaz-casariego,,,,David Diaz-Casariego is a Portfolio Manager of Alternative Investments at MassMutual.,Investment Partner,,,1,,,,,,,"134,453"
PALS Global Solutions,https://www.crunchbase.com/organization/pals-global-solutions,1,,"Hyderabad, Andhra Pradesh, India",PALS Global Solutions is an emerging company.,,,1,,,,,,,,"134,412"
James Todd Smith,https://www.crunchbase.com/person/james-todd-smith,1,,,"James Todd Smith, or LL Cool J, is a hip hop artist and actor.  As a teen he signed to Def Jam records in 1984. The young artist left ...",Individual/Angel,,1,,,1,,,,,"134,414"
Jeff McCombs,https://www.crunchbase.com/person/jeff-mccombs,,,"San Jose, California, United States",Jeff McCombs was a former Chief Financial Officer at Upwork.,,,,,,,,,,,"134,413"
Ingress Ventures,https://www.crunchbase.com/organization/ingress-ventures,,,"Hingham, Massachusetts, United States",Ingress Ventures is an investment firm.,,,,,,,,,,,"134,417"
Aaron Ollivier,https://www.crunchbase.com/person/aaron-ollivier,,,"Salt Lake City, Utah, United States",Aaron Ollivier - Partner @ BoomStartup,,,,,,,,,,,"134,461"
Erich Meyer,https://www.crunchbase.com/person/erich-meyer,2,,"Monterrey, Nuevo Leon, Mexico","Erich Meyer - Vice President, Innovation and Sustainability @ Alfa Corporativo",Individual/Angel,Seed,1,,,,,,,,"134,419"
Alain Hanash,https://www.crunchbase.com/person/alain-hanash,1,,"London, England, United Kingdom",Alain Hanash is a technologist and serial Internet entrepreneur who launched his first company Multicity in 1999. This company was first to ...,Individual/Angel,Seed,1,,,,,,,,"134,421"
Dan Weisman,https://www.crunchbase.com/person/dan-weisman-b06c,1,,"Nashville, Tennessee, United States",Dan Weisman is a Vice President at Bernstein Private Wealth Management.,Individual/Angel,,1,,,,,,,,"134,420"
Toni Vandewalle,https://www.crunchbase.com/person/toni-vandewalle,2,,"Costa Rica, Mato Grosso do Sul, Brazil",Toni Vandewalle,Individual/Angel,Seed,1,,,,,,,,"134,422"
Aaron Anderson,https://www.crunchbase.com/person/aaron-anderson-3,,,"Davis, California, United States",Aaron Anderson is a principal at Impact Venture Capital and advisor at Berkeley Skydeck. Aaron also serves as a professor at the UC Davis St...,,,,,,,,,,,"134,423"
Maciej Skarul,https://www.crunchbase.com/person/maciej-skarul,,,"Warsaw, Mazowieckie, Poland",Maciej Skarul is the Partner at ff Venture Capital.,Investment Partner,,,3,,,,,,,"134,425"
Pierre Laurent,https://www.crunchbase.com/person/pierre-laurent-43ba,1,,"Paris, Ile-de-France, France",Pierre Laurent is the co-founder of atka capital .,Individual/Angel,,1,,,,,,,,"134,428"
Junpu,https://www.crunchbase.com/organization/junpu,1,,"Tokyo, Tokyo, Japan",Junpu offers comprehensive medical and health support facility services.,,,1,,,,,,,,"134,430"
Kurt Sheline,https://www.crunchbase.com/person/kurt-sheline,,,"Seattle, Washington, United States","Kurt Sheline is a Partner on the Strategic Investment Team at Echo Health Ventures, and is involved in all aspects of the investment and por...",Investment Partner,,,2,,,,,,,"134,429"
Aaron Dongsuk Shin,https://www.crunchbase.com/person/aaron-dongsuk-shin,,,"Seoul, Seoul-t'ukpyolsi, South Korea","Aaron is an Asia Investment Partner at Formation Group and had a similar role with Formation 8, focusing on South Korea. Aaron led investmen...",Investment Partner,,,4,,,,,,,"134,432"
Wuxi Communications Industry Group,https://www.crunchbase.com/organization/wuxi-communications-industry-group,1,,"Wuxi Shi, Jiangsu, China",Wuxi Communications Industry Group provides traffic transportation services.,,,1,,,,,,,,"134,477"
Tom Tzakis,https://www.crunchbase.com/person/tom-tzakis,,,"United States, North America",Tom Tzakis is the CEO at DropStream. Tom Tzakis attended The University of Southern California - Marshall School of Business.,Investment Partner,,,1,,,,,,,"134,433"
Larry Stefonic,https://www.crunchbase.com/person/larry-stefonic,1,,"Edmonds, Washington, United States",Larry Stefonic - Co-Founder @ wolfSSL Inc.,Individual/Angel,Seed,1,,,,,,,,"134,434"
Adam Berman,https://www.crunchbase.com/person/adam-berman-2,,,"San Francisco, California, United States","Adam Berm is a board member and observer of CircleIn. He attended Harvard Business School and the University of California, Berkeley, Haas S...",,,,,,,,,,,"134,435"
Host Bring,https://www.crunchbase.com/organization/host-bring,,,"Islamabad, Islamabad, Pakistan","Web Hosting Pakistan, Share Hosting Pakistan, Pakistan Wordpress Hosting, SSL Certification,  and Free Domain Registration.",,,,,,,,,,,"134,436"
Amy DuRoss,https://www.crunchbase.com/person/amy-duross,,,"San Francisco, California, United States","Amy focuses on healthcare new business creation for GE Ventures/healthymagination. In addition to venture investments, Amy is driving growth...",Investment Partner,,,2,,,,,,,"134,437"
Mohit Ralhan,https://www.crunchbase.com/person/mohit-ralhan,,,"Delhi, Delhi, India","Mr. Mohit Ralhan is the Managing Partner & CIO of TIW Private Equity. Mr. Ralhan specializes in buyouts, margin expansion & turn-around situ...",Investment Partner,,,3,,,,,,,"134,438"
Vern Malcolm,https://www.crunchbase.com/person/vern-malcom,,,"Calgary, Alberta, Canada",Vern Malcolm,Investment Partner,,,2,,,,,,,"134,439"
Tianyu,https://www.crunchbase.com/organization/tianyu-984d,,,"Dongcheng, Shaanxi, China",Tianyu provides comprehensive museum services.,,,,,,,,,,,"134,441"
Sajiv Dhawan,https://www.crunchbase.com/person/sajiv-dhawan,,,,"Founded a stock broking company on the National Stock Exchance and now responsible for the management, business development and growth of th...",Investment Partner,,,1,,,,,,,"134,442"
Manik Bhat,https://www.crunchbase.com/person/manik-bhat,,,"New York, New York, United States",Manik Bhat was the Founder and former Chief Executive Officer of Healthify. He attended The Johns Hopkins University.,,,,,,,,,,,"134,443"
OpenBus,https://www.crunchbase.com/organization/openbus,1,,"Hwayang, Kyongsang-bukto, South Korea","OpenBus is a software company that provides online solutions namely web design, animation, branding, tech support and app development.",,,1,,1,,,,,,"134,444"
Thibaud Le Séguillon,https://www.crunchbase.com/person/thibaud-le-s-guillon,,,"Dresden, Sachsen, Germany","Mehr als 20 Jahre im führenden Management von Hightech-Elektronikunternehmen u. a. in den Bereichen Healthcare, Consumer, Communications, Au...",Investment Partner,,,2,,,,,,,"134,491"
Beautiful Mountain Trust,https://www.crunchbase.com/organization/beautiful-mountain-trust,,,"Stresa, Piemonte, Italy",Family Office,Family Investment Office,"Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed, Venture",,,,,,,,,"134,447"
Clayton Venture Group,https://www.crunchbase.com/organization/clayton-venture-group,4,1,"St Louis, Missouri, United States","Clayton Venture Group (CVG), the venture capital arm of the world's largest car rental company, Enterprise Holdings Inc..",Corporate Venture Capital,Early Stage Venture,3,,2,1,1,,,,"134,446"
Jeffry Hall Brock,https://www.crunchbase.com/person/jeffry-hall-brock,,,,Jeffry Hall Brock is the Founder at Empower Retirement.,,,,,,,,,,,"134,448"
Talent Capital,https://www.crunchbase.com/organization/talent-capital,5,,"Shanghai, Shanghai, China",Talent Capital is a private equity investment institution in China.,Private Equity Firm,,5,,2,,,,,,"134,449"
DECLATEX,https://www.crunchbase.com/organization/declatex,1,,"Corpus Christi, Texas, United States",DECLATEX,,,1,,1,,,,,,"134,450"
Ankit Agrawal,https://www.crunchbase.com/person/ankit-agrawal-817c,,,"Singapore, Central Region, Singapore","Ankit Agrawal, Director of Venture Debt at Lighthouse Canton.",Investment Partner,,,1,,,,,,,"134,494"
PointForward Summer '20 Cohort,https://www.crunchbase.com/organization/pointforward-summer-20-cohort,,,"Stamford, Connecticut, United States",PointForward Summer '20 Cohort is a 12-week summer program for early stage companies in the energy and commodities industries.,Accelerator,,,,,,,,2020-04-16,12,"134,451"
Liwei Pharmaceutials,https://www.crunchbase.com/organization/liwei-pharmaceutials,1,,"Maoming, Guangdong, China","Liwei Chemical is an agrochemical company that focus on R&D, production and sales of pesticides technical and formulations.",,,1,,1,,,,,,"134,452"
Jewish Heritage Fund,https://www.crunchbase.com/organization/jewish-heritage-fund,1,,"Louisville, Kentucky, United States","The Jewish Heritage Fund is dedicated to excellence characterized by improved health and fostering a strong, vibrant Jewish community.",,,1,,1,,,,,,"134,453"
Jason Fitzpatrick,https://www.crunchbase.com/person/jason-fitzpatrick,,,"Haywards Heath, West Sussex, United Kingdom",Jason Fitzpatrick - Chief Operations Officer @ Coinpass,,Seed,,,,,,,,,"134,496"
Amun Capital,https://www.crunchbase.com/organization/amun-capital,1,1,"Hong Kong, Hong Kong Island, Hong Kong",Amun Capital is an international private investment and advisory firm.,Private Equity Firm,,1,,1,,1,,,,"134,454"
Guangzhou Laimeng Jituan,https://www.crunchbase.com/organization/guangzhou-laimeng-jituan,1,,"Guangzhou, Guangdong, China","Guangzhou Laimeng Jituan is a large domestic pectin production enterprise which integrates product development, processing and sales.",,,1,,1,,,,,,"134,455"
Abhisek Mazumdar,https://www.crunchbase.com/person/abhisek-mazumdar,1,,"Hyderabad, Andhra Pradesh, India",Founder of XIVE Group.,Individual/Angel,Seed,1,,,,,,,,"134,456"
Kay Enjoji,https://www.crunchbase.com/person/kay-enjoji,,,"Tokyo, Tokyo, Japan","Kay Enjoji was appointed TEL VC President in 2011 and he currently oversees its operations, strategic direction, investment approval process...",Investment Partner,,,1,,,,,,,"134,457"
Christina Ulardic,https://www.crunchbase.com/person/christina-ulardic,,,"Zurich, Switzerland, Europe",Christina Ulardic,Investment Partner,,,6,,,,,,,"134,458"
Ryan Lewis,https://www.crunchbase.com/person/ryan-lewis-59dc,,,"United States, North America","Investing in early-stage, deep tech companies and structuring spin-outs that leverage intellectual property and expertise from SRI Internati...",Investment Partner,Venture,,2,,,,,,,"134,459"
Kapture,https://www.crunchbase.com/organization/kapture-dee3,1,,,Your Venture Capital Journey Amplified,,,1,,1,,,,,,"134,460"
Nanda Krish,https://www.crunchbase.com/person/nanda-krish,,,"San Francisco, California, United States",Nanda Krish,Investment Partner,,,1,,,,,,,"134,461"
Cathedral Capital Management LLC,https://www.crunchbase.com/organization/cathedral-capital-management-llc,,,"Garden City, New York, United States",An alternative investment management firm focusing on distributed ledger technology and its impact on real estate and law.,"Angel Group, Venture Capital","Early Stage Venture, Seed",,,,,,,,,"134,463"
Simple Data,https://www.crunchbase.com/organization/simple-data-sarl,4,,"Morges, Vaud, Switzerland",Simple Data Sarl is an IT engineering company that specializes is custom solutions for businesses and individuals.,,,1,,,,,,,,"134,464"
Sketchbook Ventures,https://www.crunchbase.com/organization/sketchbook-ventures,,,,"Sketchbook Ventures is part of Australia’s Number 1 eCommerce group including CatchOfTheDay, Scoopon and Grocery Run.","Micro VC, Venture Capital",,,,,,,,,,"134,465"
Kazi Ahmed,https://www.crunchbase.com/person/kazi-ahmed-5012,,,"Toronto, Ontario, Canada",Kazi Ahmed is the Co-Founder and Board Member at Betterfrost Technologies. He attended Harvard Business School.,,,,,,,,,,,"134,466"
Josh Jones,https://www.crunchbase.com/person/josh-jones-f213,1,1,"Los Angeles, California, United States",Josh Jones - Partner @ HMC INQ,Individual/Angel,,1,,,,1,,,,"134,508"
IDC Entrepreneurship Club,https://www.crunchbase.com/organization/idc-entrepreneurship-club,,,"Herzliya, Tel Aviv, Israel",A student-run platform for creating and encouraging entrepreneurship among IDC Herzliya students,Accelerator,,,,,,,,,,"134,509"
Adisa Joseph,https://www.crunchbase.com/person/adisa-joseph,,,"United States, North America","Adisa Joseph he was born on November 19,2000 in Ilobu, His parent are Mr. and Mrs Adisa. who are native of Osun state, but they live in ikir...",,,,,,,,,,,"134,467"
Jeff Schwartz,https://www.crunchbase.com/person/jeff-schwartz-e396,1,,,Jeff Schwartz joined Excel Sports Management as founder.,Individual/Angel,,1,,,,,,,,"134,468"
Youssef Gabsi,https://www.crunchbase.com/person/youssef-gabsi,1,,,Youssef Gabsi is a Co-Founder @THE HUB,Individual/Angel,,1,,,,,,,,"134,469"
Adunare Investments,https://www.crunchbase.com/organization/adunare-investments,1,,"Amsterdam, Noord-Holland, The Netherlands",Adunare Investments is a Dutch family investment group consisting of 11 members.,Family Investment Office,,1,,,,,,,,"134,470"
