Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Pedro Benedito Batista Junior,https://www.crunchbase.com/person/pedro-benedito-batista-junior,,,,Pedro Benedito Batista Junior,,,,,,,,,,,"253,237"
Meelan Patel,https://www.crunchbase.com/person/meelan-patel-5ad9,,,"New York, New York, United States",Vice President @ HKW - Technology Private Equity,Investment Partner,,,1,,,,,,,"253,200"
Michael Holton,https://www.crunchbase.com/person/michael-holton,,,"Manhattan Beach, California, United States",Michael Holton - Board Member @ Storactive,Investment Partner,,,3,,,,,,,"253,203"
Elena Pastor Delgado,https://www.crunchbase.com/person/elena-pastor-delgado,,,"Madrid, Madrid, Spain",Elena Pastor Delgado,,,,,,,,,,,"253,201"
Minh Tran,https://www.crunchbase.com/person/minh-tran-9353,,,"Ho Chi Minh City, NA - Vietnam, Vietnam",Minh Tran - CEO @ LUDDUM,,Seed,,,,,,,,,"253,207"
Lisa Gibson,https://www.crunchbase.com/person/lisa-gibson,,,,Lisa Gibson,,,,,,,,,,,"253,209"
Scott Chamberlain,https://www.crunchbase.com/person/scott-chamberlain-7b50,,,"Portland, Oregon, United States",Scott Chamberlain is a Principal Software Engineer and Product Owner at ImpactStory. He attended Rice University and California State Univer...,,,,,,,,,,,"253,201"
Jordi Martorell,https://www.crunchbase.com/person/jordi-martorell,1,1,,Jordi Martorell,Individual/Angel,Seed,1,,1,,1,,,,"253,204"
David Lecat,https://www.crunchbase.com/person/david-lecat,1,,,David Lecat,Individual/Angel,,1,,,,,,,,"253,217"
Gaurav Gupta,https://www.crunchbase.com/person/gaurav-gupta-6d43,1,1,,Gaurav Gupta,Individual/Angel,,1,,,,1,,,,"253,200"
Milan Agarwal,https://www.crunchbase.com/person/milan-agarwal-f521,,,,Milan Agarwal,,,,,,,,,,,"253,211"
Mayur Mehta,https://www.crunchbase.com/person/mayur-mehta-fd7c,,,,Mayur Mehta,,,,,,,,,,,"253,224"
Coin Heated,https://www.crunchbase.com/person/coin-heated,,,"Minneapolis, Minnesota, United States",Coin Heated,,,,,,,,,,,"253,203"
Ed Roche,https://www.crunchbase.com/person/ed-roche-251c,,,"Holliston, Massachusetts, United States",Ed Roche,,,,,,,,,,,"253,202"
Angela Velez,https://www.crunchbase.com/person/angela-velez,1,,,Angela Velez,Individual/Angel,,1,,,1,,,,,"253,206"
vidmate apk,https://www.crunchbase.com/person/vidmate-apk-1d99,,,,"You can find out videos, pictures and songs from different multimedia platforms directly in one https://vidmate.biz/ without switching out t...",,,,,,,,,,,"253,207"
Balaji Kummari,https://www.crunchbase.com/person/balaji-kummari,,,,Balaji Kummari,,,,,,,,,,,"253,208"
Charles Burkardt,https://www.crunchbase.com/person/charles-burkardt,,,"Leavenworth, Kansas, United States",Charles Burkardt,,,,,,,,,,,"253,214"
Kang Yi,https://www.crunchbase.com/person/kang-yi,1,,,Kang Yi is a professor of Microelectronics of University of Science and Technology of China.,Individual/Angel,,1,,,,,,,,"253,210"
William J. Mulrow,https://www.crunchbase.com/person/william-j-mulrow,,,,William J. Mulrow,,,,,,,,,,,"253,230"
Niraj Upadhyay,https://www.crunchbase.com/person/niraj-upadhyay-5f12,,,"Mumbai, Maharashtra, India",Niraj Upadhyay is the Co-founder of Mathademy.,,,,,,,,,,,"253,250"
Christopher Nathaniel Bartley,https://www.crunchbase.com/person/christopher-nathaniel-bartley,,,,Christopher Nathaniel Bartley,Investment Partner,Private Equity,,1,,,,,,,"253,240"
Jerry Harvey,https://www.crunchbase.com/person/jerry-harvey,,,"Irvine, California, United States",Jerry Harvey is the Founder of Ultimate Ears.,,,,,,,,,,,"253,235"
William Hussey,https://www.crunchbase.com/person/william-hussey,,,,William Hussey,,,,,,,,,,,"253,221"
Satinder Singh Bhasin,https://www.crunchbase.com/person/satinder-singh-bhasin,,,,Satinder Singh Bhasin,,,,,,,,,,,"253,222"
Grant Johnston,https://www.crunchbase.com/person/grant-johnston,,,"Chandler, Arizona, United States","I am able to take a complex issue, design a solution and demonstrate its value by bringing revenue generating product or service to market.",,,,,,,,,,,"253,215"
Terry Valeski,https://www.crunchbase.com/person/terry-valeski-daad,1,1,,Terry Valeski,Individual/Angel,,1,,,,1,,,,"253,230"
Alexandra Gardiner,https://www.crunchbase.com/person/alexandra-gardiner,,,"Washington, District of Columbia, United States",Alexandra Gardiner is the Chief Finance Officer of C5 Capital. She previously worked at Capitol Seniors Housing as a Controller. Alexandra G...,,,,,,,,,,,"253,236"
Rodney Barreto,https://www.crunchbase.com/person/rodney-barreto,1,1,,Rodney Barreto,Individual/Angel,,1,,,1,1,,,,"253,226"
James Lauriello,https://www.crunchbase.com/person/james-lauriello,,,"Miami, Florida, United States",James L. is the Senior Financial Analyst at Office Depot. He attended University of Miami.,,Seed,,,,,,,,,"253,231"
Casper Urhammer,https://www.crunchbase.com/person/casper-urhammer-e62f,,,"Zürich, Zurich, Switzerland",Casper Urhammer,,"Early Stage Venture, Seed",,,,,,,,,"253,218"
Felipe Paterline,https://www.crunchbase.com/person/felipe-paterline,,,"Itajaí, Santa Catarina, Brazil",Felipe Paterline,,,,,,,,,,,"253,213"
Dzung Nguyen,https://www.crunchbase.com/person/dzung-nguyen-44cb,,,"Vietnam, Asia",Dzung Nguyen is the CFO at Hectagon Finance.,,,,,,,,,,,"253,216"
Bharat Thakral,https://www.crunchbase.com/person/bharat-thakral,,,"New Delhi, Delhi, India","Under the visionary guidance of our mentor, Mr. Bharat Thakral, we have been able to gain a highest position in this industry. His dedicatio...",,Private Equity,,,,,,,,,"253,217"
Chip Edelsberg,https://www.crunchbase.com/person/chip-edelsberg,,,"Scottsdale, Arizona, United States",Chip Edelsberg,Investment Partner,,,1,,,,,,,"253,251"
Karthick Muru,https://www.crunchbase.com/person/karthick-muru,,,,Karthick Muru,,Early Stage Venture,,,,,,,,,"253,220"
Jaikumar Nair,https://www.crunchbase.com/person/jaikumar-nair,1,,"Mumbai, Maharashtra, India",Jaikumar Nair,Individual/Angel,Seed,1,,,,,,,,"253,228"
Jon Gabrus,https://www.crunchbase.com/person/jon-gabrus,,,"La, California, United States",Jon Gabrus,,,,,,,,,,,"253,224"
Raj Vig,https://www.crunchbase.com/person/raj-vig,,,,Raj Vig,Investment Partner,,,1,,,,,,,"253,225"
Pradeep Kumar Behera,https://www.crunchbase.com/person/pradeep-kumar-behera,,,"Visakhapatnam, Andhra Pradesh, India",Pradeep Kumar Behera,,Seed,,,,,,,,,"253,232"
Ansgar Kirchheim,https://www.crunchbase.com/person/ansgar-kirchheim,,,"Cologne, Nordrhein-Westfalen, Germany","Kirchheim studied Physics in Germany and at Cornell University, USA and was awarded a doctoral degree in Economics at the WHU in Vallendar.",Investment Partner,,,1,,,,,,,"253,233"
Jevan De Vlieg,https://www.crunchbase.com/person/jevan-de-vlieg,,,"Dorking, Surrey, United Kingdom","Jevan de Vlieg's experience lies in Senior Sales and National Key Account Leadership, Channel & Head of Sales, National Field Sales, Custome...",,,,,,,,,,,"253,227"
Woojung Choi,https://www.crunchbase.com/person/woojung-choi-b878,,,,Woojung Choi,,,,,,,,,,,"253,235"
Farid Pardashunas,https://www.crunchbase.com/person/farid-pardashunas,,,"Azerbaijan, Asia","Entrepreneur, Tech-Influencer, Bots Guru Experienced Executive Director with a demonstrated history of working in the broadcast media indus...",,Seed,,,,,,,,,"253,223"
Gavaskar Rajagopal,https://www.crunchbase.com/person/gavaskar-rajagopal,,,"Chennai, Tamil Nadu, India",Founder and CEO @Fieldy and Zaigo Infotech,,,,,,,,,,,"253,237"
Liu Yongjia,https://www.crunchbase.com/person/liu-yongjia-7d01,,,,Liu Yongjia is an investment director of Qifu Capital.,Investment Partner,,,1,,,,,,,"253,239"
rese alice,https://www.crunchbase.com/person/rese-alice,,,"United States, North America",rese alice,,,,,,,,,,,"253,240"
Rod Roddenberry,https://www.crunchbase.com/person/rod-roddenberry,,,,Rod Roddenberry,Investment Partner,,,1,,,,,,,"253,252"
Kim Dong-oh,https://www.crunchbase.com/person/kim-dong-oh,,,,Kim Dong-oh serves as CEO of Cube Chain.,Investment Partner,,,1,,,,,,,"253,242"
Kim Hyo-jin,https://www.crunchbase.com/person/kim-hyo-jin-14e8,,,,Kim Hyo-jin,Investment Partner,,,1,,,,,,,"253,243"
Elad Barkan,https://www.crunchbase.com/person/elad-barkan-3c41,,,,Elad Barkan,,,,,,,,,,,"253,263"
