Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Runway Growth Capital,https://www.crunchbase.com/organization/runway-growth-capital,61,24,"California City, California, United States","Runway Growth Capital is an experienced, reliable source of growth financing for dynamic, late-stage growth companies.",Venture Debt,Debt,55,,53,7,24,,,,"4,800"
North Carolina Biotechnology Center,https://www.crunchbase.com/organization/north-carolina-biotechnology-center,84,6,"Alexander, North Carolina, United States",North Carolina Biotechnology Center is a private company that works with university researchers in the field of biotechnology.,Government Office,,60,,71,7,6,,,,"4,802"
American Securities,https://www.crunchbase.com/organization/american-securit,11,5,"New York, New York, United States",American Securities is a private equity firm with approximately $15 billion under management.,Private Equity Firm,Private Equity,11,,3,,5,,,,"4,803"
Wings Capital Partners,https://www.crunchbase.com/organization/wings-capital-partners,,,"Newport Beach, California, United States",Wings Capital Partners is a boutique aviation investment firm.,Private Equity Firm,,,,,,,,,,"4,805"
EOFlow,https://www.crunchbase.com/organization/eoflow,1,,"Seongnam, Kyonggi-do, South Korea","EOFlow provides user friendly, smart wearable drug delivery solutions.",,,1,,,,,,,,"4,806"
Tessellis,https://www.crunchbase.com/organization/tiscali,1,,"Cagliari, Sardegna, Italy",Italian telecommunications company,,,1,,,,,,,,"4,813"
Vivint,https://www.crunchbase.com/organization/vivint,1,1,"Provo, Utah, United States","Vivint offers an integrated smart home system along with in-home consultation, professional installation, monitoring, and support.",,,1,,1,1,1,,,,"4,800"
ProMedica Health System,https://www.crunchbase.com/organization/promedica-health-system,3,1,"Oregon, Ohio, United States","ProMedica is a nonprofit health system of hospitals, physicians, health care professionals, researchers, and specialty clinics.",,,3,,1,1,1,,,,"4,801"
Worcester Polytechnic Institute,https://www.crunchbase.com/organization/worcester-polytechnic-institute,1,,"Worcester, Massachusetts, United States","WPI is an education services provider, offers research facilities and a community of students and members.",,,1,,,,,,,,"4,802"
Century Equity Partners,https://www.crunchbase.com/organization/century-equity-partners,13,8,"Boston, Massachusetts, United States",Century Equity Partners is a Boston based private equity firm.,Private Equity Firm,,13,,4,,8,,,,"4,803"
Inveready,https://www.crunchbase.com/organization/inveready-technology-investment-group,188,29,"Barcelona, Catalonia, Spain",Inveready is a leading alternative asset manager in Spain providing financing solutions to companies throughout their life-cycle.,Micro VC,"Debt, Early Stage Venture, Private Equity, Secondary Market, Seed, Venture",154,,97,1,29,,,,"4,815"
EMERGE Commerce,https://www.crunchbase.com/organization/transformation-capital,,,"Toronto, Ontario, Canada",Emerge is an international acquirer and operator of established e-commerce businesses.,,Private Equity,,,,,,,,,"4,804"
Pine Street Capital Partners,https://www.crunchbase.com/organization/pine-street-capital-partners,15,7,"Wellesley, Massachusetts, United States",Pine Street Capital Partners is an investment firm that funds lower-middle-market companies in the form of non-control equity.,Private Equity Firm,Debt,15,,5,,7,,,,"4,805"
Triple Ring Technologies,https://www.crunchbase.com/organization/triple-ring-technologies,4,,"Newark, California, United States",Triple Ring Technologies is an on-demand core technology and product creation lab serving partners in regulated industries.,,,4,,1,1,,,,,"4,806"
Carzone,https://www.crunchbase.com/organization/carzone-2,2,,"Nanjing, Jiangsu, China",Carzone is an e-commerce platform for auto parts.,,,2,,,,,,,,"4,807"
BeiBei,https://www.crunchbase.com/organization/beibei,1,,"Hangzhou, Zhejiang, China","Beibei is a maternal and infant product e-commerce platform that offers discounted children’s clothes, shoes, toys and other supplies.",,,1,,0,,,,,,"4,809"
Tata Digital,https://www.crunchbase.com/organization/tata-digital,3,2,"Mumbai, Maharashtra, India","Tata Digital creates consumer-focused, high-engagement digital products for consumers.",,,3,,3,,2,,,,"4,816"
University of Lagos,https://www.crunchbase.com/organization/university-of-lagos,,,"Lagos, Lagos, Nigeria",University of Lagos is a school in Lagos.,,,,,,,,,,,"4,810"
Heliad Equity Partners,https://www.crunchbase.com/organization/heliad-equity-partners,36,9,"Frankfurt, Hessen, Germany","Heliad Equity Partners (ISIN: DE000A0L1NN5) is a growth equity company investing across verticals and regions pre-, at-, and post-IPO.","Private Equity Firm, Venture Capital","Early Stage Venture, Private Equity, Seed",25,,24,1,9,,,,"4,811"
Page One Ventures,https://www.crunchbase.com/organization/page-one-ventures,52,2,"San Francisco, California, United States",Page One Ventures is an early-stage venture firm.,Venture Capital,Early Stage Venture,50,,3,3,2,,,,"4,819"
Greencross,https://www.crunchbase.com/organization/greencross-limited,,,"Brisbane, Queensland, Australia","Greencross is Australasia’s leading specialist retailer of pet food, pet related products and veterinary services.",,,,,,,,,,,"4,812"
Autonomous Control Systems Laboratory,https://www.crunchbase.com/organization/autonomous-control-systems-laboratory,2,1,"Chiba-shi, Chiba, Japan",ACSL is an industrial drone manufacturer and solution provider in Japan.,,,2,,,,1,,,,"4,813"
Tao Capital Partners,https://www.crunchbase.com/organization/tao-capital-partners,89,17,"San Francisco, California, United States","Tao Capital Partners invests in technology, transportation, healthcare, education, and food businesses.",Family Investment Office,"Early Stage Venture, Late Stage Venture, Private Equity",54,,14,12,17,,,,"4,823"
Paytm,https://www.crunchbase.com/organization/paytm,19,4,"Noida, Uttar Pradesh, India",Paytm is a digital payments start-up that offers innovative and intuitive digital products and services for customers and merchants.,,,15,,12,,4,,,,"4,814"
TiumBio,https://www.crunchbase.com/organization/tiumbio,2,,"Seongnam, Kyonggi-do, South Korea",TiumBio is a drug developer working on treatments for cancer.,,,2,,,,,,,,"4,815"
Perkins Cove Partner,https://www.crunchbase.com/organization/perkins-cove-partner,20,2,"Boston, Massachusetts, United States",Perkins Cove Partner is a venture capital investment firm.,"Private Equity Firm, Venture Capital",,20,,1,1,2,,,,"4,816"
Manhattan Venture Partners,https://www.crunchbase.com/organization/manhattan-venture-partners,56,23,"New York, New York, United States",Tomorrow's IPOs Today™ MVP is an investor and advisory solution to private venture-backed technology companies and their shareholders.,Venture Capital,"Late Stage Venture, Private Equity, Secondary Market",41,,9,8,23,,,,"4,817"
Chunyu Yisheng,https://www.crunchbase.com/organization/chunyu,1,,"Beijing, Beijing, China",Chunyu Yisheng is an application that offers mobile internet medical care and online health consultation services.,,,1,,,,,,,,"4,826"
