Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
CAHEC,https://www.crunchbase.com/organization/cahec,1,,"Raleigh, North Carolina, United States",CAHEC is a nonprofit equity syndicator that helps develop healthy neighborhoods by raising capital & investing in affordable rental housing.,,,1,,1,,,,,,"79,201"
CampVentures,https://www.crunchbase.com/organization/campventures,5,2,,CampVentures is no longer in business,Venture Capital,,4,,1,1,2,,,,"79,205"
3737 North Capital,https://www.crunchbase.com/organization/3737-north-capital,2,,"Elkridge, Maryland, United States",A technology driven Venture Capital firm.,Venture Capital,Early Stage Venture,2,,2,,,,,,"79,207"
Mike Jackson,https://www.crunchbase.com/person/mike-jackson,,,"San Francisco, California, United States","Mike Jackson has been an investor, entrepreneur, board member, and advisor to companies in the clean energy, food & agriculture, buildings, ...",Investment Partner,"Early Stage Venture, Seed",,20,,,,,,,"79,209"
PVC Partners,https://www.crunchbase.com/organization/pvc-partners,,,"Delhi, Delhi, India","PVC Partners Accelerateam supports business innovators, inventors, and dreamers to start their own venture using pre-acceleration program",Accelerator,Seed,,,,,,,,,"79,210"
Jonathan Tudor,https://www.crunchbase.com/person/jonathan-tudor,,,"United Kingdom, Europe","Jonathan has a Doctorate in Chemistry, and has been working in Venture since the late 1990s. He is a generalist investor having been involve...",Investment Partner,,,11,,,,,,,"79,211"
Mythic Ventures,https://www.crunchbase.com/organization/mythic-ventures,1,1,,Mythic Ventures is a venture capital investment firm.,,,1,,,,1,,,,"79,209"
eBangali,https://www.crunchbase.com/organization/ebangali,,,"Dhaka, Dhaka, Bangladesh","Open source projects web apps, blog, portfolio, eCommerce and (POS) point of sale software",,,,,,,,,,,"79,212"
Consor Capital,https://www.crunchbase.com/organization/consor-capital,6,1,"Sausalito, California, United States",Consor Capital focuses on early-stage companies serving consumers and small businesses.,Venture Capital,Early Stage Venture,4,,1,,1,,,,"79,219"
Sun Strategies,https://www.crunchbase.com/organization/sun-strategies,1,,"New York, New York, United States","Sun Strategies offers solutions providing links between customer engagement, productivity, customer satisfaction and shareholder return.",,,1,,,,,,,,"79,222"
K-Startup,https://www.crunchbase.com/organization/k-startup,,,"Sejung, Ch'ungch'ong-bukto, South Korea",Global Acceleration Program for Startups,Accelerator,,,,,,,,,,"79,224"
Advancis Pharmaceutical,https://www.crunchbase.com/organization/advancis-pharmaceutical-corporation,1,1,"Germantown, Maryland, United States",Advancis is a pharmaceutical company focused on developing and commercializing novel anti-infective products.,,,1,,,,1,,,,"79,229"
Grupo Transportes Monterrey,https://www.crunchbase.com/organization/grupo-transportes-monterrey,1,,"Monterrey, Nuevo Leon, Mexico",Grupo Transportes Monterrey is a trucking company that specialized in land freight motor transport.,,,1,,,,,,,,"79,230"
Matt Klitus,https://www.crunchbase.com/person/matt-klitus,2,,"Boston, Massachusetts, United States",Matt focuses on later stage growth investment opportunities at General Catalyst and is currently serving as the CFO and Vice-President for S...,Individual/Angel,,2,,,,,,,,"79,231"
Protoscale Capital,https://www.crunchbase.com/organization/protoscale-capital,2,,"Walnut, California, United States",Protoscale Capitalis an investment firm.,,,2,,,,,,,,"79,235"
Gleb Braverman,https://www.crunchbase.com/person/gleb-braverman-e406,,,,Gleb Braverman - CEO @ HackerPulse,,"Early Stage Venture, Seed",,,,,,,,,"79,238"
Snorre Larsen,https://www.crunchbase.com/person/snorre-larsen,1,,"Oslo, Oslo, Norway",Snorre Larsen,Individual/Angel,,1,,,,,,,,"79,239"
Seamans Holdings,https://www.crunchbase.com/organization/seamans-holdings,1,,"Lexington, Massachusetts, United States",Mission: Provide forward-thinking clients with the opportunity to invest at the intersection of progressive change and financial stability.,Private Equity Firm,,1,,1,,,,,,"79,243"
Bancroft Private Equity,https://www.crunchbase.com/organization/bancroft-private-equity,1,,"Vienna, Wien, Austria","The Bancroft Group, LP’s early business was providing mergers and acquisition advice to US companies seeking to buy assets.",Private Equity Firm,,1,,1,,,,,,"79,246"
KungHo Fund,https://www.crunchbase.com/organization/kungho-fund,1,,"Cambridge, Massachusetts, United States",KungHo Fund is an investment firm.,Venture Capital,,1,,1,,,,,,"79,248"
Fair4All Finance,https://www.crunchbase.com/organization/fair4all-finance,2,,"London, England, United Kingdom",Fair4All Finance is to support the financial wellbeing of people in vulnerable circumstances.,,,2,,2,,,,,,"79,256"
Robert Berendes,https://www.crunchbase.com/person/robert-berendes,,,"Zürich, Zurich, Switzerland",Robert Berendes - Executive Partner @ Flagship Pioneering,Investment Partner,,,3,,,,,,,"79,201"
Rishi Navani,https://www.crunchbase.com/person/rishi-navani-2,,,"Mumbai, Maharashtra, India","He started his career at Indocean Ventures, an affiliate of Soros Fund Management and Chase Capital Partners in a nascent Indian Private Equ...",Investment Partner,,,5,,,,,,,"79,203"
U VENTURES,https://www.crunchbase.com/organization/u-ventures-52b7,1,,"Iserlohn, Nordrhein-Westfalen, Germany","U VENTURES is a part of LOBBE group of companies that promotes innovative business models, corporate ventures and digital transformation.",Corporate Venture Capital,,1,,,,,,,,"79,204"
Renil Komitla,https://www.crunchbase.com/person/renil-komitla-0385,1,,"Frisco, Texas, United States",Renil Komitla is the CEO AND Board Member of XenWinGo. He previously worked at Komitla Services as an Investor & Chairman.Renil Komitla atte...,Individual/Angel,,1,,,,,,,,"79,205"
Arda Kutsal,https://www.crunchbase.com/person/arda-kutsal,4,3,"Istanbul, Turkey, Europe","Arda Kutsal is the founder and chief executive officer of [Webrazzi](http://www.crunchbase.com/organization/webrazzi), an influential online...",Individual/Angel,,4,,,1,3,,,,"79,206"
DC Investor,https://www.crunchbase.com/organization/dc-investor,1,,,DC Investor,,,1,,,,,,,,"79,268"
Hiroshi Takasawa,https://www.crunchbase.com/person/hiroshi-takasawa,,,"Japan, Asia","Hiroshi Takasawa is President of Rakuten’s Investment Company and is responsible for Rakuten Capital, managing various investment funds incl...",Investment Partner,,,1,,,,,,,"79,269"
Super IT Solutions,https://www.crunchbase.com/organization/supergeek,,,"Loganholme, Queensland, Australia",I.T problems for home and small business users as well as becoming proud business owners.,,,,,,,,,,,"79,271"
Shruti Sinha,https://www.crunchbase.com/person/shruti-sinha,1,,"India, Asia","Shruti Sinha is the Partner Trainer at Amazon Web Services. Shruti attended DAV, Arrah.",Individual/Angel,Early Stage Venture,1,,,,,,,,"79,207"
Matthew Panzarino,https://www.crunchbase.com/person/matthew-panzarino,,,"Fresno, California, United States",Matthew Panzarino - Editor-in-Chief @ TechCrunch,,,,,,,,,,,"79,208"
Lindy Fishburne,https://www.crunchbase.com/person/lindy-fishburne,,,"San Francisco, California, United States","Lindy Fishburne is the Managing Partner of Breakout Ventures and the Founder of Breakout Labs, the seed-stage program for hard science at th...",Investment Partner,,,5,,,,,,,"79,209"
Maribeth S. Rahe,https://www.crunchbase.com/person/maribeth-s-rahe,,,"Cincinnati, Ohio, United States","Maribeth S. Rahe is president and chief executive officer of Fort Washington Investment Advisors, Inc., a wholly owned subsidiary of Western...",,,,,,,,,,,"79,210"
Tejo Ventures,https://www.crunchbase.com/organization/tejo-ventures,1,,"Lisboa, Lisboa, Portugal","Tejo Ventures is a diversified investment fund based in Lisbon, Portugal.",Venture Capital,Early Stage Venture,1,,,,,,,,"79,211"
B. Ray Conley,https://www.crunchbase.com/person/ray-conley,,,"Franklin, Tennessee, United States",Ray Conley is the founder and CEO of CreekStone Capital Management.  CreekStone's investment strategies include two hedge funds and a second...,,,,,,,,,,,"79,212"
DIventures,https://www.crunchbase.com/organization/diventures,4,,"Zürich, Zurich, Switzerland",DIventures is a venture capital firm focused on accelerating FinTech and RegTech innovations and trends.,Venture Capital,"Early Stage Venture, Seed",2,,2,,,,,,"79,213"
Migros Pioneer Fund,https://www.crunchbase.com/organization/migros-pioneer-fund-c830,1,,,Retail,,,1,,,,,,,,"79,216"
