Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Delos Insurance,https://www.crunchbase.com/organization/delos-d041,,,"San Francisco, California, United States",Delos is a digital property insurance provider for customers in high catastrophe risk regions.,,,,,,,,,,,"3,005"
General Communication,https://www.crunchbase.com/organization/general-communication,6,,"Anchorage, Alaska, United States","GCI is a communications company providing voice, video and data communication services to residential, commercial, and government customers.",,,3,,1,,,,,,"3,000"
Mewbourne Oil Company,https://www.crunchbase.com/organization/mewbourne-oil-co,,,"Tyler, Texas, United States",Mewbourne Oil Company is an oil and energy company that provides oil and gas exploration services.,,,,,,,,,,,"3,001"
Ansible Labs,https://www.crunchbase.com/organization/ansible-labs,1,,"San Francisco, California, United States",Ansible Labs builds a payments platform for blockchain accounts.,,,1,,,,,,,,"3,002"
Inveniam Capital Partners,https://www.crunchbase.com/organization/inveniam-capital-partners,3,,"New York, New York, United States","ICP is an innovative, digital marketplace that aims to transform the structure and operations of middle market corporate finance.",Private Equity Firm,Private Equity,3,,2,1,,,,,"3,003"
Nestcoin,https://www.crunchbase.com/organization/nestcoin,4,,"Tórtola, Castilla-La Mancha, Spain","Nestcoin is a web3 application company that builds, operates, and invests in crypto-native products.",,,4,,1,1,,,,,"3,016"
Montefiore Medical Center,https://www.crunchbase.com/organization/montefiore-medical-center,1,,"Bronx, New York, United States",Montefiore is a premier academic medical center nationally renowned for its clinical excellence,,,1,,1,,,,,,"3,005"
"South Street Securities Holdings, Inc.",https://www.crunchbase.com/organization/south-street-securities-holdings-inc,2,,"New York, New York, United States",South Street Securities is a financial services firm that provides mortgage trading and equity finance services.,Private Equity Firm,,2,,2,,,,,,"3,006"
Gumi Inc,https://www.crunchbase.com/organization/gumi,8,2,"Tokyo, Tokyo, Japan",Gumi is a game development company that features a mobile social network.,,,8,,5,,2,,,,"3,007"
Adidas,https://www.crunchbase.com/organization/adidas,6,,"Herzogenaurach, Bayern, Germany","Adidas is a global sports brand that manufactures apparel, accessories, and footwear for professional athletes involved in various sports.",,,6,,1,1,,,,,"3,019"
GBM,https://www.crunchbase.com/organization/gbm-ed1a,3,,"Mexico City, Distrito Federal, Mexico",GBM is an investment banking that promotes investment at a national and international level.,Investment Bank,,3,,1,,,,,,"3,020"
Shiprocket,https://www.crunchbase.com/organization/shiprocket,6,,"New Delhi, Delhi, India",Shiprocket is an e-commerce shipping platform that enables cost-effective shipping for direct-to-consumer retailers.,,,6,,1,,,,,,"3,009"
Outfittery,https://www.crunchbase.com/organization/outfittery,,,"Berlin, Berlin, Germany",Outfittery provides an online personal shopping service for men.,,,,,,,,,,,"3,021"
Mount Sinai Health System,https://www.crunchbase.com/organization/mount-sinai-health-system,4,2,"New York, New York, United States",The Mount Sinai Health System is an integrated health care system providing exceptional medical care to their local and global communities.,,,4,,1,2,2,,,,"3,022"
Robot Ventures,https://www.crunchbase.com/organization/robot-ventures,85,2,"New York, New York, United States",Robot Ventures is a (pre-)seed investor in exceptional fintech and blockchain companies.,Venture Capital,Seed,79,,2,1,2,,,,"3,014"
Founders Future,https://www.crunchbase.com/organization/founders-future,97,1,"Paris, Ile-de-France, France",Founders Future is a venture capital investment firm that seeks to invest in startups to later-stage companies.,"Accelerator, Angel Group, Venture Capital","Early Stage Venture, Seed",74,,19,1,1,,,,"3,015"
