Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Danny Zappin,https://www.crunchbase.com/person/danny-zappin,1,,"Los Angeles, California, United States","Danny Zappin is a digital entertainment pioneer revolutionizing the future of media. As Chairman, CEO and Co-Founder of Zealot Networks, Inc...",Individual/Angel,Seed,1,,,,,,,,"90,607"
Millenium Investments,https://www.crunchbase.com/organization/millenium-investments,1,,,Millenium Investments is an investment firm,,,1,,,,,,,,"90,608"
Overland Oil & Gas,https://www.crunchbase.com/organization/overland-oil-gas,,,"Denver, Colorado, United States",Overland Oil & Gas is an oil and gas principal investor and asset manager.,,,,,,,,,,,"90,614"
Hiroaki Kitano,https://www.crunchbase.com/person/hiroaki-kitano,7,,"Japan, Asia","Senior Executive Vice President and CTO at Sony Group Corporation and President & CEO at Sony Computer Science Laboratories, Inc.. He attend...",Individual/Angel,,7,,,,,,,,"90,615"
LFH Ventures,https://www.crunchbase.com/organization/lfh-ventures,1,,,LFH Ventures is a Venture Capital firm.,Venture Capital,Early Stage Venture,1,,,,,,,,"90,625"
Whitestone Investment Fund,https://www.crunchbase.com/organization/white-stone-investment-fund,3,,"New York, New York, United States",White Stone Investment Fund helps o recover the money from fraudulent.,Venture Capital,"Early Stage Venture, Seed",3,,,1,,,,,"90,626"
Barry's Tea,https://www.crunchbase.com/organization/tea-holdings,1,,"Cork, Cork, Ireland","Barry's Tea Limited blends, produces, and supplies tea powders.",,,1,,,,,,,,"90,632"
Bowie Lau,https://www.crunchbase.com/person/bowie-lau,,,"Hong Kong, Hong Kong Island, Hong Kong","Founder, MaGEHold – An early-stage Technology Angel Investment Firm nurturing innovative startups in the fields of AI, Big Data, Blockchain,...",Investment Partner,"Early Stage Venture, Seed",,5,,,,,,,"90,635"
Christophe Vandaele,https://www.crunchbase.com/person/christophe-vandaele,,,"Palm Beach, Florida, United States","Christophe Vandaele is the Managing Director of Vandaele Capital. He attended Royal Military Academy, Belgium.",,,,,,,,,,,"90,637"
Oleg Khusaenov,https://www.crunchbase.com/person/oleg-khusaenov,,,"Limassol, Limassol, Cyprus",Oleg Khusaenov is the founder of Zubr Capital.,,,,,,,,,,,"90,638"
Josephine JoJo Nguyen,https://www.crunchbase.com/person/josephine-jojo-nguyen,,,"Ho Chi Minh City, NA - Vietnam, Vietnam",Josephine Huong Nguyen VC Alliance  HKBA.club  Com2000 AsiaMeta Incubation Fund AMIF1  https://www.linkedin.com/in/josephinehuongnguyen,,Early Stage Venture,,,,,,,,,"90,639"
