Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Formless Capital,https://www.crunchbase.com/organization/formless-capital,31,2,"San Francisco, California, United States",Formless Capital is a cross-border investment fund that invests in the future of blockchain and technologies.,Venture Capital,,31,,,2,2,,,,"9,026"
Social Discovery Group,https://www.crunchbase.com/organization/social-discovery-ventures,34,4,"New York, New York, United States","SDGroup brings together over 50 brands, an investment fund and a venture studio. We invest in social discovery technology startups.","Corporate Venture Capital, Incubator, Venture Capital","Early Stage Venture, Late Stage Venture, Seed",29,,8,6,4,,,,"9,002"
focal,https://www.crunchbase.com/organization/focal-4f67,34,1,"San Francisco, California, United States","Your pre-seed lead: We thrive where others say “too early”, backing you from the start with up to $750K","Micro VC, Venture Capital","Early Stage Venture, Seed",29,,19,7,1,,,,"9,004"
Silas Capital,https://www.crunchbase.com/organization/silas-capital,41,5,"New York, New York, United States",Silas Capital is a venture and growth equity firm growing the next generation of consumer brands.,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",34,,13,19,5,,,,"9,020"
BitRock Capital,https://www.crunchbase.com/organization/bitrock-capital,17,1,"London, England, United Kingdom","BitRock Capital is a investment firm, with a focus on fintech companies across asia, united states and europe.",Venture Capital,Early Stage Venture,14,,3,1,1,,,,"9,026"
Sopra Steria,https://www.crunchbase.com/organization/sopra-steria,7,3,"Paris, Ile-de-France, France",Sopra Steria Group SA is an information technology consultancy.,,,7,,3,,3,,,,"9,027"
Charity Bank,https://www.crunchbase.com/organization/charity-bank,1,,"Tonbridge, Kent, United Kingdom",Charity Bank was established as an FSA-regulated deposit-taking bank in 2002,,,1,,,,,,,,"9,000"
skywalker,https://www.crunchbase.com/organization/skywalker-ca69,,,"Singapore, Central Region, Singapore",Venture capital Early investment Fund custody,"Angel Group, Corporate Venture Capital, Venture Capital","Early Stage Venture, Seed, Venture",,,,,,,,,"9,029"
DAG Ventures,https://www.crunchbase.com/organization/dag-ventures,260,102,"Palo Alto, California, United States",DAG Ventures is an American venture capital firm.,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture, Private Equity",145,,77,34,102,,,,"9,001"
Awesome People Ventures,https://www.crunchbase.com/organization/awesome-people-ventures,11,,"San Francisco, California, United States",Awesome People Ventures operates as a ventures capital firm.,Venture Capital,Early Stage Venture,11,,1,2,,,,,"9,003"
Rising Tide,https://www.crunchbase.com/organization/rising-tide-fund,70,13,"San Francisco, California, United States",Rising Tide is a Venture Capital Firm.,"Micro VC, Venture Capital","Early Stage Venture, Late Stage Venture, Seed",54,,6,9,13,,,,"9,036"
AXIS,https://www.crunchbase.com/organization/axis-capital-holdings-limited,7,,"Hamilton, Hamilton, Bermuda",AXIS is a global insurer and re-insurer that provides clients and distribution partners.,,,6,,,,,,,,"9,005"
GF Xinde Investment Management,https://www.crunchbase.com/organization/gf-xinde-investment-management,111,23,"Guangzhou, Guangdong, China",GF Xinde is a direct investment brokerage in China.,Investment Bank,,99,,33,,23,,,,"9,006"
GroFin,https://www.crunchbase.com/organization/grofin,3,,"Bambous, Black River, Mauritius",GroFin is an innovative development financier assisting entrepreneurs with appropriate finance and value-adding business support,"Venture Capital, Venture Debt",Debt,3,,,,,,,,"9,007"
Marico,https://www.crunchbase.com/organization/marico,2,1,"Mumbai, Maharashtra, India",Marico is an Indian consumer goods company.,,,2,,2,,1,,,,"9,008"
WhiteMatrix,https://www.crunchbase.com/organization/whitematrix,2,,"Nanjing, Jiangsu, China",WhiteMatrix is a blockchain service firm.,,,2,,,,,,,,"9,009"
Northern Swan,https://www.crunchbase.com/organization/northern-swan,1,,"New York, New York, United States",Northern Swan is an investment firm focused on early and late-stage investments.,Venture Capital,,1,,1,,,,,,"9,011"
Bregal Sagemount,https://www.crunchbase.com/organization/bregal-sagemount,66,33,"New York, New York, United States","Bregal Sagemount, a private capital firm, provides capital and strategic assistance to growth companies.","Private Equity Firm, Venture Debt","Debt, Late Stage Venture, Private Equity",65,,59,5,33,,,,"9,045"
1414 Ventures,https://www.crunchbase.com/organization/1414-ventures,13,2,"Boston, Massachusetts, United States",1414 Ventures is a digital identity venture capital firm offering pre-seed or seed-stage investments.,Venture Capital,,12,,6,,2,,,,"9,046"
Andrew A. Jacono,https://www.crunchbase.com/person/dr-andrew-a-jacono,,,"New York, New York, United States",Andrew A. Jacono is the Owner of New York Center for Facial Plastic and Laser Surgery.,,,,,,,,,,,"9,012"
Launch House,https://www.crunchbase.com/organization/launch-house,2,,"Highland, Ohio, United States","A professional social club for founders, investors, and builders to level up and live better",Venture Capital,Early Stage Venture,2,,,,,,,,"9,049"
Encoding.com,https://www.crunchbase.com/organization/encoding-com,1,1,"San Francisco, California, United States",Encoding.com provides cloud media transcoding software to accelerate processing and optimize display on any device.,,,1,,1,,1,,,,"9,014"
Oshkosh,https://www.crunchbase.com/organization/oshkosh-corporation,6,1,"Oshkosh, Wisconsin, United States","Oshkosh is a manufacturer and marketer of access equipment, specialty vehicles, and truck bodies.",,,6,,2,,1,,,,"9,052"
Revelation Partners,https://www.crunchbase.com/organization/revelation-partners,48,9,"San Francisco, California, United States",Revelation Partners is an investment firm specializing in direct and fund of fund investments.,Fund Of Funds,,41,,6,9,9,,,,"9,016"
Organon,https://www.crunchbase.com/organization/organon,1,,"Jersey City, New Jersey, United States",Organon offers medicines and other products to assist treat a wide range of ailments and diseases.,,,1,,1,,,,,,"9,017"
Dutch Crypto Investors,https://www.crunchbase.com/organization/dutch-crypto-investors,33,,"Amsterdam, Noord-Holland, The Netherlands","DCI Capital is a venture capital that invests in startups. DCI aims to promote, educate and inspire crypto enthusiasts.",Micro VC,Seed,32,,1,,,,,,"9,019"
Horizon Europe,https://www.crunchbase.com/organization/horizon-europe,9,3,"The Hague, Zuid-Holland, The Netherlands",Horizon Europe is an European Union's research & innovation framework programme for 2021-2027.,Government Office,Grant,9,,7,,3,,,,"9,021"
Band of Angels,https://www.crunchbase.com/organization/band-of-angels,127,30,"Menlo Park, California, United States",Band of Angels is an investment firm that offers financial and advisory services to start-up companies.,Angel Group,"Early Stage Venture, Late Stage Venture, Seed",99,,12,27,30,,,,"9,022"
M&T Bank,https://www.crunchbase.com/organization/m-t-bank,15,5,"Buffalo, New York, United States","M&T Bank provides banking, investment, insurance, and mortgage financial services.",Venture Debt,Debt,14,,7,2,5,,,,"9,047"
Tom Williams,https://www.crunchbase.com/person/tom-williams-2,117,11,"San Francisco, California, United States",Tom Williams,"Investment Partner, Individual/Angel","Early Stage Venture, Late Stage Venture, Seed",67,1,15,16,11,,,,"9,023"
Amoseeds,https://www.crunchbase.com/organization/amoseeds,,,"Belfort, Franche-Comte, France","Amoseeds is an organic food retail company that develops and distributes dietary supplements including superfoods, tablets and capsules.",,,,,,,,,,,"9,024"
eMar,https://www.crunchbase.com/organization/emar,1,,"Beijing, Beijing, China",eMar is engaged in the e-commerce network marketing sector.,,,1,,,,,,,,"9,061"
CapitalX,https://www.crunchbase.com/organization/capitalx,30,2,"San Francisco, California, United States",CapitalX is an early-stage venture capital firm.,"Private Equity Firm, Venture Capital","Early Stage Venture, Seed",30,,1,3,2,,,,"9,025"
Antiy Technology Group,https://www.crunchbase.com/organization/antiy-technology-group,2,,"Harbin, Heilongjiang, China",Antiy Technology Group engages in the development and sales of computer software and hardware.,,,2,,1,,,,,,"9,026"
Piva Capital,https://www.crunchbase.com/organization/piva,21,2,"San Francisco, California, United States",Piva is a venture capital firm that primarily invests in disruptive energy and industrial startups.,Venture Capital,,16,,10,10,2,,,,"9,027"
Deverse World,https://www.crunchbase.com/organization/deverse-world,,,"Singapore, Central Region, Singapore",Deverse World provides metaverse solutions for unreal engine and Web3 to host immersive gaming.,,,,,,,,,,,"9,028"
The Realtime Group,https://www.crunchbase.com/organization/realtime-group,1,,"Plano, Texas, United States",The Realtime Group is a product design and development firm that specializes in highly regulated industries.,,,1,,,,,,,,"9,029"
Swander Pace Capital,https://www.crunchbase.com/organization/swander-pace-capital,22,12,"San Francisco, California, United States","Swander Pace Capital is a private equity firm specializing in investments in growth-oriented, middle-market consumer companies.",Private Equity Firm,Private Equity,22,,4,3,12,,,,"9,030"
Fisheries and Oceans Canada,https://www.crunchbase.com/organization/fisheries-and-oceans-canada,5,,"Ottawa, Ontario, Canada",Fisheries and Oceans Canada develop and implement policies and programs for the conservation and protection of fisheries resources.,Government Office,,5,,5,,,,,,"9,067"
Battery Ventures,https://www.crunchbase.com/organization/battery-ventures,845,208,"Boston, Massachusetts, United States",Battery Ventures is a investment firm that focuses on technology.,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed",437,,328,72,208,,,,"9,032"
