Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Damian Zaplata,https://www.crunchbase.com/person/damian-zaplata,1,,"Warsaw, Mazowieckie, Poland",Damian Zaplata - Chief Executive Officer @ eobuwie.pl,Individual/Angel,,1,,,,,,,,"103,801"
Axel & Boris,https://www.crunchbase.com/person/axel-boris,3,,"Berlin, Berlin, Germany",Axel & Boris - Investor @ YesssWorks,Individual/Angel,Seed,3,,1,,,,,,"103,809"
Atif Syed,https://www.crunchbase.com/person/atif-syed,1,,"United Kingdom, Europe","I am the Founder, Chairman & CEO of Wootzano Ltd where we are making robots feel and sense like humans do by using our unique electronic ski...",Individual/Angel,,1,,,,,,,,"103,819"
MRCA Group,https://www.crunchbase.com/organization/mrca-group,,,"Dallas, Texas, United States",Early stage venture investor and advisor with a focus on operations,Venture Capital,"Early Stage Venture, Seed",,,,,,,,,"103,822"
Pat Riley,https://www.crunchbase.com/person/pat-riley,,,"Denver, Colorado, United States",Pat Riley joined Global Accelerator Network as CEO in 2011.,,,,,,,,,,,"103,823"
Pino Investment Partners,https://www.crunchbase.com/organization/pino-investment-partners,1,,,Pino Investment Partners,,,1,,,,,,,,"103,825"
Fina V Capital,https://www.crunchbase.com/organization/fina-v-capital,,,"Beverly Hills, California, United States",Fina V Capital is a venture capital firm that offers venture debt and other flexible forms of capital for startups.,Venture Debt,,,,,,,,,,"103,826"
Sputnik Capital,https://www.crunchbase.com/organization/sputnik-capital,3,1,"Barcelona, Catalonia, Spain",Sputnik Capital is an investment firms,Venture Capital,Early Stage Venture,2,,1,,1,,,,"103,834"
Chris Zeunstrom,https://www.crunchbase.com/person/chris-bystrom,,,"New York, New York, United States","American entrepreneur who is currently residing in New York. Solving problems, creating products and building businesses—through the thought...",,"Convertible Note, Early Stage Venture, Seed",,,,,,,,,"103,837"
Turk Holding A.S.,https://www.crunchbase.com/organization/turk-holding-a-s,,,"Çankaya, Ankara, Turkey",Turk Holding A.S. invests in the financial technology sector.,Venture Capital,,,,,,,,,,"103,840"
John Riady,https://www.crunchbase.com/person/john-riady,1,,"Indonesia, Asia",John Riady - Director @ Lippo Group,Individual/Angel,,1,,,,,,,,"103,844"
TMC Ventures,https://www.crunchbase.com/organization/tmc-ventures,1,,"Las Vegas, Nevada, United States",TMC Ventures is managing UK distribution for US based companies that manufacture healthy snacks and supplements.,,,1,,,1,,,,,"103,850"
Joe Beyers,https://www.crunchbase.com/person/joe-beyers,1,1,"Cupertino, California, United States","Inventergy is the fourth IP-centric startup for Joe, after a 34 year career leading IP licensing for Hewlett-Packard. While at HP, he increa...",Individual/Angel,Seed,1,,,,1,,,,"103,849"
Christophe Garnier,https://www.crunchbase.com/person/christophe-garnier,,,"New York, New York, United States","Christophe Garnier joined Upflex as Co-Founder & CEO in 2018.Technology entrepreneur with expertise in SaaS, Digital Media, E-Commerce, Mobi...",,,,,,,,,,,"103,854"
Sam Das,https://www.crunchbase.com/person/sam-das,,,"New York, New York, United States",Sam Das - Managing Director @ TruStage Ventures,Investment Partner,,,5,,,,,,,"103,857"
IMAF-RTP,https://www.crunchbase.com/organization/imaf-rtp,4,,"Cary, North Carolina, United States",IMAF-RTP is one of the Inception Micro Angel Funds and is a member-managed seed stage.,Angel Group,,3,,,,,,,,"103,858"
Kay Krafft,https://www.crunchbase.com/person/kay-krafft,,,"New York, New York, United States",Kay Krafft is the CEO at Bertelsmann Education Group.,Investment Partner,,,2,,,,,,,"103,862"
Accera Venture Partners,https://www.crunchbase.com/organization/accera-venture-partners,1,1,"Mannheim, Baden-Wurttemberg, Germany","Accera Venture Partners was a venture capital firm based in Mannheim, Germany.",Venture Capital,Early Stage Venture,1,,1,,1,,,,"103,864"
Alentia,https://www.crunchbase.com/organization/alentia,3,,"Valladolid, Castilla y Leon, Spain",Alentia is a network for business angels in the Castilla and Leon region of Spain.,Venture Capital,,3,,3,,,,,,"103,871"
John Francis Barry,https://www.crunchbase.com/person/john-francis-barry-iii,,,"New York, New York, United States",John Barry is Chairman and Chief Executive Officer of Prospect Capital Corporation (PSEC) and of Prospect Capital Management (PCM). John is ...,Investment Partner,,,1,,,,,,,"103,800"
Genevieve LeMarchal,https://www.crunchbase.com/person/genevieve-lemarchal-7c10,,,"San Diego, California, United States",Genevieve LeMarchal is the Head of Healthcare Ventures at Expert Dojo. She previously worked at Aventurine as a Partner. Genevieve LeMarchal...,Investment Partner,,,22,,,,,,,"103,801"
BDO Capital,https://www.crunchbase.com/organization/bdo-capital,1,1,"Makati, Manila, Philippines",BDO Capital operates as a full-service universal bank offering an array of financial products and services.,Venture Capital,,1,,,,1,,,,"103,881"
Unitatea,https://www.crunchbase.com/organization/unitatea,3,,"Motru, Gorj, Romania",Unitatea,,,3,,1,,,,,,"103,884"
Scott Knoll,https://www.crunchbase.com/person/scott-knoll,,,"New York, New York, United States",Scott is a Partner and VP of Corporate Development at ANANIA & Associates Investment Company LLC. He joined Integral Ad Science in 2011 and ...,Investment Partner,,,1,,,,,,,"103,802"
Shangque,https://www.crunchbase.com/organization/shangque,1,,"Nanjing, Jiangsu, China",Shangque is a Human-machine translation Accuracy and cost performance company.,,,1,,,,,,,,"103,803"
Clare Johnston,https://www.crunchbase.com/person/clare-johnston,2,,"London, England, United Kingdom","Clare is the Founder and CEO of The Up Group, a leading international executive search and networking firm focused on the digital and techno...",Individual/Angel,,2,,,,,,,,"103,887"
Nikolaus von Taysen,https://www.crunchbase.com/person/nikolaus-von-taysen,,,"Munich, Bayern, Germany","As a serial entrepreneur with a principal background in FinTech, Nikolaus is the founder of Finparx. Inspired by Aristotle, Karl Popper, and...",,"Debt, Early Stage Venture, Seed",,,,,,,,,"103,804"
Galileo Ventures,https://www.crunchbase.com/organization/galileo-ventures,6,,"Sydney, New South Wales, Australia","Galileo Ventures focuses on early investments in the Internet, artificial intelligence and big data related fields.",Venture Capital,,5,,4,,,,,,"103,805"
Sunsuper,https://www.crunchbase.com/organization/sunsuper-389f,1,,"Brisbane, Queensland, Australia",Superannuation Fund (Sunsuper) is a direct bid sector superannuation fund in Australia.,,,1,,,,,,,,"103,806"
David Resnekov,https://www.crunchbase.com/person/david-resnekov-2ece,,,,David Resnekov,Investment Partner,,,1,,,,,,,"103,891"
