Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
David Siska,https://www.crunchbase.com/person/david-siska-6ac6,,,"Prague, Hlavni mesto Praha, Czech Republic",David Siska,Investment Partner,,,1,,,,,,,"222,000"
Tony Shen,https://www.crunchbase.com/person/tony-shen-0508,,,"Emeryville, California, United States",Tony Shen is the Chief Operating Officer at EdTec. He attended Stanford University.,,,,,,,,,,,"222,001"
Ian Mohler,https://www.crunchbase.com/person/ian-mohler,,,"Charlotte, North Carolina, United States",Ian Mohler is a Partner at Mosaic Capital Partners.,,,,,,,,,,,"222,002"
Alessandro Faragli,https://www.crunchbase.com/person/alessandro-faragli,,,"Berlin, Berlin, Germany",Alessandro Faragli is the Founder and CEO at BOCAhealthcare.,,,,,,,,,,,"222,003"
Gilles GABRIEL-SABATIER,https://www.crunchbase.com/person/gilles-gabriel-sabatier,,,"Paris, Ile-de-France, France",Gilles GABRIEL-SABATIER,,"Early Stage Venture, Seed",,,,,,,,,"222,007"
Joge Antonio Garza,https://www.crunchbase.com/person/joge-antonio-garza,1,,"Saltillo, Coahuila de Zaragoza, Mexico",Joge Antonio Garza,Individual/Angel,Private Equity,1,,,,,,,,"222,005"
Cesar Mufarej,https://www.crunchbase.com/person/cesar-mufarej-62a1,1,,,Cesar Mufarej,Individual/Angel,,1,,,,,,,,"222,006"
David Bowden,https://www.crunchbase.com/person/david-bowden-0b85,1,,,David Bowden,Individual/Angel,,1,,,1,,,,,"222,004"
Kevin Tom,https://www.crunchbase.com/person/kevin-tom-330c,,,,Kevin Tom is a Vice President at St Cloud Capital.,Investment Partner,,,1,,,,,,,"222,008"
Holger Rothenbusch,https://www.crunchbase.com/person/holger-rothenbusch,,,"London, England, United Kingdom",Holger re-joined CDC in 2012 as Managing Director to build CDC’s new Debt business. Holger has over 20 years of experience in development f...,,,,,,,,,,,"222,009"
Sarah King,https://www.crunchbase.com/person/sarah-king-14fb,,,,Sarah King,Investment Partner,,,1,,,,,,,"222,010"
Maia Bittner,https://www.crunchbase.com/person/maia-bittner-5aac,1,,,Maia Bittner,Individual/Angel,,1,,,1,,,,,"222,016"
Deepak Advani,https://www.crunchbase.com/person/deepak-advani-e086,,,,Deepak Advani,Investment Partner,,,1,,,,,,,"222,017"
Melissa Seixas,https://www.crunchbase.com/person/melissa-seixas-8f37,,,"Tampa Bay Area, Florida, United States",Melissa Seixas State President at Duke Energy Corporation.,Investment Partner,,,20,,,,,,,"222,018"
Benjamin R. Jacobson,https://www.crunchbase.com/person/benjamin-r-jacobson,,,,"Benjamin Jacobson, Founder and Managing General Partner of Jacobson Partners.",Investment Partner,,,1,,,,,,,"222,019"
Abhilash Uttepu,https://www.crunchbase.com/person/abhilash-uttepu,,,"Hyderabad, Andhra Pradesh, India",Abhilash Uttepu,,Private Equity,,,,,,,,,"222,020"
VentureSocially,https://www.crunchbase.com/organization/venturesocially-com,,,"London, England, United Kingdom",VentureSocially is a platform that helps entrepreneurs to manage and pitch their startup idea.,Venture Capital,,,,,,,,,,"222,021"
Bruce Page,https://www.crunchbase.com/person/bruce-page,1,,"Paris, Ile-de-France, France","30 years in telecom consultancy and advisory. Currently VP of Consulting at GlobalData. Formerly in the same role at Current Analysis, Meta ...",Individual/Angel,Seed,1,,,,,,,,"222,022"
Matsumoto Yoji,https://www.crunchbase.com/person/matsumoto-yoji,1,,,Matsumoto Yoji - Vice President @ FAN Communications,Individual/Angel,,1,,,,,,,,"222,025"
Bryan DeBoer,https://www.crunchbase.com/person/bryan-deboer-0027,,,"Medford, Oregon, United States",Bryan DeBoer is the CEO and President at Lithia Motors.,Investment Partner,,,1,,,,,,,"222,024"
Ramesh Khichadia,https://www.crunchbase.com/person/ramesh-khichadia,,,"Rajkot, Gujarat, India","Ramesh Khichadia is the Managing Director at Captain Polyplast Ltd.Ramesh Khichadia attended Junagadh Agricultural University, Junagadh (Guj...",,,,,,,,,,,"222,027"
Hakon Stefansson,https://www.crunchbase.com/person/hakon-stefansson,,,"Iceland, Europe",Hakon Stefansson Chief Executive Officer at InfoCapital ehf.,Investment Partner,,,2,,,,,,,"222,028"
Charles Thomazi,https://www.crunchbase.com/person/charles-thomazi-f302,,,"Toronto, Ontario, Canada",Charles Thomazi,Investment Partner,,,1,,,,,,,"222,031"
Ruoxi Chen,https://www.crunchbase.com/person/ruoxi-chen,,,"New York, New York, United States","Ruoxi Chen joined Warburg Pincus as Managing Director, Healthcare in 2011.",,,,,,,,,,,"222,033"
Anamitra Deb,https://www.crunchbase.com/person/anamitra-deb,,,"San Francisco, California, United States","As senior manager on the intellectual capital team, Anamitra advances Omidyar Network’s knowledge, research, impact, and results agendas acr...",,,,,,,,,,,"222,030"
Jerry Tebbutt,https://www.crunchbase.com/person/jerry-tebbutt,,,"London, England, United Kingdom",Jerry Tebbutt is the Senior Adviser of Investment committee and Diligence reveiw at LGT European Capital. He attended Cardiff University .,,,,,,,,,,,"222,036"
Karina Choudhrie,https://www.crunchbase.com/person/karina-choudhrie,2,,,Karina Choudhrie,Individual/Angel,,1,,,,,,,,"222,035"
Andy Clough,https://www.crunchbase.com/person/andy-clough-80f6,,,,Andy Clough,Investment Partner,,,3,,,,,,,"222,037"
Dennis Crowley,https://www.crunchbase.com/person/dennis-crowley-c084,,,"Greater Boston Area, United States, North America",Dennis Crowley,Investment Partner,,,1,,,,,,,"222,038"
Shaun Morgan,https://www.crunchbase.com/person/shaun-morgan,1,,"California City, California, United States",Shaun Morgan - CEO @ Shaun Morgan Investment,Individual/Angel,Seed,1,,,,,,,,"222,039"
Whit Davis,https://www.crunchbase.com/person/whit-davis,,,"Atlanta, Georgia, United States",Whit Davis is the Partner and Portfolio Manager at Edge Capital Partners. He attended Emory University - Goizueta Business School and the Un...,,,,,,,,,,,"222,040"
Sergio Bronstein,https://www.crunchbase.com/person/sergio-bronstein,1,,"São Paulo, Sao Paulo, Brazil",Sergio Bronstein is a partner for the financial corporate practice at Veirano Advogados. He is the regional coordinator for the Corporate an...,Individual/Angel,,1,,,,,,,,"222,042"
Eric Reusch,https://www.crunchbase.com/person/eric-reusch,,,"Washington, District of Columbia, United States",Eric Reusch is the Principal at Guideline Group.,,,,,,,,,,,"222,046"
James M. Swerkes,https://www.crunchbase.com/person/james-m-swerkes,,,,"Mr. Swerkes joined us in 2004 and is a Managing Member of and head trader for Farallon Capital Europe. Prior to joining, he was a European e...",,,,,,,,,,,"222,045"
Shawn Ball,https://www.crunchbase.com/person/shawn-ball-f26f,,,"Greater Philadelphia Area, Pennsylvania, United States",Shawn Ball,,,,,,,,,,,"222,047"
Bill King,https://www.crunchbase.com/person/bill-king-717f,1,,"New York, New York, United States",Bill King,Individual/Angel,,1,,,1,,,,,"222,048"
Alexandre Nour,https://www.crunchbase.com/person/alexandre-nour,,,,Alexandre Nour,,Seed,,,,,,,,,"222,049"
Omar Nasar,https://www.crunchbase.com/person/omar-nasar-aadd,,,,Omar Nasar,,,,,,,,,,,"222,051"
Jonathan Saunders,https://www.crunchbase.com/person/jonathan-saunders,1,,,Jonathan Saunders graduated from Babson...,Individual/Angel,Seed,1,,,,,,,,"222,050"
