Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Volito,https://www.crunchbase.com/organization/volito,1,,"Malmö, Skane Lan, Sweden",Volito Group is a strong growth-oriented group based on balanced risk-taking and long-term perspective.,Private Equity Firm,,1,,,,,,,,"112,200"
UV Gestora de Investimentos,https://www.crunchbase.com/organization/uv-gestora-de-investimentos,1,,"São Paulo, Sao Paulo, Brazil",UV Gestora de Investimentos is an investment firm.,"Private Equity Firm, Venture Capital","Early Stage Venture, Private Equity",1,,,,,,,,"112,204"
Sebastien Sabic,https://www.crunchbase.com/person/sebastien-sabic,,,"London, England, United Kingdom",Sebastien Sabic is the Co-Founder of Moon Intelligence. Sebastien Sabic attended IÉSEG School of Management.,Investment Partner,Seed,,6,,,,,,,"112,208"
Andrey Morozov,https://www.crunchbase.com/person/andrew-morozov,,,"San Francisco, California, United States",Founder at Payment.Ninja.,,,,,,,,,,,"112,209"
Shantanu Gaur,https://www.crunchbase.com/person/dr-shantanu-gaur,,,"Boston, Massachusetts, United States",Shantanu Gaur co-founded Allurion in 2009 during his second year at Harvard Medical School and is our Chief Scientific Officer.   A Paul & ...,,,,,,,,,,,"112,216"
Adrienne L. Graves,https://www.crunchbase.com/person/adrienne-l-graves,,,"Raleigh, North Carolina, United States","Adrienne Graves joined Iveric Bio as Board Of Directors in 2018.Adrienne L. Graves, Ph.D. is a visual scientist by training and a global ind...",Investment Partner,,,1,,,,,,,"112,218"
Singapore Bio-Innovations,https://www.crunchbase.com/organization/singapore-bio-innovations,7,3,"Singapore, Central Region, Singapore",Singapore Bio-Innovations is a venture capital firm that finances later stage investments.,Venture Capital,Late Stage Venture,4,,1,,3,,,,"112,223"
Edson de Castro,https://www.crunchbase.com/person/ed-de-castro,,,"Boston, Massachusetts, United States","Since 1990, Ed has been consulting for companies and participating as a member of certain Boards of Directors. He is currently a director fo...",,,,,,,,,,,"112,225"
Line Break Capital,https://www.crunchbase.com/organization/line-break-capital,2,,"Zug, Zug, Switzerland","Linebreak Capital is an investment management firm that provides strategic, operational and financial support to the technology industry.",,,1,,2,,,,,,"112,228"
CPC & Partners,https://www.crunchbase.com/organization/cpc-partners,1,1,"Toronto, Ontario, Canada","CPC & Partners is a private, entrepreneurial investment firm seeking to acquire and grow a single operating and profitable business.",Private Equity Firm,Private Equity,1,,,1,1,,,,"112,239"
