Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Pine Brook Partners,https://www.crunchbase.com/organization/pine-brook-partners,39,18,"New York, New York, United States",Pine Brook Partners is an investment firm providing financial support to companies in the energy and financial services sectors.,Private Equity Firm,Private Equity,35,,11,4,18,,,,"19,202"
RBA Finance,https://www.crunchbase.com/organization/rba-finance,1,,"Agra, Uttar Pradesh, India","RBA Finance is an automobile finance firm that provides financing, repayment, and loan plan services for 2-wheelers, 3-wheelers, and cars.",,,1,,1,,,,,,"19,205"
Kitchen Fund,https://www.crunchbase.com/organization/kitchen-fund,15,1,"New York, New York, United States",Kitchen Fund is the leading source of capital for emerging restaurants trying to change the way we eat.,Venture Capital,,13,,5,2,1,,,,"19,220"
VIA Technologies,https://www.crunchbase.com/organization/via,2,1,"Taipei, T'ai-pei, Taiwan","VIA Technologies is a fabless technology company that offers processor platforms for the PC, client, ultra-mobile, and embedded markets.",,,2,,,,1,,,,"19,206"
Strabag,https://www.crunchbase.com/organization/strabag,3,,"Vienna, Wien, Austria","Strabag is a technology company for construction, a leader in innovation and capital strength.",,,2,,1,,,,,,"19,211"
Perpetual Capital Partners,https://www.crunchbase.com/organization/perpetual-capital-partners,1,,"Arlington, Virginia, United States",A private investment firm focused on acquiring lower middle market companies and making control-oriented growth capital investments,Private Equity Firm,Private Equity,1,,,1,,,,,"19,213"
Mudita Venture Partners,https://www.crunchbase.com/organization/mudita-venture-partners,7,,"Oakland, Michigan, United States",Mudita Venture Partners is a venture fund that focuses on early-stage software companies.,Venture Capital,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",7,,2,3,,,,,"19,215"
Florida Opportunity Fund,https://www.crunchbase.com/organization/florida-opportunity-fund,47,8,"Orlando, Florida, United States",The Florida Opportunity Fund (FOF) was established in 2008 to increase the availability of venture capital in Florida.,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed, Venture",36,,5,9,8,,,,"19,220"
WadzPay,https://www.crunchbase.com/organization/wadzpay,1,,"Singapore, Central Region, Singapore",WadzPay is building an interoperable and agnostic blockchain-based payments ecosystem.,,,1,,1,,,,,,"19,221"
TAG,https://www.crunchbase.com/organization/tag-5a05,3,,"London, England, United Kingdom",TAG is the travel management company.,,,2,,1,,,,,,"19,228"
Aonic Group,https://www.crunchbase.com/organization/aonic-group,3,1,"Stockholm, Stockholms Lan, Sweden",Aonic Group is a video gaming family consisting of development studios as well as gaming-related technology and service providers.,,,3,,3,,1,,,,"19,236"
