Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Mo Koyfman,https://www.crunchbase.com/person/mo-koyfman,8,4,"New York, New York, United States","Mo Koyfman is the Founder and General Partner at Shine Capital. He attended the Wharton School, the University of Pennsylvania, and King's C...","Investment Partner, Individual/Angel",Early Stage Venture,8,45,,1,4,,,,"23,450"
Also Capital,https://www.crunchbase.com/organization/also-capital,6,,"New York, New York, United States",Investing at the People Stage and Optimizing for Interesting is our way of helping do just that.,Micro VC,Early Stage Venture,6,,,1,,,,,"23,402"
Votorantim Cimentos,https://www.crunchbase.com/organization/votorantim-cimentos,1,,"Votorantim, Sao Paulo, Brazil",Votorantim Cimentos is a cement company that manufactures construction materials.,,,1,,,,,,,,"23,408"
54 Capital,https://www.crunchbase.com/organization/54-capital,7,,"Mayfair, Westminster, United Kingdom","54 Capital is an Africa-focused asset manager investing in and managing proprietary deals across the continent, alongside.","Private Equity Firm, Venture Capital",,7,,2,,,,,,"23,416"
Renovo Capital,https://www.crunchbase.com/organization/renovo-capital,12,4,"Dallas, Texas, United States",Renovo Capital is a private equity firm investing in lower middle market technical product and service companies,Private Equity Firm,Private Equity,12,,10,1,4,,,,"23,422"
CityRock Venture Partners,https://www.crunchbase.com/organization/cityrock-venture-partners,21,,"New York, New York, United States",CityRock Venture Partners is a venture capital firm investing in start-ups that focuses on impact with diverse founding teams.,Venture Capital,,14,,4,17,,,,,"23,400"
Prashanth Ranganathan,https://www.crunchbase.com/person/prashanth-ranganathan,2,,"Mumbai, Maharashtra, India",Prashanth is the founder and CEO of PaySense - a leading digital lending startup based out of Mumbai India. Prashanth is a serial entreprene...,Individual/Angel,Seed,2,,1,,,,,,"23,402"
Starbloom Capital,https://www.crunchbase.com/organization/starbloom-capital,7,,"Houston, Texas, United States",Starbloom Capital is a early-stage venture capital fund.,Venture Capital,,7,,2,1,,,,,"23,403"
Swell Partners,https://www.crunchbase.com/organization/swell-partners,14,1,"New York, New York, United States",Swell Partners is a Early- stage Venture Capital Firm.,Micro VC,Early Stage Venture,13,,,2,1,,,,"23,404"
Vermont Center for Emerging Technologies,https://www.crunchbase.com/organization/vermont-center-for-emerging-technologies,18,3,"Burlington, Vermont, United States","VCET offer unfair advantages to Vermont’s entrepreneurs through people, places, and capital.",Incubator,"Early Stage Venture, Seed",10,,2,1,3,,,,"23,405"
ExchangeRight,https://www.crunchbase.com/organization/exchangeright-real-estate,,,"Pasadena, California, United States","ExchangeRight provides real estate investments that target secure capital, stable income, and strategic exits to protect and grow wealth.",Private Equity Firm,,,,,,,,,,"23,406"
Altron,https://www.crunchbase.com/organization/altron,1,,"Johannesburg, NA - South Africa, South Africa",Altron combines technical expertise with in-depth customer understanding to provide end-to-end holistic technology solutions.,,,1,,,,,,,,"23,407"
Camino Partners,https://www.crunchbase.com/organization/equilibra-partners-management,6,1,"Austin, Texas, United States",Camino Partners operates as a business building and investment platform.,Family Investment Office,Private Equity,6,,2,4,1,,,,"23,429"
Northwestern Mutual Future Ventures,https://www.crunchbase.com/organization/northwestern-mutual-future-ventures,36,3,"Milwaukee, Wisconsin, United States",Northwestern Mutual Future Ventures is an investment firm that provides life insurance services.,Corporate Venture Capital,"Early Stage Venture, Late Stage Venture",21,,4,12,3,,,,"23,430"
Zenix Capital,https://www.crunchbase.com/organization/pinnacle-2982,1,,"New York, New York, United States",Turning big ideas into world-shaping companies.,"Private Equity Firm, Venture Capital",Early Stage Venture,1,,,,,,,,"23,408"
Spike Ventures,https://www.crunchbase.com/organization/spike-ventures,12,,"Manchester, Manchester, United Kingdom",Spike Ventures is a VC fund that invests in Stanford-connected companies.,Venture Capital,,11,,,1,,,,,"23,432"
Citadele Banka AS,https://www.crunchbase.com/organization/citadele-banka-as,1,,"Riga, Riga, Latvia",Inspire people and businesses to promote economic development and good changes in Latvian and the entire Baltic region community.,,,1,,1,,,,,,"23,409"
CJ ENM,https://www.crunchbase.com/organization/cj-enm,12,1,"Seoul, Seoul-t'ukpyolsi, South Korea",CJ ENM is a korean entertainment and mass media company.,,,11,,3,,1,,,,"23,433"
Finnish Climate Fund,https://www.crunchbase.com/organization/finnish-climate-fund,17,1,"Helsinki, Southern Finland, Finland","Finnish Climate Fund helps combat climate change, increase low-carbon industry and promote digitalization",Venture Debt,,16,,7,,1,,,,"23,411"
Tundra Ventures,https://www.crunchbase.com/organization/tundra-ventures,2,,"Minneapolis, Minnesota, United States","Tundra Ventures invests in pre-seed, seed in CPG, tech, healthcare.","Micro VC, Venture Capital","Early Stage Venture, Seed",2,,,,,,,,"23,412"
Carnegie Technologies,https://www.crunchbase.com/organization/carnegie-technologies,1,,"San Antonio, Texas, United States","Carnegie Technologies offers business solutions for business automation, infrastructure design, business intelligence, & billing systems.",,,1,,1,,,,,,"23,413"
BOCOM International,https://www.crunchbase.com/organization/bocom-international,26,5,"Central, Hong Kong Island, Hong Kong",BOCOM International is the international investment bank and securities flagship of Bank of Communications,Investment Bank,,26,,6,1,5,,,,"23,415"
Shamrock Ventures,https://www.crunchbase.com/organization/shamrock-ventures-6f32,13,,"Amsterdam, Noord-Holland, The Netherlands",Shamrock Ventures invests in tech companies building a better future.,Venture Capital,Early Stage Venture,13,,6,,,,,,"23,416"
Bpifrance Large Venture,https://www.crunchbase.com/organization/bpifrance-large-venture-81e4,2,,"Maisons-alfort, Ile-de-France, France",Bpifrance Large Venture operates as an investment firm.,Venture Capital,,2,,,,,,,,"23,444"
Richter Group,https://www.crunchbase.com/organization/richter-group,2,1,"Budapest, Budapest, Hungary","Richter is a leading multinational pharmaceutical company headquartered in Budapest, Hungary.",,,2,,1,,1,,,,"23,417"
GrowthHub,https://www.crunchbase.com/organization/growthhub,,,"Nairobi, Nairobi Area, Kenya",The GrowtHub is an initiative of the Danish organization GrowthAfrica.,Venture Capital,,,,,,,,,,"23,447"
Juan Pablo Ortega,https://www.crunchbase.com/person/juan-pablo-ortega,5,,"Mexico City, Distrito Federal, Mexico",Juan Pablo Ortega is the Co-founder of Rappi. He previously worked as a Board Member at Viva Air. He attended Cornell University.,Individual/Angel,,5,,,,,,,,"23,418"
BBC Worldwide,https://www.crunchbase.com/organization/bbc-worldwide,2,2,"London, England, United Kingdom",BBC Worldwide Limited is the main commercial arm and a wholly owned subsidiary of the British Broadcasting Corporation (BBC).,,,2,,2,1,2,,,,"23,419"
Kingdom Capital,https://www.crunchbase.com/organization/kingdom-capital,2,1,"Chesterfield, Missouri, United States",Kingdom Capital’s unique platform connects its values-driven investors and investments in a comprehensive ecosystem.,Venture Capital,,2,,2,1,1,,,,"23,420"
Chainridge,https://www.crunchbase.com/organization/chainridge,3,,,"Chain Ridge Capital is an early-stage venture capital firm focused on cryptocurrencies, blockchain, and decentralized finance.",Venture Capital,Early Stage Venture,3,,,,,,,,"23,421"
ReproCELL,https://www.crunchbase.com/organization/reprocell,2,1,"Yokohama, Kanagawa, Japan",ReproCELL Incorporated is primarily engaged in the development of stem cell technologies.,,,2,,,1,1,,,,"23,422"
Bharat Sanchar Nigam (BSNL),https://www.crunchbase.com/organization/bharat-sanchar-nigam-bsnl,1,1,"New Delhi, Delhi, India","Bharat Sanchar Nigam, a telecommunications company, offers individual and corporate customers with mobile, landline, and broadband services.",,,1,,1,,1,,,,"23,451"
Abris Capital Partners,https://www.crunchbase.com/organization/abris-capital-partners,10,3,"Warsaw, Mazowieckie, Poland",Abris Capital Partners is the independent private equity fund manager based in Central Europe.,Private Equity Firm,Private Equity,10,,1,,3,,,,"23,453"
Indus Capital Partners LLC,https://www.crunchbase.com/organization/indus-capital-partners-llc,2,2,"New York, New York, United States","Indus Capital Partners, LLC (with its affiliates, “Indus”) is an employee-owned international alternative investment management firm,",Venture Capital,,2,,,,2,,,,"23,425"
