Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Astellas Global Health Foundation,https://www.crunchbase.com/organization/astellas-global-health-foundation,5,,"Northbrook, Illinois, United States",AGHF is an international philanthropic organization dedicated on supporting disaster preparedness support in underserved global communities,,,5,,5,,,,,,"10,801"
ZS Associates,https://www.crunchbase.com/organization/zs-associates,1,,"Evanston, Illinois, United States","ZS Associates is a global leader in sales and marketing consulting, outsourcing, technology and software.",,,1,,,,,,,,"10,802"
Lumosity,https://www.crunchbase.com/organization/lumosity,3,,"San Francisco, California, United States",Lumosity is a neuroscience research company that provides online brain training programs.,,,3,,1,,,,,,"10,813"
GXC,https://www.crunchbase.com/organization/gxc-inc,2,,"Jeju, Cheju-do, South Korea","GXC is holding company which has world wide subsidiaries in the field of Game Testing Platform, Game Accelerator, Venture Capital",,Late Stage Venture,2,,1,,,,,,"10,816"
JAM FINTOP,https://www.crunchbase.com/organization/jam-fintop,30,2,"Atlanta, Georgia, United States","JAM FINTOP helps financial institutions proactively identify, invest in & implement the right technology to remain relevant and competitive",Venture Capital,"Early Stage Venture, Late Stage Venture, Secondary Market, Seed, Venture",26,,9,3,2,,,,"10,818"
MRI VC Berhad,https://www.crunchbase.com/organization/mri-vc-berhad,3,,"Senai, Johor, Malaysia","MRI VC Berhad is an Investment Holding Company focused on healthcare, tech startups, halal food for startups, pre-IPO and listed company",Venture Capital,Seed,3,,1,,,,,,"10,819"
Goopal Group,https://www.crunchbase.com/organization/goopal-group,1,,"Beijing, Beijing, China",Goopal Group was initiated by the founder and actual controller of Digital China,,,1,,,,,,,,"10,816"
NUImpact,https://www.crunchbase.com/organization/nuimpact,7,,"Boston, Massachusetts, United States",NUImpact supports the Boston community through educational events and the deployment of purposeful capital.,,,7,,,1,,,,,"10,850"
Beijing Allcure Medical Technology,https://www.crunchbase.com/organization/beijing-allcure-medical-technology,1,,"Beijing, Beijing, China","Beijing Allcure Medical Technology Co., Ltd. applies mdaccAutoPlan® radiotherapy plan algorithm",,,1,,,,,,,,"10,832"
LongeVC,https://www.crunchbase.com/organization/longevc,9,1,"Lugano, Ticino, Switzerland",LongeVC is an early-stage venture firm that focuses on high-impact investments in biotechnology and healthcare.,Venture Capital,Early Stage Venture,9,,3,1,1,,,,"10,833"
Mercia Asset Management,https://www.crunchbase.com/organization/mercia-asset-management,93,14,"Henley In Arden, Warwickshire, United Kingdom","Mercia Asset Management is an investment firm that specializes in incubation, seed EIS, mid-venture, and growth capital investments.",Venture Capital,Early Stage Venture,64,,59,,14,,,,"10,835"
Health Velocity Capital,https://www.crunchbase.com/organization/health-velocity-capital,28,4,"San Francisco, California, United States",Health Velocity Capital is a health care focused venture and growth capital partnership,Venture Capital,Late Stage Venture,20,,12,2,4,,,,"10,837"
Small Business Innovation Research,https://www.crunchbase.com/organization/small-business-innovation-research,113,6,"America, Alabama, United States",SBIR is a government program strengthening the role of innovative small business concerns in federally-funded research and development.,Government Office,,100,,87,18,6,,,,"10,800"
aiyuangong.com,https://www.crunchbase.com/organization/aiyuangong-com,1,,"Guangzhou, Guangdong, China",aiyuangong.com is a freelancing service provider for information technology companies.,,,1,,,,,,,,"10,802"
Better Bite Ventures,https://www.crunchbase.com/organization/better-bite-ventures,18,,"Singapore, Central Region, Singapore",Better Bite Ventures is a venture capital firm.,Venture Capital,Early Stage Venture,16,,9,,,,,,"10,803"
Lachy Groom,https://www.crunchbase.com/person/lachy-groom,107,2,"San Francisco Bay Area, California, United States",Lachy Groom,"Investment Partner, Individual/Angel",,75,4,29,18,2,,,,"10,804"
Wireframe Ventures,https://www.crunchbase.com/organization/wireframevc,39,2,"Mill Valley, California, United States",Wireframe Ventures is a seed stage venture capital firm,Venture Capital,Seed,26,,9,12,2,,,,"10,805"
Optiver,https://www.crunchbase.com/organization/optiver,6,1,"Amsterdam, Noord-Holland, The Netherlands","Optiver is an international trading firm, headquartered in Amsterdam.",,,6,,,,1,,,,"10,806"
Bertelsmann,https://www.crunchbase.com/organization/bertelsmann,46,13,"Gütersloh, Nordrhein-Westfalen, Germany",Bertelsmann is a transnational media corporation that operates in about 50 countries around the world.,,,38,,14,3,13,,,,"10,807"
Voyager Capital,https://www.crunchbase.com/organization/voyager-capital,181,48,"Seattle, Washington, United States","Voyager Capital is a venture firm providing entrepreneurs with the resources, experience, and connection to build successful tech companies.",Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",102,,52,31,48,,,,"10,808"
The House Crowd,https://www.crunchbase.com/organization/the-house-crowd,,,"Altrincham, Cheshire, United Kingdom","The House Crowd offers simple, transparent property investments that remove the uncertainties usually faced by small investors.",Angel Group,"Early Stage Venture, Seed",,,,,,,,,"10,809"
Innoangel Fund,https://www.crunchbase.com/organization/innoangel-fund,167,7,"Beijing, Beijing, China",Innoangel Fund is an investment firm that invests in early stage companies.,Venture Capital,,147,,47,,7,,,,"10,810"
Inclusive Ventures Lab,https://www.crunchbase.com/organization/multicultural-innovation-lab,61,2,"New York, New York, United States",Inclusive Ventures Lab is an accelerator that focuses on companies founded for multicultural and women-led startups.,Accelerator,,59,,42,33,2,On-Site,2020-01-03,24,"10,849"
AFWERX,https://www.crunchbase.com/organization/afwerx,25,1,"Washington, District of Columbia, United States",AFWERX is a United States Air Force program with the goal of fostering a culture of innovation within the service.,Accelerator,,18,,12,3,1,,,,"10,812"
Atlante Capital,https://www.crunchbase.com/organization/atlante-capital,,,"São Paulo, Sao Paulo, Brazil",Atlante Capital is an investment firm that seeks to acquire and operate medium-sized companies.,Accelerator,,,,,,,,,,"10,813"
Audax Group,https://www.crunchbase.com/organization/audax-ventures,28,14,"Boston, Massachusetts, United States","Audax Group is a alternative investment manager founded in 1999 with offices in Boston, New York, and San Francisco.",Private Equity Firm,"Debt, Private Equity",24,,12,1,14,,,,"10,814"
RedStick Ventures,https://www.crunchbase.com/organization/redstick-ventures,4,,,RedStick is an early-stage venture capital firm that backs entrepreneurs in FoodTech,Venture Capital,"Early Stage Venture, Seed, Venture",4,,,2,,,,,"10,854"
Middlegame Ventures,https://www.crunchbase.com/organization/middlegame-ventures,29,4,"Luxembourg, Luxembourg, Luxembourg",MGV invests in early stage startups at the intersection of FinTech 3.0 and Web 3.0 across Europe that are re-architecting financial services,Venture Capital,"Convertible Note, Early Stage Venture, Seed, Venture",23,,14,,4,,,,"10,858"
Gemina Labs,https://www.crunchbase.com/organization/gemina-labs,,,"Vancouver, British Columbia, Canada",Gemina Labs is a transformative biochemistry firm that develops next-generation testing platforms for detecting pathogens.,,,,,,,,,,,"10,816"
Rock Health Capital,https://www.crunchbase.com/organization/rock-health,107,22,"San Francisco, California, United States",Rock Health Capital is a full-service seed fund that invests in and supports startups working in digital health.,Venture Capital,"Early Stage Venture, Seed, Venture",92,,3,35,22,,,,"10,817"
Unpopular Ventures,https://www.crunchbase.com/organization/unpopular-ventures,405,8,"San Francisco, California, United States",Unpopular Ventures invests early in tech startups before they gain popularity.,"Syndicate, Venture Capital","Early Stage Venture, Seed",325,,9,43,8,,,,"10,818"
Nordic Capital,https://www.crunchbase.com/organization/nordic-capital,51,27,"Copenhagen, Hovedstaden, Denmark","Nordic Capital  is a private equity investor, helps to build stronger sustainable companies.",Private Equity Firm,Private Equity,45,,10,,27,,,,"10,819"
Taavet+Sten,https://www.crunchbase.com/organization/taavet-sten,12,,"Tallinn, Harjumaa, Estonia",Taavet+Sten is a venture capital fund that primarily invests in early-stage European founders.,Venture Capital,,12,,4,2,,,,,"10,823"
Vistria Group,https://www.crunchbase.com/organization/vistria-group,6,1,"Chicago, Illinois, United States","The Vistria Group is focused on making investments in middle market companies in healthcare, education and financial services",Private Equity Firm,,6,,5,,1,,,,"10,825"
Realio,https://www.crunchbase.com/organization/realio,,,"New York, New York, United States",Realio is a multi-strategy digital private equity firm.,,,,,,,,,,,"10,826"
China Capital Management,https://www.crunchbase.com/organization/china-capital-management,36,2,"Beijing, Beijing, China",China Capital Management is a direct investment business institutions for securities companies.,Private Equity Firm,Private Equity,35,,14,,2,,,,"10,827"
Grain Management,https://www.crunchbase.com/organization/grain-management,1,1,"Sarasota, Florida, United States",Grain Management is a private equity firm focused on investments in the communications sector.,Private Equity Firm,Private Equity,1,,,1,1,,,,"10,828"
Zhejiang Merit Interactive Network Technology,https://www.crunchbase.com/organization/zhejiang-merit-interactive-network-technology,1,,"Jingan, Shanghai, China",Zhejiang Merit Interactive Network Technology develops enterprise software products.,,,1,,1,,,,,,"10,829"
Camping World,https://www.crunchbase.com/organization/camping-world,2,,"Bowling Green, Kentucky, United States",Camping World is an American corporation specializing in selling parts and service for recreational vehicles and supplies for camping.,,,1,,1,,,,,,"10,831"
The Weather Channel,https://www.crunchbase.com/organization/the-weather-channel,1,1,"Atlanta, Georgia, United States",The Weather Channel is a news website reporting weather conditions of various locations around the world.,,,1,,,,1,,,,"10,832"
eBrands,https://www.crunchbase.com/organization/ebrands-vc,3,2,"Scottsdale, Arizona, United States","EBrands is a firm that builds, invests in, and buys companies.",,,3,,,,2,,,,"10,859"
Mass General Brigham,https://www.crunchbase.com/organization/mass-general-brigham-innovations,13,3,"Somerville, Massachusetts, United States",Mass General Brigham specializes in providing medical treatments and health diagnostics services.,,,10,,1,3,3,,,,"10,835"
Hexindai,https://www.crunchbase.com/organization/hexindai,1,,"Beijing, Beijing, China",Hexindai operates a consumer lending marketplace that facilitates loans in China.,,,1,,1,,,,,,"10,836"
Lone Wolf Technologies,https://www.crunchbase.com/organization/lone-wolf-real-estate-technologies,2,,"Cambridge, Ontario, Canada","Lone Wolf Technologies is in real estate solutions and services with almost 10,000 offices utilizing their fully integrated product lines.",,,1,,,,,,,,"10,869"
Energy Impact Partners,https://www.crunchbase.com/organization/energy-impact-partners,126,17,"New York, New York, United States",Energy Impact Partners is a collaborative strategic investment firm that invests in energy companies.,Venture Capital,,91,,70,11,17,,,,"10,837"
Cryowar,https://www.crunchbase.com/organization/cryowar,1,,"Sofia, Grad Sofiya, Bulgaria",Cryowar is next-gen blockchain gaming software.,,,1,,,,,,,,"10,839"
Unio Capital,https://www.crunchbase.com/organization/unio-capital,,,"Princeton, New Jersey, United States",Unio Capital is a asset management firm.,Private Equity Firm,,,,,,,,,,"10,840"
Gemba Capital,https://www.crunchbase.com/organization/gemba-capital,43,2,"Bangalore, Karnataka, India",Gemba Capital invest in seed and pre-seed rounds in tech startups from India,"Family Investment Office, Micro VC, Syndicate","Early Stage Venture, Seed",35,,4,,2,,,,"10,841"
Adam Weiss,https://www.crunchbase.com/person/adam-weiss-cf0d,,,"New York, New York, United States",Adam Weiss is the Founder and CEO of Keepsake Frames. He attended University of Virginia in 2002.,,,,,,,,,,,"10,843"
Cantos,https://www.crunchbase.com/organization/cantos-ventures,95,8,"San Francisco, California, United States","A pre-seed firm obsessively pursuing the near frontier – where software, hardware, & wetware intersect.","Micro VC, Venture Capital","Early Stage Venture, Seed",68,,7,28,8,,,,"10,844"
The Mars Agency,https://www.crunchbase.com/organization/the-mars-agency,1,,"Southfield, Michigan, United States",The Mars Agency offers businesses with solutions and advisory services that focus on developing brand engagement.,,,1,,,1,,,,,"10,845"
CDC Group,https://www.crunchbase.com/organization/cdc-group,122,24,"London, England, United Kingdom",CDC is the UK's development finance institution.,"Government Office, Venture Capital","Early Stage Venture, Late Stage Venture",93,,57,1,24,,,,"10,846"
BroadOak Capital Partners,https://www.crunchbase.com/organization/broadoak-capital-partners,26,6,"Bethesda, Maryland, United States","BroadOak Capital Partners, LLC is a privately held investment bank with a comprehensive focus on the life sciences industry.",Investment Bank,,21,,15,4,6,,,,"10,847"
Govtech Fund,https://www.crunchbase.com/organization/govtech-fund,31,4,"San Francisco, California, United States","Govtech Fund is a venture capital firm that finances early, seed, and later stage companies.",Micro VC,"Early Stage Venture, Late Stage Venture, Seed",22,,4,6,4,,,,"10,849"
Qilu Tianhe Pharmaceutical,https://www.crunchbase.com/organization/qilu-tianhe-pharmaceutical,,,"Jinan, Shandong, China",Qilu Tianhe Pharmaceutical specializes in developing and manufacturing of generic drugs and active pharmaceutical ingredients.,,,,,,,,,,,"10,850"
Launchbay Capital,https://www.crunchbase.com/organization/digital-horizon,41,4,"London, England, United Kingdom",Multi-stage investment firm committed to creating liquidity in the venture ecosystem,Venture Capital,"Early Stage Venture, Late Stage Venture, Venture",38,,3,1,4,,,,"10,852"
Daytona Homes,https://www.crunchbase.com/organization/daytona-properties,,,"Edmonton, Alberta, Canada",Daytona Homes is a property development company that renovates and re-lease of existing buildings.,,,,,,,,,,,"10,853"
Golden Section,https://www.crunchbase.com/organization/golden-section-3a4e,36,1,"Houston, Texas, United States",Golden Section is a founders studio and venture capital fund.,"Venture Capital, Venture Debt","Debt, Early Stage Venture, Seed, Venture",34,,17,7,1,,,,"10,876"
