Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
BH Ventures,https://www.crunchbase.com/organization/bh-ventures,1,,,BH Ventures is a venture capital firm.,Venture Capital,,1,,,,,,,,"42,000"
Queen City Fintech,https://www.crunchbase.com/organization/qc-fintech,55,3,"Charlotte, North Carolina, United States",Queen City Fintech is a fintech-exclusive accelerator program that leverages its extensive network within the financial services sector.,Accelerator,Seed,54,,27,11,3,On-Site,2020-08-01,12,"42,002"
Shy Datika,https://www.crunchbase.com/person/shy-datika,3,1,"Israel, Asia",Shy Datika is the Founder and President of INX Limited. Shy Datika attended Tel Aviv University. He attended Tel Aviv University.,Individual/Angel,Seed,3,,,,1,,,,"42,004"
Steven Binetter,https://www.crunchbase.com/person/steven-binetter,,,"New York, New York, United States",Steven Binetter is a portfolio manager at Marshall Wace. He attended UNSW.,Investment Partner,,,1,,,,,,,"42,005"
Kamarul A Muhamed,https://www.crunchbase.com/person/kamarul-muhamed,,,,My two key passions have always been Aviation and IT – but I didn’t start out that way. I studied and worked in the city of London for 10 ye...,,,,,,,,,,,"42,008"
RiverGlade Capital,https://www.crunchbase.com/organization/riverglade-capital,,,"Chicago, Illinois, United States",RiverGlade Capital is a growth-oriented private equity firm that invests in healthcare services companies. ,Private Equity Firm,,,,,,,,,,"42,009"
Paul Allen,https://www.crunchbase.com/person/paul-allen,6,,"Seattle, Washington, United States",Paul Allen is the co-Founder of Vulcan Inc. He previously worked at Microsoft as a Co-Founder. Paul Allen attended Washington State Universi...,"Investment Partner, Individual/Angel",Seed,6,8,1,,,,,,"42,000"
Harper James,https://www.crunchbase.com/organization/harper-james-solicitors,1,,"Birmingham, Birmingham, United Kingdom",Full service national commercial law firm,,,1,,1,,,,,,"42,014"
BETPLAY138 HATI HATI DENGAN SITUS PENIPUAN DAN SCAM BERAT,https://www.crunchbase.com/person/himanshi-kela,1,1,,"BETPLAY138 adalah situs penipuan dan scam nomer 1 di Indonesia, waspada bagi para pemain slot karena situs ini penipu",Individual/Angel,,1,,,,1,,,,"42,001"
Enrico Pandian,https://www.crunchbase.com/person/enrico-pandian,5,1,"Milano, Lombardia, Italy",Enrico Pandian is the Co-Founder and CEO of StartupGym and the Founder of FrescoFrigo. He previously worked at Checkout Technologies as a Co...,"Investment Partner, Individual/Angel",Seed,4,1,,2,1,,,,"42,002"
Octane,https://www.crunchbase.com/organization/octane-dafb,1,,"Kingston, Ontario, Canada","Octane is a medical technology company with the most advanced bioreactors, bioprocesses and biomaterials.",,,1,,,,,,,,"42,003"
