Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Michael Nall,https://www.crunchbase.com/person/michael-nall,,,"Chicago, Illinois, United States",Michael Nall is the Co-Founder of MidMarket Place.,,Private Equity,,,,,,,,,"153,611"
Maja Equity Partners,https://www.crunchbase.com/organization/maja-equity-partners,,,"New York, New York, United States",Maja Equity Partners is a venture capital and early-stage investment firm.,Venture Capital,,,,,,,,,,"153,612"
IPR Venture Capital,https://www.crunchbase.com/organization/ipr-venture-capital,,,"Tokyo, Tokyo, Japan",IPR Venture Capital is a independent venture capital firm.,Venture Capital,,,,,,,,,,"153,616"
Zhuhai Hengqin Lehong Investment Management,https://www.crunchbase.com/organization/zhuhai-hengqin-lehong-investment-management,1,,"Zhuhai, Guangdong, China",Zhuhai Hengqin Lehong Investment Management is an investment firm.,,,1,,,,,,,,"153,617"
Kate Brodock,https://www.crunchbase.com/person/kate-brodock-35b5,2,,,Kate Brodock,"Investment Partner, Individual/Angel",,2,3,,2,,,,,"153,618"
Shanghai Huaxiaranchuang Information Technology,https://www.crunchbase.com/organization/shanghai-huaxiaranchuang-information-technology,2,,,Shanghai Huaxiaranchuang Information Technology,,,2,,2,,,,,,"153,620"
Sufishent,https://www.crunchbase.com/organization/sufishent,1,,,Sufishent is a venture capital investment firm.,,,1,,1,,,,,,"153,621"
Miguel Angel Rodriguez,https://www.crunchbase.com/person/miguel-angel-rodriguez-4c6a,,,"Madrid, Madrid, Spain",Miguel Angel Rodriguez Caveda is a CEO and President of the Board at BeHappy Investments.,Investment Partner,,,2,,,,,,,"153,624"
"Alan ""Al"" Carnrite",https://www.crunchbase.com/person/alan-al-carnrite,,,"Houston, Texas, United States","Alan Carnrite is a Founder & CEO at The CARNRITE Group. He Attended The CARNRITE Group, LLC.",Investment Partner,,,1,,,,,,,"153,625"
Kristopher Koka,https://www.crunchbase.com/person/kristopher-koka-35ba,,,"New York, New York, United States",Kristopher Koka - Board Member @ Comprehend Systems,Investment Partner,,,1,,,,,,,"153,626"
Jacopo Marello,https://www.crunchbase.com/person/jacopo-marello,,,"Florence, Toscana, Italy",Founder at Nana Bianca.,Investment Partner,,,1,,,,,,,"153,632"
Target Global Fintech Opportunities Fund,https://www.crunchbase.com/organization/target-global-fintech-opportunities-fund,1,,,Target Global Fintech Opportunities Fund,,,1,,1,,,,,,"153,634"
California Medical Innovations,https://www.crunchbase.com/organization/california-medical-innovations,,,"Pomona, California, United States","California Medical Innovations is a custom formulator and compounder of natural rubber latex, plastisols, and thermoplastic elastomers.",,,,,,,,,,,"153,636"
Present Your Startup,https://www.crunchbase.com/organization/present-your-startup,,,"Haarlem, Noord-Holland, The Netherlands",Present Your Startup is an accelerator program.,Accelerator,Seed,,,,,,,2019-12-04,,"153,643"
