Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Cisco Ruixin Capital,https://www.crunchbase.com/organization/cisco-ruixin-capital,2,,,Cisco Ruixin Capital is an investment firm.,,,2,,1,,,,,,"130,206"
John Paton,https://www.crunchbase.com/person/john-paton,1,1,"Denver, Colorado, United States",John Paton is the Executive Chairman at Boat International Media. John attended Harvard University Graduate School of Business Administrstio...,Individual/Angel,Seed,1,,,,1,,,,"130,207"
Brahmal Vasudevan,https://www.crunchbase.com/person/brahmal-vasudevan,,,"Kuala Lumpur, Kuala Lumpur, Malaysia","Brahmal founded Creador in 2011. He previously spent 11 years as a General Partner and Managing Director of ChrysCapital, a leading private ...",Investment Partner,,,3,,,,,,,"130,209"
Artemon Capital,https://www.crunchbase.com/organization/artemon-capital,1,,"Zürich, Zurich, Switzerland","Artemon is a Swiss investment boutique,it is a tailor-made financing solutions .",Venture Debt,,1,,1,,,,,,"130,217"
Mikko Kuitunen,https://www.crunchbase.com/person/mikko-kuitunen,3,1,"Tampere, Western Finland, Finland",Mikko Kuitunen is the Founder and Executive Chair at Vincit. He attended Tampere University of Technology 1965-2018.,"Investment Partner, Individual/Angel",,2,1,,,1,,,,"130,226"
Hans-Ulrich Doerig,https://www.crunchbase.com/person/hans-ulrich-doerig,2,,"Zumikon, Zurich, Switzerland",Hans-Ulrich Doerig is the Chairman of the Board of Directors and the Chairman’s and Governance Committee of Credit Suisse Group (since April...,Individual/Angel,Seed,1,,,,,,,,"130,227"
Sarah Nolet,https://www.crunchbase.com/person/sarah-nolet,,,"Australia, Oceania",Sarah Nolet is the Co-Founder and General Partner at Tenacious Ventures. Sarah attended Massachusetts Institute of Technology.,Investment Partner,,,4,,,,,,,"130,231"
Crossland Mortgage Corp.,https://www.crunchbase.com/organization/crossland-mortgage-corp,,,"Salt Lake City, Utah, United States",Crossland Mortgage Corp. provides mortgage banking and lending services.,,,,,,,,,,,"130,239"
Alli Webb,https://www.crunchbase.com/person/alli-webb,1,,"Irvine, California, United States","Alli transformed the beauty industry when she opened her first Drybar in 2010. Today, Drybar has more than 100 locations and a full product ...",Individual/Angel,,1,,,1,,,,,"130,200"
David McFarland,https://www.crunchbase.com/person/david-mcfarland,,,"Richmond, Virginia, United States",David McFarland is the Vice President of Investor Relations at Dominion Energy Technologies. He was a former Director of Private Equity at F...,,,,,,,,,,,"130,243"
