Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Mooring Ventures,https://www.crunchbase.com/organization/mooring-ventures,5,1,"San Diego, California, United States",Mooring Ventures is an investment firm focused on helping early-stage firms succeed.,,,3,,,,1,,,,"75,003"
Jonathan Greene,https://www.crunchbase.com/person/jonathan-greene-d8c7,,,"United Kingdom, Europe","I am currently the Chief Executive Officer of FVP Trade and am responsible for managing the company’s overall strategy, specifically in grow...",,,,,,,,,,,"75,009"
Christian Rokseth,https://www.crunchbase.com/person/christian-rokseth,4,1,"Stavanger, Rogaland, Norway",Christian Rokseth is dedicated and focused towards developing new and innovative communication solutions for enterprises. Since Christian Ro...,Individual/Angel,Seed,4,,,,1,,,,"75,011"
Emprende inHealth,https://www.crunchbase.com/organization/emprende-inhealth,6,,"Madrid, Madrid, Spain",Emprende inHealth is a customized program tailored to the project.,Accelerator,,6,,6,,,,,,"75,026"
JadeValue,https://www.crunchbase.com/organization/jadevalue,6,,"Xujiahui, Shanghai, China","JadeValue is a Fintech Incubator & Investor located in the heart of the financial center in Shanghai, Lujiazui.",Incubator,,6,,2,2,,,,,"75,000"
Sphera Small Cap Fund,https://www.crunchbase.com/organization/sphera-small-cap-fund,,,"Tel Aviv, Tel Aviv, Israel",Sphera Small Cap Fund is focused on long/short equity investments in small and micro- cap stocks of Israeli companies.,Private Equity Firm,,,,,,,,,,"75,001"
Tamim Jabr,https://www.crunchbase.com/person/tamim-jabr-4ab5,1,,"Saudi Arabia, Asia",Tamim Jabr is the executive director for international investments at Kingdom Holding Company. He attended Boston University.,Individual/Angel,,1,,,,,,,,"75,002"
Flavio Lobato,https://www.crunchbase.com/person/flavio-lobato,,,"New York, New York, United States","Flavio Lobato is the Co-Founder, Chairman, and CEO at Circular Wave Drive.",Investment Partner,,,4,,,,,,,"75,032"
Utum [x],https://www.crunchbase.com/organization/utum-x,1,,"Munich, Bayern, Germany",We bring science fiction to your doorstep,Venture Capital,Seed,1,,1,,,,,,"75,003"
Saracen Ventures,https://www.crunchbase.com/organization/saracen-ventures,1,,,Saracen Ventures is a venture capital company that focuses on certain groups and offers to explore new opportunities.,,,1,,1,,,,,,"75,005"
Boris Bogatin,https://www.crunchbase.com/person/boris-bogatin,,,"New City, New York, United States","Co-Founder and CEO of Catio, a cloud infrastructure platform enabling companies to excel with cloud native tech stacks, focused on tech stac...",,,,,,,,,,,"75,006"
N.R.Narayana Murthy,https://www.crunchbase.com/person/n-r-narayana-murthy,3,,"Bangalore, Karnataka, India",Mr. N. R. Narayana Murthy is the Chairman of the Board and Chief Mentor of Infosys Technologies Limited. He founded Infosys in 1981 along wi...,Individual/Angel,Seed,3,,1,,,,,,"75,007"
Beijing Financial Street Capital Operation Center,https://www.crunchbase.com/organization/beijing-financial-street-capital-operation-center,11,1,"Beijing, Beijing, China",Beijing Financial Street Capital Operation Center is the only state-owned capital operation enterprise.,Venture Capital,,11,,8,,1,,,,"75,009"
Sansan Japan,https://www.crunchbase.com/organization/sansan-japan,,,"Tokyo, Tokyo, Japan",Sansan is an information technology company.,,,,,,,,,,,"75,010"
Boris Bystrov,https://www.crunchbase.com/person/boris-bystrov-0f72,,,"Greenwich, Connecticut, United States","Boris Bystrov is a managing Director at Mercuria Energy. Boris Bystrov attended Questrom School of Business, Boston University.",Investment Partner,,,2,,,,,,,"75,011"
Eerik Oja,https://www.crunchbase.com/person/eerik-oja,1,,"Johannesburg, NA - South Africa, South Africa",Eerik Oja is a Co-Founder and Chief Executive Officer at Planet42.,Individual/Angel,,1,,,,,,,,"75,012"
Metacrew,https://www.crunchbase.com/organization/metacrew,1,,"Osnabrück, Niedersachsen, Germany",Metacrew operate Germany's subscription commerce businesses.,,,1,,,,,,,,"75,034"
Rajeev Motwani,https://www.crunchbase.com/person/rajeev-motwani,12,7,"Ingolstadt, Bayern, Germany","Rajeev Motwani currently works as a Data Scientist at MediaMarktSaturn. Rajeev was a professor of computer science at Stanford University, w...",Individual/Angel,Seed,12,,1,1,7,,,,"75,013"
Fulton-Carroll Center,https://www.crunchbase.com/organization/fulton-carroll-center,,,"Chicago, Illinois, United States",Fulton-Carroll Center is an incubation program platform that provides business assistance to small business tenants.,Incubator,,,,,,,,,,"75,014"
Patrick Hogan,https://www.crunchbase.com/person/patrick-hogan-2,,,"San Francisco, California, United States",Helping businesses have better customer conversations at Tenfold. I grew up around a business that knew every customer by name. My mission i...,,Seed,,,,,,,,,"75,015"
Colin Evans,https://www.crunchbase.com/person/colin-evans,4,1,"San Francisco, California, United States","Colin M. Evans is the Founder and Managing Partner of Sandwith Ventures,LLC, a San Francisco and Philadelphia based investment firm focusing...","Investment Partner, Individual/Angel",Seed,4,1,,2,1,,,,"75,017"
The 97 Fund,https://www.crunchbase.com/organization/the-97-fund,2,,"Kampala, Kampala, Uganda",The 97Fund hands on approach to help entrepreneurs to increase their chance of success by providing access to capital and funding.,,,2,,,,,,,,"75,038"
Kirk C. Syme,https://www.crunchbase.com/person/kirk-c-syme,,,"San Francisco, California, United States",Kirk C. Syme is a Partner at Brooklands Capital Strategies.,,,,,,,,,,,"75,037"
Brian Goldberg,https://www.crunchbase.com/person/brian-goldberg-9c91,2,,"Austin, Texas, United States",Brian Goldberg is the Founder and Managing Director at Redbud Brands.,Individual/Angel,,2,,1,,,,,,"75,018"
Daesung Investment,https://www.crunchbase.com/organization/daesung-investment-2,14,1,,Daesung Investment,Venture Capital,,14,,,,1,,,,"75,019"
Prakash Asphaltings & Toll Highways,https://www.crunchbase.com/organization/prakash-asphaltings-toll-highways,1,,"Indore, Madhya Pradesh, India",Prakash Asphaltings & Toll Highways operates as a construction company.,,,1,,1,,,,,,"75,020"
