Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
IQ Investor Alliance,https://www.crunchbase.com/organization/iq-investor-alliance,1,,,VC,,,1,,,,,,,,"121,800"
WT Investment Advisors Fund,https://www.crunchbase.com/organization/wt-investment-advisors-fund,3,1,"Oshkosh, Wisconsin, United States",WT Investment Advisors Fund is a privately held American biotechnology companies.,Private Equity Firm,Private Equity,1,,,,1,,,,"121,801"
Doug Smith,https://www.crunchbase.com/person/doug-smith,,,,"Douglas Smith is a Vice President and principal of Wesray Capital, LLC and Van Beuren Management, Inc. (family office of Wesray principals) ...",,,,,,,,,,,"121,804"
Barry Sandweiss,https://www.crunchbase.com/person/barry-sandweiss,,,"Saint Louis, Missouri, United States","Barry Sandweiss is the Co-Founder and Director of FinLocker and a General Partner at Cultivation Capital. In 2000, he co-founded Lenders One...",Investment Partner,,,7,,,,,,,"121,807"
Industrial Bank of Taiwan,https://www.crunchbase.com/organization/industrial-bank-of-taiwan,3,2,"Taipei, T'ai-pei, Taiwan",Industrial Bank of Taiwan (IBT) has been committed to establishing teamwork and professionalism.,Investment Bank,Early Stage Venture,3,,,,2,,,,"121,808"
DTR Ventures,https://www.crunchbase.com/organization/dtr-ventures-2,,,"Cedarville, Ohio, United States",DTR Ventures is an  investment holding company.,Venture Capital,Early Stage Venture,,,,,,,,,"121,818"
Broad Gongga Investment,https://www.crunchbase.com/organization/broad-gongga-investment,2,1,"Singapore, Central Region, Singapore",Broad Gongga Investment is a subsidiary of Boyu Capital.,Corporate Venture Capital,,1,,2,,1,,,,"121,820"
Obabtc Wurld,https://www.crunchbase.com/person/zahir-jooma,,,,Obabtc wurld is the new Founder and owner of Icebox Diamonds and Watches. Investors and Entrepreneurs to other companies worldwide…,,,,,,,,,,,"121,836"
Rhea Capital Management,https://www.crunchbase.com/organization/rhea-capital-management,,,"Los Angeles, California, United States",Investment Company,Venture Capital,"Early Stage Venture, Late Stage Venture",,,,,,,,,"121,839"
Sonny Singh,https://www.crunchbase.com/person/sonny-singh-3,1,1,"San Francisco, California, United States",Sonny Singh is an Advisor at Lumia Capital,Individual/Angel,Seed,1,,,,1,,,,"121,841"
Rohit Chadda,https://www.crunchbase.com/person/rohit-chadda-2,1,,"New Delhi, Delhi, India","Rohit Chadda is the co-founder & Managing Director of foodpanda.com, an online food ordering company that is present in over 40 countries wo...",Individual/Angel,Seed,1,,1,,,,,,"121,843"
Moody Foundation,https://www.crunchbase.com/organization/moody-foundation,3,,"Galveston, Texas, United States",Moody Foundation is a charitable foundation,,,3,,3,,,,,,"121,855"
Balgrist Beteiligungs AG,https://www.crunchbase.com/organization/balgrist-beteiligungs-ag,2,,,Investition in die Zukunft. Vom Patientenbedürfnis zum Patientennutzen.,"Accelerator, Venture Capital",,1,,1,,,,,,"121,861"
Kimmy Paluch,https://www.crunchbase.com/person/kimmy-paluch,,,"United States, North America",Kimmy Paluch,,,,,,,,,,,"121,865"
