Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Next Holding,https://www.crunchbase.com/organization/next-holding,1,,"Firenze, Toscana, Italy","Next Holding a single-family office, In which the assets, numerous entrepreneurial activities of the Andrea Manganelli family are controlled",Family Investment Office,,1,,,,,,,,"54,012"
DBR Ventures,https://www.crunchbase.com/organization/dbr-ventures,2,,"Kanpur, Uttar Pradesh, India",DBR Ventures is the investment Firm.,,,2,,,,,,,,"54,019"
Alex Payne,https://www.crunchbase.com/person/alex-payne,6,3,"Portland, Oregon, United States","Alex Payne the co-founder and CTO of BankSimple, an online banking disruption startup. Previously he was an Engineer at [Twitter](http://www...",Individual/Angel,Seed,6,,,1,3,,,,"54,021"
Audrey's Kitchen,https://www.crunchbase.com/organization/audrey-s-kitchen,4,,"Pittsburgh, Pennsylvania, United States",Audrey's Kitchen is a family investment office.,Family Investment Office,,3,,,1,,,,,"54,026"
Dino Verbrugge,https://www.crunchbase.com/person/dino-verbrugge-6acf,,,,"Dino is the Co-Founder of DV Chain. He is also the Co-founder and Chairman of DV Trading, a proprietary trading and market making firm based...",Investment Partner,,,1,,,,,,,"54,030"
Tai LIN,https://www.crunchbase.com/person/tai-tai-1820,1,,"Singapore, Asia",Tai LIN is the Managing Partner of Proterra Asia at Proterra Investment Partners Asia. Tai attended WU (Vienna University of Economics and B...,"Investment Partner, Individual/Angel",,1,4,,,,,,,"54,032"
Minal Hasan,https://www.crunchbase.com/person/minal-hasan,4,1,"San Francisco, California, United States",Minal Hasan is Founder and General Partner at Cyphr.,Individual/Angel,,3,,,1,1,,,,"54,037"
Winkrypto,https://www.crunchbase.com/organization/winkrypto,4,,"Singapore, Central Region, Singapore","Winkrypto is a post-investment services firm based in Singapore, focusing on decrypting the code of integrated marketing communication.",,,4,,,,,,,,"54,044"
Beacon Capital Management,https://www.crunchbase.com/organization/beacon-capital-management,,,"Dayton, Ohio, United States",Beacon Capital Management is an investment advisory firm.,Investment Bank,,,,,,,,,,"54,046"
MTT Ventures,https://www.crunchbase.com/organization/mtt-ventures,1,,"Chicago, Illinois, United States",Redefining relationships between early stage investors and founders,"Micro VC, Venture Capital",Early Stage Venture,1,,,1,,,,,"54,000"
Jojo Flores,https://www.crunchbase.com/person/jojo-flores,,,"San Francisco, California, United States",Jojo is currently involved in the overall strategic planning and prioritizing of Plug and Play. Jojo’s immediate focus is on building strate...,,,,,,,,,,,"54,001"
Kaamos,https://www.crunchbase.com/organization/kaamos-02a3,3,,"Tallinn, Harjumaa, Estonia","Kaamos is an investment management firm that invests in the construction, real estate, energy sector, and wood industry.",Family Investment Office,,3,,,,,,,,"54,002"
Lewis Capital LLC,https://www.crunchbase.com/organization/lewis-capital-llc,,,"Beverly Hills, California, United States","Lewis Capital LLC is a investment firm specializing in asset management for high net worth individuals, family groups and institutions.",Private Equity Firm,,,,,,,,,,"54,066"
Paul Lee,https://www.crunchbase.com/person/paul-lee,2,,"Chicago, Illinois, United States","Paul is currently CEO and Co-founder of 11 RONIIN, a venture studio.  Previously, Paul was a General Partner at Lightbank, a venture capital...","Investment Partner, Individual/Angel",Seed,2,13,,2,,,,,"54,003"
Adam Levene,https://www.crunchbase.com/person/adam-levene,1,,"London, England, United Kingdom",Adam Levene is the Founder of HERO®.,Individual/Angel,,1,,,,,,,,"54,067"
Uranium One,https://www.crunchbase.com/organization/uranium-one,1,1,"Toronto, Ontario, Canada",Uranium One is a uranium producer based out of Canada.,,,1,,1,,1,,,,"54,004"
Kasa Brandt,https://www.crunchbase.com/organization/kasa-brandt,2,,"Hamburg, Hamburg, Germany",Family Office,Family Investment Office,,1,,,,,,,,"54,007"
Flock Specialty Finance,https://www.crunchbase.com/organization/flock-specialty-finance,1,,"Atlanta, Georgia, United States",Flock portfolio funding for established originators and purchasers of distressed and below-prime consumer credit obligations.,,,1,,1,1,,,,,"54,069"
Shanghai Baison Software Co,https://www.crunchbase.com/organization/shanghai-baison-software-co,1,,"Shanghai, Shanghai, China",Shanghai Baison Software Co provide management systems for retail companies.,,,1,,,,,,,,"54,008"
MD Capital,https://www.crunchbase.com/organization/md-capital,2,,"Baltimore, Maryland, United States",MD Capital is an advisory and consulting service for wealthy indiviuals and institutions.,,Private Equity,2,,,,,,,,"54,009"
John Malloy,https://www.crunchbase.com/person/john-malloy,,,"Menlo Park, California, United States","John Malloy, the Partner, co-founded BlueRun Ventures and is based in Menlo Park. John has successfully invested in a broad spectrum of tech...",Investment Partner,Seed,,37,,,,,,,"54,010"
NSW Treasury Corporation,https://www.crunchbase.com/organization/nsw-treasury-corporation,1,,"Sydney, New South Wales, Australia",NSW Treasury Corporation is the central borrowing authority for the State of New South Wales,,,1,,,,,,,,"54,011"
Amicus Capital Partners,https://www.crunchbase.com/organization/amicus-capital-partners,8,1,"Chicago, Illinois, United States",Amicus Capital Partners a Chicago Illinios based private equity investment firm.,Private Equity Firm,,7,,5,,1,,,,"54,072"
Abhi Kumar,https://www.crunchbase.com/person/abhi-kumar-85b5,2,,"India, Asia",Abhi Kumar currently works as the Partner for M12. He previously worked at Microsoft as the Director. He attended Northwestern University - ...,"Investment Partner, Individual/Angel",,2,8,,,,,,,"54,013"
Startup Sauna,https://www.crunchbase.com/organization/startup-sauna-2,5,1,"Espoo, Southern Finland, Finland",Startup Sauna is an accelerator focusing on raising the valuation of seed-stage startups.,Co-Working Space,,5,,4,,1,,,,"54,012"
Lingyi capital,https://www.crunchbase.com/organization/lingyi-capital,3,,"Beijing, Beijing, China",Lingyi capital is an venture capital institution investing in early-stage start-ups and growth-stage companies.,Venture Capital,,3,,2,,,,,,"54,014"
Chris Greendale,https://www.crunchbase.com/person/chris-greendale,,,"Boston, Massachusetts, United States","Chris Greendale is the founder, chairman, and the chief executive officer of Cloud Technology Partners, a Massachusetts-based company that d...",Investment Partner,,,8,,,,,,,"54,016"
Invest Nova Scotia Accelerate,https://www.crunchbase.com/organization/invest-nova-scotia-accelerate,11,,"Halifax, Nova Scotia, Canada",Invest Nova Scotia Accelerate focus on early stage startups in technology companies.,Accelerator,"Grant, Non Equity Assistance",11,,11,,,,,,"54,074"
TC Capital,https://www.crunchbase.com/organization/tc-capital,2,,"Singapore, Central Region, Singapore","TC Capital is a investment bank which provides corporate finance, private capital transactions.",Private Equity Firm,,1,,1,,,,,,"54,075"
Maxim Barskiy,https://www.crunchbase.com/person/maxim-barskiy-5e03,,,"Miami, Florida, United States","20 years of experience engaging multibillion-dollar public and private companies as a founder, active investor, and CEO for extremely rapid ...",,,,,,,,,,,"54,017"
Prophetic Capital Partners,https://www.crunchbase.com/organization/prophetic-capital-partners,1,,,Prophetic Capital Partners operates as an investment firm.,Venture Capital,,1,,1,,,,,,"54,018"
Silkroad Property Partners,https://www.crunchbase.com/organization/silkroad-property-partners,,,"Singapore, Central Region, Singapore","SilkRoad has a disciplined, research driven investment approach",Venture Capital,,,,,,,,,,"54,019"
e1 ventures,https://www.crunchbase.com/organization/e1-ventures,,,"San Francisco, California, United States","E1 Ventures collaborates with leading venture capital firms to co-invest in early-stage startups in sectors such as AI, Energy, and BioTech.",Venture Capital,"Early Stage Venture, Seed",,,,,,,,,"54,079"
Glenwood Private Equity,https://www.crunchbase.com/organization/glenwood-private-equity,,,"Seoul, Seoul-t'ukpyolsi, South Korea",Glenwood Private Equity is a leading alternative investment firm that primarily focuses on buyout opportunities in Korea.,Private Equity Firm,,,,,,,,,,"54,081"
IMAN Capital Partners,https://www.crunchbase.com/organization/iman-capital-partners,,,"London, England, United Kingdom",IMAN Capital is a London-based private investment firm principally focused on special situations opportunities across Europe.,Private Equity Firm,,,,,,,,,,"54,020"
Mohamad Makhzoumi,https://www.crunchbase.com/person/mo-makhzoumi,,,"Menlo Park, California, United States",Mohamad first joined NEA as an associate in 2000 and now co-heads the healthcare services and healthcare information technology investment p...,Investment Partner,,,44,,,,,,,"54,021"
Amana Investments,https://www.crunchbase.com/organization/amana-investments,1,,"Dubai, Dubai, United Arab Emirates",Amana Investments is a investment firm.,,,1,,,,,,,,"54,022"
Elliott Poppel,https://www.crunchbase.com/person/elliott-poppel,1,,"New York, New York, United States",Elliott Poppel - CEO & Founder @ General Collaboration,Individual/Angel,,1,,,,,,,,"54,023"
"Rise, A Barclays Company",https://www.crunchbase.com/organization/rise-global,1,,"London, England, United Kingdom",A global community designed to pioneer the future of financial services.,Venture Capital,,1,,,,,,,,"54,089"
Allievo Capital,https://www.crunchbase.com/organization/allievo-capital,10,,"São Paulo, Sao Paulo, Brazil",An ambidextrous & coherent private investments machine.,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture, Private Equity, Venture",10,,1,,,,,,"54,092"
Startup Studio Monterrey,https://www.crunchbase.com/organization/startup-studio-monterrey,8,,"Monterrey, Nuevo Leon, Mexico","Startup Studio Monterrey provides acceleration, connections, funding & resources for tech-based startups.",Accelerator,Seed,8,,6,,,,,,"54,024"
Open TV Corp,https://www.crunchbase.com/organization/open-tv-corp,1,,"San Francisco, California, United States",OpenTV or OpenTV Connectware is a software platform product line within the Nagra Digital Television Products & Services offering.,,,1,,,,,,,,"54,026"
Hollywood Foreign Press Association,https://www.crunchbase.com/organization/hollywood-foreign-press-association,29,,"West Hollywood, California, United States",Hollywood Foreign Press Association is a non-profit organization.,,,29,,29,3,,,,,"54,094"
Phoenix Technology,https://www.crunchbase.com/organization/phoenix-technology-b385,,,"Dubai, Dubai, United Arab Emirates",One of the pioneers in blockchain and cryptocurrency is Phoenix Technology.,,,,,,,,,,,"54,095"
NRJN Trust,https://www.crunchbase.com/organization/nrjn-trust,7,,"Bangalore, Karnataka, India",NRJN Trust is an investment company established by Nandan Nilekani.,Venture Capital,,2,,1,,,,,,"54,029"
Genexine,https://www.crunchbase.com/organization/genexine,5,2,"Seongnam, Kyonggi-do, South Korea",Genexine is a clinical stage biotechnology company focused on the development and commercialization of innovative immunotherapeutics.,,,5,,1,1,2,,,,"54,030"
Rishabh Katiyar,https://www.crunchbase.com/person/rishabh-katiyar,,,"New Delhi, Delhi, India",Rishabh Katiyar is the Vice President at Info Edge Ventures.He attended indian Institute of Management Ahmedabad.,Investment Partner,,,1,,,,,,,"54,031"
Shane Mac,https://www.crunchbase.com/person/shane-mac,6,,"Nashville, Tennessee, United States",Shane Mac is the Founder & General Partner of Logos Labs. Attended Western Illinois University.,"Investment Partner, Individual/Angel","Early Stage Venture, Seed, Venture",6,1,,,,,,,"54,033"
Bill Luby,https://www.crunchbase.com/person/bill-luby,3,1,"New York, New York, United States","Bill Luby a founding partner of Seaport, brings more than 30 years of private equity and merchant banking experience to Seaport. Mr. Luby is...","Investment Partner, Individual/Angel",Seed,3,4,1,,1,,,,"54,034"
Skyline Standard Holdings,https://www.crunchbase.com/organization/skyline-standard-holdings,2,,"New York, New York, United States",Skyline Standard Holdings is a investment firm.,,,1,,2,,,,,,"54,101"
Klotho Capital Partners,https://www.crunchbase.com/organization/klotho-captal-partners,,,"Central, Hong Kong Island, Hong Kong","Klotho Capital Partners is an investment firm focused on any particular sector, assembling a collection of innovative private businesses.",Venture Capital,"Early Stage Venture, Seed",,,,,,,,,"54,035"
