Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Jingye Investment,https://www.crunchbase.com/organization/jingye-investment,1,1,"Beijing, Beijing, China",Jingye Investment is an investment firm that offer investment management and asset management service.,,,1,,,,1,,,,"159,602"
Alexandre Stephan,https://www.crunchbase.com/person/alexandre-stephan,,,"São Paulo, Sao Paulo, Brazil",Alexandre Stephan is a partner at SP Ventures.,Investment Partner,Early Stage Venture,,1,,,,,,,"159,603"
Christian Horn,https://www.crunchbase.com/person/christian-horn-38f1,,,"Chicago, Illinois, United States",Christian Horn is an Associate at Cultivian Sandbox Ventures and Sandbox Industries and a Board Observer of Leaf Agriculture. He previously ...,Investment Partner,,,2,,,,,,,"159,607"
mailaogu.com,https://www.crunchbase.com/organization/mailaogu-com,1,,"Beijing, Beijing, China",mailaogu.com is an online platform that enables its users to buy and sell private equity.,,,1,,,,,,,,"159,600"
UK Global Screen Fund,https://www.crunchbase.com/organization/uk-global-screen-fund,5,,"Cambridge, Cambridgeshire, United Kingdom","UK Global Screen Fund (UKGSF) will target support across the screen sector, including film, TV, documentary, animation.",,,5,,5,,,,,,"159,601"
Kagan Çevik,https://www.crunchbase.com/person/kagan-çevik,1,,"Turkey, Europe",Founder,Individual/Angel,,1,,,,,,,,"159,602"
Daniel Klein,https://www.crunchbase.com/person/daniel-klein-ab1d,1,,"Owings Mills, Maryland, United States",Daniel Klein is a President at Klein Enterprises.,"Investment Partner, Individual/Angel",,1,1,,,,,,,"159,603"
First Union National Bank of Virginia,https://www.crunchbase.com/organization/first-union-national-bank-of-virginia,,,"Roanoke, Virginia, United States",First Union National Bank of Virginia is a company that specializes in financial services.,,,,,,,,,,,"159,604"
TS BSNT Thái Việt Nguyên,https://www.crunchbase.com/person/ts-bsnt-thái-việt-nguyên,,,,Thạc sĩ BSNT Thái Việt Nguyên đã tốt nghiệp chương trình Bác sĩ nội trú chuyên ngành Nội khoa và đồng thời đạt thành công trong việc bảo vệ ...,,,,,,,,,,,"159,609"
James Syrotiuk,https://www.crunchbase.com/person/james-syrotiuk,,,,James joined the Business Growth Fund in May 2012 as an Investment Manager in the Birmingham Investments Team. Prior to joining the BGF Jame...,Investment Partner,,,8,,,,,,,"159,605"
Seiji Ohara,https://www.crunchbase.com/person/seiji-ohara,,,"Koka, Shiga, Japan",Seiji Ohara is the President and CEO at Ohara Pharmaceutical.,Investment Partner,,,1,,,,,,,"159,606"
Garvin Hill Capital Partners,https://www.crunchbase.com/organization/garvin-hill-capital-partners,,,"Wellesley, Massachusetts, United States",Garvin Hill Capital Partners is a principal investment firm.,Private Equity Firm,Private Equity,,,,,,,,,"159,612"
Esenagro,https://www.crunchbase.com/organization/esenagro,1,,"Shanghai, Shanghai, China",Esenagro is a comprehensive service provider for global fresh product circulation.,,,1,,,,,,,,"159,607"
Mike Gausling,https://www.crunchbase.com/person/mike-gausling,,,"Bethlehem, Pennsylvania, United States","Prior to Originate Ventures, Mike was a co-founder and former CEO of OraSure Technologies (NASDAQ: OSUR), where he helped build the company ...",Investment Partner,,,2,,,,,,,"159,608"
Sebastien Lefevbre,https://www.crunchbase.com/person/sebastien-lefevbre,2,,,Sebastien Lefevbre - CEO @ Mesagraph,"Investment Partner, Individual/Angel",Seed,2,2,,,,,,,"159,610"
