Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Alexander Soukup,https://www.crunchbase.com/person/alexander-soukup,,,,Alexander Soukup has been COO (Chief Operations Officer) of HEROLD Business Data GmbH since October 2018. In September 2019 he was appointed...,,,,,,,,,,,"157,809"
Noam Bardin,https://www.crunchbase.com/person/noam-bardin,7,1,"Greater New York Area, United States, North America","Hailed as one of Business Insider's 100 Stars of Silicon Valley, Noam holds a B.A. in Economics from the Hebrew University and a Masters of ...",Individual/Angel,Seed,5,,,1,1,,,,"157,810"
WEBSTER & PORTER ASSOCIATES LTD,https://www.crunchbase.com/organization/webster-porter-associates-ltd,1,,,Investment Company,,,1,,,,,,,,"157,812"
ISA Sangwoon,https://www.crunchbase.com/organization/isa-sangwoon,1,,"Seoul, Seoul-t'ukpyolsi, South Korea",ISA Sangwoon,,,1,,,,,,,,"157,813"
Mahmoud Barakat,https://www.crunchbase.com/person/mahmoud-barakat,1,,"Cairo, Al Qahirah, Egypt",Mahmoud Barakat - Founder & CHO @ Werpx,Individual/Angel,Seed,1,,,,,,,,"157,814"
Alon Waks,https://www.crunchbase.com/person/alon-waks,1,,"New York, New York, United States","Alon Waks leads the Segment and Solution Marketing teams at 8x8. His organization drives all Go-to-market, pipeline activities, persona and ...",Individual/Angel,,1,,,1,,,,,"157,819"
Elizabeth Wells,https://www.crunchbase.com/person/elizabeth-wells-76cf,,,"United Kingdom, Europe","Elizabeth Wells is the Investment Director at SoftBank Investment Advisers. She attended University of California, Los Angeles.",Investment Partner,,,1,,,,,,,"157,821"
Nistadgruppen,https://www.crunchbase.com/organization/nistadgruppen,1,1,"Bergen, Hordaland, Norway",Nistadgruppen is an investment firm.,,,1,,1,,1,,,,"157,822"
Abdul Ali,https://www.crunchbase.com/person/abdul-ali-fa21,,,"Doha, Ad Dawhah, Qatar",Abdul Ali is the Chief Growth Officer at Thakaa Technologies. Abdul Ali attended the University of Lucknow.,,Seed,,,,,,,,,"157,826"
TiBrand Capital Ventures,https://www.crunchbase.com/organization/tibrand-capital-ventures,,,,TiBrand Capital Ventures is an investment-banking firm.,,,,,,,,,,,"157,800"
Germine Bouchnack,https://www.crunchbase.com/person/germine-bouchnack,,,"Egypt, Africa",Germine Bouchnack is an Associate and Egypt Operations Manager at Middle East Venture Partners (MEVP).,Investment Partner,,,1,,,,,,,"157,830"
