Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Stardust capital,https://www.crunchbase.com/organization/stardust-capital,1,,"Paris, Ile-de-France, France",Private investmend fund,,,1,,,1,,,,,"97,202"
Caigao Investment,https://www.crunchbase.com/organization/caigao-investment,1,,"Beijing, Beijing, China",Caigao Investment is an investment firm.,,,1,,1,,,,,,"97,209"
MaryBeth Wilkinson,https://www.crunchbase.com/person/marybeth-wilkinson,,,"Ann Arbor, Michigan, United States","MaryBeth Wilkinson is the Executive Vice President, Chief Legal Officer, and Corporate Secretary at KLA. She previously worked as the Senior...",,,,,,,,,,,"97,220"
J&J Development,https://www.crunchbase.com/organization/j-j-development,1,1,"San Antonio, Texas, United States","J&J Development, Inc. Custom Homes was established in 1989, but the building experience of Josef Zyskind and John Finch reaches back over",,,1,,,,1,,,,"97,221"
Michael Ellenbogen,https://www.crunchbase.com/person/michael-ellenbogen,,,"Cambridge, Massachusetts, United States","Ever since I can remember, I got excited about building new things. When I was 12, it was go-carts. My focus changed to cars through my more...",,,,,,,,,,,"97,223"
KBIZ,https://www.crunchbase.com/organization/kbiz-6aac,1,,"Yongdungpo, Seoul-t'ukpyolsi, South Korea",KBIZ is a support organization for small businesses in Korea.,,,1,,,,,,,,"97,229"
Allard Luchsinger,https://www.crunchbase.com/person/allard-luchsinger,,,"Amsterdam, Noord-Holland, The Netherlands",Allard joined Velocity Capital Private Equity in 2011. Velocity is a Dutch based venture capital firm that focuses on early stage fintech co...,Investment Partner,,,4,,,,,,,"97,234"
New Media Venture Partners,https://www.crunchbase.com/organization/new-media-venture-partners,2,1,"Phoenix, Arizona, United States",New Media Venture Partners is a holding company that finances companies enabling the creation and distribution of digital content.,Venture Capital,,2,,,,1,,,,"97,237"
Kevin Warsh,https://www.crunchbase.com/person/kevin-m-warsh,2,,"Stanford, California, United States",Kevin Warsh is the Shepard Family Distinguished Visiting Fellow in Economics at Stanford University’s Hoover Institution and Lecturer at Sta...,Individual/Angel,,2,,,,,,,,"97,241"
Phil Gordon,https://www.crunchbase.com/person/phil-gordon,2,,"Seattle, Washington, United States","Phil Gordon is CEO and founder of Jawfish Games, the industry leader in real-time multi-player tournaments for mobile and web.  Phil is best...",Individual/Angel,Seed,2,,,1,,,,,"97,244"
Pitchfork Capital,https://www.crunchbase.com/organization/the-pitchfork-capital,,,"Delhi, Delhi, India",Pitchfork Capital is an equity trading firm that creates great companies.,"Fund Of Funds, Hedge Fund, Investment Bank, Private Equity Firm",,,,,,,,,,"97,250"
Lancaster Group,https://www.crunchbase.com/organization/lancaster-group,1,1,"Hamilton, Ontario, Canada","Lancaster Group is a home of three distinct businesses that offer fabrication, sheet metal, HVAC, and mechanical services.",,,1,,1,,1,,,,"97,260"
Tandem Technologies,https://www.crunchbase.com/organization/tandem-technologies,,,"San Jose, California, United States",Tandem Technologies is a U.S.-based company that provides support facilities to founders of startups.,,,,,,,,,,,"97,262"
Greater Cincinnati Venture Association,https://www.crunchbase.com/organization/greater-cincinnati-venture-association,,,"Cincinnati, Ohio, United States",Greater Cincinnati Venture Association is a company that provides educational program services.,Venture Capital,,,,,,,,,,"97,221"
Minato Capital,https://www.crunchbase.com/organization/minato-capital,10,,"Ashiya, Hyogo, Japan",Minato Capital is an investment and consulting firm.,Private Equity Firm,,10,,,,,,,,"97,266"
