Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
NBCUniversal,https://www.crunchbase.com/organization/nbcuniversal,118,15,"New York, New York, United States","NBCUniversal is a media company that provides entertainment and news development, production, distribution, and marketing services.",,,111,,90,7,15,,,,"7,847"
The Twenty Minute VC,https://www.crunchbase.com/organization/the-twenty-minute-vc,42,1,"London, England, United Kingdom","TheTwentyMinuteVC is a twenty-minute VC podcast about finance, business development, and investment.",Micro VC,"Seed, Venture",39,,4,3,1,,,,"7,800"
Neva SGR,https://www.crunchbase.com/organization/neva-a608,28,1,"Turin, Piemonte, Italy",Neva SGR invests in startups with the potential to revolutionise the market and to grow on a global scale.,Venture Capital,"Early Stage Venture, Late Stage Venture",27,,8,,1,,,,"7,813"
Shiseido,https://www.crunchbase.com/organization/shiseido,6,1,"Tokyo, Tokyo, Japan","Shiseido offers the highest quality products in skincare, makeup, and fragrance.",,,5,,2,1,1,,,,"7,814"
SBI,https://www.crunchbase.com/organization/sbi-sales-benchmark-index,1,1,"Atlanta, Georgia, United States",SBI is a sales and marketing consultancy focused on helping B2B companies make the number.,,,1,,,,1,,,,"7,818"
Metropolitan Economic Development Association(MEDA),https://www.crunchbase.com/organization/metropolitan-economic-development-association-meda,6,,"Minneapolis, Minnesota, United States","Meda provides business consulting, access to capital, and market opportunities for minority entrepreneurs.",Accelerator,,6,,6,4,,,,,"7,800"
SmartSens Technology,https://www.crunchbase.com/organization/smartsens-technology,1,,"Shanghai, Shanghai, China",SmartSens Technology is a high-performance CMOS image sensor chip design company.,,,1,,,,,,,,"7,801"
Meridian Street Capital,https://www.crunchbase.com/organization/meridian-street-capital,41,3,"New York, New York, United States",Venture capital fund focused on early healthcare opportunities in the US.,Micro VC,"Early Stage Venture, Seed",29,,12,8,3,,,,"7,802"
Lotus Lake Ventures,https://www.crunchbase.com/organization/lotus-lake-ventures,53,6,"Beijing, Beijing, China",Lotus Lake Ventures is an investment firm committed to investing in science and technology innovation enterprises.,Venture Capital,"Early Stage Venture, Late Stage Venture",46,,9,,6,,,,"7,804"
Victoria Commercial Bank,https://www.crunchbase.com/organization/victoria-commercial-bank,1,,"Nairobi, Nairobi Area, Kenya","Victoria Commercial Bank is a financial institution that provides online banking, credit cards, and other financial services.",Investment Bank,,1,,1,,,,,,"7,830"
PipelBiz.com,https://www.crunchbase.com/organization/pipelbiz-com,45,3,"Tel Aviv, Tel Aviv, Israel",PipelBiz enables companies to raise capital from an unlimited number of investors without the need of a prospectus.,Venture Capital,"Crowdfunding, Early Stage Venture, Private Equity, Secondary Market, Seed",36,,,,3,,,,"7,806"
Heavybit,https://www.crunchbase.com/organization/heavybit-industries,88,19,"San Francisco, California, United States",Heavybit is the leading investor in dev-first companies with an unrivaled track record helping technical founders achieve breakout success.,"Accelerator, Venture Capital","Early Stage Venture, Seed, Venture",59,,10,11,19,Online,,,"7,807"
