Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Good Shepherd Rehabilitation Network,https://www.crunchbase.com/organization/good-shepherd-rehabilitation-network,1,,"Allentown, Pennsylvania, United States",Good Shepherd Rehabilitation Network is a nationally recognized physical rehabilitation provider.,,,1,,1,,,,,,"50,400"
VentureNursery,https://www.crunchbase.com/organization/venturenursery,17,2,"Mumbai, Maharashtra, India",VentureNursery (VN) is India’s first angel-backed start-up accelerator. Established in March 2012 by two like-minded Angel Investors,Accelerator,Seed,16,,9,,2,,,,"50,403"
Binder & Partners Ventures,https://www.crunchbase.com/organization/binder-partners-ventures,17,4,"Paris, Ile-de-France, France",Investment capital arm of Binder & Partners multi-family office,Venture Capital,"Convertible Note, Early Stage Venture, Secondary Market, Seed",15,,,1,4,,,,"50,405"
PrivateBancorp,https://www.crunchbase.com/organization/privatebancorp,3,,"Chicago, Illinois, United States",PrivateBancorp as a Delaware corporation in 1989 to provide highly personalized financial services.,,,3,,2,1,,,,,"50,408"
Albarest Partners,https://www.crunchbase.com/organization/albarest-partners,1,,"Lyon, Rhone-Alpes, France",Albarest Partners is a venture capital and private equity firm based in France.,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture, Private Equity",1,,,,,,,,"50,415"
Ambarish Gupta,https://www.crunchbase.com/person/ambarish-gupta,8,,"New York, New York, United States",Ambarish Gupta is the Founder & CEO of Basis Vectors.He attend to the Carnegie Mellon University - Tepper School of Business in 2005.,Individual/Angel,Seed,7,,2,1,,,,,"50,425"
Kaiyuan Capital International,https://www.crunchbase.com/organization/kaiyuan-capital-international,1,,"Hong Kong, Hong Kong Island, Hong Kong",Kaiyuan Capital International manages private equity real estate funds.,,,1,,,,,,,,"50,427"
Harshet Lunani,https://www.crunchbase.com/person/harshet-lunani,3,,"Jakarta, Jakarta Raya, Indonesia","Harshet Lunani is the founder of Qoala, a disruptive insure-tech company that leverages big data, machine learning, IoT and blockchain.",Individual/Angel,,3,,,,,,,,"50,432"
Liberty Advisor Group,https://www.crunchbase.com/organization/liberty-advisor-group,1,,"Chicago, Illinois, United States",We hired Liberty to provide an IT strategy for our growing organization.,,,1,,,,,,,,"50,436"
Babek Ismayil,https://www.crunchbase.com/person/babek-ismayil,2,1,"London, England, United Kingdom","Babek has over 10 years of experience working as credit derivatives, high yield and distressed debt trader at JP Morgan and 7 years as an an...",Individual/Angel,,2,,,,1,,,,"50,443"
Nutergia Laboratory,https://www.crunchbase.com/organization/nutergia-laboratory,1,,"Capdenac-gare, Midi-Pyrenees, France",Nutergia Laboratory is a manufacturer of healthcare products and nutritional supplements such as vitamins and lactic ferments.,,,1,,,,,,,,"50,445"
Matthias Seidel,https://www.crunchbase.com/person/matthias-seidel-8983,,,"Hamburg, Hamburg, Germany",Matthias Seidel is the Founder and Managing Director of Transfermarkt.de and a Managing Director of SCOUTASTIC GmbH. He attended Hanseatic A...,,,,,,,,,,,"50,400"
Jason Kelly,https://www.crunchbase.com/person/jason-kelly-2,,,"Boston, Massachusetts, United States",Jason Kelly co-founded Ginkgo BioWorks in 2008. The organism is the product at Ginkgo BioWorks. Ginkgo's organism engineers design microbes ...,Investment Partner,,,3,,,,,,,"50,402"
Docor International Management,https://www.crunchbase.com/organization/docor-international-management,23,8,"Tel Aviv, Tel Aviv, Israel",Docor International B.V. is a fully-owned subsidiary of Crecor B.V. Both Docor and Crecor were formed as wholly-owned subsidiaries of the,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity",16,,1,,8,,,,"50,403"
Fulcrum Capital Partners,https://www.crunchbase.com/organization/fulcrum-capital-partners,10,2,"Vancouver, British Columbia, Canada",Fulcrum Capital Partners provides flexible private equity solutions to the Canadian middle market.,Private Equity Firm,,10,,6,1,2,,,,"50,448"
AdAstral Funds,https://www.crunchbase.com/organization/adastral-funds,1,,"Pacific Palisades, California, United States",AdAstral Funds is a venture studio firm that invests in companies operating in the technology sectors.,Venture Capital,,1,,,,,,,,"50,449"
Broadpeak Ventures,https://www.crunchbase.com/organization/broadpeak-ventures,,,"Houston, Texas, United States",Broadpeak Ventures is an investment group specializing in early stage growth companies.,"Accelerator, Venture Capital","Early Stage Venture, Seed",,,,,,,,,"50,406"
EIM Capital,https://www.crunchbase.com/organization/eim-capital,,,"Paris, Ile-de-France, France",EIM Capital is an investment firm,Private Equity Firm,,,,,,,,,,"50,407"
Neo Technology Ventures,https://www.crunchbase.com/organization/neo-technology-ventures,6,3,"North Sydney, New South Wales, Australia","Neo Technology Ventures is an Australian venture capital firm specialising in early and expansion stage investments in the internet,",Venture Capital,"Early Stage Venture, Late Stage Venture",4,,2,,3,,,,"50,408"
Al Nahyan Abu Dhabi royal family,https://www.crunchbase.com/organization/al-nahyan-abu-dhabi-royal-family,1,,,Al Nahyan Abu Dhabi royal family is a family investment office.,Family Investment Office,,1,,1,,,,,,"50,409"
Alta Growth Capital,https://www.crunchbase.com/organization/alta-growth-capital,20,1,"Mexico City, Distrito Federal, Mexico",Alta Growth Capital is private equity fund management company focused on buyout investments in middle market companies.,Private Equity Firm,Private Equity,19,,3,1,1,,,,"50,410"
Mike Smerklo,https://www.crunchbase.com/person/mike-smerklo-2,1,,"Austin, Texas, United States",Michael Smerklo is the Co-Founder and Managing Director of Next Coast Ventures.,"Investment Partner, Individual/Angel",Seed,1,30,,,,,,,"50,457"
Bandwidth Capital,https://www.crunchbase.com/organization/bandwidth-capital,,,"San Francisco, California, United States",Bandwidth Capital is a boutique investment bank that specializes in strategic corporate capital for early-stage companies.,Investment Bank,,,,,,,,,,"50,458"
"Department of Industry, Innovation and Science",https://www.crunchbase.com/organization/department-of-industry-innovation-and-science,6,2,"Canberra, Australian Capital Territory, Australia",Their vision is to enable growth and productivity for globally competitive industries.,Government Office,,5,,5,,2,,,,"50,460"
Chris Anderson,https://www.crunchbase.com/person/chris-anderson,9,1,"Berkeley, California, United States",Chris Anderson is the CTO and COO of Kitty Hawk. He Previously worked at GeekDad as a Founder. Chris Anderson attended George Washington Uni...,Individual/Angel,Seed,8,,,1,1,,,,"50,411"
Alex Tran,https://www.crunchbase.com/person/alex-tran,,,"San Francisco, California, United States",Alex Tran is the Managing Director at General Catalyst. He attended Stanford University.,Investment Partner,,,5,,,,,,,"50,461"
Upstage Ventures,https://www.crunchbase.com/organization/upstage-ventures,31,10,"Ardsley, New York, United States",A firm that advises and invests in consumer Internet and interactive marketing companies .,Venture Capital,,28,,,5,10,,,,"50,462"
James Fickel,https://www.crunchbase.com/person/james-fickel-9af8,1,,,James Fickel,"Investment Partner, Individual/Angel",,1,1,,,,,,,"50,465"
IRIS Capital Investment,https://www.crunchbase.com/organization/iris-capital-investment,5,1,"Neuilly-sur-seine, Ile-de-France, France",IRIS Capital Investment is an independent provider of capital to publicly-listed companies.,Venture Capital,,4,,2,,1,,,,"50,412"
Fabio Mondini de Focatiis,https://www.crunchbase.com/person/fabio-mondini-de-focatiis,20,2,"Milan, Lombardia, Italy","Venture Partner, Eurazeo Investment International Venture Capitalist, Business Angel and SVP with >20 years experience in >20 countries, wi...",Individual/Angel,Seed,17,,7,,2,,,,"50,413"
Yifan Li,https://www.crunchbase.com/person/yifan-li,1,,"Shanghai, Shanghai, China","Dr. Yifan 'David' Li receives his PhD in Robotics from University of Illinois at Urbana-Champaign, and BS Degree from Tsinghua University. P...",Individual/Angel,,1,,1,,,,,,"50,469"
Magnate Capital Partners,https://www.crunchbase.com/organization/magnate-capital-partners,,,"Oak Brook, Illinois, United States",Magnate Capital Partners focuses on providing capital and business advisory services.,Venture Capital,,,,,,,,,,"50,415"
Metropolitan Transportation Commission,https://www.crunchbase.com/organization/metropolitan-transportation-commission,1,,"Oakland, California, United States","MTC connects the nine-county Bay Area’s communities by allocating regional, state and federal funds for transportation projects",,,1,,1,1,,,,,"50,416"
Sandeep Bhadra,https://www.crunchbase.com/person/sandeep-bhadra,1,,"Palo Alto, California, United States",Sandeep Bhadra is a Partner at Vertex Ventures.,"Investment Partner, Individual/Angel",Seed,1,14,,,,,,,"50,417"
SoldOut,https://www.crunchbase.com/organization/soldout,1,,"Tokyo, Tokyo, Japan",SoldOut operates as an online business support company.,,,1,,,,,,,,"50,473"
Akaris Global Partners,https://www.crunchbase.com/organization/akaris-global-partners,1,1,"New York, New York, United States",Akaris Global Partners invests in publicly-traded companies in major developed markets.,Venture Capital,Venture,1,,,,1,,,,"50,419"
Gan Kapital,https://www.crunchbase.com/organization/gan-kapital,3,,"Jakarta, Jakarta Raya, Indonesia",Gan Konsulindo is an inter-connected network of leading investment companies.,,,3,,,,,,,,"50,420"
365net,https://www.crunchbase.com/organization/house365-com,,,"Nanjing, Jiangsu, China",365net is a company focused on providing computer application services.,,,,,,,,,,,"50,421"
Gorham Savings Bank,https://www.crunchbase.com/organization/gorham-savings-bank,1,,"Gorham, Maine, United States",A Maine only community bank known as A Breath of Fresh Banking.,,,1,,,,,,,,"50,424"
Brookstone Partners,https://www.crunchbase.com/organization/brookstone-partners,3,2,"New York, New York, United States",Brookstone Partners is a private equity firm that seeks to acquire companies.,Private Equity Firm,Private Equity,2,,2,2,2,,,,"50,476"
