Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Bang Yeok-Ju,https://www.crunchbase.com/person/bang-yeok-ju,,,,Bang Yeok-Ju is director at Spring Camp,Investment Partner,,,2,,,,,,,"165,600"
Angela Simmons,https://www.crunchbase.com/person/angela-simmons-f97a,1,1,"Richmond, Texas, United States",Angela Simmons,Individual/Angel,Venture,1,,1,,1,,,,"165,601"
Nithiya Ananthakrishnan,https://www.crunchbase.com/person/nithiyanandhan-ananthakrishnan,,,"Greater Boston Area, United States, North America",Nithiya Ananthakrishnan is the Founder and CEO at Algorics. She attended the University of Madras.,,,,,,,,,,,"165,602"
K K Bassi & Associates,https://www.crunchbase.com/organization/k-k-bassi-associates,,,"Gurgaon, Haryana, India","KK Bassi and Associates is an indian chartered accountant firm that provides services relted to accounting, auditing, and income tax.",,,,,,,,,,,"165,603"
"CXGL, LP",https://www.crunchbase.com/organization/cxgl-lp,1,,,"CXGL, LP",,,1,,,,,,,,"165,604"
Huld Magnúsdóttir,https://www.crunchbase.com/person/huld-magnusdottir,,,"Reykjavík, Gullbringusysla, Iceland",Huld Magnúsdóttir - CEO @ New Business Venture Fund,Investment Partner,,,6,,,,,,,"165,605"
iCap Ventures,https://www.crunchbase.com/organization/icap-ventures,,,"Irvine, California, United States",iCap Ventures is leading the way domestically and internationally in creative finance solutions.,Venture Capital,,,,,,,,,,"165,609"
AKOOL AKOOL,https://www.crunchbase.com/person/akool-akool,,,,"Premium studio quality ai image generator with 4K resolution, fine details and minimum constrains. Free trials available and APIs available.",,,,,,,,,,,"165,610"
Stratacution Ventures,https://www.crunchbase.com/organization/stratacution-ventures,,,"La Jolla, California, United States",Venture Capital Intermediary Firm,Venture Capital,,,,,,,,,,"165,611"
Adriana (Saldivar) Sanchez,https://www.crunchbase.com/person/adriana-saldivar-sanchez,,,"San Francisco, California, United States",Adriana (Saldivar) Sanchez is a director of community Organizing at the Latino Community Foundation.,Investment Partner,,,27,,,,,,,"165,614"
Nicki Baty,https://www.crunchbase.com/person/nicki-baty,,,,Nicki Baty,Investment Partner,,,1,,,,,,,"165,615"
Notes We Buy,https://www.crunchbase.com/organization/notes-we-buy,1,,,Notes We Buy is an invesement Firm.,,,1,,1,,,,,,"165,616"
Michel Pratte,https://www.crunchbase.com/person/michel-pratte,,,"Toronto, Ontario, Canada",Michel Pratte - Senior Vice President of Ventures @ Boat Rocker Media,Investment Partner,,,2,,,,,,,"165,617"
Ignacio Medina,https://www.crunchbase.com/person/ignacio-medina-9448,,,,Head of the Computational Biology Lab at the University of Cambridge Research Computing Service and Team Leader of Big Data Analytics at Gen...,,,,,,,,,,,"165,618"
CW Ng,https://www.crunchbase.com/person/chee-we-ng,,,,CW Ng,Investment Partner,,,1,,,,,,,"165,619"
Efrem Castillo,https://www.crunchbase.com/person/efrem-castillo-0348,,,,Efrem Castillo,,,,,,,,,,,"165,620"
Joseph Laguardia,https://www.crunchbase.com/person/joseph-laguardia,1,,"Richfield, Ohio, United States","Joseph M. LaGuardia is a Principal at Community Energy Advisors. He is also a Vice President at CCG Automation, Inc. He attended the Univers...",Individual/Angel,Seed,1,,,,,,,,"165,621"
Dorrance Venture,https://www.crunchbase.com/organization/dorrance-venture,,,"Ludwigsburg, Mecklenburg-Vorpommern, Germany",Dorrance is a VC firm focused on Sustainability and Digitalization,,,,,,,,,,,"165,622"
Yingrun Investment Development,https://www.crunchbase.com/organization/yingrun-investment-development,1,,"Shenzhen, Guangdong, China",Yingrun Investment Development is engaged in investment and establishment of industries.,,,1,,,,,,,,"165,623"
Jane Gol,https://www.crunchbase.com/person/jane-gol,1,,"New York, New York, United States",Ms. Gol has extensive experience in real estate investment and development from residential to commercial and retail. She is instrumental in...,Individual/Angel,,1,,1,,,,,,"165,626"
Thomas Høgenhaven,https://www.crunchbase.com/person/thomas-høgenhaven,,,"Copenhagen, Hovedstaden, Denmark",Thomas Høgenhaven - Managing Partner @ Planetary Impact Ventures,Investment Partner,,,1,,,,,,,"165,627"
