Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Kunal Kishore,https://www.crunchbase.com/person/kunal-kishore-4a93,1,,"Delhi, Delhi, India",Kunal Kishore is an individual investor.,Individual/Angel,,1,,1,,,,,,"160,800"
MBZ Ventures,https://www.crunchbase.com/organization/mbz-ventures,,,"Buenos Aires, Distrito Federal, Argentina","Business angels group with focus on technology and innovation, in a wide range of technology and consulting services",Angel Group,"Early Stage Venture, Private Equity, Seed",,,,,,,,,"160,811"
Felix Wimmer,https://www.crunchbase.com/person/felix-wimmer,,,"Munich, Bayern, Germany","Felix Wimmer is the founder and CEO of Walhalla Capital, a privately focused investment company",,,,,,,,,,,"160,800"
Denis Shtefan,https://www.crunchbase.com/person/denis-shtefan,,,"Luxembourg, Europe","As a published researcher and composer, Denis is leading the research and development efforts to solve the most challenging problems in the ...",,,,,,,,,,,"160,801"
Kunal Varshneya,https://www.crunchbase.com/person/kunal-varshneya,,,"San Francisco, California, United States","Physician and early stage venture capitalist. MD from Stanford, BS from University of Southern California",,"Early Stage Venture, Seed",,,,,,,,,"160,817"
Manish Aggarwal,https://www.crunchbase.com/person/manish-aggarwal-24dc,1,,"Delhi, Delhi, India",Manish Aggarwal is a Co-Founder of Startup Buddy Services India Private Limited.,"Investment Partner, Individual/Angel",,1,1,1,,,,,,"160,803"
Luigi Amante,https://www.crunchbase.com/person/luigi-amante-1a68,,,"California, United States, North America","Chief Operations Officer, Product Development Manager, Project Manager, Designer, Process Improvement Specialist Specialties: Web Design, U...",Investment Partner,,,1,,,,,,,"160,819"
Mike Ruth,https://www.crunchbase.com/person/mike-ruth-d7b6,1,,"Mountain View, California, United States","Mike Ruth, Staff Security Engineer, Brex.",Individual/Angel,,1,,,,,,,,"160,806"
Justin Louie,https://www.crunchbase.com/person/justin-louie,,,,"Justin is the CTO of Jenfi, a company that provides small businesses loans based on their revenue. He co-founded the company with Jeffrey Li...",,,,,,,,,,,"160,807"
FINGERZ FROG,https://www.crunchbase.com/organization/fingerz-frog,,,,A blockchain based company,Startup Competition,Seed,,,,,,,,,"160,824"
Nick Salloway,https://www.crunchbase.com/person/nick-salloway,,,"Newcastle upon Tyne, United Kingdom, Europe",Nick Salloway is the Founder & CEO at Qrious.,,,,,,,,,,,"160,810"
Sujin Jo,https://www.crunchbase.com/person/sujin-jo,,,,Jo Soo-jin is a Senior Manager at Hana Ventures.,Investment Partner,,,1,,,,,,,"160,825"
Ahsan Majeed,https://www.crunchbase.com/person/ahsan-majeed-f7dd,,,"Sialkot, Punjab, Pakistan",Ahsan Majeed,,Private Equity,,,,,,,,,"160,811"
Jinhua Duanxuan,https://www.crunchbase.com/organization/jinhua-duanxuan,2,1,,Jinhua Duanxuan is an investment management firm.,Private Equity Firm,Private Equity,2,,1,,1,,,,"160,826"
viveka mandal,https://www.crunchbase.com/person/viveka-mandal,,,"Gurgaon, Haryana, India","My Responsibilities 1. I am responsible for leading the development and execution of long-term strategies, with the goal of increasing share...",,Private Equity,,,,,,,,,"160,828"
Kevin Monserrat,https://www.crunchbase.com/person/kevin-monserrat,,,"London, England, United Kingdom","Prior to his current role in Microsoft Accelerator London, Kevin was Head of Business Development and Partnerships for Ztudium a big data bu...",Investment Partner,,,1,,,,,,,"160,814"
Nick Davis,https://www.crunchbase.com/person/nick-davis-c71e,,,"Columbus, Ohio, United States","Nick Davis is the Founder, Inventor, and Product Leader of ReadySkill. He previously worked at Bold Capital Partners as a Venture Partner. N...",,,,,,,,,,,"160,831"
Sophon Ventures,https://www.crunchbase.com/organization/sophon-ventures,,,"Miami, Florida, United States",Sophon Ventures is an Investment firm.,,,,,,,,,,,"160,815"
Dmitry Petruhina,https://www.crunchbase.com/person/dmitry-petruhina,1,,"Moscow, Moscow City, Russian Federation",Dmitry Petruhina is Co-Founder & CEO at DocDoc.,Individual/Angel,,1,,,,,,,,"160,835"
Tyler Mayoras,https://www.crunchbase.com/person/tyler-mayoras,,,"Chicago, Illinois, United States",Tyler Mayoras,Investment Partner,"Late Stage Venture, Private Equity",,2,,,,,,,"160,816"
Huoerguosi Shanfeng Touzi,https://www.crunchbase.com/organization/huoerguosi-shanfeng-touzi,2,,,Huoerguosi Shanfeng Touzi is an investment firm.,,,2,,,,,,,,"160,817"
Gabriel M G Antonini,https://www.crunchbase.com/person/gabriel-antonini,,,"São Paulo, Sao Paulo, Brazil","French-Brazilian, graduation and MBA in Grenoble and Paris, France.  Fullstack Developer, loves technology and how it can be used to disrupt...",,,,,,,,,,,"160,818"
TriPower Capital,https://www.crunchbase.com/organization/tripower-capital,,,"Birmingham, Birmingham, United Kingdom",TriPower Capital is an investment firm focused largely on food and beverage companies.,,,,,,,,,,,"160,819"
Francesco Marincola,https://www.crunchbase.com/person/francesco-marincola,,,"Half Moon Bay, California, United States",Francesco Marincola is the Chief Scientific Officer of Sonata Therapeutics. He previously worked at Refuge Biotechnologies as a Chief Scient...,Investment Partner,,,1,,,,,,,"160,820"
Shanghai Jinbang Shiye,https://www.crunchbase.com/organization/shanghai-jinbang-shiye,1,,"Shanghai, Shanghai, China",Shanghai Jinbang Shiye is an investment firm.,,,1,,,,,,,,"160,836"
Peeke,https://www.crunchbase.com/organization/peeke,,,"Zug, Zug, Switzerland",Blockchain-like Identity for Physical Products via NFC-hashed technology.,,,,,,,,,,,"160,821"
Deepak Pathak,https://www.crunchbase.com/person/deepak-pathak-7c88,,,"Bangalore, Karnataka, India","Deepak Pathak, an Indian businessman, and a well-known Bangalore-based interior designer was born on 12 July 1991 in Mumbai to parents Digam...",,"Early Stage Venture, Private Equity",,,,,,,,,"160,822"
AccelerateMe,https://www.crunchbase.com/organization/accelerateme,,,"Manchester, Manchester, United Kingdom",AccelerateMe is empowering and supporting students to build businesses.,Accelerator,Early Stage Venture,,,,,,,,,"160,823"
Gianluca Maestroni,https://www.crunchbase.com/person/gianluca-maestroni,1,,"Bergamo, Lombardia, Italy",CEO,Individual/Angel,,1,,,,,,,,"160,824"
Mike Turner,https://www.crunchbase.com/person/mike-turner-3,1,1,"Austin, Texas, United States",Mike Turner,Individual/Angel,Seed,1,,,,1,,,,"160,839"
VIADUC 8,https://www.crunchbase.com/organization/viaduc,1,,"Grenoble, Rhone-Alpes, France",VIADUC 8 is a company that specializes in hosting and data backup services.,Venture Capital,Early Stage Venture,1,,,,,,,,"160,825"
Julie Zwissler,https://www.crunchbase.com/person/julie-zwissler,1,,"Los Angeles, California, United States",Julie Zwissler is the Chief Marketing Officer at Fabric. She attended Pepperdine University Graduate School of Education and Psychology.,Individual/Angel,,1,,,,,,,,"160,841"
Chongqing Yulong Group,https://www.crunchbase.com/organization/chongqing-yulong-group,2,,"Chongqing, Heilongjiang, China",Chongqing Yulong Group is an investment firm.,,,2,,1,,,,,,"160,840"
Weigu Information,https://www.crunchbase.com/organization/weigu-information,1,,"Qingpu, Shanghai, China","Weigu Information is an enterprise dedicated to autonomous and controllable ""solid-state storage and computing fusion"" application solutions",,,1,,,,,,,,"160,826"
Fluid Vehicle Owners,https://www.crunchbase.com/organization/fluid-vehicle-owners,1,,,Fluid Vehicle Owners is an investment firm,,,1,,,,,,,,"160,827"
Olympic Financial,https://www.crunchbase.com/organization/olympic-financial,2,1,"Kent, Washington, United States","Olympic Financial provides commercial equipment, financing options, and guidance to business owners in the United States and Canada.",,,2,,,,1,,,,"160,828"
Guoxuan Holdings,https://www.crunchbase.com/organization/guoxuan-holdings,3,,"Hefei, Anhui, China","Guoxuan Holdings is a group enterprise integrates real estate, cultural tourism, and the film and television cultural industry.",Private Equity Firm,,3,,2,,,,,,"160,829"
Nixing Woshang Technology,https://www.crunchbase.com/organization/nixing-woshang-technology,1,,"Tianjin, Guangdong, China",Nixing Woshang Technology is engaged in computer software and hardware technology.,,,1,,,,,,,,"160,830"
Envoy Management,https://www.crunchbase.com/organization/envoy-management,,,"New York, New York, United States","Envoy Management focuses on lower middle market acquisitions, recapitalizations, and growth capital investments for private companies.",,,,,,,,,,,"160,844"
Lê Văn Phú,https://www.crunchbase.com/person/phú-lê-văn,,,"Vietnam, Asia","Lê Văn Phú (sinh ngày 10 tháng 11 năm 1988) là một chuyên gia bảo mật, an ninh mạng. Anh được biết đến nhiều khi làm Quản trị viên diễn đàn ...",,"Grant, Seed",,,,,,,,,"160,831"
Ibrahim Bello,https://www.crunchbase.com/person/ibrahim-bello-49a4,1,,"Lagos, Lagos, Nigeria","Byran Bellz is a Blogger, Web designer, Microbiologist and Illustrator, with a keen knowledge about Entertainment, he's the Founder/CEO of 2...",Individual/Angel,,1,,,,,,,,"160,832"
Christopher Ragona,https://www.crunchbase.com/person/christopher-c-ragona,,,"Providence, Rhode Island, United States","Chris Ragona is a managing director based in our Providence office. He is currently a director of Altegrity, Q9 Networks and SRA Internation...",,,,,,,,,,,"160,833"
Shanghai Lisheng Racing,https://www.crunchbase.com/organization/shanghai-lisheng-racing,1,,"Changning, Shanghai, China",Shanghai Lisheng is an automobile sports and racing culture company.,,,1,,1,,,,,,"160,834"
Minxin Chuangtou,https://www.crunchbase.com/organization/minxin-chuangtou,1,,"Shanghai, Shanghai, China",Minxin Chuangtou is an investment firm.,,,1,,,,,,,,"160,848"
Matthew Piccolella,https://www.crunchbase.com/person/matthew-piccolella,,,"New York, New York, United States",Matt Piccolella is a product manager at Lyft.,,,,,,,,,,,"160,850"
Jose Blanco,https://www.crunchbase.com/person/jose-blanco-d633,,,"Davis, California, United States",José Blanco is a Managing Partner at CVF Capital Partners and brings over 30 years of investment experience to the firm. Before co-founding ...,Investment Partner,,,2,,,,,,,"160,849"
David Marquis,https://www.crunchbase.com/person/david-marquis,,,"Toronto, Ontario, Canada",David Marquis is the country manager at intuit Canada. He attended Queen's University.,Investment Partner,,,8,,,,,,,"160,852"
Lake County Technologies,https://www.crunchbase.com/organization/lake-county-technologies,1,,"Illinois City, Illinois, United States",Lake County Technologies creates innovative productivity enhancements.,,,1,,1,1,,,,,"160,835"
Jens Fjellström,https://www.crunchbase.com/person/jens-fjellström,1,,"Sweden, Europe",Jens Fjellström,Individual/Angel,Seed,1,,,,,,,,"160,853"
HAC FUTUR,https://www.crunchbase.com/organization/hac-futur,1,,,Investor,,,1,,,,,,,,"160,837"
Ajay Chowdhury,https://www.crunchbase.com/person/ajay-chowdhury,,,"London, England, United Kingdom",Ajay Chowdhury is a Managing Director and Partner at BCG Digital Ventures.,,,,,,,,,,,"160,839"
Jonathan Kennedy,https://www.crunchbase.com/person/jonathan-kennedy-1e27,2,,,Jonathan Kennedy is the Founder and CEO at HeyCarson.He Previously worked at Swiftangels as the Founder.Jonathan Kennedy attended Concordia ...,Individual/Angel,,1,,,,,,,,"160,840"
FlyOverture Equity,https://www.crunchbase.com/organization/flyoverture-equity,,,"Springfield, Oregon, United States","FlyOverture Equity is a British Columbia holding company which owns equity positions in CBD/hemp, cannabis, and psilocybin startup.",Micro VC,"Early Stage Venture, Seed",,,,,,,,,"160,842"
Pierre de Fouquet,https://www.crunchbase.com/person/pierre-de-fouquet,,,"Paris, Ile-de-France, France","Pierre took part, in 1986, in launching the venture and growth capital arm of the French Caisse des Dépôts, where he was in charge of invest...",Investment Partner,,,3,,,,,,,"160,844"
Matt Cooper,https://www.crunchbase.com/person/matt-cooper-8,,,"San Francisco, California, United States",Matt is part of the Growth Team at Serent Capital. He works closely with management teams at portfolio companies on value-creation initiativ...,,,,,,,,,,,"160,845"
