Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Dalton Learning Lab,https://www.crunchbase.com/organization/dalton-learning-lab,,,"Hong Kong, Hong Kong Island, Hong Kong",Dalton Learning Lab is a pioneering EdTech R&D lab adopting the Design Thinking framework,,,,,,,,,,,"126,010"
Indrek Prants,https://www.crunchbase.com/person/indrek-prants,2,,"Tallinn, Harjumaa, Estonia",Indrek Prants - Co-Founder @ Elasteq do Brasil,Individual/Angel,Seed,1,,,,,,,,"126,013"
SEI,https://www.crunchbase.com/organization/sei-2,1,1,,SEI,,,1,,,1,1,,,,"126,015"
Jasper van Veghel,https://www.crunchbase.com/person/jasper-van-veghel,,,"Amsterdam, Noord-Holland, The Netherlands","Driven, technically-minded entrepreneur. Ventures and projects I am involved in focus on high-throughput systems performing complex analysis...",,,,,,,,,,,"126,019"
Takween Accelerator,https://www.crunchbase.com/organization/takween-accelerator,1,,"Sulaimani, Diyala, Iraq","Takween Accelerator is the accelerator in Iraq, created to help growth-stage technology businesses go farther faster.",,,1,,1,,,,,,"126,022"
Tung Nguyen-Khac,https://www.crunchbase.com/person/tung-nguyen-khac,1,,"Munich, Bayern, Germany","Tung Nguyen-Khac is the Seed Investor and Business Angel of NestEgg, He attended Ludwig Maximilian University of Munic. Tung recently joine...",Individual/Angel,Seed,1,,,,,,,,"126,037"
Reece James,https://www.crunchbase.com/person/reece-james-661a,1,,,England and Chelsea footballer Reece James.,Individual/Angel,,1,,1,,,,,,"126,040"
Ehud Geller,https://www.crunchbase.com/person/ehud-geller,,,,"Co-founded Medica in 1995; veteran of the US and Israeli healthcare industries for over 30 years. Previously CEO of Ikapharm, CEO of Inte...",,,,,,,,,,,"126,042"
Hoerner Planning Group,https://www.crunchbase.com/organization/hoerner-planning-group,1,,"Middleburg, Virginia, United States",Hoerner Planning Group is a national financial advisory firm.,,,1,,,,,,,,"126,054"
Newbean Capital,https://www.crunchbase.com/organization/newbean-capital,,,"Reno, Nevada, United States",Newbean Capital is a registered investment adviser that manages early stage venture capital mandates on behalf of institutional clients.,Venture Capital,,,,,,,,,,"126,065"
Capiva Plus Fund,https://www.crunchbase.com/organization/capiva-plus-fund,1,,"Luxembourg, Luxembourg, Luxembourg",Capiva Plus fund is focused on real estate and private equity.,,,1,,,,,,,,"126,077"
Clem O'Donnell,https://www.crunchbase.com/person/clem-o-donnell,,,"San Francisco, California, United States",Clem O'Donnell is a Partner at Arrowroot Capital Management. He attended Carnegie Mellon University.,Investment Partner,,,1,,,,,,,"126,081"
Salten Invest,https://www.crunchbase.com/organization/salten-invest,1,1,"Bodø, Nordland, Norway",Salten Invest AS is a wholly owned corporation of Salten Regional Council,Micro VC,Seed,1,,,,1,,,,"126,089"
Init Invest,https://www.crunchbase.com/organization/init-invest,1,,,Init Invest primarily seeks investments in tech-enabled companies.,Venture Capital,,1,,1,,,,,,"126,091"
Douglas Rotberg,https://www.crunchbase.com/person/douglas-rotberg,0,,"Portsmouth, Hampshire, United Kingdom",Douglas Rotberg is the Co-Founder and CEO of The Motorists Organisation.,,,0,,,,,,,,"126,092"
Silicon Valley China Venture Partners,https://www.crunchbase.com/organization/silicon-valley-china-venture-partners,1,1,"San Francisco, California, United States",Investor,Venture Capital,Early Stage Venture,1,,,,1,,,,"126,097"
FORWARD Accelerator,https://www.crunchbase.com/organization/forward-accelerator-2d68,,,"Birmingham, Birmingham, United Kingdom",FORWARD Accelerator offers a 6-month accelerator program aimed at helping startups scale up and grow their business.,Accelerator,,,,,,,On-Site,2020-02-15,24,"126,001"
Bikram Roy,https://www.crunchbase.com/person/bikram-roy,1,,"Akron, Ohio, United States",Bikram Roy is a Founder of Bonfire Digital Wellness.,Individual/Angel,,1,,1,,,,,,"126,002"
Tapio Tolvanen,https://www.crunchbase.com/person/tapio-tolvanen,1,1,"San Francisco, California, United States",Tapio Tolvanen is the CTO and Co-Founder at Elo Health.,Individual/Angel,Seed,1,,,,1,,,,"126,003"
Jim Routh,https://www.crunchbase.com/person/jim-routh-2,,,"New York, New York, United States",Jim Routh is the Chief Information Security Officer and leads the Global Information Security function for Aetna.  He is the Chairman of ...,,,,,,,,,,,"126,004"
Jiasheng Venture Capital,https://www.crunchbase.com/organization/jiasheng-venture-capital,1,,,Jiasheng Venture Capital operates as an investment firm.,"Private Equity Firm, Venture Capital",,1,,1,,,,,,"126,005"
Sanjay Gandhi,https://www.crunchbase.com/person/sanjay-gandhi-2,,,"Gurgaon, Haryana, India",Sanjay qualified as a Chartered Accountant before graduating from Delhi University. His first job as an Audit Manager was with the Indian As...,Investment Partner,,,6,,,,,,,"126,101"
Chris Kroeger,https://www.crunchbase.com/person/chris-kroeger,,,"Waltham, Massachusetts, United States",Chris joined Aurora in 2003 and became a Partner in 2007. Chris focuses on biopharmaceutical and medical device opportunities and brings a b...,Investment Partner,,,10,,,,,,,"126,007"
Cornerstone Growth Capital,https://www.crunchbase.com/organization/cornerstone-growth-capital,1,,"Crows Nest, Queensland, Australia",Cornerstone Growth Capital is a global investment company with a mandate to invest in opportunities.,Venture Capital,Early Stage Venture,1,,1,,,,,,"126,008"
Nabil Malouli,https://www.crunchbase.com/person/nabil-malouli,,,"Fort Lauderdale, Florida, United States","Nabil Malouli is a global multi-disciplinary Innovation leader combining Corporate Executive experience, Startup Advisor & Investor, Consult...",,"Early Stage Venture, Seed",,,,,,,,,"126,010"
Norman Tse,https://www.crunchbase.com/person/norman-tse,,,"Hong Kong, Asia",Norman Tse,Investment Partner,,,1,,,,,,,"126,105"
Vivy Chao,https://www.crunchbase.com/person/vivy-chao,,,"San Francisco, California, United States",Vivy Chao,,,,,,,,,,,"126,012"
Kurt Wilkins,https://www.crunchbase.com/person/kurt-wilkins,1,1,"Austin, Texas, United States","Kurt is CEO at HireBetter with broad responsibilities including strategy, client satisfaction and practice development. His 19 years of publ...",Individual/Angel,Seed,1,,,1,1,,,,"126,014"
Russell Wilson,https://www.crunchbase.com/person/russell-wilson-2,2,,"Seattle, Washington, United States",Russell Wilson - Founder and Executive Chairman @ TraceMe,Individual/Angel,,2,,,,,,,,"126,017"
Neil Sadaranganey,https://www.crunchbase.com/person/neil-sadaranganey,,,"Palo Alto, California, United States",Interest: Mobile and Cloud Neil is currently a managing Director of NTT Docomo Ventures the global venture arm of NTT Docomo in Japan.  Neil...,Investment Partner,Early Stage Venture,,9,,,,,,,"126,018"
Meaghan Seagrave,https://www.crunchbase.com/person/meaghan-seagrave,,,,"Meahgan Seagrave, Executive Director of Bioindustrial Innovation Canada. “As Canada's only green chemistry accelerator, Bioindustrial Innova...",Investment Partner,,,3,,,,,,,"126,020"
Feima Fund,https://www.crunchbase.com/organization/feima-fund-c198,1,,,Feima Fund is na investment firm.,,,1,,,,,,,,"126,021"
Ruby Rock Investments,https://www.crunchbase.com/organization/ruby-rock-investments,1,,"Sandoná, Narino, Colombia",Ruby Rock Investments is an investment firm.,Venture Capital,Early Stage Venture,1,,1,,,,,,"126,022"
Vedanshu Investments,https://www.crunchbase.com/organization/vedanshu-investments,1,,"Hyderabad, Andhra Pradesh, India",Vedanshu Investments is a start-up that identifies problem solvers in various fields and supports their dreams with the partnership.,,,1,,,,,,,,"126,023"
