Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Sean Connery Foundation,https://www.crunchbase.com/organization/sean-connery-foundation,1,,,Sean Connery Foundation is a philanthropic foundation.,,,1,,1,,,,,,"89,400"
Jason Chang,https://www.crunchbase.com/person/jason-chang-5,,,"Melbourne, Victoria, Australia","Jason is the Chief Executive Officer and Managing Director of EMR Capital, and a member of its Investment Committee. Prior to EMR Capital...",,,,,,,,,,,"89,405"
Origins Capital,https://www.crunchbase.com/organization/origins-capital-559a,3,,"Beijing Shi, Beijing, China",Origin Capital is a venture fund that help launch high-tech startup companies in China.,Venture Capital,,3,,1,,,,,,"89,408"
Hunan Chasing Financial Holding,https://www.crunchbase.com/organization/hunan-chasing-financial-holding,1,,"Tianxin, Hunan, China",Hunan Chasing Financial Holding is an investment firm.,,,1,,1,,,,,,"89,410"
Kyodo Public Relations,https://www.crunchbase.com/organization/kyodo-public-relations,2,,"Chuo, Hokkaido, Japan",Kyodo Public Relations provides marketing and advertising consultancy services.,,,2,,1,,,,,,"89,414"
BDN Ventures,https://www.crunchbase.com/organization/bdn-4f71,1,,,BDN Ventures is a venture capital firm.,,,1,,,,,,,,"89,421"
Ace Mortgage Funding,https://www.crunchbase.com/organization/ace-mortgage-funding,,,"Indianapolis, Indiana, United States",Ace Mortgage Funding offers home loans and mortgages in the United States.,Venture Capital,,,,,,,,,,"89,424"
Tak Lo,https://www.crunchbase.com/person/tak-lo,,,,"As founder of Zeroth.AI,Tak runs a team of ex-founders of successful startups who are primed to pass on their expertise to the next generati...",Investment Partner,,,3,,,,,,,"89,435"
CoCreate Ventures,https://www.crunchbase.com/organization/cocreate-ventures,1,,"London, England, United Kingdom",CoCreate Ventures works in the ecosystem to help companies that require higher level of engagement and extended support.,"Micro VC, Venture Capital",,1,,1,,,,,,"89,440"
Carlos Ochoa,https://www.crunchbase.com/person/carlos-ochoa-2,,,"Greater Seattle Area, Washington, United States",Carlos (Wolf) Ochoa is The Wizard - Managing Partner of Alpha Impact 8. He attended Instituto Tecnológico Autónomo de México. Carlos is a s...,,Venture,,,,,,,,,"89,441"
