Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
AGE-WELL,https://www.crunchbase.com/organization/age-well-6b4c,2,,"Toronto, Ontario, Canada",AGE-WELL is a Canadian network that brings everyone together to develop technologies and services for healthy aging.,,,2,,,,,,,,"135,003"
Unixtar,https://www.crunchbase.com/organization/unixtar,1,,"Taiwan, Jiangsu, China","Unixtar provides PCBA, cable assembly, consumer electronics, AOC, and other services.",,,1,,,,,,,,"135,006"
Jingpin Tezhuang Technology,https://www.crunchbase.com/organization/jingpin-tezhuang-technology,1,,"Beijing, Beijing, China",Jingpin Tezhuang Technology develops equipment for military and defense.,,,1,,1,,,,,,"135,005"
Andrew Robbins,https://www.crunchbase.com/person/andrew-robbins-327d,1,,"Boston, Massachusetts, United States",Andrew Robbins is the CEO and Co-Founder of Paytronix Systems.,Individual/Angel,,1,,,,,,,,"135,007"
Vadim Heyfitch,https://www.crunchbase.com/person/vadim-heyfitch,,,"San Jose, California, United States",Vadim Heyfitch has M.S. degree in Physics and Applied Mathematics and over 20 years of experience as a Signal and Power Integrity engineer. ...,,,,,,,,,,,"135,013"
Chris Anderson,https://www.crunchbase.com/person/chris-anderson-5,1,1,"Sunnyvale, California, United States",Chris Anderson is the Director of Technology at TriplePoint Capital,Individual/Angel,Seed,1,,,,1,,,,"135,014"
eXome Capital,https://www.crunchbase.com/organization/exome-capital,1,,"St Louis, Missouri, United States",eXome Capital is private equity firm based in St. Louis.,Private Equity Firm,"Late Stage Venture, Private Equity",1,,1,,,,,,"135,026"
Strateq,https://www.crunchbase.com/organization/strateq,1,,"Petaling Jaya, Selangor, Malaysia",Strateq is an investment firm.,,,1,,,,,,,,"135,030"
Shenzhen Hechuan Technology,https://www.crunchbase.com/organization/shenzhen-hechuan-technology,1,,"Shenzhen, Guangdong, China","Shenzhen Hechuan Technology is engaged in sales of insulating sheets, double-sided adhesive molding paper, etc.",,,1,,,,,,,,"135,000"
Elio Assuncao,https://www.crunchbase.com/person/elio-assuncao,,,"Cardiff, Cardiff, United Kingdom","Serial entrepreneur with over 15+ years experience in technology analysis, artificial intelligence development and venture capital investmen...",,,,,,,,,,,"135,001"
Pearigee Partners,https://www.crunchbase.com/organization/pearigee-partners,,,,Pearigee Partners is a private equity firm,Private Equity Firm,,,,,,,,,,"135,036"
Chris Abou-Chabké,https://www.crunchbase.com/person/chris-abou-chabké,,,"Lefkosia, Nicosia, Cyprus",Chris Abou-Chabké is the Founder of Black Hat Ethical Hacking. He previously worked at Ulterior PC Electronics Ltd as a Managing Director. C...,,,,,,,,,,,"135,003"
Terry Chou,https://www.crunchbase.com/person/terry-chou-5e1e,,,"Hong Kong, Asia",Terry Chou,Investment Partner,,,1,,,,,,,"135,004"
Chris Whitcombe,https://www.crunchbase.com/person/chris-whitcombe,4,,,"Chris Whitcombe is the founder of [Reward Gateway](https://www.crunchbase.com/organization/reward-gateway#/entity), a provider of employee e...",Individual/Angel,Seed,3,,,,,,,,"135,005"
Rowan Grobler,https://www.crunchbase.com/person/rowan-grobler,,,"London, England, United Kingdom",Rowan Grobler is the Investment Director at Gresham House Ventures. Rowan Grobler attended University of Pretoria/Universiteit van Pretoria.,Investment Partner,,,2,,,,,,,"135,006"
Silicon Valley Internet Capital,https://www.crunchbase.com/organization/silicon-valley-internetcapital,5,4,"Monterey, California, United States",Silicon Valley Internet Capital is a venture capital firm specializing in investments in seed and early stage companies.,Venture Capital,"Early Stage Venture, Seed",4,,,,4,,,,"135,007"
TDL Investors,https://www.crunchbase.com/organization/tdl-investors,1,,,TDL Investors,,,1,,,,,,,,"135,039"
"John L. Long, Jr.",https://www.crunchbase.com/person/john-l-long-jr,1,1,,"Prior to founding Trellis Partners, John served as a partner of Dakota Venture Management Company. Previously, he was with Southwest Vent...","Investment Partner, Individual/Angel",Seed,1,5,,1,1,,,,"135,008"
Christiane Holzinger,https://www.crunchbase.com/person/christiane-holzinger,1,,"Klagenfurt, Karnten, Austria",business angel,Individual/Angel,,1,,,,,,,,"135,042"
Terry Abessera,https://www.crunchbase.com/person/terry-abessera,1,,"Paris, Ile-de-France, France",Terry Abessera,Individual/Angel,,1,,,,,,,,"135,009"
Christopher Fuglesang,https://www.crunchbase.com/person/christopher-fuglesang,,,,"Christopher Fuglesang, Ph.D., J.D., joined Tavistock Life Sciences in 2005 and is responsible for co-managing the group's public market acti...",Investment Partner,,,9,,,,,,,"135,010"
Vineet Joshi,https://www.crunchbase.com/person/vineet-joshi,1,,"Denver, Colorado, United States",Vineet Joshi - VP of Engineering @ UiPath,Individual/Angel,,1,,,,,,,,"135,011"
Palmer Garson,https://www.crunchbase.com/person/palmer-garson,,,"Richmond, Virginia, United States",Palmer Garson - Managing Director @ Silvercrest Asset Management Group,Investment Partner,,,1,,,,,,,"135,043"
Sarah Wright,https://www.crunchbase.com/person/sarah-wright,,,"Bethesda, Maryland, United States","Ms. Wright has over 25 years of senior management experience in private equity, investment banking and at energy companies. Ms. Wright jo...",Investment Partner,,,1,,,,,,,"135,013"
Blueline Sportswear,https://www.crunchbase.com/organization/blueline-sportswear,1,1,"Darien, Connecticut, United States","Blueline Sports is a hockey supplier in Connecticut, Westchester County and the Northeast.",,,1,,,,1,,,,"135,014"
Connor Hayes,https://www.crunchbase.com/person/connor-hayes-7884,1,,"San Francisco, California, United States",Connor Hayes,Individual/Angel,,1,,,,,,,,"135,049"
Nucleus Partners,https://www.crunchbase.com/organization/nucleus-partners,,,"Delhi, Delhi, India",Nucleus Partners is a company that offers fundraising and merger acquisition services..,Venture Capital,,,,,,,,,,"135,015"
Peter Callahan,https://www.crunchbase.com/person/peter-callahan-2,1,,,Former President & CEO of American Media IncorporatedTook American Media Inc. (AMI) public on NYSE and later sold to Evercore for more than ...,Individual/Angel,,1,,,,,,,,"135,050"
The Qube,https://www.crunchbase.com/organization/the-qube-0c38,,,"Lecce, Puglia, Italy","The Qube are business incubator that provides services like business development, training, marketing, and project management.",Incubator,,,,,,,,,,"135,016"
Admiralty Holdings,https://www.crunchbase.com/organization/admiralty-holdings,1,,"Sheung Wan, Hong Kong Island, Hong Kong","Admiralty Holdings is an investment firm that focuses on leadership, strategy, finance, and social impact.",,,1,,1,,,,,,"135,018"
Lu Rong,https://www.crunchbase.com/person/lu-rong-5e4e,,,,Lu Rong is the managing partner and president of Yuexiu Industrial Fund.,Investment Partner,,,5,,,,,,,"135,017"
