Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Cristy Aquino,https://www.crunchbase.com/person/cristy-aquino,,,,Cristy Aquino,,Seed,,,,,,,,,"204,000"
Thomas Hanke,https://www.crunchbase.com/person/thomas-hanke,,,"Düsseldorf, Nordrhein-Westfalen, Germany",Thomas Hanke,,,,,,,,,,,"204,002"
Kuwu Enterprise Management,https://www.crunchbase.com/organization/kuwu-enterprise-management,1,,"Wuhan, Hubei, China","Kuwu Enterprise Management is engaged in business management consulting; marketing planning; business incubator management services, etc.",Incubator,,1,,,,,,,,"204,005"
Benjamin Simon,https://www.crunchbase.com/person/benjamin-simon-5fac,1,,,Benjamin Simon,Individual/Angel,,1,,,,,,,,"204,007"
Bakhrom Abdukadirov,https://www.crunchbase.com/person/bakhrom-abdukadirov-a69f,1,,,Angel Investor,Individual/Angel,Seed,1,,,,,,,,"204,009"
Diana LaTour,https://www.crunchbase.com/person/diana-latour,,,"Orlando, Florida, United States",Diana LaTour - CEO and Chairman @ X-lumin,,,,,,,,,,,"204,011"
Charles Hull,https://www.crunchbase.com/person/charles-hull-7c20,,,"Los Angeles, California, United States",Charles Hull,,,,,,,,,,,"204,012"
Samba Accel,https://www.crunchbase.com/organization/samba-accel,,,"Barcelona, Catalonia, Spain","Samba Health is the first stage seed accelerator in Southern Europe, specialized in start-ups and projects in the field of information",Accelerator,,,,,,,,,,"204,013"
Yiqi Investment,https://www.crunchbase.com/organization/yiqi-investment,1,,"Nanshanqu, Guangdong, China",Yiqi Investment is an investment firm that engaged in investment management and corporate management consulting service.,,,1,,1,,,,,,"204,014"
The Nikolaos Kassotis Estate,https://www.crunchbase.com/organization/the-nikolaos-kassotis-estate-00db,,,,The Nikolaos Kassotis family.,,,,,,,,,,,"204,016"
John Sabat,https://www.crunchbase.com/person/john-sabat,1,,,John Sabat,Individual/Angel,Seed,1,,,,,,,,"204,017"
Chris Halbert,https://www.crunchbase.com/person/chris-halbert,,,"Cape Town, NA - South Africa, South Africa",Chris has over 10 years’ experience building and leading finance teams in the European and African markets. He served as Group Financial Man...,,,,,,,,,,,"204,021"
Ian Bolderston,https://www.crunchbase.com/person/ian-bolderston,,,"Shrewsbury, Shropshire, United Kingdom",Ian Bolderston is director at H20 Car Valeting till 2003. H2O opened our first site in the prestigious Mailbox shopping centre in the heart ...,,,,,,,,,,,"204,022"
Marian Tong,https://www.crunchbase.com/person/marian-tong,,,,Marian Tong,Investment Partner,,,1,,,,,,,"204,023"
Jonathan Hepple,https://www.crunchbase.com/person/jonathan-hepple,,,"London, England, United Kingdom",Jonathan Hepple is the current Non-Executive Director of Nucleome Therapeutics. He previously worked at BioScience Managers Limited as a Fou...,Investment Partner,,,3,,,,,,,"204,024"
Honglian Touzi,https://www.crunchbase.com/organization/honglian-touzi,1,1,,Honglian Touzi is an investment firm.,,,1,,,,1,,,,"204,026"
coworking freiburg,https://www.crunchbase.com/organization/bro-freiburg,,,"Freiburg, Baden-Wurttemberg, Germany",Coworking-Space in the heart of Freiburg's old centre.,Co-Working Space,,,,,,,,,,"204,027"
Leslee Cowen,https://www.crunchbase.com/person/leslee-cowen-4bc5,,,,Leslee Cowen,Investment Partner,,,1,,,,,,,"204,028"
Paresh Goel,https://www.crunchbase.com/person/paresh-goel-99e7,1,,,Paresh Goel,Individual/Angel,,1,,,,,,,,"204,029"
Barron Fletcher,https://www.crunchbase.com/person/f-barron-fletcher-iii,,,"Dallas, Texas, United States","Barron Fletcher, Managing Partner of Riata, co-heads the firm's Investment Committee and is responsible for the overall management, operatio...",Investment Partner,,,1,,,,,,,"204,030"
Jiacai Yiliao,https://www.crunchbase.com/organization/jiacai-yiliao,1,,"Shanghai, Shanghai, China",Jiacai Yiliao is an investment firm which mainly engaged in medicine development projects.,,,1,,,,,,,,"204,033"
Xiangmei Wenhua,https://www.crunchbase.com/organization/xiangmei-wenhua,1,,"Futian, Guangdong, China","Xiangmei Wenhua provides event planning, exhibition and consulting services.",,,1,,,,,,,,"204,032"
Gustav Thybo,https://www.crunchbase.com/person/gustav-thybo,1,,"Copenhagen, Hovedstaden, Denmark",Gustav Thybo,Individual/Angel,,1,,,,,,,,"204,034"
Joao Costa,https://www.crunchbase.com/person/joao-costa-2,,,"Lisbon, Lisboa, Portugal","Joao Costa - Founder, Director @ Bynd Venture Capital",,,,,,,,,,,"204,035"
Jawz ..,https://www.crunchbase.com/person/jawz,1,,,Jawz ..,Individual/Angel,,1,,,,,,,,"204,038"
Domingo Karsten,https://www.crunchbase.com/person/domingo-karsten,,,"Amsterdam, Noord-Holland, The Netherlands",Domingo Karsten is a Founder & Mentor,,,,,,,,,,,"204,036"
Shanthi Boppana,https://www.crunchbase.com/person/shanthi-boppana,,,"Greater Boston Area, United States, North America",Shanthi Boppana,,,,,,,,,,,"204,039"
Bruce Carr,https://www.crunchbase.com/person/bruce-carr,,,"Queensland, Australia, Oceania",Bruce is a veteran of the Australasian business technology scene.,Investment Partner,,,1,,,,,,,"204,040"
Rohit kapoor,https://www.crunchbase.com/person/rohit-kapoor-ffab,2,,"Gurgaon, Haryana, India",Rohit kapoor,Individual/Angel,,2,,,,,,,,"204,043"
Marissa Benson,https://www.crunchbase.com/person/marissa-benson,,,"Menlo Park, California, United States","Marissa joined the GV team in January 2017. Prior to GV, Marissa worked as an executive assistant at Relay Ventures and a medical practice m...",,,,,,,,,,,"204,045"
Swen Nolting,https://www.crunchbase.com/person/swen-nolting,,,,Dr. Nölting joined Exa in 1998 as the sales manager for Central Europe and in 2002 assumed the position of Managing Director of Industrial C...,,,,,,,,,,,"204,046"
Hemant Jain,https://www.crunchbase.com/person/hemant-jain-e778,,,"Pune, Maharashtra, India",Hemant Jain,,,,,,,,,,,"204,049"
E Anderson,https://www.crunchbase.com/person/e-anderson,,,"Cambridge, Massachusetts, United States",E Anderson,,"Grant, Private Equity",,,,,,,,,"204,048"
Minchuan Wang,https://www.crunchbase.com/person/minchuan-wang,,,,Minchuan Wang is a partner at 3H Health Investment.,Investment Partner,,,5,,,,,,,"204,050"
Omar Rida,https://www.crunchbase.com/person/omar-rida,,,"Greater New York Area, United States, North America",Omar Rida - Senior Engineer @ RealBlocks,,,,,,,,,,,"204,051"
Dui Toledo,https://www.crunchbase.com/person/dui-toledo,,,"Sao Paulo, Brazil, South America",Dui Toledo is the Advisor to SVP of Engineering at PayNearMe. Dui Toledo attedned Pontifical Catholic University of Campinas.,,,,,,,,,,,"204,053"
Enril Revocable Trust,https://www.crunchbase.com/organization/enril-revocable-trust,,,,Series A investor,,,,,,,,,,,"204,054"
Nanwang Ziben,https://www.crunchbase.com/organization/nanwang-ziben,1,,"Guangzhou, Guangdong, China",Nanwang Ziben is an investment firm.,,,1,,,,,,,,"204,056"
Nils Are Karstad Lysø,https://www.crunchbase.com/person/nils-are-karstad-lysø,,,"Oslo, Oslo, Norway",Nils Are Karstad Lysø is the Investment Director at Aker Horizons. Nils Are Karstad Lysø attended BI Norwegian Business School.,,,,,,,,,,,"204,057"
Bryan da Frota,https://www.crunchbase.com/person/bryan-da-frota,,,"Boston, Massachusetts, United States",Bryan da Frota is an active entrepreneur and an investor in innovative start-ups.  He currently maintains the roles of Principal & Operating...,,Private Equity,,,,,,,,,"204,002"
David Hammond,https://www.crunchbase.com/person/david-hammond,1,,"London, England, United Kingdom",David Hammond brings a wealth of automotive industry experience to the table that he’s gained from his time at Camden Corporate Fleet Servic...,Individual/Angel,,1,,,,,,,,"204,059"
Ziyuan Ying,https://www.crunchbase.com/person/ziyuan-ying,,,"San Francisco Bay Area, California, United States","Roger is the Founder and CEO of Global Dreamer Foundation, Co-President of Berkeley China Summit, and a Founder at the Excel Orange EdTech G...",,Seed,,,,,,,,,"204,060"
Sangmin Kim,https://www.crunchbase.com/person/sangmin-kim-9b8e,,,"South Korea, Asia",Kim Sang-min serves as executive director of SJ Investment Partners.,Investment Partner,,,1,,,,,,,"204,061"
Bob Tinker,https://www.crunchbase.com/person/bob-tinker-6930,1,,,Bob Tinker,Individual/Angel,,1,,,1,,,,,"204,062"
Stephane Bourbier,https://www.crunchbase.com/person/stephane-bourbier,,,"Paris, Ile-de-France, France",Stéphane Bourbier serves as CEO of Asterion Ventures.,Investment Partner,,,1,,,,,,,"204,006"
Eric Schleien,https://www.crunchbase.com/person/eric-schleien,1,1,"Philadelphia, Pennsylvania, United States","Over the past decade, Eric has trained thousands of individuals including board members of public companies as well as several Fortune 500 C...",Individual/Angel,"Debt, Private Equity",1,,,,1,,,,"204,064"
Marc Wachsmuth,https://www.crunchbase.com/person/marc-wachsmuth,,,"Antwerp, Antwerpen, Belgium",Marc Wachsmuth - Partner and Co-Founder @ Capital-E,Investment Partner,,,6,,,,,,,"204,065"
Louis Casey,https://www.crunchbase.com/person/louis-casey-0096,,,,Louis Casey growth technology leads in Southeast Asia at KKR.,Investment Partner,,,4,,,,,,,"204,066"
Patrice Boulanger,https://www.crunchbase.com/person/patrice-boulanger,1,1,"Montreal, Quebec, Canada",Patrice Boulanger,Individual/Angel,,1,,,,1,,,,"204,013"
Ningbo Meishan Baoshui Gangqu Shuanghao Guquan Touzi,https://www.crunchbase.com/organization/ningbo-meishan-baoshui-gangqu-shuanghao-guquan-touzi,1,,"Beilun, Zhejiang, China",Ningbo Meishan Baoshui Gangqu Shuanghao Guquan Touzi is an equity investment and investment consulting firm.,,,1,,,,,,,,"204,015"
Helen Taflin,https://www.crunchbase.com/person/helen-taflin,,,"Stockholm, Stockholms Lan, Sweden",Helen Taflin,Investment Partner,,,1,,,,,,,"204,069"
Agrico Overseas Investment Company,https://www.crunchbase.com/organization/agrico-overseas-investment-company,,,,Agrico Overseas Investment Company,,,,,,,,,,,"204,016"
Law of Investment,https://www.crunchbase.com/organization/law-of-investment,,,,An angel investment company focused on internet-based ventures,,,,,,,,,,,"204,071"
Triompf,https://www.crunchbase.com/organization/triompf,2,,,Triompf,,,1,,,2,,,,,"204,072"
Aris Hatch,https://www.crunchbase.com/person/aris-hatch,,,"Greater Boston Area, United States, North America","Aris Hatch is the Managing Director at GCM Grosvenor Aris joined the Firm from Rock Maple Funds, a New York-based asset manager and fund of ...",,,,,,,,,,,"204,073"
Michael Tiedemann,https://www.crunchbase.com/person/michael-tiedemann,1,,,Michael Tiedemann,Individual/Angel,Seed,1,,,,,,,,"204,074"
Jake Tauscher,https://www.crunchbase.com/person/jake-tauscher-bdcb,,,"San Francisco, California, United States",Jake Tauscher is a Partner at G2VP. He previously worked at Advent International and attended Harvard Business School.,,,,,,,,,,,"204,075"
Pete Behrens,https://www.crunchbase.com/person/pete-behrens,1,,"Denver, Colorado, United States","Leadership agility coach and founder of Trail Ridge Consulting, Pete Behrens provides guidance to senior executives on how to transform them...",Individual/Angel,,1,,,,,,,,"204,077"
Tommaso Loreto,https://www.crunchbase.com/person/tommaso-loreto-6fe9,1,,"Syracuse, Sicilia, Italy",Tommaso Loreto,Individual/Angel,,1,,,,,,,,"204,076"
Russell Shevins,https://www.crunchbase.com/person/russell-shevins,1,,,Russell Shevins,Individual/Angel,Seed,1,,,,,,,,"204,078"
Richard James Rogers,https://www.crunchbase.com/person/richard-james-rogers-7818,,,"Bangkok, Krung Thep, Thailand",Richard James Rogers,,Early Stage Venture,,,,,,,,,"204,080"
