Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Julie Sunderland,https://www.crunchbase.com/person/julie-sunderland,,,"Seattle, Washington, United States",Julie Sunderland is the Co-Founder & Board Member at Encodia.,Investment Partner,,,2,,,,,,,"58,804"
Reese Schroeder,https://www.crunchbase.com/person/reese-schroeder,,,"Crystal Lake, Illinois, United States",Reese Schroeder is the Investor at Allstate Strategic Ventures. He previously worked at Tyson Ventures as Managing Director. Reese attended ...,Investment Partner,,,1,,,,,,,"58,816"
WestMill Capital,https://www.crunchbase.com/organization/westmill-capital,1,,"Washington, District of Columbia, United States",WestMill Capital is a value-oriented real estate investment firm focused on innovative approaches to real estate finance.,Private Equity Firm,,1,,,,,,,,"58,819"
Ivy Asset Group,https://www.crunchbase.com/organization/ivy-asset-group,,,"Charleston, South Carolina, United States",Ivy Asset Group operates as an alternative structured credit firm.,Private Equity Firm,,,,,,,,,,"58,800"
Transwestern Investment Group,https://www.crunchbase.com/organization/transwestern-investment-group,,,"Houston, Texas, United States",Transwestern Investment Group operates as a real estate investment adviser.,Private Equity Firm,Private Equity,,,,,,,,,"58,823"
W3Capital,https://www.crunchbase.com/organization/w3capital,1,,"Richmond, Virginia, United States",Transition Capital. Transformation Partners.,Private Equity Firm,,1,,1,,,,,,"58,802"
It Gets Better Project,https://www.crunchbase.com/organization/it-gets-better-projects,28,,"Los Angeles, California, United States","The It Gets Better Project is a non-profit organization that is focused on empowering the lesbian, gay, bisexual, and transgender youth.",,,28,,28,,,,,,"58,826"
Indus River Ventures,https://www.crunchbase.com/organization/indus-river-ventures,1,,"Houston, Texas, United States","Indus River Ventures  invest early as a lead investor and are healthcare leaders, powered by programs, platforms, and devices.","Incubator, Venture Capital",Seed,1,,,,,,,,"58,827"
nfactory,https://www.crunchbase.com/organization/nfactory,5,,"Hamburg, Hamburg, Germany",nfactory is an interactive content creation platform for marketers and designers.,,,5,,1,,,,,,"58,803"
The Bank of New York,https://www.crunchbase.com/organization/the-bank-of-new-york,,,,Retail and Commercial Bank,Investment Bank,,,,,,,,,,"58,829"
D2 Investments,https://www.crunchbase.com/organization/d2-investments,1,,"Weslaco, Texas, United States",D2 Investments is an Investment firm.,Venture Capital,,1,,1,,,,,,"58,804"
Verb Ventures,https://www.crunchbase.com/organization/verb-ventures,,,"San Rafael, California, United States",Verb Ventures is a venture capital firm that invests in and advises new businesses.,Venture Capital,,,,,,,,,,"58,805"
Venture United,https://www.crunchbase.com/organization/venture-united,49,11,"Tokyo, Tokyo, Japan","Venture United is a provider of venture capital for entrepreneurs, especially for internet-related businesses.",Micro VC,"Early Stage Venture, Seed",45,,5,,11,,,,"58,830"
Caesarea Medical Electronics,https://www.crunchbase.com/organization/caesarea-medical-electronics,4,1,"Caesarea, Hefa, Israel",Caesarea Medical Electronics designs and develops a range of infusion and syringe pumps.,,,3,,1,,1,,,,"58,807"
SYGMA.Novosibirsk,https://www.crunchbase.com/organization/sygma-novosibirsk,3,,"Novosibirsk, Novosibirsk, Russian Federation",Material-based startups building and selling. A subsidiary of JSC RUSNANO.,Venture Capital,,2,,,,,,,,"58,837"
Diaspora Ventures,https://www.crunchbase.com/organization/diaspora-ventures,17,,"San Francisco, California, United States",Diaspora Ventures invests in the next generation of french entrepreneurs building tech companies.,Venture Capital,,17,,,1,,,,,"58,809"
Volkswohl Bund,https://www.crunchbase.com/organization/volkswohl-bund,,,"Dortmund, Nordrhein-Westfalen, Germany","Volkswohl Bund is an insurance firm that offers disability, commercial, liability, vehicle, property, business and pension insurance.",,,,,,,,,,,"58,810"
Women4Cyber Startup School,https://www.crunchbase.com/organization/women4cyber-startup-school,8,,"Spain, Georgia, United States",Women4Cyber Startup School is promoting female entrepreneurship.,Entrepreneurship Program,,8,,8,,,,,,"58,812"
Exelon Foundation,https://www.crunchbase.com/organization/exelon-foundation,6,,"Chicago, Illinois, United States","The Exelon Foundation is an independent, nonprofit organization funded solely by Exelon Corporation through shareholder dollars.",,,5,,5,3,,,,,"58,839"
Steve Lee,https://www.crunchbase.com/person/steve-lee-b078,1,,"Los Angeles, California, United States",Steve Lee is the Co-Founder and Co-Chief Executive Officer at AmazeVR.,Individual/Angel,,1,,,,,,,,"58,814"
Jesdakorn Samittiauttakorn,https://www.crunchbase.com/person/jesdakorn-samittiauttakorn,,,"Bangkok, Krung Thep, Thailand",I am a startup executive and entrepreneur with an engineering background who likes to build businesses from zero to hero. My areas are in AI...,,Seed,,,,,,,,,"58,815"
Herkules Capital,https://www.crunchbase.com/organization/herkules-capital,27,13,"Oslo, Oslo, Norway",Herkules is a Private Equity firm in Norway.,Private Equity Firm,Private Equity,27,,,,13,,,,"58,846"
Viktor Shpakovsky,https://www.crunchbase.com/person/viktor-shpakovsky,,,"Moscow City, Russian Federation, Europe","Co-founder at Tokenbox, The Token Fund and DobroVmeste (charity platform). FinTech entrepreneur, analyst and investor in early stage startup...",,Early Stage Venture,,,,,,,,,"58,816"
NP,https://www.crunchbase.com/organization/np-4486,1,,"Seoul, Seoul-t'ukpyolsi, South Korea","XR contents, Metaverse, Brand Experience",,,1,,,,,,,,"58,817"
Chris Mathias,https://www.crunchbase.com/person/chris-mathias,1,1,"Kingston upon Thames, United Kingdom, Europe","Chris Mathias is one of England's most successful Internet entrepreneurs and private equity investors, born and raised in India but now livi...",Individual/Angel,Seed,1,,,,1,,,,"58,818"
Darren Glatt,https://www.crunchbase.com/person/darren-glatt,,,"New York, New York, United States","Darren Glatt is a Partner at Searchlight Capital Partners, overseeing the firm’s North American efforts in the Technology, Media and Telecom...",Investment Partner,,,5,,,,,,,"58,850"
SiC Processing,https://www.crunchbase.com/organization/sic-processing,1,,"Hirschau, Bayern, Germany",SiC Processing GmbH is a service provider for the conditioning of used slurry from the photovoltaic and semiconductor industries.,,,1,,,,,,,,"58,819"
Gary Lauder,https://www.crunchbase.com/person/gary-lauder,4,,"Mountain View, California, United States","Gary Lauder is the Founder & Managing Director of Lauder Partners LLC, a Silicon Valley-based venture capital firm investing primarily in in...","Investment Partner, Individual/Angel",Seed,3,10,,2,,,,,"58,820"
Philip Brittan,https://www.crunchbase.com/person/philip-brittan,,,"New York, New York, United States","Philip Brittan is a business and technology leader who has contributed to the FinTech space for over 30 years, with a mix of entrepreneurial...",,,,,,,,,,,"58,852"
Motsepe Foundation,https://www.crunchbase.com/organization/motsepe-foundation,1,,"Sandown, NA - South Africa, South Africa",Motsepe Foundation is dedicated to improving the social and economic life and contribute to building the nation and African continent.,,,1,,,,,,,,"58,821"
Shochiku Ventures,https://www.crunchbase.com/organization/shochiku-ventures,2,,"Tokyo, Tokyo, Japan",Shochiku Ventures is a venture capital firm.,Venture Capital,,2,,,,,,,,"58,856"
Bradley Jay Horwitz,https://www.crunchbase.com/person/bradley-jay-horwitz,1,,"Sammamish, Washington, United States",Brad Horwitz is Trilogy’s President and Chief Executive Officer and a member of its management committee. Mr. Horwitz has been involved in t...,Individual/Angel,,1,,,,,,,,"58,823"
Capital Square 1031,https://www.crunchbase.com/organization/capital-square-1031,,,"Glen Allen, Virginia, United States",Capital Square 1031 is an investment management firm that specializes in the fields of commercial real estate and alternative investments.,Hedge Fund,,,,,,,,,,"58,824"
POLARIS MEDIA ASA,https://www.crunchbase.com/organization/polaris-media,1,,"Trondheim, Sor-Trondelag, Norway",Polaris Media is a media company and group based in Scandinavia that focuses on journalistic development and individual media houses.,,,1,,1,,,,,,"58,825"
National Research Foundation,https://www.crunchbase.com/organization/national-research-foundation,28,6,"Singapore, Central Region, Singapore",National Research Foundation (NRF) seeks to strengthen Singapore’s R&D capabilities.,Government Office,"Early Stage Venture, Seed",28,,4,1,6,,,,"58,827"
PAI Capital,https://www.crunchbase.com/organization/pai-capital,1,1,"London, England, United Kingdom",PAI Capital is a private investment firm.,Private Equity Firm,Private Equity,1,,1,,1,,,,"58,858"
CWB Capital,https://www.crunchbase.com/organization/cwb-capital,2,,"Shenzhen, Guangdong, China",A venture capital firm.,Venture Capital,,2,,2,,,,,,"58,859"
Zero DAO,https://www.crunchbase.com/organization/zero-dao,1,,,Zero DAO is an investment firm.,Venture Capital,,1,,,,,,,,"58,828"
Patel Family Investment,https://www.crunchbase.com/organization/patel-family-investment,1,,,Patel Family Investment is a financial services firm.,Family Investment Office,,1,,,,,,,,"58,829"
Bill Reichert,https://www.crunchbase.com/person/bill-reichert,,,"San Francisco, California, United States","Bill Reichert is a venture capitalist at Pegasus Tech Ventures.  Prior to Pegasus, Bill was co-founder of Garage Technology Ventures.   Pri...",Investment Partner,,,4,,,,,,,"58,863"
