Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Kevin (Penghui) Chen,https://www.crunchbase.com/person/kevin-penghui-chen,,,"Shanghai, China, Asia",Kevin (Penghui) Chen is the Founder & Partner of BioTrack Capital.He attend to the Kellogg School of Management in 2001.,Investment Partner,,,1,,,,,,,"167,405"
Redouane Ouadi,https://www.crunchbase.com/person/redouane-ouadi-73dd,,,"Casablanca, Grand Casablanca, Morocco","M. Ouadi is Morocco's foremost culture specialist and travel sector authority. He was raised in Casablanca, Morocco. He received his educati...",,,,,,,,,,,"167,408"
American Equities Overseas,https://www.crunchbase.com/organization/american-equities-overseas,1,1,"Stanmore, Harrow, United Kingdom",American Equities Overseas is a securities brokerage and corporate finance services provider firm.,,,1,,,1,1,,,,"167,411"
Jimmy Lai,https://www.crunchbase.com/person/jimmy-lai,1,,"Beijing, Beijing, China",Jimmy Lai,Individual/Angel,Seed,1,,,,,,,,"167,401"
Jordan Lane Gilmore,https://www.crunchbase.com/person/jordan-lane-gilmore,,,"Milan, Lombardia, Italy","Former scientist, former lobbyist, fashion & cleantech investor",,,,,,,,,,,"167,402"
Harun Mumin Demirocak,https://www.crunchbase.com/person/harun-mumin-demirocak,,,"London, England, United Kingdom","My name is Harun Mümin Demirocak. I started a 4-year Civil Engineering under-graduate program in September 2012, and successfully completed ...",,"Early Stage Venture, Private Equity",,,,,,,,,"167,404"
Michiel Timmerman,https://www.crunchbase.com/person/michiel-timmerman,,,"London, England, United Kingdom",Michiel Timmerman is the current Co-Founder of EFTA. He previously worked at Equity for Africa Ltd as a Director and Co-Founder. Michiel Tim...,Investment Partner,,,1,,,,,,,"167,419"
DART Capital Partners,https://www.crunchbase.com/organization/dart-capital,1,1,"New York, New York, United States","DART Capital Partners, an Australian based venture capital group focused on Digital and Additive Manufacturing opportunities.",Venture Capital,,1,,,,1,,,,"167,405"
Martin Strobel,https://www.crunchbase.com/person/martin-strobel,2,1,"Riehen, Basel-Stadt, Switzerland",Martin Strobel - Non Executive Director @ msg life,Individual/Angel,Seed,2,,,,1,,,,"167,406"
Inna Zaimenko,https://www.crunchbase.com/person/inna-zaimenko,,,"Berlin, Berlin, Germany",Inna Zaimenko - Founder and CEO @ A-LabInsider UG (haftungsbeschränkt),,,,,,,,,,,"167,421"
Braden M. Bohrmann,https://www.crunchbase.com/person/braden-m-bohrmann,,,,"Prior to joining Masthead, Braden M. Bohrmann has served as a senior executive officer in a variety of technology and life science companies...",,,,,,,,,,,"167,423"
João Arthur,https://www.crunchbase.com/person/joão-arthur,1,,"São Paulo, Sao Paulo, Brazil",João Arthur,Individual/Angel,Initial Coin Offering,1,,1,,,,,,"167,424"
Admin Brenda Dating,https://www.crunchbase.com/person/admin-brenda-dating,,,,"Sugar babes, Mums, Dads, Singles Interested In dating Kenyans  For instant connection and meeting Arrangements  Dm/Whatsapp Brenda",,"Grant, Private Equity, Secondary Market, Venture",,,,,,,,,"167,407"
Genrikh Lukianchuk,https://www.crunchbase.com/person/dmitry-axelrod,,,,Genrikh Lukianchuk,,,,,,,,,,,"167,409"
Kevin Kuipers,https://www.crunchbase.com/person/kevin-kuipers,,,"Paris, Ile-de-France, France",Kevin Kuipers,Investment Partner,,,1,,,,,,,"167,413"
Fushanshi Shundequ Huayou Qiye Guanli Youxian Gongsi,https://www.crunchbase.com/organization/fushanshi-shundequ-huayou-qiye-guanli-youxian-gongsi,1,,"Foshan, Guangdong, China",Fushanshi Shundequ Huayou Qiye Guanli Youxian Gongsi is a business management company.,,,1,,,,,,,,"167,429"
Greg Myles,https://www.crunchbase.com/person/greg-myles,,,"Northbrook, Illinois, United States",Greg Myles is the Chief Financial Officer at PRA Business Events. He attended DePaul University.,,,,,,,,,,,"167,414"
Lukas Krcil,https://www.crunchbase.com/person/lukas-krcil,,,"Prague, Hlavni mesto Praha, Czech Republic",Lukas Krcil is the Co-Founder & Board member at YYY Agency. Lukas attended Shih-Hsin University..,,,,,,,,,,,"167,415"
Renata Brkić,https://www.crunchbase.com/person/renata-brkić,,,"Zagreb, Grad Zagreb, Croatia",Renata Brkic is the Managing Partner at Feelsgood. Renata attended COTRUGLI Business School.,Investment Partner,,,3,,,,,,,"167,417"
