Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Qingyue Capital Investment,https://www.crunchbase.com/organization/qingyue-capital-investment,2,,,Qingyue Capital Investment is an investment firm.,,,2,,1,,,,,,"67,804"
LK Technology Investment,https://www.crunchbase.com/organization/lk-technology-investment,3,,"Seoul, Seoul-t'ukpyolsi, South Korea","LK Technology Investment is an investment firm that offers investment, financing, and management services.",Venture Capital,,3,,,,,,,,"67,806"
Blair Garrou,https://www.crunchbase.com/person/blair-garou,,,"Houston, Texas, United States","Since the late 90's, Blair Garrou has focused on funding, operating and incubating startup software companies.  Blair's current investments ...",Investment Partner,,,54,,,,,,,"67,809"
Heartland Angels,https://www.crunchbase.com/organization/heartland-angels,3,1,"Skokie, Illinois, United States",Heartland Angels assists seed and early-stage companies in obtaining investment capital and in furthering their innovations.,Angel Group,Early Stage Venture,2,,,,1,,,,"67,812"
JHK Investments,https://www.crunchbase.com/organization/jhk-investments,2,2,"Westport, Connecticut, United States",JHK Investments is a venture capital firm. The firm typically invests in medical device companies.,Venture Capital,Venture,2,,2,,2,,,,"67,814"
ImageCom,https://www.crunchbase.com/organization/imagecom-f139,2,,,ImageCom is an investment firm.,,,1,,1,,,,,,"67,816"
Asuka Holding,https://www.crunchbase.com/organization/asuka-holding,4,,"Tokyo, Tokyo, Japan",Asuka Holding is a principal investment firm.,Hedge Fund,,3,,1,,,,,,"67,822"
Shiji Tianrong,https://www.crunchbase.com/organization/shiji-tianrong,3,,"Chaoyang, Liaoning, China",Shiji Tianrong is an investment firm that provides asset management and investment management services.,Private Equity Firm,,3,,1,,,,,,"67,824"
Windamere Venture Partners,https://www.crunchbase.com/organization/windamere-venture-partners,11,6,"La Jolla, California, United States","Windamere Venture Partners, an early-stage investment firm, finances pharmaceutical, biotechnology, and other healthcare companies.","Micro VC, Venture Capital",Early Stage Venture,9,,,,6,,,,"67,801"
Lightbox Management Limited,https://www.crunchbase.com/organization/lightbox-management-limited,,,"Ebène, Plaines Wilhems, Mauritius",Lightbox Management Limited offers investment management services to global fund clients that invest in early-stage technology businesses.,Venture Capital,,,,,,,,,,"67,833"
Volcanics Venture,https://www.crunchbase.com/organization/volcanics-venture,84,2,"Changning, Shanghai, China","Volcanics Venture is focused on capital investments in early or growth stage companies in the fields of internet innovation, healthcare.",Micro VC,,65,,27,5,2,,,,"67,835"
Gigi Brisson,https://www.crunchbase.com/person/gigi-brisson,3,1,"Seattle, Washington, United States","Gigi Brisson co-founded Attractor Investment Management Inc., which manages a fund focused on long-term investments in private and public te...",Individual/Angel,Seed,3,,,,1,,,,"67,812"
Vince Caruso,https://www.crunchbase.com/person/vince-caruso,,,"New York, New York, United States",Vince Caruso is CEO & Founder of New To The Street and Exploring The Block.,,,,,,,,,,,"67,841"
AWS Foundation,https://www.crunchbase.com/organization/aws-foundation,17,,"Fort Wayne, Indiana, United States","AWS Foundation help individuals with intellectual, developmental and physical disabilities live as independently as possible",,,17,,16,2,,,,,"67,847"
