Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Star Cluster,https://www.crunchbase.com/organization/star-cluster,1,,,"Star Cluster is a large Minecraft hosting site for guilds, web sites and Minecraft servers.",,,1,,,,,,,,"139,205"
Excelsior Group of Companies,https://www.crunchbase.com/organization/excelsior-group-of-companies,,,"Bangkok, Krung Thep, Thailand",The Excelsior Group is a business to business financial and property product provider,Venture Capital,,,,,,,,,,"139,209"
Patrick McAliskey,https://www.crunchbase.com/person/patrick-mcaliskey,1,,, Patrick started out as an electronics technician in the Royal Air Force. After 6 years he returned to Northern Ireland where he was empl...,Individual/Angel,,1,,,,,,,,"139,218"
BtoBfactory Ventures,https://www.crunchbase.com/organization/btobfactory-ventures,1,1,"Madrid, Madrid, Spain","BtoBfactory Ventures is a venture capital firm invests in software, agriculture, construction, logistics companies.",Venture Capital,,1,,,,1,,,,"139,222"
Carlos Neto,https://www.crunchbase.com/person/carlos-neto,1,,"Belo Horizonte, Minas Gerais, Brazil","Rock-solid programming skills, leadership, mission oriented, integrity, very fast learner, smart. Vast knowledge on platforms and technol...",Individual/Angel,,1,,,,,,,,"139,223"
Mind to Market,https://www.crunchbase.com/organization/mind-to-market,1,,"Shallotte, North Carolina, United States",Mind to Market is a pre-seed fund investing in startups with high growth potential at the very earliest stage.,,,1,,,,,,,,"139,230"
Teresa Millan,https://www.crunchbase.com/person/teresa-millan-210e,,,"Madrid, Madrid, Spain",Teresa Millan is a Corporate Affairs Director at Eli Lilly and Company.,Investment Partner,,,6,,,,,,,"139,231"
Ling Yang,https://www.crunchbase.com/person/ling-yang-b7c2,,,"Jingan, Shanghai, China",Ling Yang is a Managing Director at The Carlyle Group.,Investment Partner,,,2,,,,,,,"139,234"
Ollie Locke,https://www.crunchbase.com/person/ollie-locke,1,,"London, England, United Kingdom",Ollie Locke is an Actor at Channel 4. He was a Co-Founder at Chappy. He attended Royal Agricultural University.,Individual/Angel,,1,,,,,,,,"139,235"
CoMotion Venture Capital,https://www.crunchbase.com/organization/comotion-venture-capital,1,1,"Seattle, Washington, United States","CoMotion Venture Capital is out of business. It is a venture capital firm specializing in start up, expansion capital, and early stage",Venture Capital,,1,,,,1,,,,"139,240"
Echo,https://www.crunchbase.com/organization/echo-66b6,1,,,Echo is a venture capital investment firm.,Venture Capital,,1,,,,,,,,"139,241"
