Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Blue Oceans Partners,https://www.crunchbase.com/organization/blue-oceans-partners,11,1,"Paris, Ile-de-France, France",Blue Oceans Partners is invests in and supports companies scaling up innovations that help address the most critical threats to our ocean.,Venture Capital,Early Stage Venture,11,,6,,1,,,,"21,614"
Paul G. Allen Family Foundation,https://www.crunchbase.com/organization/paul-g-allen-family-foundation,327,,"Seattle, Washington, United States",PGAFF is dedicated to change the path of some of the world's problems and strengthen communities through catalytic philanthropy.,,,327,,326,,,,,,"21,640"
Omega Advisors,https://www.crunchbase.com/organization/omega-advisors-inc,2,1,"New York, New York, United States",Omega Advisors is an investment advisor.,Venture Capital,,2,,1,,1,,,,"21,601"
Cosmostation,https://www.crunchbase.com/organization/cosmostation,8,,"Seoul, Seoul-t'ukpyolsi, South Korea",The Interchain Validator & Application Developer. Providing purely streamlined access to the interchain.,Venture Capital,Seed,8,,,,,,,,"21,608"
Fairstead,https://www.crunchbase.com/organization/fairstead,2,1,"New York, New York, United States","Fairstead is a vertically integrated, purpose-driven real estate developer, specializing in creating sustainable, high quality housing.",Venture Capital,,2,,,,1,,,,"21,611"
Hatch Blue Ltd,https://www.crunchbase.com/organization/hatch-blue-ltd,12,,"Cork, Cork, Ireland","Hatch Blue is an aquaculture accelerator supporting start-ups in the fields of aquaculture feed, health, genetics, tech and production.",Accelerator,,7,,3,2,,,,,"21,612"
IDIA Capital Investissement,https://www.crunchbase.com/organization/idia-capital-investissement,47,7,"Paris, Ile-de-France, France",IDIA Capital Investissement is a private equity arm of Crédit Agricole Capital Investissement.,Private Equity Firm,,46,,15,,7,,,,"21,617"
Stena Recycling,https://www.crunchbase.com/organization/stena-recycling,1,,"Göteborg, Vastra Gotaland, Sweden",Stena Recycling is a recycling services in five geographical markets through various companies operating under the Stena Recycling name.,,,1,,,,,,,,"21,620"
Whites Group,https://www.crunchbase.com/organization/whites-group,2,2,"Nottingham, Nottingham, United Kingdom",Whites Group provides international payments and investment fund services.,,,2,,2,,2,,,,"21,622"
Startup Capital Ventures,https://www.crunchbase.com/organization/startup-capital-ventures,54,15,"Menlo Park, California, United States",Startup Capital Ventures is an early-stage venture capital firm investing in the enterprise.,Micro VC,"Early Stage Venture, Seed",34,,11,11,15,,,,"21,624"
Tokenomy,https://www.crunchbase.com/organization/tokenomy,1,,"Singapore, Central Region, Singapore",Tokenomy is a crypto investment ecosystem.,,,1,,,,,,,,"21,634"
Savory Fund,https://www.crunchbase.com/organization/savory-fund,2,,"Lehi, Utah, United States",Savory Fund focuses on delivering outsized returns through strategic growth and replication strategies.,,,2,,1,1,,,,,"21,641"
Alzheimer's Association,https://www.crunchbase.com/organization/alzheimer-s-association,6,2,"Chicago, Illinois, United States","The Alzheimer's Association is a voluntary health organization in Alzheimer's care, support, and research.",,,6,,4,,2,,,,"21,600"
China Prosperity Capital,https://www.crunchbase.com/organization/china-prosperity-capital,31,1,"Hong Kong, Hong Kong Island, Hong Kong","China Prosperity Capital is an investment firm specializing in investments in power utilities, telecom and consumer goods.",Venture Capital,,31,,9,,1,,,,"21,601"
Square Deal Capital,https://www.crunchbase.com/organization/square-deal-capital,1,,"Oklahoma City, Oklahoma, United States","Square Deal Capital manages a variety of assets and investments while prioritizing purpose, impact, and service.",Family Investment Office,,1,,,,,,,,"21,603"
Mason Wells,https://www.crunchbase.com/organization/mason-wellsbiomediacl-fund,10,6,"Milwaukee, Wisconsin, United States","Mason Wells is a private equity investor focused on biotechnology, medical devices, and life sciences sectors.",Private Equity Firm,Early Stage Venture,8,,3,1,6,,,,"21,604"
Prestige Jaguar Land Rover,https://www.crunchbase.com/organization/jaguar-land-rover,7,1,"Coventry, Coventry, United Kingdom","Prestige Jaguar Land Rover provides automotive research, development, and engineering services.",,,7,,2,1,1,,,,"21,605"
