Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Emre Karabekirogullari,https://www.crunchbase.com/person/emre-karabekirogullari,,,"Luxembourg, Luxembourg, Luxembourg","Emre Karabekirogullari is a Director of Investments, Private Equity at Sarona Frontier Markets.",,,,,,,,,,,"239,400"
Dino Tantawi,https://www.crunchbase.com/person/dino-tantawi,,,,Dino Tantawi,,,,,,,,,,,"239,402"
Dishant Sharma,https://www.crunchbase.com/person/dishant-sharma-290c,,,,Dishant Sharma,,,,,,,,,,,"239,403"
Zainal Abidin Abdul Jalil,https://www.crunchbase.com/person/zainal-abidin-abdul-jalil,,,,Zainal Abidin Abdul Jalil,Investment Partner,,,1,,,,,,,"239,405"
Znzir Znzir,https://www.crunchbase.com/person/znzir-znzir,,,,Online video gaming is now at its peak. while playing the games you face many issues and errors. Here you will get the solutions that you ar...,,,,,,,,,,,"239,406"
Sanjeev Garg,https://www.crunchbase.com/person/sanjeev-garg,1,,"New Delhi, Delhi, India",Sanjeev Garg - Founder @ Rose Island,Individual/Angel,Seed,1,,,,,,,,"239,411"
Shaik Novrojuddin,https://www.crunchbase.com/person/shaik-novrojuddin,1,,,Shaik Novrojuddin,Individual/Angel,,1,,,,,,,,"239,404"
Tim Soo,https://www.crunchbase.com/person/tim-soo,,,"Brooklyn, New York, United States",Tim Soo is the former Founder of Meddik.,,,,,,,,,,,"239,415"
Mark Fields,https://www.crunchbase.com/person/mark-fields-9148,,,"Chester, Pennsylvania, United States",Mark Fields,Investment Partner,,,1,,,,,,,"239,413"
Daniel Bi,https://www.crunchbase.com/person/daniel-bilbao-a8b1,,,"San Francisco Bay Area, California, United States",Daniel Bi,,,,,,,,,,,"239,408"
Ruben Sanchez Gomez,https://www.crunchbase.com/person/ruben-sanchez-gomez,1,,"Mexico City, Distrito Federal, Mexico",15+ years of high level management consulting experience developing strategic projects of long-term value for clients. Build and lead high-p...,Individual/Angel,Seed,1,,,,,,,,"239,414"
Joseph Hanna,https://www.crunchbase.com/person/joseph-hanna-e2de,1,,,Joseph Hanna,Individual/Angel,,1,,,,,,,,"239,412"
Hermann Kristjánsson,https://www.crunchbase.com/person/hermann-kristjánsson,1,,,Hermann Kristjánsson,Individual/Angel,,1,,,,,,,,"239,407"
Swapnil Singh,https://www.crunchbase.com/person/swapnil-singh,,,"Delhi, Delhi, India","Swapnil Singh is a Head - Of corporate Sales, India at D2L. He attended Maharishi International University.",,,,,,,,,,,"239,410"
Gillian Smith,https://www.crunchbase.com/person/gillian-smith-198c,,,,Gillian Smith,,,,,,,,,,,"239,418"
Takada Ryu,https://www.crunchbase.com/person/takada-ryu,,,,Takada Ryu - Managing Director @ ITI Japan,,,,,,,,,,,"239,417"
Gloria Zhao,https://www.crunchbase.com/person/gloria-zhao-f266,,,,Gloria Zhao,,,,,,,,,,,"239,419"
Saksham Keshri,https://www.crunchbase.com/person/saksham-keshri-795f,1,,,Saksham Keshri,Individual/Angel,Seed,1,,,,,,,,"239,420"
Lin Ran,https://www.crunchbase.com/person/lin-ran-92d5,,,,Lin Ran is the director of Jinglin Investment.,Investment Partner,,,1,,,,,,,"239,421"
Brian Sheth,https://www.crunchbase.com/person/brian-sheth-4925,,,,Brian Sheth is a CEO Haveli Investments.,Investment Partner,,,1,,,,,,,"239,428"
Hr Sahil,https://www.crunchbase.com/person/hr-sahil,,,,HrSahil is famous Haryanvi Singer. Most popular Song of HrSahil gujjar sarkar. He belong Bamnikhera Palwal.,,,,,,,,,,,"239,432"
Johirul islam,https://www.crunchbase.com/person/johirul-islam-b402,,,,"Hello, I'm Johirul Islam, a dynamic professional with a dual passion for both Graphic Design and Digital Marketing. I thrive at the intersec...",,"Seed, Venture",,,,,,,,,"239,430"
Sebastia Catala Santandreu,https://www.crunchbase.com/person/sebastia-catala-santandreu,,,,Sebastia Catala Santandreu,,,,,,,,,,,"239,424"
Donald Blackwell,https://www.crunchbase.com/person/donald-blackwell-3922,,,,Donald Blackwell,,,,,,,,,,,"239,427"
Brad Bersie,https://www.crunchbase.com/person/brad-bersie,,,"Greater Minneapolis-Saint Paul Area, United States, North America",Brad Bersie is the Owner and Partner at Novia Networks. Brad Bersie attended Augsburg University.,,,,,,,,,,,"239,431"
Martha Madison,https://www.crunchbase.com/person/martha-madison,,,"Los Angeles, California, United States",Martha Madison,,,,,,,,,,,"239,433"
Wilfrid André,https://www.crunchbase.com/person/wilfrid-andré,1,,"Lille, Nord-Pas-de-Calais, France",Wilfrid André,Individual/Angel,,1,,,,,,,,"239,434"
Hong Lei,https://www.crunchbase.com/person/hong-lei-b043,,,,Hong Lei is a partner of Tianchuang Capital.,Investment Partner,,,3,,,,,,,"239,435"
Yoo Ji-heon,https://www.crunchbase.com/person/yoo-ji-heon,,,,Yoo Ji-heon,Investment Partner,,,1,,,,,,,"239,436"
Michael Solot,https://www.crunchbase.com/person/michael-solot,,,"Visalia, California, United States",Michael Solot is the Managing Director at Chicago Capital Partners.,,,,,,,,,,,"239,437"
Zhang Dazhong,https://www.crunchbase.com/person/zhang-dazhong,,,,"Zhang Dazhong is the chairman of chairman of Menghai Investment,",Investment Partner,,,1,,,,,,,"239,438"
Cathy Ju,https://www.crunchbase.com/person/cathy-ju,,,,Cathy Ju,Investment Partner,,,1,,,,,,,"239,439"
Martin Bremmer,https://www.crunchbase.com/person/martin-bremmer,,,"Venango, Nebraska, United States",Martin Bremmer,,,,,,,,,,,"239,449"
Thomas Uger,https://www.crunchbase.com/person/thomas-uger,,,"New York, New York, United States",Thomas Uger,Investment Partner,,,1,,,,,,,"239,441"
Elisabet Nathhorst,https://www.crunchbase.com/person/elisabet-nathhorst,1,,,Elisabet Nathhorst,Individual/Angel,,1,,,,,,,,"239,455"
Joshua Hovinga,https://www.crunchbase.com/person/joshua-hovinga,,,,Joshua Hovinga serves as BlueDAG’s Chief of Operations. Mr. Hovinga is an honors graduate from University of California Davis’ School of Eng...,,,,,,,,,,,"239,448"
A.A. Rzepiela,https://www.crunchbase.com/person/a-a-rzepiela,,,,A.A. Rzepiela,,,,,,,,,,,"239,447"
Andrew Greenberg,https://www.crunchbase.com/person/andrew-greenberg,,,"Portland, Oregon, United States",Andrew Greenberg is the Chief Technical Officer at The TOVA Company.,,,,,,,,,,,"239,454"
Kelas Teknisi,https://www.crunchbase.com/person/kelas-teknisi-4c1c,,,,Kelas Teknisi - Berita Teknologi Terkini,,,,,,,,,,,"239,440"
Jeff Vanderbilt,https://www.crunchbase.com/person/jeff-vanderbilt,,,"Dallas/Fort Worth Metroplex, Texas, United States",Jeff Vanderbilt,Investment Partner,,,1,,,,,,,"239,444"
Sheldon Lance,https://www.crunchbase.com/person/sheldon-lance,,,,Sheldon Lance was the Founder of Defender Industries.,,,,,,,,,,,"239,445"
Joseph Kunkel,https://www.crunchbase.com/person/joseph-kunkel,1,,,Joseph Kunkel,Individual/Angel,,1,,,,,,,,"239,451"
Pedro Isaacsson,https://www.crunchbase.com/person/pedro-isaacsson,1,,"Baltimore, Maryland, United States",Medical Oncologist. Interested in research and innovation in cancer care. Postdoctoral Clinical Fellow at Johns Hopkins Hospital,Individual/Angel,,1,,,,,,,,"239,443"
Holly Ludgate,https://www.crunchbase.com/person/holly-ludgate,,,"Orlando, Florida, United States",Holly Ludgate jis the Education Specialist at VISUAL BLASTERS. Holly Ludgate attended Pepperdine University.,,,,,,,,,,,"239,452"
Fernando Tatís Jr,https://www.crunchbase.com/person/fernando-tatís-jr,1,,,"Fernando Gabriel Tatís Medina, nicknamed ""El Niño"", is a Dominican professional baseball shortstop for the San Diego Padres of Major League ...",Individual/Angel,,1,,,,,,,,"239,446"
