Organization/Person Name,Organization/Person Name URL,Number of Investments,Number of Exits,Location,Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Partner Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor)
Genextra,https://www.crunchbase.com/organization/genextra,8,2,"Milan, Lombardia, Italy",Genextra was created in 2004 by a group of prominent Italian entrepreneurs and financial institutions.,Venture Capital,"Early Stage Venture, Late Stage Venture",3,,4,,2,,,,"20,400"
Dominion Capital,https://www.crunchbase.com/organization/dominion-capital-2,5,2,"New York, New York, United States",Dominion Capital is an investment firm that provides capital to small-cap and middle-market companies for growth.,Private Equity Firm,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market",5,,1,1,2,,,,"20,402"
White Deer Energy,https://www.crunchbase.com/organization/white-deer-energy,4,2,"Houston, Texas, United States",White Deer Energy specializes in ventures in middle market energy companies.,"Private Equity Firm, Venture Capital",,4,,3,,2,,,,"20,407"
David Goel,https://www.crunchbase.com/person/david-goel,,,"Waltham, Massachusetts, United States","David Goel is Co-Founder and Managing General Partner of Matrix Capital Management, a multi-billion investment firm focused on the tech/life...",Investment Partner,,,2,,,,,,,"20,408"
Peach State Health Plan,https://www.crunchbase.com/organization/peach-state-health-plan,1,,"Atlanta, Georgia, United States",Peach State Health Plan is a Care Management Organization that provides health care services through its provider network.,,,1,,,,,,,,"20,413"
BOOST&Co,https://www.crunchbase.com/organization/boost-co,53,14,"London, England, United Kingdom",BOOST&Co provides debt solutions to innovative SMEs in Europe.,Venture Debt,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo",51,,33,,14,,,,"20,424"
Get Engaged Media,https://www.crunchbase.com/organization/get-engaged-media,2,,"Atlanta, Georgia, United States",Digital Marketing / Influencer Agency,,,2,,,,,,,,"20,428"
Fresh Del Monte Produce,https://www.crunchbase.com/organization/fresh-del-monte-produce,4,1,"Coral Gables, Florida, United States",Fresh Del Monte Produce Inc. (Fresh Del Monte) is a holding company.,,Venture,4,,3,1,1,,,,"20,429"
Corza Medical,https://www.crunchbase.com/organization/corza-medical,1,,"Zürich, Zurich, Switzerland",Corza Medical is a provider of surgical medical devices.,Venture Capital,,1,,,,,,,,"20,432"
Rutland Partners,https://www.crunchbase.com/organization/rutland-partners,7,2,"London, England, United Kingdom",Rutland Partners is a specialist turnaround and restructuring investor with a difference.,"Private Equity Firm, Venture Capital",,7,,6,,2,,,,"20,433"
U.S. Energy Assets,https://www.crunchbase.com/organization/u-s-energy-assets,,,"Cedar Hill, Texas, United States",U.S. Energy Assets is an asset management firm that provides oil and gas and energy investment opportunities to investors.,,,,,,,,,,,"20,446"
Creacion Ventures,https://www.crunchbase.com/organization/creacion-ventures,9,,"Boston, Massachusetts, United States","Creacion Ventures is a venture capital firm, focus on investment within the healthcare industry, particularly biopharma space.",Venture Capital,,6,,,,,,,,"20,442"
Chaac Ventures,https://www.crunchbase.com/organization/chaac-ventures,25,2,"Santa Monica, California, United States",A seed venture capital (VC) firm focused on Princeton University’s top alumni tech founders.,Venture Capital,"Early Stage Venture, Seed",17,,3,9,2,,,,"20,401"
Heron Rock Fund,https://www.crunchbase.com/organization/heron-rock-fund,56,7,"Ottawa, Ontario, Canada","Heron Rock Fund is a physical place, a rock outside our office where a Heron often chooses to rest, when not hunting",Venture Capital,,53,,7,7,7,,,,"20,444"
